,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,2.5,0.024,100,1,100000.0,,133.66,0.13366,10.0,0.0002805883508733,0.0132505282668017,0.0005295198222783,,3.596463382819782,4.807015316227392,,,
1,1,2.5,0.024,150,1,100000.0,,171.89,0.17189,15.0,0.0004521327193677,0.012812050549536,0.0005267702760427,,3.363799007568498,5.784629326048526,,,
2,2,2.5,0.024,200,1,100000.0,,201.67,0.20167,20.0,0.0006510053468772,0.0114378270891101,0.0005416483000078,,3.103952205235565,6.259809342701376,,,
3,3,2.5,0.024,250,1,100000.0,,227.01,0.22701,25.0,0.0008969216363328,0.010798696727196,0.0005157133974321,,2.8030393553346924,6.366363269577393,,,
4,4,2.5,0.024,300,1,100000.0,,245.55,0.24555,30.0,0.001109631638377,0.010184921166935,0.0005488912231499,,2.729074106719124,6.698567924293914,,,
5,5,2.5,0.024,350,1,100000.0,,269.18,0.26918,35.0,0.0014518778354533,0.0096796138886297,0.0005249970561084,,2.4267233482712927,6.536449251816791,,,
6,6,2.5,0.024,400,1,100000.0,,290.89,0.29089,40.0,0.001700557264462,0.0096106790450898,0.0005321566697159,,2.367057235672069,6.889639175096311,,,
7,7,2.5,0.024,450,1,100000.0,,302.37,0.3023700000000001,45.0,0.0019597513357649,0.0091726216831398,0.000543992389998,,2.307641194690846,6.974899036206156,,,
8,8,2.5,0.024,500,1,100000.0,,322.28000000000003,0.32228,50.0,0.0023603798092534,0.009247012432518,0.0005383923971493,,2.133541773705293,6.876543592021436,,,
9,9,2.5,0.024,550,1,100000.0,,336.04,0.33604,55.0,0.0026403289781387,0.0092212352539646,0.0005445179564027,,2.0895773096069044,7.019278269293045,,,
