,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7
41,41,2.25,0.02,305,1,100000.0,,449.8,0.4498,305.0,0.0187885678414999,0.0483188958615841,0.0059802764402604,5010177680925.927,3480080110000.0,2389895352000.0,1732287752000.0,16.340250659126795,7.331855059278536,81667177807428.08,56726196000885.08,38955905575161.086,28236733478495.867,6.517855608549723e-05,4.527316416246116e-05,3.109069940410047e-05,2.253573058492519e-05,3.5467396855660785e-05,2.463572955122238e-05,1.691823569762462e-05,1.2262985682581594e-05
42,42,2.25,0.02,310,1,100000.0,,461.8,0.4618,310.0,0.0197655991117698,0.048242121745671,0.0069164496338561,5089125829589.041,3572923510000.0,2453654232000.0,1778502632000.0,16.052986290254715,7.444781905117398,82042944757449.25,57599905360798.05,39555913009545.97,28671641864264.324,6.73516120918139e-05,4.728555872604051e-05,3.247268265214942e-05,2.3537445012320903e-05,3.661663090419791e-05,2.570744481379152e-05,1.76542208599551e-05,1.2796455937374089e-05
43,43,2.25,0.02,315,1,100000.0,,441.0,0.4409999999999999,315.0,0.0181292124353603,0.052208977525578,0.0071249657785932,4807248251569.507,3411994950000.0,2343138840000.0,1698396840000.0,17.428588562345777,7.688199920622893,83807450399390.53,59483218375863.29,40849251346250.375,29609103062299.71,6.471278009133072e-05,4.5930575522075976e-05,3.154216727352703e-05,2.2862971800727664e-05,3.513145847269365e-05,2.4934921731123388e-05,1.7123701657458564e-05,1.2411915285451196e-05
44,44,2.25,0.02,320,1,100000.0,,434.8,0.4347999999999999,320.0,0.0196243032539541,0.0503083706995048,0.007137645715926,4688443590265.487,3364025860000.0,2310196752000.0,1674519152000.0,17.161586671071582,7.503913224542155,80914613292348.4,58057401422621.42,39870091901166.36,28899370766885.727,6.415375243643928e-05,4.603124215044658e-05,3.161129864396678e-05,2.2913080867717364e-05,3.480966077353206e-05,2.497643338679021e-05,1.7152209194583037e-05,1.2432578641007368e-05
45,45,2.25,0.02,325,1,100000.0,,448.4,0.4484,325.0,0.021561498621952,0.0536312216077628,0.0065489815352331,4780310160698.689,3469248380000.0,2382456816000.0,1726896016000.0,15.11565504632404,6.766646626477252,72137978640514.53,52353206616723.17,35952817521663.99,26059980153754.25,6.646022190161707e-05,4.8232647969630034e-05,3.31230826744592e-05,2.400887987728472e-05,3.60319907189626e-05,2.614975205116512e-05,1.795796904314136e-05,1.301662426273004e-05
46,46,2.25,0.02,330,1,100000.0,,450.0,0.45,330.0,0.0201012904534081,0.050583296664595,0.0064297891289861,4740694570815.45,3481627500000.0,2390958000000.0,1733058000000.0,17.48732061228262,7.825133225739935,82436814664828.67,60542664510888.586,41576810860330.45,30136466084298.664,6.698610385677864e-05,4.919546235721743e-05,3.378428171499906e-05,2.4488142284570807e-05,3.6285731776098175e-05,2.6648711432923328e-05,1.830062227801208e-05,1.3264992460715353e-05
47,47,2.25,0.02,335,1,100000.0,,435.0,0.4349999999999999,335.0,0.0193191590213586,0.041459176816365,0.0069809684744696,4524914610638.299,3365573250000.0,2311259400000.0,1675289400000.0,18.23136702484007,7.900307836086742,82179812312756.62,61124286712411.31,41976231607009.52,30425981550650.7,6.493744586871848e-05,4.82996364672288e-05,3.31690860692054e-05,2.4042224901033385e-05,3.5145650289429296e-05,2.614088234723004e-05,1.7951877900541757e-05,1.301220916911008e-05
48,48,2.25,0.02,340,1,100000.0,,462.6,0.4625999999999999,340.0,0.0218216402433994,0.0487989415426236,0.0067055840166618,4751907474705.882,3579113070000.0,2457904824000.0,1781583624000.0,15.86587611880024,7.34108566995959,75408905896102.95,56797612774193.85,39004950025056.1,28272282775575.176,6.9238762348805e-05,5.215029134980583e-05,3.581346835787259e-05,2.595897453880744e-05,3.746202067629947e-05,2.821620760607351e-05,1.93770779054917e-05,1.4045248758336882e-05
49,49,2.25,0.02,345,1,100000.0,,448.2,0.4481999999999999,345.0,0.0256529073507862,0.0538083220628438,0.0070736978864876,4544779114710.743,3467700990000.0,2381394168000.0,1726125768000.0,13.683362032360986,6.124600959014906,62103878903320.7,47385731389850.37,32541474799476.363,23587308197396.57,6.72498524128059e-05,5.13121482701769e-05,3.523788555891336e-05,2.554177006495273e-05,3.634325949477409e-05,2.773018308456915e-05,1.9043307501309457e-05,1.380331917649928e-05
50,50,2.25,0.02,350,1,100000.0,,453.0,0.4529999999999999,350.0,0.0225330727676009,0.0451642627292308,0.0064554582352879,4532759786938.775,3504838350000.0,2406897720000.0,1744611720000.0,16.49571911125023,7.424022318519012,74285452147282.45,57439289477265.67,39445612343647.95,28591691713973.16,6.80898108465957e-05,5.2648671343019474e-05,3.615572370592866e-05,2.620705433317913e-05,3.67748670415374e-05,2.84352073310238e-05,1.9527472841299072e-05,1.4154260772207664e-05
51,51,2.25,0.02,355,1,100000.0,,455.6,0.4556,355.0,0.0225338888098689,0.0513295035479192,0.0072352896591548,4496401137910.932,3524954420000.0,2420712144000.0,1754624944000.0,16.231615174301005,7.345535251282387,72494453604984.6,56832038962409.27,39028591718523.625,28289419181148.773,6.851366573795654e-05,5.3711299651885385e-05,3.688546853248161e-05,2.673600135341796e-05,3.698732489274083e-05,2.8996219502163436e-05,1.991273994373427e-05,1.443351713472517e-05
52,52,2.25,0.02,360,1,100000.0,,449.6,0.4495999999999999,360.0,0.0238417976149434,0.052345420059935,0.0067642025808974,4375098780494.025,3478532720000.0,2388832704000.0,1731517504000.0,15.593564617451344,6.999091242291381,68108797950879.5,54151618987046.3,37187851552192.25,26955180155962.254,6.765474578151764e-05,5.379061334878413e-05,3.693993608195656e-05,2.677548152093156e-05,3.649717439411074e-05,2.901799974973931e-05,1.9927697217935357e-05,1.4444358740354537e-05
53,53,2.25,0.02,365,1,100000.0,,459.0,0.4589999999999999,365.0,0.0238074005535963,0.0468949133600465,0.0069540887516619,4402043128458.498,3551260050000.0,2438777160000.0,1767719160000.0,15.773994732595426,7.234678560668132,69384241927222.586,55974346289961.31,38439583515684.35,27862483459987.54,6.905802706076128e-05,5.5711178985785946e-05,3.825885712515103e-05,2.77314860451752e-05,3.721776770370228e-05,3.0024688023131942e-05,2.0619026023436312e-05,1.4945460356110185e-05
54,54,2.25,0.02,370,1,100000.0,,452.6,0.4526,370.0,0.0226229030413264,0.0504574243779015,0.0068418683021773,4272591911953.125,3501743570000.0,2404772424000.0,1743071224000.0,17.013326025322637,7.734066476991648,73010406266244.64,59838085629160.54,41092951368211.1,29785746178849.32,6.799607007003839e-05,5.5728421075482905e-05,3.827069788419194e-05,2.7740068681165425e-05,3.661771764000244e-05,3.0011257788328866e-05,2.0609803001345548e-05,1.4938775156195096e-05
55,55,2.25,0.02,375,1,100000.0,,485.8,0.4858,375.0,0.0242068847417726,0.0488038319667222,0.007125537855156,4519372641081.082,3758610310000.0,2581171992000.0,1870932392000.0,15.858762663998167,7.701730954863994,71648810552448.78,59587907311234.98,40921144978621.58,29661214322610.41,7.292526364653468e-05,6.0649490442497874e-05,4.165017204437115e-05,3.018964108230834e-05,3.924190645828303e-05,3.2636174511795914e-05,2.2412427101513453e-05,1.624538619569842e-05
