,Simulation Number,PG.cFactor,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,100,1,100000.0,,360.55,0.36055,,10.0,0.0003665110898596424,0.0135313498754779,0.0013778521661542771,2.7362095550038825,9.868445339359683,
1,1,2.5,200,1,100000.0,,517.4,0.5174000000000001,,20.0,0.0009848490081083127,0.011708711502528816,0.0014052938172843304,2.033925738664266,10.522220564546652,
2,2,2.5,300,1,100000.0,,637.24,0.63724,,30.0,0.001791672421153976,0.010409082268428096,0.0013981558156746228,1.6794946707116292,10.70062438912593,
3,3,2.5,400,1,100000.0,,735.48,0.7354799999999998,,40.0,0.002727370558155257,0.009907241937125864,0.0014221833297062155,1.4684436293236482,10.798896975039481,
4,4,2.5,500,1,100000.0,,823.99,0.82399,,50.0,0.003789813862900928,0.009455941351045992,0.001396129885881706,1.323009008147206,10.90043944834816,
5,5,2.5,600,1,100000.0,,899.2799999999999,0.89928,,60.0,0.004906137883052679,0.009037304575594865,0.0014212750020040415,1.2245397491480288,11.0109436850021,
6,6,2.5,700,1,100000.0,,969.61,0.9696099999999996,,70.0,0.00642649503118264,0.009328897842492004,0.0014262046902999645,1.0906877608084753,10.573459933962756,
7,7,2.5,800,1,100000.0,,1039.77,1.0397699999999999,,80.0,0.007843352977861286,0.008947468921731616,0.0014147685911605984,1.0217470553578167,10.624998680111528,
8,8,2.5,900,1,100000.0,,1097.65,1.09765,,90.0,0.009320326373167518,0.008646181306349716,0.0014073132149609903,0.9685677709897981,10.630730833119255,
9,9,2.5,1000,1,100000.0,,1158.55,1.15855,,100.0,0.010864892935499028,0.008931050588789563,0.0014308631314251074,0.9218747365722739,10.680248556516196,
10,10,2.5,1100,1,100000.0,,1220.97,1.2209699999999999,,110.0,0.012892927772097664,0.008701523554133103,0.0014246581915329703,0.854762821672428,10.436035347595903,
11,11,2.5,1200,1,100000.0,,1272.76,1.27276,,120.0,0.014236014295152016,0.008794119556981794,0.0014126276549243316,0.8439154780187277,10.740709635102991,
12,12,2.5,1300,1,100000.0,,1320.3,1.3203,,130.0,0.01591288942283427,0.00858934324361735,0.0014323967798855492,0.8182731436076934,10.803620480146062,
13,13,2.5,1400,1,100000.0,,1380.36,1.38036,,140.0,0.01772743718658148,0.008396498147859578,0.0014304005383768835,0.7911497330936508,10.920417682279416,
14,14,2.5,1500,1,100000.0,,1422.9,1.4228999999999998,,150.0,0.019881161704349774,0.008465963397785587,0.0014189433429808852,0.7554497979874638,10.748289587411838,
15,15,2.5,1600,1,100000.0,,1463.6299999999999,1.46363,,160.0,0.021827072440630677,0.008521037434249427,0.0014264342356651591,0.7334800293533023,10.736060340030864,
16,16,2.5,1700,1,100000.0,,1521.32,1.52132,,170.0,0.023400219562008717,0.008475873827050352,0.0014161136085554563,0.7275939154210853,11.068930552819275,
17,17,2.5,1800,1,100000.0,,1556.76,1.55676,,180.0,0.02541229955724248,0.008318384800422204,0.0014262134166516016,0.7089736693886968,11.036606489175067,
18,18,2.5,1900,1,100000.0,,1595.36,1.59536,,190.0,0.027866228644745656,0.008492313323855718,0.00142558966887499,0.6826374409393018,10.890959087310327,
19,19,2.5,2000,1,100000.0,,1646.39,1.6463899999999996,,200.0,0.030882071205214745,0.008350542503006177,0.0014400750946126062,0.6482374985355788,10.67261454182288,
20,20,2.5,2100,1,100000.0,,1684.15,1.6841500000000003,,210.0,0.03286407939912352,0.008240402404707638,0.0014222147376256847,0.639940337658218,10.778275168056064,
