,Simulation Number,PG.cFactor,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,100,1,100000.0,,3700.8,3.7008,,100.0,0.003601914371047599,0.07214155314403507,0.014100928197794908,27.87090150494229,103.15706575536092,
1,1,2.5,200,1,100000.0,,5281.9,5.2819,,200.0,0.009749291556832415,0.05575082665233218,0.014547835822065192,20.565640338167434,108.61618200667856,
2,2,2.5,300,1,100000.0,,6452.0,6.452000000000001,,300.0,0.017877372636320388,0.04658087346751544,0.014399866396979216,16.835518546915917,108.59854342350675,
3,3,2.5,400,1,100000.0,,7438.0,7.437999999999999,,400.0,0.026696219191302363,0.04102555124014442,0.01429915791880405,15.006442512544073,111.5928025820962,
4,4,2.5,500,1,100000.0,,8384.7,8.384699999999999,,500.0,0.037806871215838096,0.036232413882121096,0.014322347231953131,13.263800291498791,111.22782632633474,
5,5,2.5,600,1,100000.0,,9091.0,9.091,,600.0,0.0506279696159254,0.03478228056805115,0.014328772188239918,11.858410534642532,107.80824259789574,
6,6,2.5,700,1,100000.0,,9869.6,9.8696,,700.0,0.06305902016206347,0.03229354834028621,0.014471560840620512,11.1383543777805,109.93180151017512,
7,7,2.5,800,1,100000.0,,10592.0,10.592,,800.0,0.07481874678023814,0.03150614134673838,0.014485287171184151,10.733215139605178,113.67911206309095,
8,8,2.5,900,1,100000.0,,11200.3,11.2003,,900.0,0.09186710226923651,0.029953684796213853,0.014354748243215667,9.824583831647793,110.0190783492446,
9,9,2.5,1000,1,100000.0,,11809.3,11.809300000000002,,1000.0,0.1112860074193918,0.029747675595561324,0.0143235253466453,8.998086567517083,106.26956815808656,
10,10,2.5,1100,1,100000.0,,12382.2,12.3822,,1100.0,0.12470196658396163,0.02810420652355172,0.014548277811110332,8.840932317137417,109.48814356997504,
11,11,2.5,1200,1,100000.0,,12919.6,12.9196,,1200.0,0.14141693641752223,0.028106821944715824,0.0143817629707042,8.501555003685782,109.8287131774024,
12,12,2.5,1300,1,100000.0,,13500.2,13.5002,,1300.0,0.15791756756509584,0.02647687828847378,0.014458098527643477,8.250770183684226,111.39099387541664,
13,13,2.5,1400,1,100000.0,,13946.2,13.9462,,1400.0,0.1802128644725826,0.026953734819679626,0.014398107725970591,7.788324844925442,108.60874643733086,
14,14,2.5,1500,1,100000.0,,14482.5,14.4825,,1500.0,0.20168063158412225,0.026707014821799088,0.014349257643349995,7.447033963277499,107.85594511545436,
15,15,2.5,1600,1,100000.0,,14899.5,14.8995,,1600.0,0.2186065559475992,0.025823735431486968,0.014448131030943967,7.332044286633341,109.2200284424853,
16,16,2.5,1700,1,100000.0,,15448.4,15.448400000000005,,1700.0,0.24079463591160677,0.025723315692249733,0.014618863805262975,7.0697340514202685,109.22121664268244,
17,17,2.5,1800,1,100000.0,,15831.3,15.831299999999999,,1800.0,0.26144940300271174,0.02469454385940385,0.014528802927737476,6.897587834682762,109.18918332368445,
18,18,2.5,1900,1,100000.0,,16263.1,16.2631,,1900.0,0.276746399345052,0.02596147387450452,0.014535157208225968,6.875115647006733,111.81376531206556,
19,19,2.5,2000,1,100000.0,,16659.6,16.659599999999998,,2000.0,0.30664725243505014,0.024692824550560565,0.014503341965425076,6.529192980862985,108.77403862937336,
20,20,2.5,2100,1,100000.0,,17079.7,17.0797,,2100.0,0.3325938640315599,0.024992964670126565,0.014395380303708516,6.319738599185255,107.94167840628447,
