,Simulation Number,PG.cFactor,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,100,1,100000.0,,370.08,0.37008,,10.0,0.0003601914371047599,0.0072141553144035074,0.0014100928197794908,2.7870901504942287,10.315706575536092,
1,1,2.5,200,1,100000.0,,528.19,0.52819,,20.0,0.0009749291556832416,0.005575082665233219,0.0014547835822065192,2.056564033816743,10.861618200667856,
2,2,2.5,300,1,100000.0,,645.2,0.6452000000000001,,30.0,0.0017877372636320387,0.004658087346751544,0.0014399866396979217,1.6835518546915915,10.859854342350676,
3,3,2.5,400,1,100000.0,,743.7999999999998,0.7438,,40.0,0.0026696219191302364,0.004102555124014442,0.0014299157918804047,1.5006442512544071,11.15928025820962,
4,4,2.5,500,1,100000.0,,838.47,0.8384699999999998,,50.0,0.0037806871215838094,0.0036232413882121097,0.0014322347231953132,1.3263800291498793,11.122782632633475,
5,5,2.5,600,1,100000.0,,909.1,0.9091,,60.0,0.00506279696159254,0.0034782280568051147,0.0014328772188239918,1.1858410534642532,10.780824259789572,
6,6,2.5,700,1,100000.0,,986.96,0.98696,,70.0,0.0063059020162063465,0.0032293548340286207,0.0014471560840620512,1.11383543777805,10.993180151017512,
7,7,2.5,800,1,100000.0,,1059.2,1.0592,,80.0,0.0074818746780238145,0.0031506141346738384,0.0014485287171184151,1.073321513960518,11.367911206309095,
8,8,2.5,900,1,100000.0,,1120.03,1.12003,,90.0,0.009186710226923649,0.0029953684796213847,0.0014354748243215667,0.9824583831647795,11.00190783492446,
9,9,2.5,1000,1,100000.0,,1180.9299999999998,1.1809300000000003,,100.0,0.01112860074193918,0.0029747675595561325,0.00143235253466453,0.8998086567517083,10.626956815808656,
10,10,2.5,1100,1,100000.0,,1238.22,1.23822,,110.0,0.012470196658396163,0.002810420652355172,0.0014548277811110332,0.8840932317137418,10.948814356997504,
11,11,2.5,1200,1,100000.0,,1291.96,1.29196,,120.0,0.014141693641752226,0.0028106821944715826,0.00143817629707042,0.8501555003685782,10.982871317740239,
12,12,2.5,1300,1,100000.0,,1350.02,1.3500200000000002,,130.0,0.015791756756509585,0.002647687828847378,0.0014458098527643476,0.8250770183684225,11.139099387541664,
13,13,2.5,1400,1,100000.0,,1394.62,1.39462,,140.0,0.018021286447258263,0.002695373481967963,0.0014398107725970592,0.7788324844925442,10.860874643733087,
14,14,2.5,1500,1,100000.0,,1448.25,1.4482500000000003,,150.0,0.020168063158412224,0.002670701482179909,0.0014349257643349997,0.74470339632775,10.785594511545437,
15,15,2.5,1600,1,100000.0,,1489.95,1.4899499999999999,,160.0,0.02186065559475992,0.002582373543148697,0.0014448131030943968,0.7332044286633341,10.922002844248528,
16,16,2.5,1700,1,100000.0,,1544.84,1.5448400000000002,,170.0,0.024079463591160675,0.0025723315692249733,0.0014618863805262977,0.7069734051420269,10.922121664268245,
17,17,2.5,1800,1,100000.0,,1583.1299999999999,1.58313,,180.0,0.02614494030027117,0.0024694543859403845,0.0014528802927737477,0.6897587834682761,10.918918332368444,
18,18,2.5,1900,1,100000.0,,1626.31,1.62631,,190.0,0.0276746399345052,0.0025961473874504515,0.0014535157208225968,0.6875115647006733,11.181376531206556,
19,19,2.5,2000,1,100000.0,,1665.9599999999998,1.6659599999999997,,200.0,0.030664725243505015,0.0024692824550560564,0.0014503341965425077,0.6529192980862984,10.877403862937337,
20,20,2.5,2100,1,100000.0,,1707.97,1.70797,,210.0,0.03325938640315599,0.0024992964670126567,0.0014395380303708516,0.6319738599185255,10.794167840628447,
