P0	SU_photonEnergy	SU_outgoingMaxF_X	SU_outgoingMinF_X	SU_outgoingMaxF_Y	SU_outgoingMinF_Y	SU_intensityH_width_X	SU_intensityH_centerWidth_X	SU_intensityH_centerMass_X	SU_intensityH_width_Y	SU_intensityH_centerWidth_Y	SU_intensityH_centerMass_Y	SU_energyH_width	SU_energyH_centerWidth	SU_energyH_centerMass	SU_pathlengthH_width	SU_pathlengthH_centerWidth	SU_pathlengthH_centerMass	SU_phi_width	SU_phi_centerWidth	SU_phi_centerMass	SU_psi_width	SU_psi_centerWidth	SU_psi_centerMass	SU_incoming_NO	SU_absorbed_NO	SU_outgoing_NO	SU_incoming_R	SU_absorbed_R	SU_outgoing_R	SU_efficiency	SU_S1S0	SU_S2S0	SU_S3S0	SU_focus_horizontal_z0	SU_focus_horizontal_width	SU_focus_horizontal_theta	SU_focus_horizontal_depth	SU_focus_vertical_z0	SU_focus_vertical_width	SU_focus_vertical_theta	SU_focus_vertical_depth
0	100	1.01766850627772	-1.00848232693765	0.109915859308432	-0.110013363130171	0.530015440372346	-0.000860563000141035	0.00459308967003569	0.0579838750078508	-1.47629259805854e-05	-4.87519108694628e-05	0.999999010172246	999.999999924553	999.999999924553	0	0	0	0.00337328481561439	-7.01018240207825e-07	-2.01058666664394e-05	0.00181221799987091	-2.68333363583908e-07	2.78686112201079e-06	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	-2.40346	0.227048	2.49705e-05	18185.3	-1.9761	0.0245642	1.3498e-05	3639.67
1	151.282051282	1.01336226111072	-1.02123141980776	0.110299760159418	-0.109927098230229	0.537520972443948	-0.000855570482670043	-0.00393457934852393	0.0577147159681852	-8.87892963771439e-06	0.000186330964594514	0.999999028400453	999.999999523141	999.999999523141	0	0	0	0.00336855466502244	2.11866499122328e-06	9.43040925771056e-06	0.00182310993297612	-1.56317825903752e-06	9.80983892281701e-07	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	-8.09034	0.227038	2.49853e-05	18173.7	-0.818446	0.0245727	1.35057e-05	3638.86
2	202.564102564	1.01186684027136	-1.0192677595335	0.109119694528295	-0.110336988358869	0.531725492362413	0.000901558368687772	-0.00370045963107057	0.0577806582088943	-8.01026439062325e-05	-0.000608646915286698	0.999999373799369	1000.00000021856	1000.00000021856	0	0	0	0.00335231081168125	-3.73170822494991e-06	3.56647022668292e-05	0.00181421153993856	-2.02884909761443e-06	-3.23449965230864e-06	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	2.95272	0.227011	2.49773e-05	18177.4	1.55203	0.0245489	1.34993e-05	3637.05
3	253.846153846	1.0208911707026	-1.01431741367832	0.10970498260737	-0.106202196590999	0.532804538048203	-0.000482394887558357	0.00328687851214204	0.0578267389905987	1.52919919286579e-05	-0.000386301835362993	0.999998170177946	1000.00000091279	1000.00000091279	0	0	0	0.0033682687214679	4.56715541352669e-06	-2.75329208201114e-05	0.00182075595198834	-9.6431059208959e-07	-5.31130678477513e-06	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	10.6118	0.226972	2.49735e-05	18177	0.601945	0.0245602	1.3504e-05	3637.48
4	305.128205128	1.01553734243564	-1.00077739766852	0.110031137119138	-0.109039004476929	0.536895759984544	0.000331382935855995	0.00737997238355792	0.057630259018545	5.05058287226939e-05	0.000496066321104285	0.99999920916639	999.99999976603	999.99999976603	0	0	0	0.00337537010832748	-1.98469408124301e-06	3.08820297828839e-05	0.00182767859054443	-8.56612890800753e-07	-8.58525822369565e-06	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	-8.64912	0.227119	2.49875e-05	18178.6	-0.382697	0.0245689	1.35126e-05	3636.45
5	356.41025641	1.02153652766382	-1.0155918374836	0.110411962705123	-0.109753596866459	0.53185990031892	0.00023011663775685	0.00297234509011135	0.0576771348373358	2.05865645876054e-05	0.000329182919331664	0.999997858862116	1000.00000082442	1000.00000082442	0	0	0	0.00335293075602825	-1.02794371673954e-06	1.14631323937771e-05	0.00181177978354696	-2.21900453445444e-06	7.63070499554871e-06	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	5.66496	0.226872	2.49631e-05	18176.6	0.990497	0.0245485	1.35051e-05	3635.43
6	407.692307692	1.01944085876992	-1.0131629987009	0.110479202774834	-0.110316710536497	0.536307894932496	0.000368612239503796	0.00313893003450816	0.0576286423369449	6.438923490662e-05	8.12461191685987e-05	0.999999213435899	999.999999621469	999.999999621469	0	0	0	0.00336941255110225	5.71679417445277e-06	-2.12790303488822e-05	0.00181621487319492	-2.86431595164407e-06	2.22102385548763e-06	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	-11.9787	0.226931	2.49899e-05	18161.9	1.95211	0.0245818	1.34914e-05	3644.08
7	458.974358974	1.00592596227018	-1.01804751689564	0.109744578568878	-0.110079427318896	0.536926483465434	-0.00043544699303899	-0.0060607773127308	0.0576115034202134	6.0200171044765e-05	-0.000167424375009023	0.999999175533048	1000.00000004081	1000.00000004081	0	0	0	0.00336065116575375	-1.87296002006039e-06	-8.3616057956282e-06	0.00181860236592323	1.38113412731576e-07	-2.5904635804009e-05	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	-7.17096	0.227005	2.49481e-05	18198.2	-0.458148	0.024531	1.34994e-05	3634.39
8	510.256410256	1.0132865238323	-1.01611555866467	0.110191244004239	-0.109497228240822	0.531477209685968	0.000477136893014984	-0.00141451741618526	0.0577329649963614	-5.92689480026568e-05	0.000347007881708716	0.999998346666075	1000.00000054103	1000.00000054103	0	0	0	0.00340193100462556	4.47915627007148e-06	6.11890685116821e-05	0.0018254117388114	-1.66431274841545e-06	6.81784426050623e-06	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	5.32026	0.227158	2.50015e-05	18171.6	-2.12689	0.0245613	1.35152e-05	3634.63
9	561.538461538	1.00930082274781	-1.02039061018801	0.110472508077085	-0.109998191492378	0.534317675339308	0.000524253762072879	-0.00554489372009925	0.0579208171378177	1.2865873299725e-07	0.000237158292353448	0.99999992474909	1000.00000000267	1000.00000000267	0	0	0	0.00335777465007675	-4.4939731734838e-06	-4.7217827758691e-05	0.0018195150275238	-3.02197270443238e-08	-5.09998672558465e-06	2000000	0	2000000	100	0	100	100	1.000	0.000	0.000	4.56144	0.226912	2.49709e-05	18174.1	1.6676	0.0245525	1.34904e-05	3640.01
