P0	SU_photonEnergy	DetectorAtFocus_outgoingMaxF_X	DetectorAtFocus_outgoingMinF_X	DetectorAtFocus_outgoingMaxF_Y	DetectorAtFocus_outgoingMinF_Y	DetectorAtFocus_intensityH_width_X	DetectorAtFocus_intensityH_centerWidth_X	DetectorAtFocus_intensityH_centerMass_X	DetectorAtFocus_intensityH_width_Y	DetectorAtFocus_intensityH_centerWidth_Y	DetectorAtFocus_intensityH_centerMass_Y	DetectorAtFocus_energyH_width	DetectorAtFocus_energyH_centerWidth	DetectorAtFocus_energyH_centerMass	DetectorAtFocus_pathlengthH_width	DetectorAtFocus_pathlengthH_centerWidth	DetectorAtFocus_pathlengthH_centerMass	DetectorAtFocus_phi_width	DetectorAtFocus_phi_centerWidth	DetectorAtFocus_phi_centerMass	DetectorAtFocus_psi_width	DetectorAtFocus_psi_centerWidth	DetectorAtFocus_psi_centerMass	DetectorAtFocus_incoming_NO	DetectorAtFocus_absorbed_NO	DetectorAtFocus_outgoing_NO	DetectorAtFocus_incoming_R	DetectorAtFocus_absorbed_R	DetectorAtFocus_outgoing_R	DetectorAtFocus_efficiency	DetectorAtFocus_S1S0	DetectorAtFocus_S2S0	DetectorAtFocus_S3S0	DetectorAtFocus_focus_horizontal_z0	DetectorAtFocus_focus_horizontal_width	DetectorAtFocus_focus_horizontal_theta	DetectorAtFocus_focus_horizontal_depth	DetectorAtFocus_focus_vertical_z0	DetectorAtFocus_focus_vertical_width	DetectorAtFocus_focus_vertical_theta	DetectorAtFocus_focus_vertical_depth
0	100	0.181219061977933	-0.174082228211593	0.00737720564262367	-0.00757832198465724	0.0954023299073034	0.00121496980223402	0.00356841688316992	0.00739453121470562	7.29963323216625e-05	4.75163599463879e-05	0.0737199367061512	1000.00076721163	1000.00107024093	0.993415666103127	0.000392190973835638	0.00416333805007818	0.0188254686069634	-0.000101791855339076	2.33933380574501e-05	0.0229866235388504	0.000159900497827012	-0.000665754236621574	33282	0	33282	1.6641	0	1.6641	100	1.000	-0.000	0.000	1.28507	0.0417931	0.000137564	607.616	-0.659066	0.00255003	0.000192848	26.446
1	151.282051282	0.162231824313182	-0.170931737674387	0.00753764065049262	-0.00740202670954345	0.0962687734347802	0.00186090099552437	0.00224734157657719	0.00722970094803351	3.89563952944215e-05	6.78069704745819e-05	0.0739847192117918	1000.00086506548	1000.00052497864	0.991999776781625	0.00118760487650971	-0.00197263712732365	0.0181479852065277	-0.000195405341701692	0.000175379272298905	0.0220431620455264	-0.00020727490426789	0.000457449238186941	33379	0	33379	1.66895	0	1.66895	100	1.000	-0.000	0.000	1.44083	0.0419064	0.000136817	612.59	-0.474229	0.00254273	0.000190851	26.6462
2	202.564102564	0.175813279221423	-0.157160238758259	0.00775123825368051	-0.00724209809663023	0.0952922638905674	0.00254128553266247	0.0027329852220834	0.00726094474677817	4.20722066798722e-05	-4.23276709859638e-05	0.0743085661689048	999.999355888947	999.999228462529	0.990722002744568	0.000367989037279692	-0.00400035411394128	0.0178761049835046	2.51363848982646e-05	0.000122229730212982	0.0219684272092047	0.000220354008751179	-0.000623814349901705	33107	0	33107	1.65535	0	1.65535	100	1.000	-0.000	0.000	-0.794917	0.0420555	0.000136171	617.686	-0.572118	0.00254555	0.000192991	26.38
3	253.846153846	0.172818311518214	-0.164700864777961	0.00749895410782314	-0.00753017888945588	0.101151398956458	0.000964063131582447	0.000716949347392165	0.00732166086700471	-1.76323450743272e-05	-1.56123908163705e-05	0.0752068854935303	999.999328541613	999.999195248591	0.990560159205047	2.39475915607135e-05	-0.0024973601396141	0.0177123342435494	9.60292289384056e-05	-0.000131824975825427	0.0224428101604395	4.86799084794889e-05	-1.66161414331956e-05	33166	0	33166	1.6583	0	1.6583	100	1.000	-0.000	0.000	2.93817	0.041949	0.000137567	609.87	-0.682117	0.00253777	0.000191807	26.4617
4	305.128205128	0.174708876660483	-0.168304931948695	0.00755875160227286	-0.00755099069660292	0.0925782663462706	0.00297021500743356	-0.000194203966969175	0.00727781082872677	1.77427724407301e-05	3.88045283496868e-06	0.0730848665677736	1000.00063149351	1000.0000959257	0.99485908756324	-0.000867860000400567	-0.00462280843476037	0.018251673649324	7.53468982384597e-05	-1.47322270541775e-05	0.0222337923032578	2.60858951337678e-06	0.000575335072915628	33368	0	33368	1.6684	0	1.6684	100	1.000	-0.000	0.000	3.73626	0.0419767	0.000136087	616.912	-0.682328	0.00253911	0.000193083	26.3007
5	356.41025641	0.178299564761804	-0.192373521733938	0.0074923221369923	-0.00771212005972083	0.0972925984213695	0.000732773459979831	0.000303082632660601	0.00710752302820597	1.22568994301562e-05	4.06400702863624e-05	0.0730202471254983	999.999833979133	999.999475694609	0.990817832134389	-0.00161858336948867	0.00299537391583726	0.0171402343170407	-2.4812625899609e-05	-0.000219317948551567	0.0228276008684869	0.000318803196698053	0.000131872079630113	33208	0	33208	1.6604	0	1.6604	100	1.000	-0.000	0.000	3.06334	0.0415669	0.000136086	610.89	-0.524018	0.00255143	0.000192657	26.4868
6	407.692307692	0.17270919335462	-0.177675480950327	0.00730449290979143	-0.00722165242149381	0.0914129276109314	0.00239191406747106	0.000986011393284664	0.0071911610550917	-1.0356115447847e-05	4.14202441488126e-05	0.0703993217512137	999.998264225502	999.998965580926	0.990252698951482	-0.00240018972059153	-0.00306517998865274	0.0185867181191271	2.18167976257962e-05	2.88422140565896e-05	0.0224425675928919	-5.72428853460923e-05	0.000459788873284801	33431	0	33431	1.67155	0	1.67155	100	1.000	-0.000	0.000	2.72264	0.0418558	0.000136712	612.319	-0.398615	0.00254595	0.000193326	26.3384
7	458.974358974	0.183438364181151	-0.172567763050626	0.00768966944379055	-0.00749699371011434	0.0964917597323751	0.000611472236648015	0.0019104874243536	0.00727222670556643	8.07533572385472e-06	-5.40251346857045e-05	0.0714844199721906	1000.00040715551	999.999117090358	0.992497355394912	-0.000120929187721719	0.00323591738742834	0.0177464216360085	-0.000104278605130518	0.000249074738393286	0.0225762983166076	0.000170161754847561	0.000409716687260517	33172	0	33172	1.6586	0	1.6586	100	1.000	-0.000	0.000	3.73803	0.0418639	0.0001365	613.39	-0.728466	0.00254579	0.000193571	26.3034
8	510.256410256	0.177992459184495	-0.167164213420732	0.00760838666065251	-0.00763854686918153	0.0952649283020918	0.00120171021661409	0.00199673008381007	0.0073875979099707	1.87481835108362e-05	-1.508010426451e-05	0.0734499604360333	999.999724060344	1000.00098420517	0.991999776869288	0.000797956599435934	-0.000481565278050766	0.0179190036215957	0.000280135505549209	-0.000155766101478702	0.0221042896157804	0.00013017834180646	0.000370209770775329	32710	0	32710	1.6355	0	1.6355	100	1.000	-0.000	0.000	2.62565	0.0419698	0.000137044	612.5	-0.542475	0.00254248	0.000193428	26.2886
9	561.538461538	0.214121467813456	-0.170749316654044	0.00775016066913531	-0.00763221472390374	0.0986071287178457	0.00141138834179083	0.00263306644765177	0.00710783750814346	1.51796579550599e-06	-9.33277738499501e-05	0.0770456349556312	999.999580608385	1000.00078420833	0.991308245237459	0.000207732670767624	-0.00305527964587782	0.0180586352533775	-0.000160675287035127	3.10314738876522e-06	0.0222633144522773	0.000286504723706248	-0.00022459575765435	33426	0	33426	1.6713	0	1.6713	100	1.000	-0.000	0.000	2.10692	0.0419812	0.000137121	612.322	-0.658644	0.00253295	0.000194554	26.0386
