,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,2.5,0.016,100,1,100000.0,,86.41,0.08641,10.0,0.0002645910639398,0.0071971466529076,0.000359312441482,,3.814489969442029,3.2963515836417594,,,
1,1,2.5,0.016,150,1,100000.0,,110.02,0.11002,15.0,0.000424865117265,0.0064721409124947,0.0003691698040533,,3.579363814573943,3.9374466020682,,,
2,2,2.5,0.016,200,1,100000.0,,130.87,0.13087,20.0,0.0005775688601281,0.0052277066472131,0.0003821665954406,,3.4920655046185365,4.573478057217971,,,
3,3,2.5,0.016,250,1,100000.0,,148.37,0.14837,25.0,0.0007691771545699,0.0045662183010173,0.0003665352940876,,3.285618740584576,4.870955514717368,,,
4,4,2.5,0.016,300,1,100000.0,,162.94,0.16294,30.0,0.0009772056817558,0.0045188235642561,0.0003897406454099,,3.10158740858068,5.052514314665869,,,
5,5,2.5,0.016,350,1,100000.0,,177.2,0.1772,35.0,0.0011554123706611,0.0041301831404485,0.0003815480614773,,3.04824135571882,5.4001138159140885,,,
6,6,2.5,0.016,400,1,100000.0,,188.75,0.18875,40.0,0.0014842341144458,0.0037453456085901,0.0003915348272834,,2.71796199661701,5.139954587236101,,,
7,7,2.5,0.016,450,1,100000.0,,202.83,0.20283,45.0,0.0016795765155239,0.003699613143566,0.0003682956494779,,2.69998370552426,5.481405492029328,,,
8,8,2.5,0.016,500,1,100000.0,,214.91,0.21491,50.0,0.0019656229143339,0.0036514778269716,0.0003882153168775,,2.557503041209852,5.499875704075839,,,
9,9,2.5,0.016,550,1,100000.0,,226.35,0.22635,55.0,0.0021973660131447,0.0034897811820533,0.0003684058597704,,2.512777364938545,5.687235107775559,,,
