,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,2.5,0.024,100,1,100000.0,,10000.0,10.0,10.0,0.0099853364314311,0.0109705122211819,0.0105362178971008,,0.10014705163745,10.014705163745006,,,
1,1,2.5,0.024,150,1,100000.0,,10000.0,10.0,15.0,0.0149644277637247,0.009135755861714,0.0084867432257583,,0.1002380942740356,10.023809427403569,,,
2,2,2.5,0.024,200,1,100000.0,,10000.0,10.0,20.0,0.0199512228768918,0.0082433873017701,0.0072425686224414,,0.1002457785654059,10.024577856540596,,,
3,3,2.5,0.024,250,1,100000.0,,10000.0,10.0,25.0,0.024946457047956,0.0074776426932088,0.0066752533738996,,0.1002149080446355,10.02149080446356,,,
4,4,2.5,0.024,300,1,100000.0,,10000.0,10.0,30.0,0.0299554995074686,0.0069747780641779,0.0061562685744853,,0.1001488798264458,10.014887982644586,,,
5,5,2.5,0.024,350,1,100000.0,,10000.0,10.0,35.0,0.0349134225751794,0.0065482632107617,0.0056618736094246,,0.1002483659928836,10.02483659928836,,,
6,6,2.5,0.024,400,1,100000.0,,10000.0,10.0,40.0,0.0399131522401751,0.0061656244045167,0.0051632552562256,,0.1002177021577049,10.021770215770491,,,
7,7,2.5,0.024,450,1,100000.0,,10000.0,10.0,45.0,0.0449503395194295,0.0059493034377641,0.004894144871423,,0.1001105698884248,10.01105698884248,,,
8,8,2.5,0.024,500,1,100000.0,,10000.0,10.0,50.0,0.049914491526884,0.0059443987214131,0.0045333924202107,,0.1001713879319324,10.017138793193244,,,
9,9,2.5,0.024,550,1,100000.0,,10000.0,10.0,55.0,0.0546309500808445,0.0057042128054264,0.0043554953993242,,0.1006930963471283,10.069309634712836,,,
10,10,2.5,0.024,600,1,100000.0,,10000.0,10.0,60.0,0.0599567902957835,0.0055084517981748,0.0043580509620589,,0.1000720813431297,10.007208134312975,,,
11,11,2.5,0.024,650,1,100000.0,,10000.0,10.0,65.0,0.0649115816144797,0.0052176404912505,0.0041084006179059,,0.100136339550536,10.013633955053605,,,
12,12,2.5,0.024,700,1,100000.0,,10000.0,10.0,70.0,0.0698488277472256,0.0053527135749845,0.0038596820003372,,0.1002168050718632,10.021680507186332,,,
13,13,2.5,0.024,750,1,100000.0,,10000.0,10.0,75.0,0.074905651377112,0.0052163592852762,0.0039723709352388,,0.1001260531003067,10.012605310030676,,,
14,14,2.5,0.024,800,1,100000.0,,10000.0,10.0,80.0,0.0796982049743007,0.0048510144346308,0.0037680551235795,,0.1003812624578226,10.038126245782257,,,
15,15,2.5,0.024,850,1,100000.0,,10000.0,10.0,85.0,0.0848649598985775,0.0049753066713581,0.0035851419698107,,0.1001592101666044,10.015921016660444,,,
16,16,2.5,0.024,900,1,100000.0,,10000.0,10.0,90.0,0.0898593001547703,0.0049287124440118,0.0036127083816938,,0.1001566364311593,10.015663643115934,,,
17,17,2.5,0.024,950,1,100000.0,,10000.0,10.0,95.0,0.094867735263623,0.0050308178504704,0.0033778737352958,,0.1001396203469337,10.013962034693373,,,
18,18,2.5,0.024,1000,1,100000.0,,10000.0,10.0,100.0,0.0966678771027216,0.0048509379544744,0.003311478659112,,0.1048440312034525,10.484403120345258,,,
19,19,2.5,0.024,1050,1,100000.0,,10000.0,10.0,105.0,0.1047927161333564,0.0049338099168451,0.0033903305850376,,0.1001982598937043,10.019825989370435,,,
20,20,2.5,0.024,1100,1,100000.0,,10000.0,10.0,110.0,0.1098826870384846,0.0047816321330284,0.0032420916010993,,0.1001068270978511,10.010682709785112,,,
21,21,2.5,0.024,1150,1,100000.0,,10000.0,10.0,115.0,0.1147621502955894,0.0048301060442904,0.0030910336210216,,0.1002075914349186,10.020759143491864,,,
22,22,2.5,0.024,1200,1,100000.0,,10000.0,10.0,120.0,0.1197475214662313,0.0047512530180789,0.0030477212442665,,0.1002113393468664,10.021133934686643,,,
23,23,2.5,0.024,1250,1,100000.0,,10000.0,10.0,125.0,0.1207660631127098,0.0047309467326772,0.0029719342490838,,0.104901989295308,10.49019892953081,,,
24,24,2.5,0.024,1300,1,100000.0,,10000.0,10.0,130.0,0.1297371224739322,0.0044839476069776,0.0029816199641005,,0.100202832679605,10.020283267960505,,,
25,25,2.5,0.024,1350,1,100000.0,,10000.0,10.0,135.0,0.1348633211730589,0.0045586940590756,0.0028483401948223,,0.1001013931932609,10.010139319326097,,,
26,26,2.5,0.024,1400,1,100000.0,,10000.0,10.0,140.0,0.1398250892254623,0.0045422913834096,0.0028706198413847,,0.1001251714258571,10.012517142585711,,,
27,27,2.5,0.024,1450,1,100000.0,,10000.0,10.0,145.0,0.1447549122712666,0.0044973252914395,0.0028006009912895,,0.1001696097163387,10.016960971633877,,,
28,28,2.5,0.024,1500,1,100000.0,,10000.0,10.0,150.0,0.1497699318985405,0.0045403981263892,0.0028031614618923,,0.1001537630057311,10.015376300573111,,,
29,29,2.5,0.024,1550,1,100000.0,,10000.0,10.0,155.0,0.1547491772141302,0.0044294694927498,0.002683801194013,,0.1001622473540743,10.016224735407436,,,
30,30,2.5,0.024,1600,1,100000.0,,10000.0,10.0,160.0,0.1596740184712325,0.0043531729023285,0.0026626032963812,,0.1002046245537686,10.020462455376869,,,
31,31,2.5,0.024,1650,1,100000.0,,10000.0,10.0,165.0,0.1646304764275691,0.0044427062285989,0.0025877702873982,,0.1002246549601922,10.02246549601922,,,
32,32,2.5,0.024,1700,1,100000.0,,10000.0,10.0,170.0,0.1640871342120164,0.0043601680742984,0.0025437050387734,,0.104998619367992,10.499861936799206,,,
33,33,2.5,0.024,1750,1,100000.0,,10000.0,10.0,175.0,0.174811906236448,0.0043999347109671,0.0025040677437526,,0.1001076379584981,10.010763795849808,,,
34,34,2.5,0.024,1800,1,100000.0,,10000.0,10.0,180.0,0.1740145711630338,0.0043816248548977,0.0025267028432854,,0.1048244057267353,10.482440572673536,,,
35,35,2.5,0.024,1850,1,100000.0,,10000.0,10.0,185.0,0.1846905569280602,0.0043758070422003,0.0023869603968383,,0.1001680719437005,10.016807194370054,,,
36,36,2.5,0.024,1900,1,100000.0,,10000.0,10.0,190.0,0.1898211528538877,0.0042367096515184,0.0024293937590984,,0.1000942292560527,10.00942292560527,,,
37,37,2.5,0.024,1950,1,100000.0,,10000.0,10.0,195.0,0.1943729166655703,0.0043311723774083,0.0024235657977855,,0.1003267266607819,10.032672666078192,,,
38,38,2.5,0.024,2000,1,100000.0,,10000.0,10.0,200.0,0.1997268783166646,0.0042022542755428,0.0024208297776525,,0.1001367887954194,10.013678879541946,,,
39,39,2.5,0.024,2050,1,100000.0,,10000.0,10.0,205.0,0.2046752148959649,0.0043519930776939,0.0023907843656623,,0.10015880758163,10.015880758162997,,,
40,40,2.5,0.024,2100,1,100000.0,,10000.0,10.0,210.0,0.2097276672959014,0.004280988569587,0.0023786703889144,,0.1001299312839405,10.012993128394054,,,
41,41,2.5,0.016,100,1,100000.0,,10000.0,10.0,10.0,0.0099850270607798,0.0109596306656316,0.0103868021599308,,0.1001501334184231,10.015013341842316,,,
42,42,2.5,0.016,150,1,100000.0,,10000.0,10.0,15.0,0.0149803174701764,0.0090880711405016,0.0085346510666703,,0.1001314652487352,10.01314652487352,,,
