,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,2.5,0.024,100,1,100000.0,,100000.0,100.0,100.0,0.0998533643143119,0.1097051222118196,0.1053621789710087,,1.0014705163745006,100.14705163745006,,,
1,1,2.5,0.024,150,1,100000.0,,100000.0,100.0,150.0,0.1496442776372475,0.0913575586171406,0.0848674322575837,,1.0023809427403567,100.23809427403567,,,
2,2,2.5,0.024,200,1,100000.0,,100000.0,100.0,200.0,0.1995122287689184,0.082433873017701,0.0724256862244143,,1.0024577856540595,100.24577856540596,,,
3,3,2.5,0.024,250,1,100000.0,,100000.0,100.0,250.0,0.2494645704795601,0.0747764269320887,0.0667525337389965,,1.002149080446356,100.2149080446356,,,
4,4,2.5,0.024,300,1,100000.0,,100000.0,100.0,300.0,0.2995549950746863,0.0697477806417791,0.0615626857448537,,1.0014887982644587,100.14887982644586,,,
5,5,2.5,0.024,350,1,100000.0,,100000.0,100.0,350.0,0.3491342257517942,0.0654826321076175,0.0566187360942469,,1.0024836599288365,100.2483659928836,,,
6,6,2.5,0.024,400,1,100000.0,,100000.0,100.0,400.0,0.3991315224017512,0.0616562440451676,0.0516325525622565,,1.002177021577049,100.2177021577049,,,
7,7,2.5,0.024,450,1,100000.0,,100000.0,100.0,450.0,0.4495033951942958,0.0594930343776417,0.0489414487142308,,1.0011056988842482,100.1105698884248,,,
8,8,2.5,0.024,500,1,100000.0,,100000.0,100.0,500.0,0.4991449152688403,0.0594439872141312,0.0453339242021079,,1.0017138793193248,100.17138793193246,,,
9,9,2.5,0.024,550,1,100000.0,,100000.0,100.0,550.0,0.5463095008084451,0.057042128054264,0.0435549539932427,,1.0069309634712835,100.69309634712836,,,
10,10,2.5,0.024,600,1,100000.0,,100000.0,100.0,600.0,0.5995679029578355,0.0550845179817481,0.0435805096205896,,1.0007208134312977,100.07208134312975,,,
11,11,2.5,0.024,650,1,100000.0,,100000.0,100.0,650.0,0.649115816144797,0.0521764049125055,0.0410840061790599,,1.001363395505361,100.13633955053604,,,
12,12,2.5,0.024,700,1,100000.0,,100000.0,100.0,700.0,0.6984882774722564,0.0535271357498456,0.0385968200033728,,1.0021680507186328,100.21680507186332,,,
13,13,2.5,0.024,750,1,100000.0,,100000.0,100.0,750.0,0.74905651377112,0.0521635928527626,0.0397237093523887,,1.0012605310030676,100.12605310030676,,,
14,14,2.5,0.024,800,1,100000.0,,100000.0,100.0,800.0,0.7969820497430078,0.048510144346308,0.0376805512357957,,1.003812624578226,100.38126245782256,,,
15,15,2.5,0.024,850,1,100000.0,,100000.0,100.0,850.0,0.8486495989857759,0.0497530667135812,0.0358514196981075,,1.0015921016660445,100.15921016660444,,,
16,16,2.5,0.024,900,1,100000.0,,100000.0,100.0,900.0,0.8985930015477038,0.0492871244401189,0.0361270838169385,,1.0015663643115933,100.15663643115934,,,
17,17,2.5,0.024,950,1,100000.0,,100000.0,100.0,950.0,0.94867735263623,0.0503081785047044,0.0337787373529585,,1.001396203469337,100.13962034693373,,,
18,18,2.5,0.024,1000,1,100000.0,,100000.0,100.0,1000.0,0.966678771027216,0.0485093795447445,0.0331147865911205,,1.0484403120345258,104.84403120345256,,,
19,19,2.5,0.024,1050,1,100000.0,,100000.0,100.0,1050.0,1.047927161333564,0.0493380991684513,0.0339033058503768,,1.0019825989370434,100.19825989370436,,,
20,20,2.5,0.024,1100,1,100000.0,,100000.0,100.0,1100.0,1.0988268703848465,0.047816321330284,0.0324209160109936,,1.0010682709785113,100.10682709785114,,,
21,21,2.5,0.024,1150,1,100000.0,,100000.0,100.0,1150.0,1.1476215029558945,0.0483010604429047,0.0309103362102164,,1.0020759143491866,100.20759143491864,,,
22,22,2.5,0.024,1200,1,100000.0,,100000.0,100.0,1200.0,1.197475214662313,0.0475125301807894,0.0304772124426654,,1.0021133934686643,100.21133934686644,,,
23,23,2.5,0.024,1250,1,100000.0,,100000.0,100.0,1250.0,1.207660631127098,0.0473094673267722,0.0297193424908384,,1.0490198929530807,104.90198929530808,,,
24,24,2.5,0.024,1300,1,100000.0,,100000.0,100.0,1300.0,1.2973712247393223,0.0448394760697767,0.0298161996410059,,1.0020283267960508,100.20283267960504,,,
25,25,2.5,0.024,1350,1,100000.0,,100000.0,100.0,1350.0,1.3486332117305893,0.0455869405907564,0.0284834019482236,,1.0010139319326097,100.10139319326098,,,
26,26,2.5,0.024,1400,1,100000.0,,100000.0,100.0,1400.0,1.398250892254623,0.0454229138340968,0.0287061984138476,,1.0012517142585715,100.12517142585712,,,
27,27,2.5,0.024,1450,1,100000.0,,100000.0,100.0,1450.0,1.447549122712667,0.0449732529143951,0.0280060099128957,,1.0016960971633877,100.16960971633874,,,
28,28,2.5,0.024,1500,1,100000.0,,100000.0,100.0,1500.0,1.4976993189854055,0.0454039812638925,0.0280316146189234,,1.0015376300573116,100.15376300573112,,,
