,Simulation Number,PG.cFactor,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,100,1,100000.0,,100000.0,100.0,,100.0,0.09972154774766435,0.4696710567606204,0.10968462306296482,1.002816877482526,100.2816877482526,
1,1,2.5,200,1,100000.0,,100000.0,100.0,,200.0,0.1996086644763864,0.4751680533527969,0.08329048733311836,1.001965530213009,100.19655302130089,
2,2,2.5,300,1,100000.0,,100000.0,100.0,,300.0,0.2994673243598811,0.46087125622816966,0.06992709798900468,1.0017797064727478,100.1779706472748,
3,3,2.5,400,1,100000.0,,100000.0,100.0,,400.0,0.386956058217267,0.47882472518509833,0.0667027527189947,1.0476619240763039,104.7661924076304,
4,4,2.5,500,1,100000.0,,100000.0,100.0,,500.0,0.4980378057581561,0.4739242148940096,0.06117630033202148,1.0039681595925751,100.39681595925752,
5,5,2.5,600,1,100000.0,,100000.0,100.0,,600.0,0.5991618363927387,0.4740624908632228,0.05821451904506585,1.001400285236262,100.1400285236262,
6,6,2.5,700,1,100000.0,,100000.0,100.0,,700.0,0.6982227768280154,0.4857035303588297,0.05373243629278838,1.0025554859487344,100.25554859487345,
7,7,2.5,800,1,100000.0,,100000.0,100.0,,800.0,0.7987394383726836,0.46978912991617705,0.05380169583222751,1.0015808571551432,100.15808571551432,
8,8,2.5,900,1,100000.0,,100000.0,100.0,,900.0,0.8988705422974477,0.46446016692460634,0.05226891985414548,1.0012573806713965,100.12573806713964,
9,9,2.5,1000,1,100000.0,,100000.0,100.0,,1000.0,0.9989085482895459,0.4801665323039488,0.051431346493003245,1.0010937414698229,100.10937414698228,
10,10,2.5,1100,1,100000.0,,100000.0,100.0,,1100.0,1.0973630474281435,0.4971623677616,0.05110439216274636,1.0024050275544767,100.24050275544764,
11,11,2.5,1200,1,100000.0,,100000.0,100.0,,1200.0,1.1978352562607597,0.49311089999620944,0.050012690714407455,1.001809021614734,100.18090216147338,
12,12,2.5,1300,1,100000.0,,100000.0,100.0,,1300.0,1.2979101097067542,0.47671809881163835,0.04796604979546586,1.0016122942985095,100.16122942985096,
13,13,2.5,1400,1,100000.0,,100000.0,100.0,,1400.0,1.3967780422359963,0.4540741259604469,0.04745303372402247,1.0023116427140075,100.23116427140076,
14,14,2.5,1500,1,100000.0,,100000.0,100.0,,1500.0,1.4982779954191527,0.4710073514350727,0.046842007732661936,1.0011497407883017,100.11497407883016,
15,15,2.5,1600,1,100000.0,,100000.0,100.0,,1600.0,1.5951772464560463,0.46405828073307287,0.04707010833304855,1.0030499404015605,100.304994040156,
16,16,2.5,1700,1,100000.0,,100000.0,100.0,,1700.0,1.6957449036950947,0.46676217313566537,0.04705488759551413,1.0025153630711297,100.25153630711299,
17,17,2.5,1800,1,100000.0,,100000.0,100.0,,1800.0,1.796375145684601,0.483208873314802,0.044765400519278874,1.0020205936406508,100.20205936406508,
18,18,2.5,1900,1,100000.0,,100000.0,100.0,,1900.0,1.8974166493205529,0.4723349918951611,0.045687080668155446,1.0013646947269563,100.13646947269562,
19,19,2.5,2000,1,100000.0,,100000.0,100.0,,2000.0,1.997854603877204,0.4666224681758512,0.045752264147607954,1.0010744380909826,100.10744380909829,
20,20,2.5,2100,1,100000.0,,100000.0,100.0,,2100.0,2.092711359950681,0.4767803675042988,0.04598505229709195,1.0035092824352367,100.35092824352373,
