,Simulation Number,PG.cFactor,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,100,1,100000.0,,1942.8,1.9428,,100.0,0.00612460262726131,0.10216669807682176,0.006606266845257826,16.43115587585669,31.937135097448422,
1,1,2.5,200,1,100000.0,,1113.9,1.1139,,200.0,0.012809692140152151,0.08758858581188014,0.006484587359849951,15.747879101172751,17.54038428052957,
2,2,2.5,300,1,100000.0,,1216.4,1.2164,,300.0,0.0196999648546182,0.07957999866821083,0.00644172783018044,15.392649310182057,18.741933039814107,
3,3,2.5,400,1,100000.0,,1452.7,1.4527,,400.0,0.028933869838266447,0.07388943007027612,0.006395493149770046,13.987877007841556,20.28349113973152,
4,4,2.5,500,1,100000.0,,1701.7,1.7017,,500.0,0.03928362810675594,0.07628202246377928,0.006668453368400107,12.837260155969828,21.85398694542621,
5,5,2.5,600,1,100000.0,,1840.4,1.8404,,600.0,0.05192953517927208,0.0711174538372423,0.006494382108077628,11.644753867143796,21.43189698157269,
6,6,2.5,700,1,100000.0,,2101.5,2.1015,,700.0,0.05994029822896892,0.07407760899077052,0.006589765847592845,11.778058900784815,24.746148102142893,
7,7,2.5,800,1,100000.0,,2294.5,2.2945,,800.0,0.07639041490085674,0.07618959893824322,0.0065528483264648794,10.511858027646356,24.11836909851537,
8,8,2.5,900,1,100000.0,,2546.3,2.5462999999999996,,900.0,0.0915079297678858,0.07430154286970622,0.006644317475378331,9.882335546237758,25.157025911408237,
9,9,2.5,1000,1,100000.0,,2788.2,2.7882,,1000.0,0.10509927719533609,0.0738522246713083,0.006795175816803808,9.538580966390835,26.59152896031315,
10,10,2.5,1100,1,100000.0,,2967.3,2.9673,,1100.0,0.11464253992148768,0.07602710976051905,0.006852076914498811,9.653305547692375,28.638021609881427,
11,11,2.5,1200,1,100000.0,,3162.5,3.1625,,1200.0,0.12704185279824287,0.07245420935497329,0.006794310038978702,9.494563540508173,30.0332241125404,
12,12,2.5,1300,1,100000.0,,3300.4,3.3004,,1300.0,0.14952215658279328,0.07480669066649585,0.006817207132960425,8.739110194813872,28.862640095043872,
13,13,2.5,1400,1,100000.0,,3353.1,3.3531000000000004,,1400.0,0.1758036856235549,0.07246182714951432,0.006730428666651989,8.022624581004141,26.909477471906783,
14,14,2.5,1500,1,100000.0,,3481.5,3.4814999999999996,,1500.0,0.1895791909296804,0.07422336402775383,0.0067694100321345355,7.931747075113216,27.621084546724965,
15,15,2.5,1600,1,100000.0,,3393.7,3.3937,,1600.0,0.19402885455135677,0.07426631898552989,0.006635570284128811,8.284371612226842,28.126891265004517,
16,16,2.5,1700,1,100000.0,,3324.5,3.3244999999999996,,1700.0,0.23120920684491464,0.07106665470176671,0.006706359949253479,7.380013012382176,24.537698389694967,
17,17,2.5,1800,1,100000.0,,3182.9,3.1829,,1800.0,0.2408352622626808,0.07186469150055187,0.006600746518449352,7.504150085926253,23.88885929126918,
18,18,2.5,1900,1,100000.0,,2771.8,2.7718,,1900.0,0.26768463631854045,0.07224971521346055,0.0067033591077979805,7.127305053482101,19.74923928876081,
19,19,2.5,2000,1,100000.0,,1999.4,1.9994,,2000.0,0.28555736212881583,0.07376458429912022,0.0065450104690563775,7.03679983827422,14.05949606296538,
20,20,2.5,2100,1,100000.0,,88.2,0.08819999999999999,,2100.0,0.3131327796960073,0.08588719001316397,0.0060225136902303045,6.814847895927903,0.605558822815761,
