,Simulation Number,ExitSlit.openingHeight,PG.lineDensity,PG.orderDiffraction,SU.numberRays,SU.photonEnergy,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM
0,0,0.02,1200,1,100000.0,50,,118.84,0.11884,,0.00022172943868525863,0.013025927568992308,0.0008606642629829441
1,1,0.02,1200,1,100000.0,75,,173.04000000000002,0.17304000000000003,,0.0003165968245826889,0.010790463083501803,0.0009026371135321512
2,2,0.02,1200,1,100000.0,100,,212.64,0.21264,,0.0004396382101890594,0.009143647039732614,0.0008969936540469978
3,3,0.02,1200,1,100000.0,125,,242.0,0.24200000000000005,,0.0005600620280097246,0.008315394160271604,0.0009322565140100515
4,4,0.02,1200,1,100000.0,150,,273.76,0.27376,,0.000722823290315091,0.007233983422947501,0.0009442398094822253
5,5,0.02,1200,1,100000.0,175,,302.16,0.30216000000000004,,0.0008696172626923727,0.007326900231848551,0.000938857937398392
6,6,0.02,1200,1,100000.0,200,,326.08000000000004,0.32608,,0.0009525630876066771,0.006798086346948448,0.0009423181793805907
7,7,0.02,1200,1,100000.0,225,,348.6,0.3486,,0.0011450956764952024,0.006118300231081038,0.0009335560577617872
8,8,0.02,1200,1,100000.0,250,,370.04,0.37004,,0.0012250252794990502,0.005857591064482903,0.0009429249381139466
9,9,0.02,1200,1,100000.0,275,,397.0,0.397,,0.0013460833615658884,0.005927594793437626,0.0009337521820558593
10,10,0.02,1200,1,100000.0,300,,410.2,0.4102,,0.0016336559894125455,0.005599353753975715,0.0009380990007646176
11,11,0.02,1200,1,100000.0,325,,429.76,0.42976,,0.0016790783730311887,0.005484916078469236,0.0009493542904011325
12,12,0.02,1200,1,100000.0,350,,438.12,0.43812,,0.0019329257102413064,0.005216993100250674,0.0009411251132414737
13,13,0.02,1200,1,100000.0,375,,456.72,0.45672,,0.002090151112215608,0.005441300186635295,0.0009452990973206362
14,14,0.02,1200,1,100000.0,400,,476.4,0.4764,,0.002087105436528418,0.004985526863860247,0.0009567656601988931
15,15,0.02,1200,1,100000.0,425,,486.72,0.48671999999999993,,0.0023336549387749984,0.004700249376794262,0.0009423175722938515
16,16,0.02,1200,1,100000.0,450,,508.68,0.50868,,0.0024806842593670807,0.0047609325835268265,0.0009461925576586268
17,17,0.02,1200,1,100000.0,475,,526.64,0.52664,,0.0025800062016787706,0.004736660019766113,0.00094795636057575
18,18,0.02,1200,1,100000.0,500,,535.8399999999999,0.5358400000000001,,0.0028420994771045116,0.004716879958083057,0.000951712814581521
19,19,0.02,1200,1,100000.0,525,,545.3199999999999,0.54532,,0.003030379904698748,0.0043481114677311455,0.0009572558152754426
20,20,0.02,1200,1,100000.0,550,,567.88,0.56788,,0.0031944748715977767,0.0044293787538458125,0.0009651581428225655
21,21,0.02,1200,1,100000.0,575,,578.28,0.57828,,0.0032347659928473145,0.004257873038428576,0.0009496034484144177
22,22,0.02,1200,1,100000.0,600,,588.52,0.58852,,0.0036320489090621777,0.004426692836670664,0.000947595768263544
23,23,0.02,1200,1,100000.0,625,,602.6800000000001,0.6026800000000001,,0.003795190271612227,0.004491253436829203,0.0009641870370008051
24,24,0.02,1200,1,100000.0,650,,619.28,0.61928,,0.003894303400065837,0.0041799852384187715,0.0009582413391145166
25,25,0.02,1200,1,100000.0,675,,626.8399999999999,0.62684,,0.004401179937931375,0.004264209765904132,0.0009585119207563802
26,26,0.02,1200,1,100000.0,700,,639.28,0.63928,,0.004422815328694015,0.0045189304819550575,0.000952889066767988
27,27,0.02,1200,1,100000.0,725,,652.48,0.6524800000000001,,0.004669022158755069,0.004260573636116234,0.0009569129625505038
28,28,0.02,1200,1,100000.0,750,,657.48,0.6574800000000001,,0.0047873168608248305,0.004172879758968885,0.000948293941581102
29,29,0.02,1200,1,100000.0,775,,677.6800000000001,0.67768,,0.005210590102192327,0.003986190690061635,0.0009521584631660833
30,30,0.02,1200,1,100000.0,800,,683.72,0.68372,,0.00536723695346609,0.004144132609387041,0.0009557615300238616
31,31,0.02,1200,1,100000.0,825,,691.2,0.6912,,0.005597699018735512,0.003815684980913928,0.0009480954161753144
32,32,0.02,1200,1,100000.0,850,,706.6,0.7066,,0.005916831854697193,0.003913710243852814,0.0009540378749577133
33,33,0.02,1200,1,100000.0,875,,719.52,0.7195199999999999,,0.005972251089970087,0.00423917083113697,0.0009611900178570714
34,34,0.02,1200,1,100000.0,900,,721.08,0.72108,,0.0061772063365697245,0.00394336655559319,0.0009615349533597069
35,35,0.02,1200,1,100000.0,925,,733.56,0.73356,,0.006443178912372787,0.003627590857432684,0.000956019482819835
36,36,0.02,1200,1,100000.0,950,,746.3999999999999,0.7464,,0.006334988579610581,0.003796142428384727,0.0009451747860587178
37,37,0.02,1200,1,100000.0,975,,744.24,0.7442399999999998,,0.007236960204049865,0.0036736915019688825,0.000948253697498264
38,38,0.02,1200,1,100000.0,1000,,750.76,0.7507599999999999,,0.007427844210124021,0.003767125623961969,0.0009603608205761184
39,39,0.02,1200,1,100000.0,1025,,776.9199999999998,0.77692,,0.00732724588885503,0.003690274741933939,0.0009649515940254264
40,40,0.02,1200,1,100000.0,1050,,783.0399999999998,0.7830399999999998,,0.007661515469471851,0.003920361211759836,0.0009612914031204202
41,41,0.02,1200,1,100000.0,1075,,782.88,0.7828799999999998,,0.00803518347636782,0.003866606474807,0.0009593265408905913
42,42,0.02,1200,1,100000.0,1100,,795.64,0.7956399999999998,,0.008223671747700792,0.003762593314636085,0.0009521410819856701
43,43,0.02,1200,1,100000.0,1125,,806.48,0.8064799999999999,,0.008014446082179346,0.003701589802534032,0.0009397403954072128
44,44,0.02,1200,1,100000.0,1150,,817.7999999999998,0.8178,,0.008688698847327033,0.0037148966250117182,0.0009519164530475384
45,45,0.02,1200,1,100000.0,1175,,818.4399999999998,0.81844,,0.009021157981305804,0.0036433493080297737,0.000945578380952316
46,46,0.02,1200,1,100000.0,1200,,832.36,0.8323599999999999,,0.009375064859668785,0.003469454848652186,0.0009565011573699048
47,47,0.02,1200,1,100000.0,1225,,843.16,0.8431599999999998,,0.009520461036636332,0.0036167638347160704,0.0009570057204364714
48,48,0.02,1200,1,100000.0,1250,,863.92,0.8639199999999998,,0.009641483820514623,0.0034684991238160467,0.0009590719301531347
49,49,0.02,1200,1,100000.0,1275,,854.16,0.8541599999999998,,0.009726773401380343,0.0035631282660313966,0.0009596683458822368
