,Simulation Number,ExitSlit.openingHeight,PG.lineDensity,PG.orderDiffraction,SU.numberRays,SU.photonEnergy,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM
0,0,0.02,1200,1,100000.0,50,,594.2,0.5942000000000001,,0.0011086471934262931,0.06512963784496154,0.004303321314914721
1,1,0.02,1200,1,100000.0,75,,865.2,0.8652,,0.0015829841229134444,0.05395231541750901,0.0045131855676607555
2,2,0.02,1200,1,100000.0,100,,1063.2,1.0632,,0.0021981910509452974,0.04571823519866306,0.004484968270234989
3,3,0.02,1200,1,100000.0,125,,1210.0,1.21,,0.002800310140048623,0.041576970801358006,0.004661282570050258
4,4,0.02,1200,1,100000.0,150,,1368.8,1.3688,,0.003614116451575456,0.036169917114737514,0.004721199047411127
5,5,0.02,1200,1,100000.0,175,,1510.8,1.5108,,0.004348086313461863,0.03663450115924275,0.00469428968699196
6,6,0.02,1200,1,100000.0,200,,1630.4,1.6303999999999998,,0.004762815438033386,0.03399043173474224,0.0047115908969029546
7,7,0.02,1200,1,100000.0,225,,1743.0,1.7429999999999999,,0.005725478382476013,0.03059150115540519,0.004667780288808937
8,8,0.02,1200,1,100000.0,250,,1850.2,1.8502,,0.00612512639749525,0.02928795532241452,0.004714624690569732
9,9,0.02,1200,1,100000.0,275,,1985.0,1.985,,0.006730416807829443,0.02963797396718813,0.004668760910279296
10,10,0.02,1200,1,100000.0,300,,2051.0,2.051,,0.008168279947062729,0.027996768769878572,0.004690495003823089
11,11,0.02,1200,1,100000.0,325,,2148.8,2.1488,,0.008395391865155942,0.02742458039234618,0.0047467714520056615
12,12,0.02,1200,1,100000.0,350,,2190.6,2.1906,,0.009664628551206532,0.026084965501253367,0.004705625566207369
13,13,0.02,1200,1,100000.0,375,,2283.6,2.2836,,0.01045075556107804,0.027206500933176475,0.004726495486603181
14,14,0.02,1200,1,100000.0,400,,2382.0,2.382,,0.01043552718264209,0.024927634319301235,0.004783828300994467
15,15,0.02,1200,1,100000.0,425,,2433.6,2.4336,,0.011668274693874991,0.02350124688397131,0.004711587861469258
16,16,0.02,1200,1,100000.0,450,,2543.4,2.5434,,0.012403421296835405,0.02380466291763413,0.004730962788293134
17,17,0.02,1200,1,100000.0,475,,2633.2,2.6332,,0.012900031008393853,0.02368330009883057,0.0047397818028787515
18,18,0.02,1200,1,100000.0,500,,2679.2,2.6792,,0.014210497385522556,0.023584399790415284,0.004758564072907604
19,19,0.02,1200,1,100000.0,525,,2726.6,2.7266000000000004,,0.01515189952349374,0.02174055733865573,0.004786279076377213
20,20,0.02,1200,1,100000.0,550,,2839.4,2.8394000000000004,,0.015972374357988883,0.022146893769229063,0.004825790714112829
21,21,0.02,1200,1,100000.0,575,,2891.4,2.8914,,0.016173829964236573,0.02128936519214288,0.004748017242072089
22,22,0.02,1200,1,100000.0,600,,2942.6,2.9426,,0.01816024454531089,0.02213346418335332,0.004737978841317721
23,23,0.02,1200,1,100000.0,625,,3013.4,3.0134000000000003,,0.018975951358061138,0.02245626718414601,0.004820935185004025
24,24,0.02,1200,1,100000.0,650,,3096.4,3.0964,,0.019471517000329185,0.020899926192093857,0.004791206695572582
25,25,0.02,1200,1,100000.0,675,,3134.2,3.1342,,0.022005899689656872,0.021321048829520663,0.0047925596037819
26,26,0.02,1200,1,100000.0,700,,3196.4,3.1964,,0.022114076643470072,0.022594652409775286,0.00476444533383994
27,27,0.02,1200,1,100000.0,725,,3262.4,3.2624000000000004,,0.023345110793775343,0.021302868180581167,0.00478456481275252
28,28,0.02,1200,1,100000.0,750,,3287.4,3.2874000000000003,,0.023936584304124157,0.020864398794844426,0.004741469707905511
29,29,0.02,1200,1,100000.0,775,,3388.4,3.3884,,0.026052950510961636,0.01993095345030817,0.004760792315830417
30,30,0.02,1200,1,100000.0,800,,3418.6,3.4186,,0.026836184767330448,0.02072066304693521,0.004778807650119308
31,31,0.02,1200,1,100000.0,825,,3456.0,3.4560000000000004,,0.02798849509367756,0.01907842490456964,0.004740477080876572
32,32,0.02,1200,1,100000.0,850,,3533.0,3.533,,0.029584159273485965,0.01956855121926407,0.004770189374788566
33,33,0.02,1200,1,100000.0,875,,3597.6,3.5976,,0.02986125544985043,0.021195854155684847,0.004805950089285357
34,34,0.02,1200,1,100000.0,900,,3605.4,3.6054,,0.030886031682848623,0.01971683277796595,0.004807674766798535
35,35,0.02,1200,1,100000.0,925,,3667.8,3.6678,,0.032215894561863925,0.018137954287163416,0.004780097414099174
36,36,0.02,1200,1,100000.0,950,,3732.0,3.732,,0.03167494289805291,0.018980712141923633,0.004725873930293589
37,37,0.02,1200,1,100000.0,975,,3721.2,3.7212,,0.036184801020249326,0.01836845750984441,0.004741268487491321
38,38,0.02,1200,1,100000.0,1000,,3753.8,3.7538,,0.037139221050620105,0.01883562811980984,0.004801804102880593
39,39,0.02,1200,1,100000.0,1025,,3884.6,3.8846,,0.03663622944427516,0.01845137370966969,0.004824757970127132
40,40,0.02,1200,1,100000.0,1050,,3915.2,3.9152,,0.03830757734735925,0.01960180605879918,0.0048064570156021
41,41,0.02,1200,1,100000.0,1075,,3914.4,3.9144,,0.04017591738183911,0.019333032374035,0.004796632704452956
42,42,0.02,1200,1,100000.0,1100,,3978.2,3.9782,,0.04111835873850396,0.018812966573180427,0.0047607054099283504
43,43,0.02,1200,1,100000.0,1125,,4032.4,4.032399999999999,,0.04007223041089673,0.01850794901267016,0.004698701977036064
44,44,0.02,1200,1,100000.0,1150,,4089.0,4.089,,0.04344349423663516,0.01857448312505859,0.004759582265237692
