,Simulation Number,PG.cFactor,ExitSlit.openingHeight,PG.lineDensity,PG.orderDiffraction,SU.numberRays,SU.photonEnergy,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM
0,0,2.5,0.01,1200,1,100000.0,100,,100000.0,100.0,,0.09966905075995952,0.1109898411999701,0.10611318182782134
1,1,2.5,0.01,1200,1,100000.0,150,,100000.0,100.0,,0.14972902950864864,0.09452245027720435,0.08548053242663951
2,2,2.5,0.01,1200,1,100000.0,200,,100000.0,100.0,,0.19941368081262,0.08178025026644035,0.07203773559107644
3,3,2.5,0.01,1200,1,100000.0,250,,100000.0,100.0,,0.2495063711109168,0.07508011565026493,0.06810234940115478
4,4,2.5,0.01,1200,1,100000.0,300,,100000.0,100.0,,0.29911802282627487,0.07167827170215521,0.06030342121332414
5,5,2.5,0.01,1200,1,100000.0,350,,100000.0,100.0,,0.3496937747488005,0.06491777938348584,0.05643723867504755
6,6,2.5,0.01,1200,1,100000.0,400,,100000.0,100.0,,0.39923449297735936,0.062317869161621395,0.05168700283489582
7,7,2.5,0.01,1200,1,100000.0,450,,100000.0,100.0,,0.4494446849446888,0.061008388296345535,0.05015529716815712
8,8,2.5,0.01,1200,1,100000.0,500,,100000.0,100.0,,0.4977304537374948,0.057422064708444985,0.04780377501296028
9,9,2.5,0.01,1200,1,100000.0,550,,100000.0,100.0,,0.5484010830404372,0.056634230365340175,0.04461068742478272
10,10,2.5,0.01,1200,1,100000.0,600,,100000.0,100.0,,0.5991657068177345,0.05457641093063125,0.04092985577154866
11,11,2.5,0.01,1200,1,100000.0,650,,100000.0,100.0,,0.649300752950478,0.05428342520305311,0.04037099696069126
12,12,2.5,0.01,1200,1,100000.0,700,,100000.0,100.0,,0.6988427868155327,0.052272621315560194,0.040476229989640046
13,13,2.5,0.01,1200,1,100000.0,750,,100000.0,100.0,,0.7488663750851059,0.05239380053200841,0.039369425377467585
14,14,2.5,0.01,1200,1,100000.0,800,,100000.0,100.0,,0.7972596027007853,0.052923508803903486,0.03587295035945008
15,15,2.5,0.01,1200,1,100000.0,850,,100000.0,100.0,,0.8491211849791057,0.0506166582259869,0.036286720052362206
16,16,2.5,0.01,1200,1,100000.0,900,,100000.0,100.0,,0.8983288594569102,0.04853638542991243,0.03558760836420176
17,17,2.5,0.01,1200,1,100000.0,950,,100000.0,100.0,,0.9484981018651409,0.04923958886348799,0.03381417314322041
18,18,2.5,0.01,1200,1,100000.0,1000,,100000.0,100.0,,0.9984718414677672,0.04794962837559608,0.035301985554691884
19,19,2.5,0.01,1200,1,100000.0,1050,,100000.0,100.0,,1.0474719004650523,0.047791646419739285,0.032199770734818466
20,20,2.5,0.01,1200,1,100000.0,1100,,100000.0,100.0,,1.0985684551883879,0.04537267224390841,0.032246581768083316
21,21,2.5,0.01,1200,1,100000.0,1150,,100000.0,100.0,,1.1486472263040013,0.048295581453823455,0.032508899027775325
22,22,2.5,0.01,1200,1,100000.0,1200,,100000.0,100.0,,1.195125924560807,0.047225766415200016,0.031014094317147144
23,23,2.5,0.01,1200,1,100000.0,1250,,100000.0,100.0,,1.2482431494903268,0.04778921188894671,0.03056480805969175
24,24,2.5,0.01,1200,1,100000.0,1300,,100000.0,100.0,,1.2983937548996207,0.045253439614878085,0.029814349756542242
25,25,2.5,0.01,1200,1,100000.0,1350,,100000.0,100.0,,1.346710846346332,0.04434678939769676,0.028248834257597548
26,26,2.5,0.01,1200,1,100000.0,1400,,100000.0,100.0,,1.3974483491019327,0.04599197802626432,0.02804797287046588
27,27,2.5,0.01,1200,1,100000.0,1450,,100000.0,100.0,,1.4427960984885655,0.04303877997394986,0.027913386411135627
28,28,2.5,0.01,1200,1,100000.0,1500,,100000.0,100.0,,1.4952865285375307,0.04510467784905799,0.02807313777796636
29,29,2.5,0.01,1200,1,100000.0,1550,,100000.0,100.0,,1.5483580646272912,0.04419250077195659,0.027651134830133248
30,30,2.5,0.01,1200,1,100000.0,1600,,100000.0,100.0,,1.5984794067617258,0.04363053036538789,0.0263828637822463
31,31,2.5,0.01,1200,1,100000.0,1650,,100000.0,100.0,,1.6477627357264055,0.04446213076911792,0.02626005843646132
32,32,2.5,0.01,1200,1,100000.0,1700,,100000.0,100.0,,1.535007872768992,0.0443517968683616,0.02509245322601846
33,33,2.5,0.01,1200,1,100000.0,1750,,100000.0,100.0,,1.7484046904128718,0.04131649553955745,0.025162860197823596
34,34,2.5,0.01,1200,1,100000.0,1800,,100000.0,100.0,,1.7978968376787408,0.04342205685521559,0.02500982855771792
35,35,2.5,0.01,1200,1,100000.0,1850,,100000.0,100.0,,1.84778172750689,0.04348037355359229,0.025457397246111256
36,36,2.5,0.01,1200,1,100000.0,1900,,100000.0,100.0,,1.8954784353832563,0.042355931472520286,0.024440407145923704
37,37,2.5,0.01,1200,1,100000.0,1950,,100000.0,100.0,,1.9478301716718531,0.04282713356963005,0.024341724593738703
38,38,2.5,0.01,1200,1,100000.0,2000,,100000.0,100.0,,1.99491654730582,0.04298543147515745,0.023985548670502916
