,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,0.027,100,1,100000.0,,1744.2,1.7442,,100.0,0.005607829037145962,0.07300123615157242,0.006055996984101685,17.852567041244495,31.133245606477143,
1,1,2.5,0.027,200,1,100000.0,,1001.4,1.0013999999999998,,200.0,0.011687847738352275,0.05156292253514495,0.005283246047917025,17.262236705430038,17.289532391358552,
2,2,2.5,0.027,300,1,100000.0,,1107.2,1.1072,,300.0,0.017569791460471152,0.04230723163176724,0.005771009048716889,17.36650891126978,19.231914658560168,
3,3,2.5,0.027,400,1,100000.0,,1282.8,1.2828,,400.0,0.02762482409166296,0.03918137589986426,0.00564108614533375,14.514096067936034,18.60742632029476,
4,4,2.5,0.027,500,1,100000.0,,1536.4,1.5364,,500.0,0.034392028166882936,0.03336196640419795,0.006033113932486614,14.720011233862328,22.619755803295902,
5,5,2.5,0.027,600,1,100000.0,,1642.6,1.6425999999999998,,600.0,0.04384778613562048,0.032014868008362354,0.006144148625492611,13.75144050345356,22.615612203454848,
6,6,2.5,0.027,700,1,100000.0,,1929.8,1.9298,,700.0,0.052742923851133126,0.030146405840938296,0.0056983471048056,13.743613714226246,26.48560220579293,
7,7,2.5,0.027,800,1,100000.0,,2057.0,2.057,,800.0,0.06544588279505206,0.03032441481577706,0.005856430443603189,12.276110607534443,25.235993559984667,
8,8,2.5,0.027,900,1,100000.0,,2286.8,2.2868,,900.0,0.07773382458656214,0.026017820239178487,0.006010990210419392,11.597463638902232,26.524407311186728,
9,9,2.5,0.027,1000,1,100000.0,,2513.0,2.5130000000000003,,1000.0,0.0928361516519999,0.026892553769925946,0.005910713475275265,10.811912633767587,27.15122687648056,
10,10,2.5,0.027,1100,1,100000.0,,2731.2,2.7312,,1100.0,0.10427890082601152,0.025169837824975845,0.006322328657215136,10.61314180515534,28.980209121016948,
11,11,2.5,0.027,1200,1,100000.0,,2819.4,2.8194000000000004,,1200.0,0.10801014281746577,0.02421249562113224,0.005925262525204757,11.222145196510532,31.615750136569492,
12,12,2.5,0.027,1300,1,100000.0,,2917.6,2.9176,,1300.0,0.1361771563421371,0.02370844344000426,0.006163392764821638,9.633479259202494,28.124243141420514,
13,13,2.5,0.027,1400,1,100000.0,,3023.2,3.0232,,1400.0,0.1381555223302257,0.023240697360575435,0.006080527997686156,10.142454623063307,30.66563936254088,
14,14,2.5,0.027,1500,1,100000.0,,3127.4,3.1274,,1500.0,0.16119975033611808,0.023174088950013008,0.0061395126375518175,9.312663009043876,29.118618628167592,
15,15,2.5,0.027,1600,1,100000.0,,3083.4,3.0834,,1600.0,0.1700651225513866,0.021101692239399988,0.006223670577577574,9.422336838372658,29.040573368817384,
16,16,2.5,0.027,1700,1,100000.0,,2982.0,2.982,,1700.0,0.18945352824011932,0.02129593237966604,0.005972435581194016,9.020344109504867,26.872140214122346,
17,17,2.5,0.027,1800,1,100000.0,,2833.4,2.8334,,1800.0,0.20109422187165363,0.019539319324000628,0.006098653892717093,8.993925652533779,25.470149200202975,
18,18,2.5,0.027,1900,1,100000.0,,2515.0,2.515,,1900.0,0.22235888054051428,0.019932473754236756,0.006043466161631804,8.558710153953495,21.532116504792697,
19,19,2.5,0.027,2000,1,100000.0,,1817.4,1.8174,,2000.0,0.2304651150642712,0.019494828280994667,0.0057833972876318316,8.745166924650448,15.908485488278936,
20,20,2.5,0.027,2100,1,100000.0,,90.4,0.0904,,2100.0,0.25805029594989104,0.020225615707256884,0.005677194650375068,8.185241496181328,0.7426173783842194,
