,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,0.027,100,1,100000.0,,348.84000000000003,0.34884,,20.0,0.0011215658074291922,0.014600247230314481,0.001211199396820337,3.5705134082488987,6.226649121295429,
1,1,2.5,0.027,200,1,100000.0,,200.28,0.20027999999999996,,40.0,0.002337569547670455,0.010312584507028991,0.0010566492095834049,3.452447341086008,3.4579064782717106,
2,2,2.5,0.027,300,1,100000.0,,221.44,0.22144,,60.0,0.0035139582920942305,0.008461446326353449,0.0011542018097433777,3.473301782253956,3.8463829317120335,
3,3,2.5,0.027,400,1,100000.0,,256.56,0.25656,,80.0,0.005524964818332591,0.007836275179972851,0.00112821722906675,2.902819213587206,3.721485264058951,
4,4,2.5,0.027,500,1,100000.0,,307.28,0.30728,,100.0,0.006878405633376587,0.006672393280839592,0.0012066227864973226,2.944002246772466,4.5239511606591805,
5,5,2.5,0.027,600,1,100000.0,,328.52,0.32852,,120.0,0.008769557227124096,0.0064029736016724716,0.0012288297250985223,2.750288100690712,4.523122440690971,
6,6,2.5,0.027,700,1,100000.0,,385.96,0.38596,,140.0,0.010548584770226624,0.00602928116818766,0.00113966942096112,2.7487227428452488,5.297120441158586,
7,7,2.5,0.027,800,1,100000.0,,411.4,0.4114,,160.0,0.013089176559010412,0.006064882963155412,0.0011712860887206375,2.4552221215068886,5.047198711996932,
8,8,2.5,0.027,900,1,100000.0,,457.36,0.45736,,180.0,0.01554676491731243,0.005203564047835697,0.0012021980420838783,2.3194927277804465,5.304881462237344,
9,9,2.5,0.027,1000,1,100000.0,,502.6,0.5026,,200.0,0.018567230330399986,0.005378510753985188,0.0011821426950550528,2.162382526753517,5.430245375296112,
10,10,2.5,0.027,1100,1,100000.0,,546.24,0.5462400000000001,,220.0,0.020855780165202304,0.005033967564995169,0.0012644657314430272,2.122628361031068,5.79604182420339,
11,11,2.5,0.027,1200,1,100000.0,,563.88,0.56388,,240.0,0.021602028563493154,0.004842499124226447,0.0011850525050409511,2.2444290393021062,6.323150027313899,
12,12,2.5,0.027,1300,1,100000.0,,583.52,0.5835199999999999,,260.0,0.027235431268427417,0.0047416886880008524,0.0012326785529643276,1.9266958518404984,5.624848628284103,
13,13,2.5,0.027,1400,1,100000.0,,604.64,0.6046400000000001,,280.0,0.027631104466045144,0.004648139472115087,0.0012161055995372312,2.028490924612661,6.133127872508176,
14,14,2.5,0.027,1500,1,100000.0,,625.48,0.62548,,300.0,0.03223995006722362,0.004634817790002603,0.0012279025275103636,1.8625326018087756,5.823723725633519,
15,15,2.5,0.027,1600,1,100000.0,,616.6800000000001,0.61668,,320.0,0.03401302451027732,0.0042203384478799975,0.0012447341155155148,1.884467367674532,5.808114673763477,
16,16,2.5,0.027,1700,1,100000.0,,596.4,0.5964,,340.0,0.03789070564802387,0.004259186475933208,0.0011944871162388035,1.8040688219009733,5.37442804282447,
17,17,2.5,0.027,1800,1,100000.0,,566.6800000000001,0.5666800000000001,,360.0,0.04021884437433073,0.003907863864800126,0.0012197307785434184,1.798785130506756,5.094029840040596,
18,18,2.5,0.027,1900,1,100000.0,,503.0,0.5029999999999999,,380.0,0.04447177610810286,0.003986494750847352,0.0012086932323263609,1.7117420307906988,4.30642330095854,
19,19,2.5,0.027,2000,1,100000.0,,363.48,0.36348,,400.0,0.04609302301285424,0.0038989656561989336,0.001156679457526366,1.7490333849300896,3.1816970976557872,
20,20,2.5,0.027,2100,1,100000.0,,18.08,0.01808,,420.0,0.05161005918997821,0.004045123141451377,0.0011354389300750136,1.6370482992362656,0.14852347567684387,
