,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7
37,37,2.25,0.02,285,1,100000.0,,444.7,0.4447,285.0,0.0176442939425839,0.0523541437943928,0.0067692996659192,5152071186268.657,3440621665000.0,2362797828000.0,1712646428000.0,16.67917333417038,7.414117386049172,85896245910225.78,57362655509993.125,39392985060251.89,28553545441848.008,6.240358918701472e-05,4.167394687845965e-05,2.861898829803824e-05,2.074413963851375e-05,3.4116852487500415e-05,2.2783687873520407e-05,1.5646372505587285e-05,1.13410904925089e-05
38,38,2.25,0.02,290,1,100000.0,,442.5,0.4425,290.0,0.0188701894691802,0.0481811924194862,0.0069843135015382,5079587875609.756,3423600375000.0,2351108700000.0,1704173700000.0,15.588717077929076,6.893453272259036,79131981158981.7,53334303294804.56,36626571664297.6,26548342980254.89,6.268292927575161e-05,4.224777785713587e-05,2.901305853361448e-05,2.102977684934192e-05,3.422833686387578e-05,2.306961702256693e-05,1.584273026825603e-05,1.1483418124970518e-05
39,39,2.25,0.02,295,1,100000.0,,444.9,0.4448999999999999,295.0,0.0163271159338364,0.0506087092839423,0.0067051137998066,5059238889473.686,3442169055000.0,2363860476000.0,1713416676000.0,18.464944361629158,8.193166100680711,93169666362061.84,63390116462661.65,43532257852780.8,31553849013585.586,6.355366325373433e-05,4.324019042450334e-05,2.969458370172847e-05,2.1523772412961727e-05,3.465920552351964e-05,2.358118431058224e-05,1.619404180282385e-05,1.173806219043509e-05
40,40,2.25,0.02,300,1,100000.0,,445.6,0.4456,300.0,0.0184631727077657,0.0477492935216717,0.0067180481491545,5016756492075.472,3447584920000.0,2367579744000.0,1716112544000.0,16.800256177532884,7.485258853343862,84272264244565.12,57913073485378.8,39770976749940.74,28827528306352.02,6.412189771317777e-05,4.4065461009903936e-05,3.0261326498977245e-05,2.1934569314753544e-05,3.495047681867278e-05,2.401845435735236e-05,1.6494330767247927e-05,1.1955723141445875e-05
41,41,2.25,0.02,305,1,100000.0,,448.6,0.4486,305.0,0.0210237604378277,0.047533392352699,0.0069788965316282,4996811266481.481,3470795770000.0,2383519464000.0,1727666264000.0,14.905062898656013,6.710969869322833,74751337164623.45,51922438330457.29,35656993548480.84,25845555599530.863,6.50046693195955e-05,4.515238204375295e-05,3.10077540077356e-05,2.247560858247541e-05,3.537277507658833e-05,2.457000506153482e-05,1.687310034227302e-05,1.22302698470567e-05
42,42,2.25,0.02,310,1,100000.0,,440.3,0.4402999999999999,310.0,0.0190692775757497,0.0422421785270368,0.0069764352978528,4852191647397.26,3406579085000.0,2339419572000.0,1695700972000.0,17.419952735461855,7.623630899154271,84013895461539.92,58983651085211.65,40506180638622.445,29360432264058.9,6.421592638377146e-05,4.50840872825371e-05,3.096085355509179e-05,2.2441613336779765e-05,3.491187221117007e-05,2.451058456369079e-05,1.6832294163356933e-05,1.2200691964542682e-05
43,43,2.25,0.02,315,1,100000.0,,443.7,0.4437,315.0,0.0197628513925109,0.0459540100406191,0.0067318951445851,4836680383721.974,3432884715000.0,2357484588000.0,1708795188000.0,16.138352386443593,7.152784959922878,77971004518008.88,55340739595675.3,38004463160460.63,27547091549053.383,6.510898078576744e-05,4.621178312731317e-05,3.1735282583364945e-05,2.300294917909947e-05,3.534654903477136e-05,2.508758451723231e-05,1.7228540647198108e-05,1.2487906603525387e-05
44,44,2.25,0.02,320,1,100000.0,,439.2,0.4392,320.0,0.020824888896368,0.0509377667066475,0.0067178571856331,4735888741592.92,3398068440000.0,2333575008000.0,1691464608000.0,16.362988585346482,7.163924973075228,77248523737712.5,55426929320434.39,38063652723942.23,27589994413306.24,6.48029624426958e-05,4.649705968830759e-05,3.193119219050186e-05,2.314495197125453e-05,3.516192045017314e-05,2.5229184782608697e-05,1.7325782608695654e-05,1.2558391304347824e-05
45,45,2.25,0.02,325,1,100000.0,,441.0,0.4409999999999999,325.0,0.0205420294246209,0.0487141027092899,0.0070178487916851,4701420117903.93,3411994950000.0,2343138840000.0,1698396840000.0,16.064656067677426,7.089987427427007,75585055616760.22,54854878226631.38,37670804798902.266,27305243180003.98,6.53634207373174e-05,4.7436658685563895e-05,3.257644839303414e-05,2.3612658398489205e-05,3.5437350372574723e-05,2.5718199497243127e-05,1.7661606485337516e-05,1.280180932173048e-05
46,46,2.25,0.02,330,1,100000.0,,444.2,0.4442,330.0,0.0200375032268425,0.0472085696373524,0.0067819686369474,4679592285236.051,3436753190000.0,2360141208000.0,1710720808000.0,17.39309440376313,7.744370533860504,81585989653901.44,59917807601952.016,41147699295328.98,29825429574824.93,6.612272740706906e-05,4.856138750905776e-05,3.334883986178351e-05,2.417251733956967e-05,3.581804901098402e-05,2.630523915223232e-05,1.8064747590873252e-05,1.3094021446777245e-05
47,47,2.25,0.02,335,1,100000.0,,438.2,0.4382,335.0,0.020915187148796,0.0465357409013177,0.0065646603820224,4558201338808.511,3390331490000.0,2328261768000.0,1687613368000.0,16.283054480331696,7.144880272058645,74321777320228.72,55279581420904.125,37962463656712.86,27516648698963.133,6.541514661993665e-05,4.865494413779232e-05,3.341308854143864e-05,2.421908724513294e-05,3.5404193004202107e-05,2.63331830909338e-05,1.8083937691994015e-05,1.3107931167595486e-05
48,48,2.25,0.02,340,1,100000.0,,444.8,0.4448,340.0,0.0200706484156682,0.0459459134420603,0.0065772921743188,4569062785882.354,3441395360000.0,2363329152000.0,1713031552000.0,18.640798836544697,8.342699909366512,85697661172820.6,64547052063773.234,44326766866442.53,32129739598948.688,6.657458169638666e-05,5.014364373625948e-05,3.44354317457452e-05,2.496012078439591e-05,3.602055079294856e-05,2.7130499661006255e-05,1.8631483468142472e-05,1.3504813332702648e-05
49,49,2.25,0.02,345,1,100000.0,,443.3,0.4432999999999999,345.0,0.0208996894490212,0.0503918595602572,0.0070581565495937,4495092774545.455,3429789935000.0,2355359292000.0,1707254692000.0,17.154918314158817,7.631663748074734,77385600206928.08,59045800835666.8,40548861092820.6,29391368693135.336,6.65146353739332e-05,5.075117208426911e-05,3.48526431688226e-05,2.526253161488966e-05,3.594593247218509e-05,2.7427019547946243e-05,1.88351142689212e-05,1.3652412741950312e-05
50,50,2.25,0.02,350,1,100000.0,,453.0,0.4529999999999999,350.0,0.0234823000374432,0.0444435021462185,0.006946929176361,4532759786938.775,3504838350000.0,2406897720000.0,1744611720000.0,15.598543637915151,7.069588581932138,70738955484290.31,54697053378979.86,37562420837065.11,27226682330280.33,6.80898108465957e-05,5.2648671343019474e-05,3.615572370592866e-05,2.620705433317913e-05,3.67748670415374e-05,2.84352073310238e-05,1.9527472841299072e-05,1.4154260772207664e-05
51,51,2.25,0.02,355,1,100000.0,,448.5,0.4485,355.0,0.0226644758169924,0.048412965103926,0.0069661014592578,4426329917368.422,3470022075000.0,2382988140000.0,1727281140000.0,15.876672843454667,7.141329771885459,70479111748250.64,55252111378589.2,37943598997172.7,27502974870676.16,6.744595935793131e-05,5.287427105766155e-05,3.63106510904697e-05,2.63193516396136e-05,3.641092013694965e-05,2.8544346897981345e-05,1.960242288139776e-05,1.4208587433986478e-05
52,52,2.25,0.02,360,1,100000.0,,464.6,0.4646,360.0,0.0242293426842592,0.0508125210128868,0.006825971112942,4521065154398.405,3594586970000.0,2468531304000.0,1789286104000.0,15.688438143597244,7.241294570224367,70465700719276.31,56025534025097.42,38474735962298.92,27887963300630.887,6.991191034273376e-05,5.5585229007662616e-05,3.817236277508234e-05,2.7668791625055164e-05,3.7714829233771904e-05,2.998612696558916e-05,2.059254476746611e-05,1.4926265726798749e-05
53,53,2.25,0.02,365,1,100000.0,,453.4,0.4533999999999999,365.0,0.0265067771957205,0.0483978667940919,0.0068602594863346,4348336284189.724,3507933130000.0,2409023016000.0,1746152216000.0,14.059070506962254,6.371810844172712,61108902271084.6,49298381910822.06,33854960249692.227,24539372795511.72,6.82154890399764e-05,5.503147832713582e-05,3.779208239769821e-05,2.7393149831987875e-05,3.676369472082487e-05,2.9658373746597e-05,2.0367464921625324e-05,1.4763119227582475e-05
