,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7
10,10,2.25,0.02,150,1,100000.0,,98.51,0.0985099999999999,15.0,0.0008732778193495,0.004936128757589,0.0006768529108284,1356105006164.8354,762166944500.0,523407272400.0,379385652400.0,1.7343418219432192,1.709963014392624,23539634597244.44,13229898344205.018,9085443886591.469,6585477959549.45,8.275794152659081e-06,4.651215587265854e-06,3.19415592796702e-06,2.315246643483769e-06,5.372159655530342e-06,3.019296065871205e-06,2.0734584854535084e-06,1.5029221826075935e-06
11,11,2.25,0.02,155,1,100000.0,,90.36,0.09036,15.5,0.0009185803764506,0.0053717437573411,0.0006976347351993,1238322807000.0,699110802000.0,480104366400.0,347998046400.0,1.7178379445656655,1.5516267751449055,21263997605287.707,12004858777957.377,8244165446770.917,5975687101509.064,7.837821663529641e-06,4.42494134659282e-06,3.0387653223002395e-06,2.202613576622846e-06,5.041948856696144e-06,2.8464959935505934e-06,1.9547905017833586e-06,1.416907079689256e-06
12,12,2.25,0.02,160,1,100000.0,,80.64,0.08064,16.0,0.0009053996899382,0.0054990986854436,0.0006950919362455,1101182208000.0002,623907648000.0,428459673600.0,310563993600.0,1.7765227274941022,1.4315045810426743,19547958523247.61,11075479368298.12,7605927400179.18,5513067702694.79,7.192097901580275e-06,4.074897735689428e-06,2.798377867916233e-06,2.0283715360182705e-06,4.611779274298925e-06,2.6129412001206158e-06,1.7944000804100912e-06,1.3006499547693236e-06
13,13,2.25,0.02,165,1,100000.0,,71.82000000000001,0.07182,16.5,0.0009888056347278,0.0051907889465974,0.0007210609840212,976560848307.6924,555667749000.0,381596896800.0,276596056800.0,1.6955777419184954,1.2213186831177032,16606683503751.848,9449281585347.512,6489159279888.304,4703591365170.223,6.5619923116755365e-06,3.7338047118137056e-06,2.564137101441402e-06,1.8585848504029903e-06,4.189683887594299e-06,2.3839499800503677e-06,1.637143627915757e-06,1.1866644506128614e-06
14,14,2.25,0.02,170,1,100000.0,,65.19,0.06519,17.0,0.0010471808374484,0.0054131847319422,0.0006795989093655,882487653555.5557,504371770500.0,346370115600.0,251062335600.0,1.6832514557852694,1.092864926856622,14794290611364.688,8455441295843.341,5806653643971.678,4208885120907.296,6.12013725522935e-06,3.497867024752332e-06,2.402110261872583e-06,1.741141586853627e-06,3.880806575060272e-06,2.218013221312412e-06,1.5231889269034908e-06,1.1040657156175516e-06
15,15,2.25,0.02,175,1,100000.0,,59.0,0.059,17.5,0.0010287688721555,0.0051327141782812,0.0006507169146024,795023525000.0,456480050000.0,313481160000.0,227223160000.0,1.7767447682608757,1.0483771962946244,14126856510640.156,8111241948871.695,5570279654440.451,4037552193457.7095,5.710056845761236e-06,3.27855334149506e-06,2.2514997196783246e-06,1.6319732932097834e-06,3.569505761550601e-06,2.049509375848855e-06,1.4074713157168096e-06,1.0201891557582958e-06
16,16,2.25,0.02,180,1,100000.0,,56.64,0.05664,18.0,0.0010919745655831,0.0047830441955215,0.0006790673783894,759004905931.0342,438220848000.0,300941913600.0,218134233600.0,1.6811863122472364,0.9519787898052098,12757001620841.158,7365412297783.417,5058091785144.634,3666298794449.417,5.635571210534775e-06,3.253766577194341e-06,2.2344777630218707e-06,1.6196351266007842e-06,3.4807956980167137e-06,2.0096803467015204e-06,1.3801192983421611e-06,1.000363365206026e-06
17,17,2.25,0.02,185,1,100000.0,,50.03,0.05003,18.5,0.0011079390934781,0.005152243212554,0.0006680565515307,663146982933.3335,387079608500.0,265821397200.0,192677537200.0,1.7045565142977832,0.852639255037381,11301721956997.088,6596827284261.465,4530276995434.814,3283718404570.163,5.069056331326437e-06,2.958813642663496e-06,2.0319230444484444e-06,1.472815702980032e-06,3.09772478837295e-06,1.8081452968695624e-06,1.2417179789373374e-06,9.000447841999669e-07
18,18,2.25,0.02,190,1,100000.0,,49.11,0.04911,19.0,0.0010885897819579,0.0050578357708036,0.0007199347265385,651721837584.0,379961614500.0,260933216400.0,189134396400.0,1.792542018077538,0.8791528322401294,11666933401439.934,6801961505400.268,4671149994371.544,3385828553636.475,5.124101701218738e-06,2.987412486398886e-06,2.051562892255219e-06,1.4870514174343693e-06,3.102019255883025e-06,1.8085142720470648e-06,1.2419713673749145e-06,9.002284498514966e-07
19,19,2.25,0.02,195,1,100000.0,,47.21,0.0472099999999999,19.5,0.000961422429882,0.0047455793683594,0.0006397625471645,623471488437.5,365261409500.0,250838060400.0,181817040400.0,2.0665808460828465,0.976399256198622,12894664214603.322,7554352225245.93,5187843584004.767,3760347871442.381,5.043841628089558e-06,2.9549397791835853e-06,2.029262723986763e-06,1.470887400743573e-06,3.020044072075061e-06,1.7692959100387752e-06,1.215038716943295e-06,8.807066325331988e-07
20,20,2.25,0.02,200,1,100000.0,,45.61,0.04561,20.0,0.001155946716446,0.0051380838473123,0.000638676542448,598923771278.1956,352882289500.0,242336876400.0,175655056400.0,1.7590113371843803,0.8001949610915362,10507690941783.64,6191068404217.161,4251627875069.9946,3081742841954.168,4.977933848134031e-06,2.9329687308289246e-06,2.014174420073733e-06,1.4599508197568275e-06,2.9533749748669607e-06,1.7401108001755487e-06,1.1949962592397172e-06,8.66179090994265e-07
21,21,2.25,0.02,205,1,100000.0,,44.08,0.04408,20.5,0.001381738876164,0.0049469970817184,0.0007020454154578,575681389430.657,341044756000.0,234207619200.0,169762659200.0,1.5022522317942155,0.6616078853519506,8640547792597.315,5118827128573.773,3515281480767.397,2548010752382.845,4.910425081108931e-06,2.909030506091767e-06,1.9977351858532137e-06,1.4480350327042126e-06,2.885787348296553e-06,1.7095960719540225e-06,1.174040705103302e-06,8.509897021632827e-07
22,22,2.25,0.02,210,1,100000.0,,41.67,0.04167,21.0,0.0011588847225158,0.0046693764254734,0.0007305877304926,540815779531.9149,322398706500.0,221402710800.0,160481170800.0,1.8351551887940571,0.7638185299994896,9913249669368.738,5909625775679.553,4058351166334.489,2941648475475.236,4.735186621293909e-06,2.822806026596663e-06,1.938521755052631e-06,1.405114868503755e-06,2.75667628110302e-06,1.6433486242507035e-06,1.128546215797415e-06,8.180135525832891e-07
23,23,2.25,0.02,215,1,100000.0,,40.93,0.04093,21.5,0.0013793034042893,0.0046620313764835,0.000692382652081,528015573751.724,316673363500.0,217470913200.0,157631253200.0,1.5831893734544753,0.6503125993707298,8389327639255.097,5031436065701.369,3455266915480.5366,2504509895200.5303,4.740462167623936e-06,2.8430564812693107e-06,1.9524284658087944e-06,1.4151949854818266e-06,2.742660217545361e-06,1.6448898085648469e-06,1.1296046021312127e-06,8.187807115642832e-07
24,24,2.25,0.02,220,1,100000.0,,40.5,0.0404999999999999,22.0,0.0014149252817344,0.004914463822298,0.0007322798975846,519224256000.0,313346475000.0,215186220000.0,155975220000.0,1.5811221154927508,0.6399515895276096,8204404640703.467,4951273450595.639,3400216383541.677,2464607159652.3105,4.7787272896839815e-06,2.8839125559048992e-06,1.980485792015736e-06,1.435532010909103e-06,2.749327558179556e-06,1.6591907812872306e-06,1.1394255910619258e-06,8.258993407640782e-07
25,25,2.25,0.02,225,1,100000.0,,39.59,0.03959,22.5,0.001545402634731,0.0047057788849522,0.0006952467147428,503995811477.12415,306305850500.0,210351171600.0,152470591600.0,1.4586207830769609,0.5772590509744593,7348728058307.331,4466224414436.844,3067115879999.536,2223163147474.877,4.7507153605788605e-06,2.887269846034366e-06,1.9827913631009168e-06,1.4372031772004984e-06,2.7196195278783507e-06,1.6528616975639238e-06,1.13507918313606e-06,8.227488977085396e-07
26,26,2.25,0.02,230,1,100000.0,,39.87,0.03987,23.0,0.0013884394136314,0.0045802935961695,0.0005961604141957,504193471348.1014,308472196500.0,211838878800.0,153548938800.0,1.6760907098475173,0.6664322072212266,8427659091473.477,5156152665660.271,3540914260696.111,2566590373738.677,4.863579459822263e-06,2.9756018752330214e-06,2.043452123583983e-06,1.4811724214286534e-06,2.773616042006916e-06,1.6969347707693828e-06,1.1653457372017032e-06,8.446872561639767e-07
27,27,2.25,0.02,235,1,100000.0,,39.74,0.03974,23.5,0.0014386803187295,0.0043773576062968,0.0006879161060979,499443268111.1112,307466393000.0,211148157600.0,153048277600.0,1.7061641778830208,0.6788865765877934,8532091859279.609,5252511498730.93,3607087314189.328,2614555139217.9736,4.931893968620055e-06,3.0361639569696066e-06,2.085042268946962e-06,1.511318552871562e-06,2.7974216443152464e-06,1.7221438301304494e-06,1.1826576989643603e-06,8.572356295893848e-07
28,28,2.25,0.02,240,1,100000.0,,40.92,0.04092,24.0,0.0015112460158755,0.0053599248356059,0.000599651147718,510660104674.6987,316595994000.0,217417780800.0,157592740800.0,1.6190258875009058,0.662330111341882,8265531866741.209,5124414954946.574,3519118840786.1416,2550792218004.3105,5.156231926651041e-06,3.196729795746472e-06,2.195308567323297e-06,1.591243792265769e-06,2.913196863945296e-06,1.80610634826461e-06,1.2403177600803231e-06,8.99029851904251e-07
29,29,2.25,0.02,245,1,100000.0,,41.89,0.04189,24.5,0.0016492054483663,0.0045639397480273,0.0006231390573116,518977969811.7647,324100835500.0,222571623600.0,161328443600.0,1.5311954163214323,0.641401115738206,7946360679895.318,4962488362410.713,3407918064184.8657,2470189632975.6084,5.354279412160074e-06,3.3437381390407345e-06,2.296264449153321e-06,1.6644204848938195e-06,3.0121301122008915e-06,1.8810699929191623e-06,1.291797973255328e-06,9.363446835678136e-07
30,30,2.25,0.02,250,1,100000.0,,42.37,0.0423699999999999,25.0,0.0013646821556113,0.0052629273526738,0.0006573766069707,521012932241.3793,327814571500.0,225121978800.0,163177038800.0,2.03184602994374,0.8666760273598519,10657290968092.195,6705429089881.808,4604857735609.46,3337777383609.3564,5.494155843048681e-06,3.456851513637309e-06,2.3739434449386767e-06,1.7207251983508423e-06,3.0774538230441783e-06,1.9362939840519784e-06,1.3297222610750148e-06,9.638336609568814e-07
31,31,2.25,0.02,255,1,100000.0,,43.44,0.04344,25.5,0.0016010452088721,0.0046665300791147,0.0006595976748392,529741817491.5254,336093108000.0,230807145600.0,167297865600.0,1.6415751852317062,0.71633827846111,8735597181646.842,5542273443539.685,3806077194650.708,2758790631540.565,5.705718694736668e-06,3.6199761207608014e-06,2.485966940961378e-06,1.801924121949714e-06,3.180992517971011e-06,2.0181711667622422e-06,1.3859502478480303e-06,1.0045898608988584e-06
32,32,2.25,0.02,260,1,100000.0,,44.08,0.0440799999999999,26.0,0.0016963672470495,0.0049530943969553,0.0006834935122191,533339226901.0989,341044756000.0,234207619200.0,169762659200.0,1.5732107745311237,0.695297022167477,8412640115005.409,5379478295658.661,3694279950061.125,2677755703652.2744,5.860656825219093e-06,3.747607856579472e-06,2.5736162141273133e-06,1.8654556745969824e-06,3.25669534705465e-06,2.08249986871592e-06,1.4301270658923957e-06,1.0366109118442668e-06
33,33,2.25,0.02,265,1,100000.0,,45.1,0.0450999999999999,26.5,0.0018259468609818,0.0050187295739914,0.0006862953796581,541518406000.0,348936445000.0,239627124000.0,173690924000.0,1.483883452919564,0.6705709089672306,8051585138224.075,5188173594134.014,3562904176361.0483,2582529507450.957,6.074164654769252e-06,3.913989621582382e-06,2.6878765168414405e-06,1.948275921419026e-06,3.3591911293074038e-06,2.164551006482429e-06,1.4864745138178095e-06,1.0774537018082563e-06
34,34,2.25,0.02,270,1,100000.0,,45.21,0.04521,27.0,0.0016416935429867,0.0043766375153316,0.0007192732763664,538286621714.28577,349787509500.0,240211580400.0,174114560400.0,1.671765774002207,0.7572805360387337,9016456125509.25,5859041643304.88,4023613235302.44,2916469091613.8115,6.159288327921815e-06,4.002406966115787e-06,2.7485958664131287e-06,1.9922876332642407e-06,3.3930688509060326e-06,2.2048720050679827e-06,1.5141643841833551e-06,1.0975243811576935e-06
35,35,2.25,0.02,275,1,100000.0,,43.510000000000005,0.04351,27.5,0.0017360742071446,0.0045720242898823,0.0006528170299807,513575488257.73206,336634694500.0,231179072400.0,167567452400.0,1.6533885197311284,0.7162581947718907,8454439257609.182,5541653840040.377,3805651690789.8,2758482210033.2954,5.993504584878867e-06,3.92857842916079e-06,2.697895172251892e-06,1.9555378268595766e-06,3.289356721103755e-06,2.1560834195314874e-06,1.4806595193185277e-06,1.0732387709157286e-06
36,36,2.25,0.02,280,1,100000.0,,45.3,0.0453,28.0,0.0017416806502291,0.0053172691863664,0.0006987926700663,529660753096.4468,350483835000.0,240689772000.0,174461172000.0,1.6418179404614317,0.7427379759409876,8684308072632.096,5746526582956.623,3946345123288.693,2860462202462.9688,6.298835391095942e-06,4.168026365931324e-06,2.862332625714389e-06,2.0747283957540567e-06,3.447818366486875e-06,2.281469027873612e-06,1.5667662964939925e-06,1.1356522633476974e-06
37,37,2.25,0.02,285,1,100000.0,,44.47,0.0444699999999999,28.5,0.0017644293942583,0.0052354143794392,0.0006769299665919,515207118626.8657,344062166500.0,236279782800.0,171264642800.0,1.667917333417038,0.7414117386049173,8589624591022.578,5736265550999.3125,3939298506025.189,2855354544184.801,6.240358918701472e-06,4.167394687845965e-06,2.861898829803824e-06,2.074413963851375e-06,3.411685248750041e-06,2.278368787352041e-06,1.5646372505587284e-06,1.13410904925089e-06
38,38,2.25,0.02,290,1,100000.0,,44.25,0.04425,29.0,0.001887018946918,0.0048181192419486,0.0006984313501538,507958787560.9756,342360037500.0,235110870000.0,170417370000.0,1.5588717077929075,0.6893453272259036,7913198115898.17,5333430329480.455,3662657166429.76,2654834298025.4893,6.268292927575161e-06,4.224777785713587e-06,2.901305853361448e-06,2.102977684934192e-06,3.4228336863875782e-06,2.306961702256693e-06,1.584273026825603e-06,1.1483418124970518e-06
39,39,2.25,0.02,295,1,100000.0,,44.49,0.0444899999999999,29.5,0.0016327115933836,0.0050608709283942,0.0006705113799806,505923888947.3685,344216905500.0,236386047600.0,171341667600.0,1.8464944361629156,0.8193166100680711,9316966636206.184,6339011646266.165,4353225785278.08,3155384901358.5586,6.355366325373433e-06,4.324019042450334e-06,2.969458370172847e-06,2.1523772412961725e-06,3.465920552351964e-06,2.358118431058224e-06,1.6194041802823851e-06,1.173806219043509e-06
40,40,2.25,0.02,300,1,100000.0,,44.56,0.04456,30.0,0.0018463172707765,0.0047749293521671,0.0006718048149154,501675649207.5472,344758492000.0,236757974400.0,171611254400.0,1.6800256177532884,0.7485258853343862,8427226424456.513,5791307348537.88,3977097674994.074,2882752830635.202,6.412189771317777e-06,4.406546100990393e-06,3.0261326498977244e-06,2.1934569314753545e-06,3.495047681867278e-06,2.401845435735236e-06,1.6494330767247927e-06,1.1955723141445877e-06
41,41,2.25,0.02,305,1,100000.0,,44.86,0.04486,30.5,0.0021023760437827,0.0047533392352699,0.0006978896531628,499681126648.1481,347079577000.0,238351946400.0,172766626400.0,1.4905062898656012,0.6710969869322833,7475133716462.346,5192243833045.729,3565699354848.0835,2584555559953.0864,6.500466931959551e-06,4.515238204375295e-06,3.10077540077356e-06,2.247560858247541e-06,3.537277507658833e-06,2.457000506153482e-06,1.687310034227302e-06,1.22302698470567e-06
42,42,2.25,0.02,310,1,100000.0,,44.03,0.04403,31.0,0.0019069277575749,0.0042242178527036,0.0006976435297852,485219164739.726,340657908500.0,233941957200.0,169570097200.0,1.7419952735461854,0.7623630899154271,8401389546153.992,5898365108521.165,4050618063862.2446,2936043226405.8896,6.421592638377146e-06,4.5084087282537095e-06,3.096085355509179e-06,2.2441613336779765e-06,3.491187221117007e-06,2.4510584563690787e-06,1.6832294163356934e-06,1.2200691964542685e-06
43,43,2.25,0.02,315,1,100000.0,,44.37,0.04437,31.5,0.001976285139251,0.0045954010040619,0.0006731895144585,483668038372.1974,343288471500.0,235748458800.0,170879518800.0,1.6138352386443593,0.7152784959922878,7797100451800.888,5534073959567.529,3800446316046.063,2754709154905.3384,6.510898078576744e-06,4.621178312731317e-06,3.1735282583364944e-06,2.300294917909947e-06,3.534654903477136e-06,2.5087584517232312e-06,1.7228540647198108e-06,1.248790660352539e-06
44,44,2.25,0.02,320,1,100000.0,,43.92,0.04392,32.0,0.0020824888896368,0.0050937766706647,0.0006717857185633,473588874159.292,339806844000.0,233357500800.0,169146460800.0,1.6362988585346483,0.7163924973075229,7724852373771.25,5542692932043.439,3806365272394.223,2758999441330.624,6.480296244269581e-06,4.649705968830758e-06,3.1931192190501858e-06,2.3144951971254526e-06,3.516192045017313e-06,2.5229184782608696e-06,1.7325782608695654e-06,1.2558391304347826e-06
45,45,2.25,0.02,325,1,100000.0,,44.1,0.0440999999999999,32.5,0.002054202942462,0.0048714102709289,0.0007017848791685,470142011790.39294,341199495000.0,234313884000.0,169839684000.0,1.6064656067677423,0.7089987427427007,7558505561676.021,5485487822663.139,3767080479890.2266,2730524318000.398,6.53634207373174e-06,4.743665868556389e-06,3.2576448393034145e-06,2.361265839848921e-06,3.543735037257472e-06,2.5718199497243126e-06,1.7661606485337516e-06,1.280180932173048e-06
46,46,2.25,0.02,330,1,100000.0,,44.42,0.04442,33.0,0.0020037503226842,0.0047208569637352,0.0006781968636947,467959228523.6051,343675319000.0,236014120800.0,171072080800.0,1.739309440376313,0.7744370533860504,8158598965390.144,5991780760195.201,4114769929532.8975,2982542957482.4927,6.612272740706906e-06,4.856138750905776e-06,3.3348839861783514e-06,2.417251733956967e-06,3.581804901098402e-06,2.630523915223232e-06,1.8064747590873253e-06,1.3094021446777245e-06
47,47,2.25,0.02,335,1,100000.0,,43.82,0.04382,33.5,0.0020915187148796,0.0046535740901317,0.0006564660382022,455820133880.8511,339033149000.0,232826176800.0,168761336800.0,1.6283054480331696,0.7144880272058645,7432177732022.872,5527958142090.412,3796246365671.286,2751664869896.313,6.541514661993665e-06,4.865494413779232e-06,3.341308854143864e-06,2.421908724513294e-06,3.5404193004202107e-06,2.6333183090933804e-06,1.8083937691994016e-06,1.3107931167595489e-06
48,48,2.25,0.02,340,1,100000.0,,44.48,0.04448,34.0,0.0020070648415668,0.004594591344206,0.0006577292174318,456906278588.23535,344139536000.0,236332915200.0,171303155200.0,1.8640798836544696,0.8342699909366512,8569766117282.06,6454705206377.323,4432676686644.253,3212973959894.8687,6.657458169638666e-06,5.014364373625948e-06,3.44354317457452e-06,2.496012078439591e-06,3.602055079294856e-06,2.7130499661006257e-06,1.863148346814247e-06,1.3504813332702649e-06
49,49,2.25,0.02,345,1,100000.0,,44.33,0.0443299999999999,34.5,0.0020899689449021,0.0050391859560257,0.0007058156549593,449509277454.54553,342978993500.0,235535929200.0,170725469200.0,1.7154918314158816,0.7631663748074734,7738560020692.808,5904580083566.68,4054886109282.06,2939136869313.5337,6.6514635373933205e-06,5.07511720842691e-06,3.4852643168822603e-06,2.526253161488966e-06,3.5945932472185087e-06,2.742701954794624e-06,1.88351142689212e-06,1.3652412741950311e-06
50,50,2.25,0.02,350,1,100000.0,,45.3,0.0452999999999999,35.0,0.0023482300037443,0.0044443502146218,0.0006946929176361,453275978693.8776,350483835000.0,240689772000.0,174461172000.0,1.5598543637915152,0.7069588581932138,7073895548429.031,5469705337897.986,3756242083706.511,2722668233028.0327,6.808981084659569e-06,5.264867134301948e-06,3.6155723705928656e-06,2.620705433317913e-06,3.67748670415374e-06,2.84352073310238e-06,1.9527472841299077e-06,1.4154260772207663e-06
51,51,2.25,0.02,355,1,100000.0,,44.85,0.04485,35.5,0.0022664475816992,0.0048412965103926,0.0006966101459257,442632991736.84216,347002207500.0,238298814000.0,172728114000.0,1.587667284345467,0.714132977188546,7047911174825.064,5525211137858.92,3794359899717.271,2750297487067.616,6.744595935793131e-06,5.287427105766155e-06,3.6310651090469695e-06,2.6319351639613594e-06,3.641092013694965e-06,2.8544346897981347e-06,1.960242288139776e-06,1.4208587433986478e-06
52,52,2.25,0.02,360,1,100000.0,,46.46,0.04646,36.0,0.0024229342684259,0.0050812521012886,0.0006825971112942,452106515439.8405,359458697000.0,246853130400.0,178928610400.0,1.5688438143597243,0.7241294570224367,7046570071927.631,5602553402509.742,3847473596229.892,2788796330063.089,6.991191034273376e-06,5.558522900766261e-06,3.817236277508234e-06,2.766879162505516e-06,3.7714829233771903e-06,2.998612696558916e-06,2.0592544767466112e-06,1.492626572679875e-06
53,53,2.25,0.02,365,1,100000.0,,45.34,0.04534,36.5,0.002650677719572,0.0048397866794091,0.0006860259486334,434833628418.9724,350793313000.0,240902301600.0,174615221600.0,1.4059070506962257,0.6371810844172712,6110890227108.46,4929838191082.206,3385496024969.2227,2453937279551.172,6.82154890399764e-06,5.503147832713583e-06,3.779208239769821e-06,2.739314983198788e-06,3.676369472082487e-06,2.9658373746597e-06,2.0367464921625325e-06,1.4763119227582476e-06
54,54,2.25,0.02,370,1,100000.0,,43.96,0.04396,37.0,0.0021614288182803,0.0046156817443648,0.0007028998712447,414987053578.125,340116322000.0,233570030400.0,169300510400.0,1.8337665930148133,0.8078667200402935,7626347357446.437,6250424419615.748,4292389771586.889,3111288626887.98,6.604302342640053e-06,5.412773730619154e-06,3.717145114867604e-06,2.6943292514892446e-06,3.55659493472052e-06,2.9149246406870016e-06,2.001782898672448e-06,1.4509689700979594e-06
55,55,2.25,0.02,375,1,100000.0,,46.29,0.04629,37.5,0.0027376572163973,0.0044884661943778,0.0007167712273153,430633510818.5329,358143415500.0,245949879600.0,178273899600.0,1.4050648274930475,0.6500283994131267,6047181070879.807,5029237224839.392,3453756892897.8022,2503415372955.81,6.948765858785693e-06,5.779054986791328e-06,3.968683540415687e-06,2.876653943392452e-06,3.739209242391768e-06,3.109774635963427e-06,2.1355933522623667e-06,1.5479599156008231e-06
