,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,2.5,0.016,100,1,100000.0,,10000.0,10.0,10.0,0.009984876489221,0.0482993081864857,0.0108976256673958,,0.1001516485225166,10.015164852251669,,,
1,1,2.5,0.016,150,1,100000.0,,10000.0,10.0,15.0,0.0149880435465334,0.0504237229254822,0.0093706043268683,,0.100079786514289,10.007978651428902,,,
2,2,2.5,0.016,200,1,100000.0,,10000.0,10.0,20.0,0.0199762931780207,0.0471686932035614,0.0084590980535025,,0.1001188821624432,10.01188821624432,,,
3,3,2.5,0.016,250,1,100000.0,,10000.0,10.0,25.0,0.0249401821376781,0.0469449311007203,0.0079626674034963,,0.1002402623976995,10.024026239769949,,,
4,4,2.5,0.016,300,1,100000.0,,10000.0,10.0,30.0,0.0299522181110427,0.0480072235674486,0.0072752296888925,,0.1001596270977587,10.015962709775872,,,
5,5,2.5,0.016,350,1,100000.0,,10000.0,10.0,35.0,0.0348077325506488,0.0493254284239736,0.0067597976469234,,0.1005624582163371,10.056245821633713,,,
6,6,2.5,0.016,400,1,100000.0,,10000.0,10.0,40.0,0.039906134263137,0.0454460050596194,0.0064185917183464,,0.1002355336294122,10.023553362941223,,,
7,7,2.5,0.016,450,1,100000.0,,10000.0,10.0,45.0,0.0449189794036186,0.0488044661004542,0.0061782360424509,,0.1001806916013135,10.018069160131358,,,
8,8,2.5,0.016,500,1,100000.0,,10000.0,10.0,50.0,0.048356107115844,0.0490369267276748,0.0059122186729124,,0.1048078833603257,10.480788336032578,,,
9,9,2.5,0.016,550,1,100000.0,,10000.0,10.0,55.0,0.0548923207134703,0.0475077873593709,0.0058617642560351,,0.1001964793071535,10.019647930715353,,,
10,10,2.5,0.016,600,1,100000.0,,10000.0,10.0,60.0,0.0598797334661367,0.0456599305550161,0.0056964121634267,,0.1002010114012389,10.020101140123892,,,
11,11,2.5,0.016,650,1,100000.0,,10000.0,10.0,65.0,0.0648354180244882,0.0466613904413987,0.0057682749323973,,0.1002540572684142,10.025405726841424,,,
12,12,2.5,0.016,700,1,100000.0,,10000.0,10.0,70.0,0.0674601260832244,0.0481794705034215,0.0053773430922922,,0.1051440989501105,10.514409895011052,,,
13,13,2.5,0.016,750,1,100000.0,,10000.0,10.0,75.0,0.074821411087928,0.0461108255746945,0.0053100359375502,,0.1002391036708074,10.023910367080743,,,
14,14,2.5,0.016,800,1,100000.0,,10000.0,10.0,80.0,0.0794487883567092,0.0485571092346889,0.0055314101802081,,0.1007237580320911,10.072375803209116,,,
15,15,2.5,0.016,850,1,100000.0,,10000.0,10.0,85.0,0.0847835383246638,0.0462337694514411,0.0052206310390186,,0.1002558076653952,10.025580766539523,,,
16,16,2.5,0.016,900,1,100000.0,,10000.0,10.0,90.0,0.0898589629499895,0.0464449690209461,0.0051790460363841,,0.100157179536501,10.0157179536501,,,
17,17,2.5,0.016,950,1,100000.0,,10000.0,10.0,95.0,0.0948789955079598,0.0479897005907127,0.0050858066345887,,0.1001275911811035,10.01275911811035,,,
18,18,2.5,0.016,1000,1,100000.0,,10000.0,10.0,100.0,0.0997714379952788,0.0469658521617029,0.0052080084714623,,0.1002302634250479,10.023026342504794,,,
19,19,2.5,0.016,1050,1,100000.0,,10000.0,10.0,105.0,0.1048220628514264,0.0471300716190234,0.004990872024313,,0.1001699904916156,10.016999049161566,,,
20,20,2.5,0.016,1100,1,100000.0,,10000.0,10.0,110.0,0.1098532112422867,0.047741024114959,0.0050009181972318,,0.1001336905399839,10.013369053998394,,,
