,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7
0,0,2.25,0.02,100,1,100000.0,,100000.0,100.0,100.0,0.0995238843906406,0.1752548036656834,0.1055192505422565,1378770000000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0047972912772485,100.4797291277248,1385384361294331.5,777406640274750.5,533872915990592.6,386971552005858.9,0.0057050579571489,0.0032013858846336,0.0021985060699204,0.0015935614647033,0.0027451320033448,0.0015404272687452,0.0010578664436745,0.0007667821447059
1,1,2.25,0.02,105,1,100000.0,,100000.0,100.0,105.0,0.1047748789815215,0.186192288466285,0.1035824699014265,1378770000000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0021499005162,100.21499005162,1381734218334720.8,775358367279881.2,532466293741869.3,385951978286400.94,0.0060281185166406,0.0033826708992305,0.0023230009666119,0.0016838001375158,0.0030590694129667,0.0017165928396071,0.0011788456354396,0.0008544724998363
2,2,2.25,0.02,110,1,100000.0,,100000.0,100.0,110.0,0.1097953043845193,0.1736944752009223,0.1020077001739243,1378770000000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.001864820333367,100.18648203333676,1381341158331037.2,775137802167824.6,532314823798806.1,385842187066067.8,0.0062449465054054,0.0035043436443349,0.0024065579879443,0.0017443654691846,0.0034540835882366,0.0019382545325185,0.0013310686397558,0.0009648095678293
3,3,2.25,0.02,115,1,100000.0,,100000.0,100.0,115.0,0.1147630477961399,0.1736819575970818,0.1002185757235594,1378770000000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0020662584449418,100.20662584449418,1381618895156132.5,775293653827559.2,532421852702000.3,385919765717349.75,0.0064787619857254,0.0036355488983266,0.0024966613237186,0.0018096758204707,0.0037625256516612,0.0021113363969785,0.0014499301401563,0.0010509649390909
4,4,2.25,0.02,120,1,100000.0,,100000.0,100.0,120.0,0.1198954506226641,0.1793999238096824,0.1016713919191571,1378770000000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0008723274933224,100.08723274933224,1379972738977968.5,774369915419946.1,531787488533062.0,385459954253538.3,0.0066992127945357,0.0037592545842079,0.002581614438118,0.0018712530939044,0.0041314555397408,0.002318360925912,0.0015921012809948,0.0011540160311633
5,5,2.25,0.02,125,1,100000.0,,100000.0,100.0,125.0,0.1247836853567349,0.172755882404794,0.099108918217015,1378770000000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.001733759817791,100.17337598177907,1381160456023975.5,775036401302225.8,532245188201427.9,385791712516066.9,0.0069753092356316,0.0039141857445854,0.0026880112015149,0.0019483735460326,0.0043426373875576,0.002436865346335,0.0016734825005669,0.0012130042583213
6,6,2.25,0.02,130,1,100000.0,,100000.0,100.0,130.0,0.129861317028974,0.1712118755722125,0.0924845761074258,1378770000000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0010684580942335,100.10684580942336,1380243157966586.5,774521660685218.1,531891697428460.6,385535488855083.6,0.0072442704884671,0.0040651130033106,0.002791658342591,0.0020235009665139,0.0045765716125563,0.0025681372337494,0.0017636315958933,0.0012783477778847
7,7,2.25,0.02,135,1,100000.0,,100000.0,100.0,135.0,0.1348151320698263,0.1698036232466414,0.0950721910326156,1378770000000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.001371997952477,100.13719979524772,1380661669616937.0,774756507955841.9,532052975440102.0,385652389339449.9,0.0075318428747682,0.0042264838754788,0.0029024774861604,0.0021038269292937,0.0047880691555583,0.0026868188061168,0.001845134472035,0.0013374241863873
8,8,2.25,0.02,140,1,100000.0,,100000.0,100.0,140.0,0.1397720314833861,0.1699109904850656,0.0898564753301463,1378770000000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0016318314529085,100.16318314529084,1381019920252326.5,774957539835958.0,532191031214885.1,385752457456469.9,0.0078550249312738,0.0044078370679677,0.0030270192030462,0.0021940995391775,0.0050200617508701,0.0028170011505468,0.0019345353392656,0.0014022253615484
9,9,2.25,0.02,145,1,100000.0,,100000.0,100.0,145.0,0.14476818340936,0.1689478963439287,0.0904569570713867,1378770000000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0016026006152543,100.16026006152543,1380979617650294.2,774934924083019.2,532175500169299.4,385741199959349.1,0.0081390849493601,0.0045672369792606,0.0031364848173617,0.0022734444120755,0.0052316898255306,0.0029357559705853,0.0020160885172002,0.0014613382307184
