,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,2.5,0.024,100,1,100000.0,,10000.0,10.0,10.0,0.0096338394291504,0.0472335372484052,0.0111467488109578,,0.1051900297713656,10.519002977136566,,,
1,1,2.5,0.024,150,1,100000.0,,10000.0,10.0,15.0,0.0149847301190845,0.0499415436615069,0.0090948418819541,,0.1001019850774345,10.01019850774345,,,
2,2,2.5,0.024,200,1,100000.0,,10000.0,10.0,20.0,0.0199781800611381,0.046886915900385,0.0081570634154963,,0.1001092923776899,10.010929237768996,,,
3,3,2.5,0.024,250,1,100000.0,,10000.0,10.0,25.0,0.0249305375687907,0.0492997484733234,0.0075250378875543,,0.1002795037132275,10.02795037132275,,,
4,4,2.5,0.024,300,1,100000.0,,10000.0,10.0,30.0,0.0299647958123335,0.0464792760824388,0.0071595075938039,,0.1001175918175419,10.011759181754194,,,
5,5,2.5,0.024,350,1,100000.0,,10000.0,10.0,35.0,0.0348956473037327,0.0474883489862209,0.006698896493863,,0.1003004713465991,10.030047134659917,,,
6,6,2.5,0.024,400,1,100000.0,,10000.0,10.0,40.0,0.0399306130522455,0.0475482880723096,0.006626113037116,,0.1001739649465383,10.017396494653834,,,
7,7,2.5,0.024,450,1,100000.0,,10000.0,10.0,45.0,0.0447498363832755,0.0473072071208251,0.0064407348523146,,0.1005652155927803,10.05652155927804,,,
8,8,2.5,0.024,500,1,100000.0,,10000.0,10.0,50.0,0.0499157614714465,0.0482525104055824,0.0061157775907288,,0.1001690154411685,10.01690154411686,,,
9,9,2.5,0.024,550,1,100000.0,,10000.0,10.0,55.0,0.0548851590227138,0.0466476525317928,0.005859726136314,,0.1002103200379985,10.021032003799846,,,
10,10,2.5,0.024,600,1,100000.0,,10000.0,10.0,60.0,0.0598928939616882,0.0475050069826118,0.0058231246043617,,0.1001790081167969,10.017900811679697,,,
11,11,2.5,0.024,650,1,100000.0,,10000.0,10.0,65.0,0.0648781856741163,0.045828335544874,0.0055074343973263,,0.1001880394629389,10.018803946293891,,,
12,12,2.5,0.024,700,1,100000.0,,10000.0,10.0,70.0,0.0698728495184207,0.0474267397845588,0.0054417841419073,,0.1001823320135331,10.018233201353311,,,
13,13,2.5,0.024,750,1,100000.0,,10000.0,10.0,75.0,0.0749160202176926,0.0467482578306269,0.0054940738451377,,0.100112154460712,10.011215446071208,,,
14,14,2.5,0.024,800,1,100000.0,,10000.0,10.0,80.0,0.0798850744804781,0.0470510857705083,0.0056387349280581,,0.1001439086490749,10.014390864907496,,,
15,15,2.5,0.024,850,1,100000.0,,10000.0,10.0,85.0,0.084868192003687,0.0465255371808384,0.0053587201908429,,0.1001554353570076,10.015543535700765,,,
16,16,2.5,0.024,900,1,100000.0,,10000.0,10.0,90.0,0.0894528562260552,0.0475557681831557,0.005050073774681,,0.1006315844633356,10.063158446333563,,,
17,17,2.5,0.024,950,1,100000.0,,10000.0,10.0,95.0,0.0944829493425641,0.0476431067112549,0.0052930794188539,,0.1005634764842314,10.056347648423143,,,
18,18,2.5,0.024,1000,1,100000.0,,10000.0,10.0,100.0,0.0997895689274014,0.0471240607059691,0.0052713339217726,,0.1002111758513368,10.02111758513368,,,
19,19,2.5,0.024,1050,1,100000.0,,10000.0,10.0,105.0,0.1047810464266126,0.047535046833909,0.0050719960264624,,0.1002093389089839,10.020933890898394,,,
20,20,2.5,0.024,1100,1,100000.0,,10000.0,10.0,110.0,0.1098113582983228,0.0487072948078359,0.0049103609049412,,0.1001719916962734,10.017199169627348,,,
21,21,2.5,0.024,1150,1,100000.0,,10000.0,10.0,115.0,0.1147478646135232,0.0467593590697635,0.0049396149880123,,0.1002199949238372,10.021999492383722,,,
22,22,2.5,0.024,1200,1,100000.0,,10000.0,10.0,120.0,0.1197843109833047,0.0477998524411287,0.0050874342388403,,0.1001800929751415,10.018009297514151,,,
23,23,2.5,0.024,1250,1,100000.0,,10000.0,10.0,125.0,0.1248797189648894,0.0454489969202591,0.0050084809005808,,0.1000963466114761,10.009634661147611,,,
24,24,2.5,0.024,1300,1,100000.0,,10000.0,10.0,130.0,0.1298653417376044,0.0474042112449887,0.0049208634921987,,0.1001037690020835,10.01037690020835,,,
25,25,2.5,0.024,1350,1,100000.0,,10000.0,10.0,135.0,0.1345727084929308,0.0476547281299133,0.0047588929658417,,0.1003185769235718,10.031857692357184,,,
26,26,2.5,0.024,1400,1,100000.0,,10000.0,10.0,140.0,0.139547112890857,0.0463315094462497,0.0049482920517097,,0.1003263597059236,10.032635970592365,,,
27,27,2.5,0.024,1450,1,100000.0,,10000.0,10.0,145.0,0.1447558556049148,0.0469406737123492,0.004835653787395,,0.1001691036141308,10.016910361413087,,,
28,28,2.5,0.024,1500,1,100000.0,,10000.0,10.0,150.0,0.1498474026464941,0.0478100261603261,0.0047086035768422,,0.1001018658413621,10.01018658413621,,,
29,29,2.5,0.024,1550,1,100000.0,,10000.0,10.0,155.0,0.154518764745876,0.0467589507294606,0.0046762935457208,,0.1003119411735995,10.031194117359949,,,
30,30,2.5,0.024,1600,1,100000.0,,10000.0,10.0,160.0,0.1597356017949073,0.0480964653684327,0.0045067309698489,,0.1001657300900453,10.016573009004532,,,
31,31,2.5,0.024,1650,1,100000.0,,10000.0,10.0,165.0,0.1647602589019152,0.0470729204747099,0.0047301566321328,,0.1001455966437679,10.014559664376792,,,
32,32,2.5,0.024,1700,1,100000.0,,10000.0,10.0,170.0,0.1698230221907783,0.04666750563993,0.0045995916633632,,0.1001043063282068,10.010430632820675,,,
33,33,2.5,0.024,1750,1,100000.0,,10000.0,10.0,175.0,0.1747452635792183,0.0465731315532984,0.0046930585539777,,0.1001458914429024,10.014589144290245,,,
34,34,2.5,0.024,1800,1,100000.0,,10000.0,10.0,180.0,0.1796097239201503,0.0460519251538619,0.0047612004647662,,0.1002176700183934,10.021767001839349,,,
35,35,2.5,0.024,1850,1,100000.0,,10000.0,10.0,185.0,0.1788965988002499,0.0476344855582109,0.0045038165087837,,0.1048107946232761,10.48107946232761,,,
36,36,2.5,0.024,1900,1,100000.0,,10000.0,10.0,190.0,0.189318762102157,0.0480803696112715,0.0045061746778314,,0.10036107825237,10.036107825237004,,,
37,37,2.5,0.024,1950,1,100000.0,,10000.0,10.0,195.0,0.1946691473122564,0.0483530284878093,0.0045656566350413,,0.1001700723008181,10.017007230081818,,,
38,38,2.5,0.024,2000,1,100000.0,,10000.0,10.0,200.0,0.1997730911482926,0.048338477414009,0.0044992615259018,,0.1001136463906384,10.011364639063842,,,
39,39,2.5,0.024,2050,1,100000.0,,10000.0,10.0,205.0,0.2046301901399647,0.0467043636704702,0.0044395268723664,,0.1001809470835614,10.018094708356138,,,
40,40,2.5,0.024,2100,1,100000.0,,10000.0,10.0,210.0,0.2097853351129925,0.0457795046509082,0.0046209870392513,,0.1001023709035997,10.010237090359976,,,
41,41,2.5,0.016,100,1,100000.0,,10000.0,10.0,10.0,0.0099837622622005,0.0495887360505599,0.0114758667893608,,0.1001627461548973,10.016274615489731,,,
42,42,2.5,0.016,150,1,100000.0,,10000.0,10.0,15.0,0.0149742219886522,0.0488336536977696,0.0092314822863292,,0.1001724714755084,10.017247147550847,,,
43,43,2.5,0.016,200,1,100000.0,,10000.0,10.0,20.0,0.0199629975296241,0.0484230614803135,0.0084202601479499,,0.1001855590833129,10.018555908331294,,,
44,44,2.5,0.016,250,1,100000.0,,10000.0,10.0,25.0,0.0249273182234179,0.0473074073577054,0.0076752077471875,,0.1002927138864352,10.02927138864353,,,
45,45,2.5,0.016,300,1,100000.0,,10000.0,10.0,30.0,0.0299689778107517,0.0475975865686553,0.0074942335907869,,0.1001035283754266,10.010352837542666,,,
46,46,2.5,0.016,350,1,100000.0,,10000.0,10.0,35.0,0.0349366136347612,0.0468038299493226,0.0067507001749499,,0.1001816990777379,10.018169907773794,,,
47,47,2.5,0.016,400,1,100000.0,,10000.0,10.0,40.0,0.0399415033872207,0.0478657236489031,0.0065652568834714,,0.1001465309785771,10.014653097857714,,,
48,48,2.5,0.016,450,1,100000.0,,10000.0,10.0,45.0,0.0449285302403888,0.0478495571153395,0.0063084791116654,,0.1001591779812339,10.01591779812339,,,
49,49,2.5,0.016,500,1,100000.0,,10000.0,10.0,50.0,0.0499307183440919,0.0482697122517706,0.0060935051264226,,0.1001388964646063,10.01388964646063,,,
50,50,2.5,0.016,550,1,100000.0,,10000.0,10.0,55.0,0.0547460130945035,0.0480490064240014,0.0059150444854387,,0.1004746680306414,10.047466803064143,,,
51,51,2.5,0.016,600,1,100000.0,,10000.0,10.0,60.0,0.0599291678093015,0.048772644142623,0.0056252702685093,,0.1001182827035079,10.01182827035079,,,
52,52,2.5,0.016,650,1,100000.0,,10000.0,10.0,65.0,0.0648179301511675,0.0469920352475602,0.0058311785336109,,0.1002825188343278,10.028251883432786,,,
53,53,2.5,0.016,700,1,100000.0,,10000.0,10.0,70.0,0.0699361404514149,0.0473180773035897,0.0054779899929199,,0.1000913691875448,10.009136918754482,,,
54,54,2.5,0.016,750,1,100000.0,,10000.0,10.0,75.0,0.0749031177556742,0.0460830678818864,0.0053895698252631,,0.1001294002757221,10.012940027572212,,,
55,55,2.5,0.016,800,1,100000.0,,10000.0,10.0,80.0,0.0799128118485418,0.0467368181126588,0.0053912592568823,,0.1001091816887207,10.010918168872074,,,
56,56,2.5,0.016,850,1,100000.0,,10000.0,10.0,85.0,0.0848716824129928,0.0467116157001064,0.0053599156635349,,0.1001514528872931,10.015145288729306,,,
57,57,2.5,0.016,900,1,100000.0,,10000.0,10.0,90.0,0.0898584992666053,0.047972803414068,0.0053412990441857,,0.100157599525065,10.015759952506505,,,
58,58,2.5,0.016,950,1,100000.0,,10000.0,10.0,95.0,0.0918819555331388,0.0464943109013636,0.0051561793028316,,0.1047842467934663,10.478424679346634,,,
59,59,2.5,0.016,1000,1,100000.0,,10000.0,10.0,100.0,0.0997983650441801,0.0457990486105953,0.0049909847488211,,0.1002025888317453,10.020258883174533,,,
60,60,2.5,0.016,1050,1,100000.0,,10000.0,10.0,105.0,0.1048515862772933,0.0489193013028607,0.0051637353635072,,0.1001415805836696,10.014158058366965,,,
61,61,2.5,0.016,1100,1,100000.0,,10000.0,10.0,110.0,0.1055421380916934,0.0483011461496541,0.005087329499291,,0.1055901961334451,10.559019613344514,,,
62,62,2.5,0.016,1150,1,100000.0,,10000.0,10.0,115.0,0.1148759441839251,0.0471643131062032,0.0048480848467183,,0.1001080358772407,10.010803587724071,,,
63,63,2.5,0.016,1200,1,100000.0,,10000.0,10.0,120.0,0.1198406452173389,0.047898758437195,0.0049847604163783,,0.1001330457508496,10.01330457508496,,,
64,64,2.5,0.016,1250,1,100000.0,,10000.0,10.0,125.0,0.1246510365817175,0.046975185735128,0.0050182540519921,,0.1002807654512385,10.028076545123849,,,
65,65,2.5,0.016,1300,1,100000.0,,10000.0,10.0,130.0,0.1298385624734965,0.0477520611435471,0.0049264283988927,,0.1001244383718386,10.012443837183868,,,
66,66,2.5,0.016,1350,1,100000.0,,10000.0,10.0,135.0,0.134804855683285,0.0477040509618189,0.0048858438944877,,0.1001449488746868,10.014494887468684,,,
67,67,2.5,0.016,1400,1,100000.0,,10000.0,10.0,140.0,0.139776126438096,0.0461779368803344,0.0048727516635194,,0.1001604225494007,10.016042254940071,,,
68,68,2.5,0.016,1450,1,100000.0,,10000.0,10.0,145.0,0.14473734660633,0.0464164136020275,0.0049281243429505,,0.1001821917548694,10.018219175486951,,,
69,69,2.5,0.016,1500,1,100000.0,,10000.0,10.0,150.0,0.1450716191659891,0.0482497252856086,0.0045725155886564,,0.1047984320480454,10.47984320480454,,,
70,70,2.5,0.016,1550,1,100000.0,,10000.0,10.0,155.0,0.1548544341569095,0.0468706420472577,0.0045873609066753,,0.1000940599283675,10.009405992836752,,,
71,71,2.5,0.016,1600,1,100000.0,,10000.0,10.0,160.0,0.1597871229496399,0.0480563840677272,0.0046971559893359,,0.1001333551780725,10.01333551780726,,,
72,72,2.5,0.016,1650,1,100000.0,,10000.0,10.0,165.0,0.1647703159346133,0.046606450757954,0.0045652084759712,,0.1001394723219333,10.013947232193336,,,
73,73,2.5,0.016,1700,1,100000.0,,10000.0,10.0,170.0,0.169816035884628,0.0486870812824438,0.0046062836596389,,0.1001083683366481,10.01083683366481,,,
74,74,2.5,0.016,1750,1,100000.0,,10000.0,10.0,175.0,0.1743610332279945,0.0479822315440167,0.0045693246199161,,0.1003680776665462,10.03680776665462,,,
75,75,2.5,0.016,1800,1,100000.0,,10000.0,10.0,180.0,0.1795585295699152,0.0458731168350579,0.0045775058690185,,0.1002461212506937,10.024612125069378,,,
76,76,2.5,0.016,1850,1,100000.0,,10000.0,10.0,185.0,0.1846688919230405,0.0465767412374568,0.0045410353657189,,0.1001795636736383,10.017956367363828,,,
77,77,2.5,0.016,1900,1,100000.0,,10000.0,10.0,190.0,0.18973276236434,0.0459760054966283,0.0044817711098011,,0.1001409597942649,10.014095979426497,,,
78,78,2.5,0.016,1950,1,100000.0,,10000.0,10.0,195.0,0.1883367894571654,0.0472786150419978,0.0044619686756209,,0.1049457966499862,10.494579664998623,,,
79,79,2.5,0.016,2000,1,100000.0,,10000.0,10.0,200.0,0.1995472583799392,0.0473230336259637,0.0046148343705624,,0.1002285126641181,10.022851266411818,,,
80,80,2.5,0.016,2050,1,100000.0,,10000.0,10.0,205.0,0.2046515903640329,0.0488684276785307,0.0047169596775796,,0.1001705705584045,10.017057055840452,,,
81,81,2.5,0.016,2100,1,100000.0,,10000.0,10.0,210.0,0.2094749711302483,0.0459317792706078,0.0045912674352807,,0.100251063917321,10.025106391732098,,,
82,82,2.5,0.008,100,1,100000.0,,10000.0,10.0,10.0,0.0099856859363057,0.0481625621768927,0.0111611976103478,,0.1001434373621572,10.014343736215723,,,
83,83,2.5,0.008,150,1,100000.0,,10000.0,10.0,15.0,0.0149703366834148,0.0475918787516951,0.0097003749736068,,0.1001986733668991,10.01986733668991,,,
84,84,2.5,0.008,200,1,100000.0,,10000.0,10.0,20.0,0.0199755183927484,0.0473211932146947,0.0083218258316971,,0.1001226034061768,10.012260340617685,,,
85,85,2.5,0.008,250,1,100000.0,,10000.0,10.0,25.0,0.0248090747270828,0.0478695568578949,0.007871431076761,,0.1008089466391088,10.08089466391088,,,
86,86,2.5,0.008,300,1,100000.0,,10000.0,10.0,30.0,0.0299484387550228,0.0472192068589382,0.00731660990134,,0.1001723486871321,10.017234868713214,,,
87,87,2.5,0.008,350,1,100000.0,,10000.0,10.0,35.0,0.0349066687364552,0.0475263687633561,0.0065954042728202,,0.1002697661809418,10.026976618094178,,,
88,88,2.5,0.008,400,1,100000.0,,10000.0,10.0,40.0,0.0399343223594627,0.0480889398713082,0.0064869610577351,,0.1001646102466691,10.016461024666915,,,
89,89,2.5,0.008,450,1,100000.0,,10000.0,10.0,45.0,0.0448959741088288,0.0484495582891648,0.0061258833836201,,0.1002324278297114,10.023242782971147,,,
90,90,2.5,0.008,500,1,100000.0,,10000.0,10.0,50.0,0.0499063783729656,0.0475594307728402,0.0059499138355945,,0.1001877321349312,10.018773213493128,,,
91,91,2.5,0.008,550,1,100000.0,,10000.0,10.0,55.0,0.0549399003976361,0.046251369457847,0.0058471717046065,,0.1001094499369803,10.010944993698033,,,
92,92,2.5,0.008,600,1,100000.0,,10000.0,10.0,60.0,0.0598724784323405,0.0474741922440694,0.0058533842540495,,0.1002138999206162,10.021389992061629,,,
93,93,2.5,0.008,650,1,100000.0,,10000.0,10.0,65.0,0.0649193511400369,0.0461318735047561,0.0057100784076183,,0.100124255941017,10.0124255941017,,,
94,94,2.5,0.008,700,1,100000.0,,10000.0,10.0,70.0,0.0676556326411659,0.0468648223828037,0.0055829256640791,,0.1048456775260331,10.48456775260332,,,
95,95,2.5,0.008,750,1,100000.0,,10000.0,10.0,75.0,0.0746369987928676,0.0472913223657654,0.0053381474861986,,0.1004981534735872,10.049815347358727,,,
96,96,2.5,0.008,800,1,100000.0,,10000.0,10.0,80.0,0.0798924399830184,0.0477825693259954,0.0051923099894924,,0.100134779294019,10.0134779294019,,,
97,97,2.5,0.008,850,1,100000.0,,10000.0,10.0,85.0,0.0848481799912622,0.0476347874462893,0.0052310550981206,,0.1001791638325305,10.01791638325306,,,
98,98,2.5,0.008,900,1,100000.0,,10000.0,10.0,90.0,0.0898162348231449,0.0469077013905708,0.0052960318447779,,0.1002049676548908,10.02049676548908,,,
99,99,2.5,0.008,950,1,100000.0,,10000.0,10.0,95.0,0.0947488647502416,0.0481744260903937,0.005170936739313,,0.100266341960123,10.026634196012308,,,
100,100,2.5,0.008,1000,1,100000.0,,10000.0,10.0,100.0,0.0997744129730085,0.0475071053472053,0.0050414740986736,,0.1002268411559724,10.02268411559724,,,
101,101,2.5,0.008,1050,1,100000.0,,10000.0,10.0,105.0,0.101529819784547,0.0473899168187262,0.0050723591987193,,0.1048176063403642,10.481760634036425,,,
102,102,2.5,0.008,1100,1,100000.0,,10000.0,10.0,110.0,0.1098387319873927,0.0484907077222289,0.0049641984148521,,0.1001470621521251,10.014706215212511,,,
103,103,2.5,0.008,1150,1,100000.0,,10000.0,10.0,115.0,0.1147776135914045,0.0485629839440796,0.0049772756699522,,0.1001940539481119,10.019405394811187,,,
104,104,2.5,0.008,1200,1,100000.0,,10000.0,10.0,120.0,0.1197616986109255,0.0471865740391263,0.0048946854594176,,0.1001991187369896,10.019911873698964,,,
105,105,2.5,0.008,1250,1,100000.0,,10000.0,10.0,125.0,0.1208154922913489,0.0482136224797411,0.004844542682087,,0.104855317683931,10.485531768393102,,,
106,106,2.5,0.008,1300,1,100000.0,,10000.0,10.0,130.0,0.1294036386708035,0.0476204900217504,0.0047570974899164,,0.1004695612866558,10.046956128665585,,,
107,107,2.5,0.008,1350,1,100000.0,,10000.0,10.0,135.0,0.1346639557324397,0.0478612222968062,0.00476714344505,,0.1002508240083056,10.02508240083056,,,
108,108,2.5,0.008,1400,1,100000.0,,10000.0,10.0,140.0,0.1398109911989627,0.0481435592303496,0.0049845855777937,,0.1001352387431832,10.013523874318327,,,
109,109,2.5,0.008,1450,1,100000.0,,10000.0,10.0,145.0,0.1401533853368011,0.0466569193730273,0.0048413957294628,,0.1048465080950263,10.484650809502636,,,
110,110,2.5,0.008,1500,1,100000.0,,10000.0,10.0,150.0,0.149611027056394,0.0479495981674863,0.0047219283862224,,0.1002611682117047,10.026116821170472,,,
111,111,2.5,0.008,1550,1,100000.0,,10000.0,10.0,155.0,0.1548013476766777,0.0476298086056195,0.0047091579144084,,0.1001284881258325,10.012848812583254,,,
112,112,2.5,0.008,1600,1,100000.0,,10000.0,10.0,160.0,0.1597008577626616,0.0493529371145533,0.0047328533988433,,0.1001874587277945,10.018745872779451,,,
113,113,2.5,0.008,1650,1,100000.0,,10000.0,10.0,165.0,0.1647059854157419,0.0480362346451802,0.0044869492559642,,0.1001785890012156,10.017858900121569,,,
114,114,2.5,0.008,1700,1,100000.0,,10000.0,10.0,170.0,0.1691554855687946,0.0479626959954977,0.0045666514870882,,0.100508369364354,10.050836936435404,,,
115,115,2.5,0.008,1750,1,100000.0,,10000.0,10.0,175.0,0.1744931769961135,0.0489114265790762,0.0045995443579015,,0.1002911842684849,10.029118426848497,,,
116,116,2.5,0.008,1800,1,100000.0,,10000.0,10.0,180.0,0.1740726517757638,0.0466080736291733,0.0045520954251989,,0.1047955663218539,10.479556632185387,,,
117,117,2.5,0.008,1850,1,100000.0,,10000.0,10.0,185.0,0.1840649868022228,0.0472858152948689,0.0047383186196282,,0.1005226313983936,10.052263139839368,,,
118,118,2.5,0.008,1900,1,100000.0,,10000.0,10.0,190.0,0.1896168751050527,0.046477353106029,0.0047436008403647,,0.1002023633254197,10.020236332541971,,,
119,119,2.5,0.008,1950,1,100000.0,,10000.0,10.0,195.0,0.1939746813146189,0.04673640686393,0.0045826823051109,,0.100532176314154,10.053217631415407,,,
120,120,2.5,0.008,2000,1,100000.0,,10000.0,10.0,200.0,0.1997556072980637,0.0457863862649899,0.0044165920865224,,0.1001224226661886,10.01224226661886,,,
121,121,2.5,0.008,2050,1,100000.0,,10000.0,10.0,205.0,0.2047626991349034,0.0471583967151703,0.0046102510244884,,0.1001159431500596,10.011594315005969,,,
122,122,2.5,0.008,2100,1,100000.0,,10000.0,10.0,210.0,0.2097422574570191,0.0487313948988485,0.0045396242863487,,0.1001229778648912,10.01229778648912,,,
