,Simulation Number,ExitSlit.openingHeight,PG.lineDensity,PG.orderDiffraction,SU.numberRays,SU.photonEnergy,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM
0,0,0.02,1200,1,100000.0,50,,241.4,0.2414,,0.0012504779599950664,0.09027797984379492,0.003410452749832188
1,1,0.02,1200,1,100000.0,100,,718.8,0.7188,,0.0025073995987156647,0.07043591017984209,0.004048330454275145
2,2,0.02,1200,1,100000.0,150,,702.4,0.7024,,0.00410326614216956,0.05283483872301309,0.004413439702519625
3,3,0.02,1200,1,100000.0,200,,441.0,0.441,,0.005507804498091673,0.042513739980817214,0.004327915561820583
4,4,0.02,1200,1,100000.0,250,,463.8,0.4638,,0.007779439683156397,0.0457720136717452,0.004061526489063929
5,5,0.02,1200,1,100000.0,300,,486.2,0.4862,,0.009329866790278626,0.03933519854779573,0.003941274461013766
6,6,0.02,1200,1,100000.0,350,,521.8,0.5218,,0.01144850688160659,0.03600564454435734,0.004626563451097967
7,7,0.02,1200,1,100000.0,400,,590.6,0.5905999999999999,,0.013696922770611764,0.0346893087090553,0.0046136394773046
8,8,0.02,1200,1,100000.0,450,,630.4,0.6304000000000001,,0.01672836347137263,0.03664372781979821,0.004533922456158317
9,9,0.02,1200,1,100000.0,500,,681.2,0.6812,,0.020245026047700777,0.037576964425268845,0.0047535502821680195
10,10,0.02,1200,1,100000.0,550,,647.2,0.6472,,0.021709835910814945,0.032499171901778305,0.004650041734844052
11,11,0.02,1200,1,100000.0,600,,712.2,0.7122,,0.02604401963430973,0.030136208191372797,0.004341489954500434
12,12,0.02,1200,1,100000.0,650,,787.7999999999998,0.7878,,0.02466811882600268,0.02853874770453517,0.004050162749745128
13,13,0.02,1200,1,100000.0,700,,823.0,0.823,,0.03121768447829254,0.03302842305746738,0.004442099023422385
14,14,0.02,1200,1,100000.0,750,,840.6,0.8406,,0.03376151720963207,0.025998168945488415,0.004736989910183192
15,15,0.02,1200,1,100000.0,800,,928.0,0.928,,0.03977176998098457,0.03156504387411728,0.0044385707348043625
16,16,0.02,1200,1,100000.0,850,,973.6,0.9736,,0.042609915725392966,0.02874583625487247,0.004287834197004321
17,17,0.02,1200,1,100000.0,900,,1023.8,1.0238,,0.0475309279606563,0.02809936626417415,0.004430110291907356
18,18,0.02,1200,1,100000.0,950,,1082.6,1.0826,,0.055092454730720414,0.02954847337909184,0.004679700039852581
19,19,0.02,1200,1,100000.0,1000,,1118.8,1.1188,,0.053175512135203454,0.026242082279168837,0.004698476769510276
20,20,0.02,1200,1,100000.0,1050,,1139.2,1.1392,,0.055246178351671914,0.026318928692875353,0.004402836584280821
21,21,0.02,1200,1,100000.0,1100,,1206.4,1.2064,,0.0578278174963998,0.02798621265623622,0.004436251873523706
22,22,0.02,1200,1,100000.0,1150,,1187.2,1.1872,,0.0625992544329165,0.026174564913557,0.004449674326619982
23,23,0.02,1200,1,100000.0,1200,,1264.4,1.2643999999999995,,0.06905775575701227,0.02792724457943092,0.0044214915987703055
24,24,0.02,1200,1,100000.0,1250,,1278.6,1.2786,,0.07418759949082412,0.026708787740847863,0.00459312610272308
25,25,0.02,1200,1,100000.0,1300,,1275.6,1.2756,,0.07852691174880419,0.02545529217454654,0.004576439072228248
26,26,0.02,1200,1,100000.0,1350,,1328.4,1.3283999999999998,,0.07899373072209528,0.024766226888413977,0.004856886186162784
27,27,0.02,1200,1,100000.0,1400,,1364.0,1.364,,0.08409986596820998,0.025264276562642202,0.004557000181577475
28,28,0.02,1200,1,100000.0,1450,,1333.4,1.3334,,0.07915813599879584,0.026182489003793063,0.0042487223006931665
29,29,0.02,1200,1,100000.0,1500,,1347.0,1.347,,0.09555509517572316,0.02513537283430684,0.0042887173389878405
30,30,0.02,1200,1,100000.0,1550,,1354.2,1.3542,,0.10536124907271185,0.024104920534699543,0.004227072819880414
31,31,0.02,1200,1,100000.0,1600,,1354.2,1.3542,,0.10573495555113369,0.024076796642894017,0.004590408236784206
32,32,0.02,1200,1,100000.0,1650,,1362.6,1.3626,,0.10009382405824,0.025169211936861325,0.00450482684684775
33,33,0.02,1200,1,100000.0,1700,,1364.4,1.3644,,0.11245061301028728,0.024927759356231843,0.004165675778079375
34,34,0.02,1200,1,100000.0,1750,,1321.0,1.321,,0.11436797282535736,0.022971916170467753,0.004734767768421471
35,35,0.02,1200,1,100000.0,1800,,1246.2,1.2462,,0.13614835114644847,0.025304499852822748,0.00455693868903861
36,36,0.02,1200,1,100000.0,1850,,1226.4,1.2264,,0.11826579922026212,0.025377077893216665,0.0043693443761092686
37,37,0.02,1200,1,100000.0,1900,,1116.0,1.116,,0.13213329901891485,0.022646976518728,0.0048188129504274846
38,38,0.02,1200,1,100000.0,1950,,998.6,0.9986,,0.12787136961451323,0.025965803679860587,0.0042871804635885935
39,39,0.02,1200,1,100000.0,2000,,799.6,0.7996,,0.1445832534379406,0.02325682872100528,0.004429925670915668
40,40,0.02,1200,1,100000.0,2050,,499.8,0.4998,,0.1495937914161914,0.01974605052576612,0.004235230674778941
41,41,0.02,1200,1,100000.0,2100,,36.4,0.0364,,0.176726162338,0.02627547413530327,0.004505253524821791
