,Simulation Number,PG.cFactor,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,100,1,100000.0,,10000.0,10.0,,10.0,0.009979013393563748,0.04891405215546888,0.011319761069343529,0.10021059782642763,10.021059782642762,
1,1,2.5,200,1,100000.0,,10000.0,10.0,,20.0,0.019980547165010024,0.04723586524337182,0.008109509660894817,0.10009738218403869,10.009738218403868,
2,2,2.5,300,1,100000.0,,10000.0,10.0,,30.0,0.029943036437676936,0.046886136648422165,0.007289436550149769,0.100190584827097,10.0190584827097,
3,3,2.5,400,1,100000.0,,10000.0,10.0,,40.0,0.03995632274703837,0.04784258499317372,0.006644379418693627,0.10010933997659718,10.010933997659718,
4,4,2.5,500,1,100000.0,,10000.0,10.0,,50.0,0.04981492997650491,0.04811139921120812,0.006051932855416613,0.10037501930889751,10.037501930889748,
5,5,2.5,600,1,100000.0,,10000.0,10.0,,60.0,0.05993532407425618,0.04628796394784492,0.005963076929567564,0.10010796019684785,10.010796019684786,
6,6,2.5,700,1,100000.0,,10000.0,10.0,,70.0,0.06766135687263898,0.0459298652491242,0.005669855604112846,0.10486034321101231,10.486034321101233,
7,7,2.5,800,1,100000.0,,10000.0,10.0,,80.0,0.07982525513914537,0.04698297947491984,0.005459458266855375,0.10021908422964358,10.021908422964358,
8,8,2.5,900,1,100000.0,,10000.0,10.0,,90.0,0.08988212201717033,0.0472741346160932,0.00515281502783179,0.10013124465851717,10.013124465851716,
9,9,2.5,1000,1,100000.0,,10000.0,10.0,,100.0,0.09983184205515384,0.04714677564836724,0.005123777597396463,0.1001685907777038,10.01685907777038,
10,10,2.5,1100,1,100000.0,,10000.0,10.0,,110.0,0.10981619848739908,0.04719371306989272,0.005050507668332081,0.10016744965311992,10.016744965311997,
11,11,2.5,1200,1,100000.0,,10000.0,10.0,,120.0,0.11971126288636012,0.04750228989359404,0.005041601149904762,0.1002428053306255,10.024280533062552,
12,12,2.5,1300,1,100000.0,,10000.0,10.0,,130.0,0.1298392986300314,0.04700023839236148,0.004718904144650804,0.10012388470941284,10.012388470941284,
13,13,2.5,1400,1,100000.0,,10000.0,10.0,,140.0,0.13978799552171495,0.046014682672222335,0.004841870420697162,0.10015184528553144,10.015184528553144,
14,14,2.5,1500,1,100000.0,,10000.0,10.0,,150.0,0.14977588967054317,0.047617056850829016,0.004709630008184144,0.1001498604541896,10.01498604541896,
15,15,2.5,1600,1,100000.0,,10000.0,10.0,,160.0,0.15970391725570152,0.04842752804701499,0.0048035064932350656,0.10018550129813908,10.018550129813908,
16,16,2.5,1700,1,100000.0,,10000.0,10.0,,170.0,0.16978854519450806,0.04873358673769072,0.004692904035135072,0.1001245797482562,10.012457974825619,
17,17,2.5,1800,1,100000.0,,10000.0,10.0,,180.0,0.17950376085324707,0.04679773175570524,0.004485201546945855,0.10027749680228056,10.027749680228059,
18,18,2.5,1900,1,100000.0,,10000.0,10.0,,190.0,0.18977154083212783,0.046407136281344456,0.004698881237025335,0.10012043985601447,10.012043985601448,
19,19,2.5,2000,1,100000.0,,10000.0,10.0,,200.0,0.19951161576287857,0.04742558287433992,0.004540752991190469,0.10024569482493768,10.02456948249377,
20,20,2.5,2100,1,100000.0,,10000.0,10.0,,210.0,0.20950828837354943,0.0465119201349456,0.004432447746614245,0.10023517263083997,10.023517263083995,
