P0	SU_photonEnergy	SU_outgoingMaxF_X	SU_outgoingMinF_X	SU_outgoingMaxF_Y	SU_outgoingMinF_Y	SU_intensityH_width_X	SU_intensityH_centerWidth_X	SU_intensityH_centerMass_X	SU_intensityH_width_Y	SU_intensityH_centerWidth_Y	SU_intensityH_centerMass_Y	SU_energyH_width	SU_energyH_centerWidth	SU_energyH_centerMass	SU_pathlengthH_width	SU_pathlengthH_centerWidth	SU_pathlengthH_centerMass	SU_phi_width	SU_phi_centerWidth	SU_phi_centerMass	SU_psi_width	SU_psi_centerWidth	SU_psi_centerMass	SU_incoming_NO	SU_absorbed_NO	SU_outgoing_NO	SU_incoming_R	SU_absorbed_R	SU_outgoing_R	SU_efficiency	SU_S1S0	SU_S2S0	SU_S3S0	SU_focus_horizontal_z0	SU_focus_horizontal_width	SU_focus_horizontal_theta	SU_focus_horizontal_depth	SU_focus_vertical_z0	SU_focus_vertical_width	SU_focus_vertical_theta	SU_focus_vertical_depth
0	100	0.100933745592394	-0.0996396433454982	0.0718713326564671	-0.0682439056786218	0.0552718697783554	-0.000139851899983941	0.000647051123448136	0.0373752977306891	-0.000296552762041595	0.000426433901446505	0.999988463150771	1000.00000033177	1000.00000033177	0	0	0	0.00182878255024911	-1.9984403157394e-06	3.00391708384878e-05	0.00168851670270972	1.29121765216967e-05	-6.38447424420761e-06	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-0.210835	0.0233818	1.36713e-05	3420.58	-0.637333	0.0160274	1.24835e-05	2567.78
1	150	0.0990835065703086	-0.10242596084413	0.0693374823735144	-0.0694833629513668	0.0549403104748891	0.000378380982298247	0.000323916104816371	0.037696166880664	4.3933719447508e-05	-7.2940288926196e-05	0.999997605866497	1000.00000037607	1000.00000037607	0	0	0	0.00181000238923622	-1.22833675945652e-05	1.60318104136469e-05	0.00169236210832953	5.07464544512713e-06	-2.80428977596225e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-2.87761	0.0233395	1.36607e-05	3417.03	-0.469863	0.016045	1.2494e-05	2568.43
2	200	0.103240610281454	-0.097978280515553	0.0657346050159954	-0.0700152173724403	0.0551413394314551	1.01550093111226e-05	0.0006388986374357	0.0375403244822698	-2.86671264389943e-05	0.000547809116598061	0.99999667457962	1000.00000006807	1000.00000006807	0	0	0	0.00182256735488801	-2.1803667382015e-06	-1.61252990964937e-06	0.00167093522607714	-1.06269539855615e-06	-1.24155988869912e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-0.615463	0.023387	1.36526e-05	3426.01	2.31011	0.0160415	1.24981e-05	2567.01
3	250	0.0957855947077561	-0.100272737352044	0.0708831131683332	-0.0692373151095269	0.0554881328708602	4.73776454293778e-05	-0.000302399717591717	0.0373194365713632	-0.00015704432119449	-0.000564431943644986	0.999995785847773	1000.00000004682	1000.00000004682	0	0	0	0.00182281598048615	-5.31457030917355e-07	1.18221512829127e-05	0.00168723258839883	-3.22361516551164e-06	-1.00340210761499e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	1.06038	0.0234028	1.36852e-05	3420.16	1.52866	0.0160426	1.2443e-05	2578.56
4	300	0.104778097958736	-0.0986546826144599	0.0659436663018125	-0.0683984963870405	0.0550367081016489	0.000211536502149983	0.00104752172586857	0.0372740012425824	0.000144321900339747	0.000102705380047946	0.99999812032388	999.999999570768	999.999999570768	0	0	0	0.00185879642614361	1.23779475141946e-05	-3.02005288743841e-05	0.00167152002561951	-4.23289742179406e-06	2.61951802209221e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	4.82308	0.0233806	1.36774e-05	3418.87	-4.69939	0.0160153	1.24607e-05	2570.54
5	350	0.104426654302368	-0.103292759187015	0.0682917115424585	-0.0673634259730422	0.0555516989031321	-2.51207575679736e-05	0.000566947557676459	0.0376099713675345	0.000140858665340818	0.000464142784708146	0.99997260940836	999.999998447305	999.999998447305	0	0	0	0.00181261936992968	-7.96169385461234e-07	3.49859237359475e-05	0.00167112594953138	1.62260835937162e-06	1.67722071837684e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-3.39379	0.0234074	1.3695e-05	3418.39	3.69189	0.0160225	1.24633e-05	2571.15
6	400	0.103783274712547	-0.100531400094386	0.0697355485777235	-0.0685776000790757	0.054584707677862	-0.000107088226233794	-0.000396980263265234	0.0376140854483681	-0.000202747425041599	0.000578974249323919	0.999979228921802	1000.00000426739	1000.00000426739	0	0	0	0.00183403067623618	-2.25431370101648e-06	-9.4956574358011e-07	0.0016434173965156	-4.65714176772259e-06	2.28859714734532e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	3.92147	0.0233759	1.36816e-05	3417.14	-4.54792	0.016002	1.24304e-05	2574.66
7	450	0.10256292420733	-0.102305319391513	0.071413100244143	-0.0688861890080528	0.0541137947647103	9.03646112413239e-06	0.000128802407908579	0.0374650286055714	7.40767926923312e-05	-0.00012564625573902	0.999996075772742	1000.00000181153	1000.00000181153	0	0	0	0.00185098979632759	5.95079945814704e-06	-5.47239630279599e-06	0.00166762086229045	-4.44084426789928e-06	-3.23144719570471e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	0.393752	0.0232718	1.37034e-05	3396.49	2.93171	0.0160385	1.24598e-05	2574.44
8	500	0.100915062648173	-0.101775812624461	0.0660531970716849	-0.0709202173841589	0.0543758966021804	-0.00015629745761072	-0.000430374988143717	0.0379122605878343	0.000210879637300484	0.000278834684472762	0.999998781344971	999.999999451161	999.999999451161	0	0	0	0.00182040096172635	4.05258106101901e-06	2.86803231538593e-05	0.00164048768669394	3.03212142069287e-06	1.62123112437142e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-3.89645	0.0233588	1.36681e-05	3418.01	-4.41313	0.0160331	1.24262e-05	2580.53
9	550	0.103805685442565	-0.104480519557813	0.0713732976635561	-0.0717094050581823	0.0542746213575301	0.000207360372753963	-0.000337417057624315	0.0379829201087157	-3.93097722364566e-05	-0.000168053697313111	0.999992544897736	1000.0000002028	1000.0000002028	0	0	0	0.00185719684093184	-1.14472542307614e-05	1.22653781562559e-05	0.0016527832656983	4.71644807528921e-07	1.94760746854172e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	0.983683	0.0233582	1.37098e-05	3407.52	-2.23836	0.0160186	1.24703e-05	2569.07
