P0	SU_photonEnergy	DetectorAtFocus_outgoingMaxF_X	DetectorAtFocus_outgoingMinF_X	DetectorAtFocus_outgoingMaxF_Y	DetectorAtFocus_outgoingMinF_Y	DetectorAtFocus_intensityH_width_X	DetectorAtFocus_intensityH_centerWidth_X	DetectorAtFocus_intensityH_centerMass_X	DetectorAtFocus_intensityH_width_Y	DetectorAtFocus_intensityH_centerWidth_Y	DetectorAtFocus_intensityH_centerMass_Y	DetectorAtFocus_energyH_width	DetectorAtFocus_energyH_centerWidth	DetectorAtFocus_energyH_centerMass	DetectorAtFocus_pathlengthH_width	DetectorAtFocus_pathlengthH_centerWidth	DetectorAtFocus_pathlengthH_centerMass	DetectorAtFocus_phi_width	DetectorAtFocus_phi_centerWidth	DetectorAtFocus_phi_centerMass	DetectorAtFocus_psi_width	DetectorAtFocus_psi_centerWidth	DetectorAtFocus_psi_centerMass	DetectorAtFocus_incoming_NO	DetectorAtFocus_absorbed_NO	DetectorAtFocus_outgoing_NO	DetectorAtFocus_incoming_R	DetectorAtFocus_absorbed_R	DetectorAtFocus_outgoing_R	DetectorAtFocus_efficiency	DetectorAtFocus_S1S0	DetectorAtFocus_S2S0	DetectorAtFocus_S3S0	DetectorAtFocus_focus_horizontal_z0	DetectorAtFocus_focus_horizontal_width	DetectorAtFocus_focus_horizontal_theta	DetectorAtFocus_focus_horizontal_depth	DetectorAtFocus_focus_vertical_z0	DetectorAtFocus_focus_vertical_width	DetectorAtFocus_focus_vertical_theta	DetectorAtFocus_focus_vertical_depth
13	766.666666667	0.0486443707098328	-0.0530880674543253	0.00525916148002253	-0.00572275396107411	0.0259396979780247	0.00107542022637661	-0.000207344646223288	0.00438900238211383	-0.00011574591551039	-1.43325684248624e-05	0.0586568936404991	1000.00398291924	1000.0000782019	0.983979098878463	0.00178117340446377	-0.00762763352497253	0.00496927913539668	0.000101337861728844	8.53079290340161e-05	0.0240830420361964	-0.000324979260348319	-0.00027329891263117	1798	0	1798	0.899	0	0.899	100	1.000	-0.000	0.000	-0.733873	0.0139928	3.7554e-05	745.208	-0.162303	0.00174225	0.000251125	13.8755
14	817.948717949	0.0477606951455107	-0.0476302811704468	0.00490217764463677	-0.00532375827624043	0.03309000981823	0.000284457817112505	-0.000879258124507204	0.0036111390875705	-0.000126417907213736	-0.000109543425496116	0.0528316347548571	999.998392807406	1000.00040730743	0.957279307028341	0.00842488261861774	-0.0114823724100006	0.00576290634407425	6.16551757411424e-05	8.52410611739858e-05	0.0234382183306425	-0.000167115250650244	-0.000773466148197441	1687	0	1687	0.8435	0	0.8435	100	1.000	-0.000	0.000	-15.9946	0.0142075	3.74668e-05	758.404	-0.378112	0.00169007	0.00024126	14.0104
15	869.230769231	0.0461126227512855	-0.045072747832123	0.00501075838332629	-0.00557348580226064	0.0310220856467757	-0.00122301723116322	-0.000382887991739633	0.0038379443389321	3.17869047598606e-05	3.30197811938254e-05	0.0577711025262562	1000.00019060611	999.999752946247	0.972462771742667	0.00546217313909386	-0.00529742549451839	0.00417179061935808	-4.97430695636488e-05	1.37619398645188e-05	0.0237422731008153	0.00137131598833494	0.000307800123044183	1853	0	1853	0.9265	0	0.9265	100	1.000	-0.000	0.000	-4.83286	0.0140452	3.78211e-05	742.717	-0.32167	0.00181642	0.000255689	14.208
16	920.512820513	0.0428914184411026	-0.0458232122050419	0.00595494974716226	-0.00526433468414123	0.0325543168150765	0.000318277311099492	0.000290828477359971	0.00349663341951152	5.49423877038518e-05	1.20614592935839e-05	0.0554868661652624	1000.00208949273	1000.00109272268	0.942807418166682	0.00612713425187655	-0.0214238418427319	0.00426063365303944	-8.06790626607266e-05	3.21583952851163e-05	0.0231655094694264	0.000137359506013702	0.00115858566912018	1818	0	1818	0.909	0	0.909	100	1.000	-0.000	0.000	4.16964	0.0142902	3.80363e-05	751.4	-0.50316	0.00175504	0.000249301	14.0797
17	971.794871795	0.0546780925312198	-0.0428679402301868	0.00568952289059932	-0.00531195180298116	0.0302158149572108	-0.00147641289154187	-0.000855539981462199	0.00426676713009868	0.000190341622266444	-2.90654402222189e-05	0.0570558406194704	999.99938802852	1000.00010250237	0.960258654060522	0.012431256373529	0.0278673404128021	0.00427968772270655	8.48476878192914e-05	2.33752485689388e-06	0.0277032100580906	-0.000116782008374733	-0.00068328054566183	1759	0	1759	0.8795	0	0.8795	100	1.000	-0.000	0.000	-4.44147	0.0137637	3.64685e-05	754.825	-0.237777	0.00172214	0.000269074	12.8005
18	1023.07692308	0.0439744095025783	-0.0472231610497656	0.00586850421536289	-0.00475759236635032	0.0276903514548371	0.000783480874653054	-0.000721429530501139	0.00291735448643983	-2.37030900155375e-06	0.000239829293366291	0.0405838981288723	1000.00099947239	1000.00090006296	0.942304063595403	-0.00612913012638483	0.0147882062744445	0.0045951901061706	-0.000190441864126071	-1.24476489261442e-05	0.0234269415531148	0.000199775517524967	-0.000862042519213291	1786	0	1786	0.893	0	0.893	100	1.000	-0.000	0.000	-9.48533	0.0134976	3.78374e-05	713.451	0.162695	0.00178092	0.000271042	13.1413
19	1074.35897436	0.0492571245922034	-0.0394391190280881	0.00552989959101396	-0.00531358243814706	0.02625683050024	-0.00155987602462461	0.000518099632538294	0.00430569569305017	0.00011020355182792	7.97368223938617e-07	0.0509595530184413	999.999833859561	1000.00031461006	0.988089728124625	0.00124805920408572	0.0206958709838978	0.00439732886830132	0.000267120096822468	0.000136402829631585	0.0225942545878336	0.000617907645588205	0.000474906034272804	1733	0	1733	0.8665	0	0.8665	100	1.000	-0.000	0.000	-0.595001	0.0138864	3.69776e-05	751.072	-0.167341	0.00176195	0.000269759	13.0632
20	1125.64102564	0.0481207830951788	-0.0532354879160028	0.00514630381201148	-0.00555389281184399	0.0279733272716504	0.000641391291054746	0.000453229896850822	0.00435499516055786	-7.70418171372029e-05	8.09058174424965e-06	0.0548752519731095	999.999292507738	1000.00232253233	0.94125879376856	0.0132449939686227	-0.00276448200884261	0.00487040578248728	-0.000334837420307988	-6.01424456923624e-05	0.0232414022350016	0.000627754981511795	-0.000185385309261071	1784	0	1784	0.892	0	0.892	100	1.000	-0.000	0.000	-0.0458452	0.0142192	3.70635e-05	767.289	-0.395883	0.00172677	0.000266269	12.9702
21	1176.92307692	0.0498495357585347	-0.0446461886921606	0.00523832870694407	-0.00551928472734975	0.0296533612756445	-0.000296091394275147	-0.000205130163368261	0.00411618290121345	-0.000216703619484569	7.25440380010007e-05	0.0574350477652587	1000.00515763022	1000.00080984695	0.981634314200503	-0.00153413037639055	-0.0116697453913673	0.00482009770513783	-0.000155972640277396	0.000163239128274779	0.0263959362822489	-0.00166687383869671	2.24132565428137e-06	1764	0	1764	0.882	0	0.882	100	1.000	-0.000	0.000	-5.21089	0.0139212	3.74779e-05	742.9	-0.161917	0.00174285	0.000266683	13.0706
22	1228.20512821	0.0499308533188723	-0.0459706278140798	0.00489267613030059	-0.00569702847355025	0.023975370283238	0.00138666299291017	8.10735220407727e-05	0.00421360152244807	5.32597627610825e-05	1.72180701118376e-05	0.0537871317255815	999.996428739474	999.998519028205	0.967153156925029	-0.0118062842093929	-0.00780922128727657	0.00515808264039278	-7.11168436976816e-05	-5.57413228053898e-05	0.0212181082476816	0.000338831198136678	0.000740143623771783	1699	0	1699	0.8495	0	0.8495	100	1.000	-0.000	0.000	-8.45796	0.0140368	3.7423e-05	750.171	-0.108287	0.00179302	0.00026273	13.6492
23	1279.48717949	0.055389413934893	-0.0625138319782744	0.00541852705558108	-0.0054492530301572	0.0310322899721951	-0.00030333217508087	-6.01324104084963e-05	0.00336220636315884	0.000167001073556594	-1.53629872880565e-05	0.0504324897463144	1000.00169356045	999.999619757238	0.973164892212732	0.00391237572178371	-0.0166809531661404	0.00429087183442503	-9.78837466809692e-05	-0.000101489521331747	0.0220757062143596	-0.000713957358824718	0.000253027135475536	1736	0	1736	0.868	0	0.868	100	1.000	-0.000	0.000	1.07767	0.0140717	3.72124e-05	756.293	-0.126553	0.00179191	0.000266975	13.4238
24	1330.76923077	0.0439253529830787	-0.0465424102354307	0.00586614324794549	-0.00580320932388959	0.0285286956288072	-0.00115177755129246	0.000482912229636048	0.00458763458203628	-4.73498984506892e-06	3.14669620279512e-05	0.0427935287451477	1000.00142520541	999.998789372118	0.947950964164026	-0.000539079394526909	0.00205095056220539	0.00422442977294348	-0.000239854749964426	-3.50693731596867e-05	0.0203027829184987	0.000977584843117106	1.42434504653982e-05	1728	0	1728	0.864	0	0.864	100	1.000	-0.000	0.000	0.247473	0.0140222	3.69044e-05	759.923	-0.00248177	0.00177817	0.000282184	12.6029
25	1382.05128205	0.0418000874337875	-0.0459996172164381	0.00537904765675909	-0.00508849914578102	0.0301915968389771	-0.000244135185275223	0.000508147127988329	0.00408936917485116	0.000109774506624819	-6.20038990167115e-05	0.0601952203612373	1000.00180415031	999.999260690298	0.969807898274477	-0.0013215736788233	0.000625831739398564	0.00507847267501909	-0.000115628097130886	-1.98078579795816e-05	0.020611542507854	0.000269363068017177	-0.000390206292234158	1800	0	1800	0.9	0	0.9	100	1.000	-0.000	0.000	-0.831216	0.0138888	3.7059e-05	749.553	-0.0537752	0.00175478	0.000281535	12.4658
26	1433.33333333	0.0454079884532994	-0.0453490146191074	0.00580641437636786	-0.00496388188107125	0.0305037239817265	0.000839817301671097	0.000928071105931745	0.00355433106070067	0.000195663197948856	-5.28013878492439e-06	0.0614222598276154	1000.0021737781	1000.00044654034	0.964730842466879	0.00631489630534671	-0.00146735527505371	0.00518127529761504	-4.60433698809175e-05	-5.46501394782847e-05	0.0251053298365274	0.000571890299954537	-6.09655427185746e-05	1808	0	1808	0.904	0	0.904	100	1.000	-0.000	0.000	-7.41264	0.0137814	3.65798e-05	753.498	0.0411263	0.00173548	0.000257573	13.4756
27	1484.61538462	0.0456637705532639	-0.0404063738291294	0.00543203126762651	-0.00561962412316447	0.0299328101131838	0.000444988015731788	7.21594200159756e-05	0.00431534316311207	-0.000124571458250762	1.56259028329109e-05	0.0385951644912598	999.997962848306	999.997223219718	0.989632942682332	0.000889999174187805	0.0102735577616641	0.00437848978969971	1.25726727019239e-05	-3.22829728634068e-05	0.0238768328010744	0.0019250977726299	-0.000156966652050977	1736	0	1736	0.868	0	0.868	100	1.000	-0.000	0.000	-3.31258	0.0138376	3.75045e-05	737.916	-0.214204	0.00179628	0.000257997	13.9248
28	1535.8974359	0.0460243687616343	-0.0505935741882547	0.00537934478236612	-0.00529872270107232	0.023078295778872	0.000286295521123716	0.00058523717629045	0.00453729765179108	0.000124008764320716	4.03110406469002e-05	0.0585732596869727	1000.00451232498	999.999698737323	0.976417159558678	0.00297696689703042	0.018696092785518	0.00475875857339989	6.75780240230002e-05	-3.27275298738182e-05	0.0248592464218658	-1.08933033055557e-06	-0.000566072203554785	1802	0	1802	0.901	0	0.901	100	1.000	-0.000	0.000	-5.78256	0.0143536	3.66021e-05	784.303	0.0573781	0.00174839	0.000250482	13.9602
29	1587.17948718	0.0469660561727873	-0.0484990584065667	0.0052037556841967	-0.00490242251815043	0.033506235928251	0.00245845395201794	0.000178698037361334	0.00403542151666629	0.000271763340285735	-4.94557576173997e-05	0.0606083525845414	1000.00209314993	999.999665218893	0.969700075748243	-0.00350914500864336	-0.0117676622223556	0.00474382638678695	-0.000259174976305441	-0.000129606648264799	0.0222643561168848	0.000663099095164467	0.00042658160288421	1675	0	1675	0.8375	0	0.8375	100	1.000	-0.000	0.000	2.0628	0.0137837	3.7228e-05	740.501	-0.427443	0.00175572	0.000266755	13.1635
30	1638.46153846	0.0495950747423645	-0.0453651625447716	0.00551585257011931	-0.0060081211221428	0.0272658107062074	0.000469605452732242	0.000234555360437351	0.00419455527585927	8.97439176179224e-05	-1.79367771550708e-05	0.0487162581962651	999.998489218136	999.998509005406	0.978295931861502	-0.000554788533406625	-0.0185214235986333	0.00465374729354468	-1.4438448850245e-05	3.96748917723677e-05	0.0250824758374575	0.000816218866176329	0.000686990694518844	1764	0	1764	0.882	0	0.882	100	1.000	-0.000	0.000	-13.2271	0.0139731	3.818e-05	731.96	-0.368818	0.00177599	0.000245642	14.46
31	1689.74358974	0.0449298055207338	-0.0575416672830646	0.00546784194930877	-0.00536917404037032	0.0308428987449057	0.000846780834347291	-0.000218516655197148	0.00413094173864005	0.000129806845481695	-5.79632335473987e-05	0.0575269701466317	1000.00071850186	999.999984398993	0.952216175240299	-0.0133544600499084	0.00825792309973783	0.00476534299350856	-0.000100175415096201	4.95083761520073e-05	0.0238817377731768	-6.21160870561549e-05	-0.00020150366160776	1793	0	1793	0.8965	0	0.8965	100	1.000	-0.000	0.000	-4.99881	0.0141559	3.7769e-05	749.605	-0.289746	0.0017631	0.000273386	12.8982
32	1741.02564103	0.0440851030229095	-0.0607308935274571	0.00531914340332747	-0.0056622804683584	0.027130590337648	0.000127616492239505	-2.06380997695016e-05	0.00450785465234064	-9.99467989503265e-05	-6.28415634888703e-05	0.0555534738269855	1000.00152401621	1000.00011093273	0.98119948440968	-0.00349836392242803	-0.0408320521698852	0.0048356996101066	5.95369442622268e-05	-0.000125891095166855	0.0245029213786033	-0.000352306094544555	0.00036727650063656	1799	0	1799	0.8995	0	0.8995	100	1.000	-0.000	0.000	-14.1703	0.0139002	3.72998e-05	745.322	-0.384793	0.00176307	0.00027023	13.0486
33	1792.30769231	0.0582600066007076	-0.0458454825929599	0.00580691809890987	-0.00552390003207706	0.0290756667426208	-0.00012753983443717	2.27774973193609e-05	0.00423316373738522	0.000163946297042123	-8.28636028407607e-05	0.0429325016932336	1000.00010865337	999.99955313433	0.963227353137999	-0.0123210842864787	-0.00595336055976703	0.00484608930909353	-5.36209870874225e-05	9.6594719259142e-05	0.0223222651167047	-0.0003816183091459	-0.000908915910327893	1805	0	1805	0.9025	0	0.9025	100	1.000	-0.000	0.000	-1.80005	0.0138854	3.78482e-05	733.741	-0.347727	0.00179382	0.000278891	12.864
34	1843.58974359	0.0483385673583159	-0.048544319419828	0.00488965111433337	-0.00499936467274836	0.0263790038257323	-0.00202134903626384	-0.000102876030756045	0.00406182496625109	-1.33187590997418e-05	4.30542681893525e-05	0.0526201879897965	1000.00038080902	1000.00009877126	0.98164115979686	0.00411784300808088	0.0285305571979613	0.00470028184445005	-5.15803607868117e-06	-7.74700644548352e-05	0.0213475189724589	0.000506167215913927	0.000991732229097389	1683	0	1683	0.8415	0	0.8415	100	1.000	-0.000	0.000	-6.28996	0.0142561	3.72764e-05	764.888	0.115393	0.00174616	0.000268151	13.0237
35	1894.87179487	0.0511409706854591	-0.0554556438564749	0.00507047654897826	-0.00562610716824164	0.0310906792413974	0.00248207877512492	-4.65125351726062e-05	0.00405358160174843	0.000147135602896475	-6.60017706768413e-05	0.0555425094835784	1000.0015601971	1000.00016627312	0.980279370212533	0.0131139029880663	0.0250027866393722	0.00399453246223445	1.16214799577609e-06	3.69602914686244e-05	0.0210317139796097	0.00078619031154697	0.00057826743517575	1798	0	1798	0.899	0	0.899	100	1.000	-0.000	0.000	14.5651	0.0145258	3.66708e-05	792.228	-0.121966	0.00173417	0.00026272	13.2016
36	1946.15384615	0.0417478642105138	-0.0474916008434191	0.00528421499888665	-0.00576366307164089	0.0303747970161571	-0.00190977067340696	0.00066236792330706	0.00416118509834639	-8.70409029766778e-05	-2.09541735943968e-05	0.0541910750467942	999.997436449189	999.9986172062	0.964825706530866	-0.00105693017090824	0.0166788364932621	0.00421697858623463	0.000428606930575073	6.14119232678276e-05	0.0233173975326369	0.000785368003900845	0.00091839656415324	1722	0	1722	0.861	0	0.861	100	1.000	-0.000	0.000	-8.89638	0.0138631	3.64871e-05	759.888	-0.334074	0.00177926	0.000258508	13.7656
37	1997.43589744	0.0402779269137565	-0.0427378539178571	0.00584914141727289	-0.00585247988846116	0.0342333841070029	-0.000643366421620422	0.000413913346100477	0.00414770339351761	0.000125774164765343	-1.66923559413723e-06	0.0464131580908816	999.999772333205	1000.000886249	0.937193850614389	-0.0164872077825788	-0.0143157669794871	0.00486302558192035	-0.0003558013790431	-6.73168106240961e-05	0.0207679293199415	-0.000828285485351297	-0.0001917570020777	1770	0	1770	0.885	0	0.885	100	1.000	-0.000	0.000	-19.9139	0.0136398	3.68666e-05	739.955	-0.330269	0.00176188	0.000268137	13.1416
38	2048.71794872	0.0497682984004941	-0.0436170389688397	0.00501013083273849	-0.00513794638071868	0.0319760024820738	0.000417383726353603	0.000301807813767797	0.00368316352612887	3.36974948239191e-05	3.6568238024331e-05	0.0577883963073137	1000.00148618187	999.999946202027	0.950454647428629	-0.00649923765134175	-0.0131925802388673	0.00471806678189604	-5.76127295332089e-05	-0.000134977015971543	0.0229126826283397	0.000659851100604932	-0.000870727222668052	1800	0	1800	0.9	0	0.9	100	1.000	-0.000	0.000	-20.2063	0.0143979	3.72962e-05	772.087	0.110732	0.001767	0.000260582	13.562
39	2100	0.052317520575096	-0.0460086819972033	0.00491055054610334	-0.00504217273334091	0.0286595460632901	-0.00106149242200566	0.000233839014521606	0.00420718803094219	0.000121692081475255	0.000131272535677141	0.053895366316286	1000.00188161983	1000.00031552201	0.93471015006492	0.000506007534954223	0.00180964791161387	0.00389660215884464	5.80683133281333e-05	-7.88592444125472e-05	0.0256119659679202	0.000903013989645741	-0.000119324870062387	1815	0	1815	0.9075	0	0.9075	100	1.000	-0.000	0.000	-8.24798	0.0137231	3.713e-05	739.19	0.0634472	0.00178767	0.000276235	12.9431
