,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,2.5,0.016,100,1,100000.0,,59.75,0.0597499999999999,10.0,0.0002263209637419,0.0072596445283043,0.000336907879222,,4.561004248978735,2.717251151696165,,,
1,1,2.5,0.016,150,1,100000.0,,56.2,0.0561999999999999,15.0,0.0003467022466753,0.0062700372910541,0.0003473531060548,,4.368991794691516,2.455904501794378,,,
2,2,2.5,0.016,200,1,100000.0,,34.61,0.03461,20.0,0.0004708357805196,0.0057874427547178,0.0003387048683016,,4.37551631647522,1.5226018831726351,,,
3,3,2.5,0.016,250,1,100000.0,,35.79,0.03579,25.0,0.0006373410976783,0.0052862669924132,0.0003455836510322,,4.058788006731452,1.444435960821949,,,
4,4,2.5,0.016,300,1,100000.0,,37.59,0.03759,30.0,0.0006943753715262,0.0062302954375058,0.0003376425210095,,4.490219248695247,1.6971447070166985,,,
5,5,2.5,0.016,350,1,100000.0,,40.64,0.0406399999999999,35.0,0.0008967373371825,0.0056810015004641,0.0003304234769631,,3.9991062558081376,1.6280023841756368,,,
6,6,2.5,0.016,400,1,100000.0,,44.82,0.0448199999999999,40.0,0.0010504351081323,0.0060070531530549,0.0003489072195935,,3.8932832786760097,1.748847800064694,,,
7,7,2.5,0.016,450,1,100000.0,,50.13,0.0501299999999999,45.0,0.0012895445731311,0.0059536614323562,0.0003619392690528,,3.503611780224697,1.7581391719087356,,,
8,8,2.5,0.016,500,1,100000.0,,52.23,0.05223,50.0,0.0014507015864961,0.0053225552376292,0.0003364995945629,,3.5449389996625813,1.85860014770964,,,
9,9,2.5,0.016,550,1,100000.0,,52.54,0.05254,55.0,0.0015608995409468,0.0058275756159759,0.0003455057291292,,3.5849441607234525,1.890380039481634,,,
