,Simulation Number,PG.cFactor,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,100,1,100000.0,,233.05,0.23305,,10.0,0.0005603485483206327,0.007281697027677976,0.0008014977734785369,1.8025755628220463,4.20363041053348,
1,1,2.5,200,1,100000.0,,130.2,0.1302,,20.0,0.0012389345015841968,0.005101284594283247,0.0007987198932029166,1.6266461781467776,2.118260097485518,
2,2,2.5,300,1,100000.0,,142.47,0.14247,,30.0,0.0021281594951966555,0.004306923412268279,0.000783096756366812,1.425637016993304,2.0301923574962077,
3,3,2.5,400,1,100000.0,,168.74,0.16874000000000003,,40.0,0.002894849426654105,0.00371210736948872,0.0007495215449057722,1.401477557288134,2.3647531041764287,
4,4,2.5,500,1,100000.0,,199.62,0.19962000000000005,,50.0,0.004024226360243688,0.003449033715431345,0.0007961080204713539,1.24851108061474,2.4935781647375697,
5,5,2.5,600,1,100000.0,,216.32,0.21632000000000007,,60.0,0.004984806302096558,0.003156437570281302,0.0007859202243399309,1.2130175333522175,2.625285774231416,
6,6,2.5,700,1,100000.0,,244.01,0.24401,,70.0,0.006316021983553809,0.002792946485765934,0.0007840455634816262,1.1131307394960333,2.7182482517426494,
7,7,2.5,800,1,100000.0,,265.53,0.26552999999999993,,80.0,0.007577431434882557,0.0028130364380071346,0.0008019725039033915,1.0583850879514836,2.8110359242293175,
8,8,2.5,900,1,100000.0,,298.05,0.29805,,90.0,0.00895055904122728,0.0026953719776853617,0.0007820611295605409,1.0098796595751407,3.0092405842828875,
9,9,2.5,1000,1,100000.0,,321.0,0.321,,100.0,0.010640624423195959,0.002595722721573206,0.0007804528268531495,0.9426209755486809,3.0253901793772946,
10,10,2.5,1100,1,100000.0,,350.5,0.3505,,110.0,0.011762766556598763,0.0025994451774526174,0.0007979420552957352,0.9400529936616984,3.294861607142769,
11,11,2.5,1200,1,100000.0,,368.2,0.3682,,120.0,0.013696553513802884,0.002381072234978095,0.0007988294167533017,0.8795450145436403,3.2381752094249023,
12,12,2.5,1300,1,100000.0,,381.68,0.38168,,130.0,0.014943482085814138,0.002326518664504568,0.0007900907474148496,0.8720737931210916,3.328015332646744,
13,13,2.5,1400,1,100000.0,,392.64,0.39264,,140.0,0.017049467586437,0.0023213527537226048,0.000775322372500874,0.8228032820629541,3.229806770262969,
14,14,2.5,1500,1,100000.0,,400.94,0.40094,,150.0,0.019814772066833936,0.002246844582579363,0.0008008445333909997,0.7582892567895315,3.0411964209879345,
15,15,2.5,1600,1,100000.0,,401.07,0.4010700000000001,,160.0,0.02069760079333946,0.0021561175993074825,0.0007823639677058045,0.7749794199431977,3.1089896409095257,
16,16,2.5,1700,1,100000.0,,390.29,0.39029,,170.0,0.02296843804793753,0.0022208687485341864,0.0007903418013068899,0.7428237448917938,2.8991069520402255,
17,17,2.5,1800,1,100000.0,,369.2,0.3692,,180.0,0.024294369018577983,0.002127537879675737,0.0008074405320933955,0.7419058118770285,2.7388460317152985,
18,18,2.5,1900,1,100000.0,,324.2,0.3242,,190.0,0.02769855818856968,0.002147071133339139,0.0007956359008591641,0.6882314960263789,2.231104570961552,
19,19,2.5,2000,1,100000.0,,232.2,0.2322,,200.0,0.027420176261916823,0.0020441479982215094,0.0007781248873136642,0.7350729852393362,1.7076606412493895,
20,20,2.5,2100,1,100000.0,,10.99,0.01099,,210.0,0.026101233290109094,0.0016628819086165264,0.0006554960771290969,0.8307690535444001,0.09196660981200008,
