,Simulation Number,PG.cFactor,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,100,1,100000.0,,2330.5,2.3305,,100.0,0.005603485483206328,0.07281697027677976,0.00801497773478537,18.025755628220463,42.03630410533479,
1,1,2.5,200,1,100000.0,,1302.0,1.302,,200.0,0.012389345015841968,0.05101284594283247,0.007987198932029167,16.266461781467775,21.18260097485518,
2,2,2.5,300,1,100000.0,,1424.7,1.4247,,300.0,0.021281594951966555,0.04306923412268279,0.00783096756366812,14.25637016993304,20.30192357496207,
3,3,2.5,400,1,100000.0,,1687.4,1.6874000000000002,,400.0,0.028948494266541048,0.0371210736948872,0.007495215449057722,14.014775572881343,23.64753104176429,
4,4,2.5,500,1,100000.0,,1996.2,1.9962000000000004,,500.0,0.04024226360243688,0.034490337154313454,0.007961080204713538,12.4851108061474,24.93578164737569,
5,5,2.5,600,1,100000.0,,2163.2,2.1632000000000007,,600.0,0.04984806302096558,0.03156437570281302,0.007859202243399309,12.130175333522176,26.25285774231416,
6,6,2.5,700,1,100000.0,,2440.1,2.4401,,700.0,0.0631602198355381,0.02792946485765934,0.00784045563481626,11.131307394960333,27.182482517426497,
7,7,2.5,800,1,100000.0,,2655.3,2.6552999999999995,,800.0,0.07577431434882557,0.028130364380071347,0.008019725039033915,10.583850879514836,28.110359242293175,
8,8,2.5,900,1,100000.0,,2980.5,2.9805,,900.0,0.08950559041227278,0.026953719776853617,0.007820611295605412,10.098796595751407,30.092405842828875,
9,9,2.5,1000,1,100000.0,,3210.0,3.21,,1000.0,0.10640624423195957,0.02595722721573206,0.007804528268531495,9.426209755486807,30.253901793772943,
10,10,2.5,1100,1,100000.0,,3505.0,3.505,,1100.0,0.11762766556598762,0.025994451774526178,0.007979420552957353,9.400529936616984,32.94861607142769,
11,11,2.5,1200,1,100000.0,,3682.0,3.682,,1200.0,0.13696553513802884,0.023810722349780943,0.007988294167533017,8.795450145436403,32.38175209424902,
12,12,2.5,1300,1,100000.0,,3816.8,3.8168,,1300.0,0.1494348208581414,0.02326518664504568,0.007900907474148497,8.720737931210914,33.28015332646744,
13,13,2.5,1400,1,100000.0,,3926.4,3.9264,,1400.0,0.17049467586437003,0.02321352753722605,0.007753223725008739,8.228032820629542,32.29806770262969,
14,14,2.5,1500,1,100000.0,,4009.4,4.0094,,1500.0,0.19814772066833936,0.022468445825793628,0.008008445333909996,7.582892567895315,30.411964209879347,
15,15,2.5,1600,1,100000.0,,4010.7,4.010700000000001,,1600.0,0.2069760079333946,0.021561175993074826,0.007823639677058045,7.749794199431977,31.089896409095257,
16,16,2.5,1700,1,100000.0,,3902.9,3.9029,,1700.0,0.22968438047937523,0.022208687485341865,0.007903418013068899,7.428237448917938,28.991069520402256,
17,17,2.5,1800,1,100000.0,,3692.0,3.692,,1800.0,0.24294369018577985,0.02127537879675737,0.008074405320933955,7.419058118770285,27.388460317152983,
18,18,2.5,1900,1,100000.0,,3242.0,3.242,,1900.0,0.2769855818856968,0.02147071133339139,0.007956359008591641,6.8823149602637885,22.31104570961552,
19,19,2.5,2000,1,100000.0,,2322.0,2.322,,2000.0,0.27420176261916823,0.020441479982215096,0.007781248873136641,7.3507298523933615,17.0766064124939,
20,20,2.5,2100,1,100000.0,,109.9,0.1099,,2100.0,0.26101233290109094,0.016628819086165265,0.006554960771290969,8.307690535444001,0.9196660981200007,
