,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,100,1,100000.0,,100000.0,100.0,100.0,0.0998960020356719,0.1052772341867545,0.1136753880969317,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.0010413633340032,100.10413633340032,2422520099268288.0,1561624526801045.0,1261312117800844.0,0.0100134469536619,0.0064549492759143,0.0052136128767,0.0048182216381953,0.0031059610560267,0.0025086608529446
1,1,2.25,0.02,105,1,100000.0,,100000.0,100.0,105.0,0.1046351197352805,0.1075514236451678,0.0993460562721439,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.0034912628146784,100.34912628146785,2428448856011522.5,1565446369990898.8,1264398991146495.0,0.0105804788400316,0.0068204739629954,0.0055088443547272,0.0053692406850884,0.0034611634168338,0.0027955550674427
2,2,2.25,0.02,110,1,100000.0,,100000.0,100.0,110.0,0.109507734275445,0.1025052002821825,0.0982354709737817,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.004502845451423,100.4502845451423,2430896885992444.0,1567024438904220.0,1265673585268792.8,0.010961052636104,0.007065802525753,0.0057069943477236,0.0060625646652687,0.0039080995362889,0.0031565419331563
3,3,2.25,0.02,115,1,100000.0,,100000.0,100.0,115.0,0.1148511721708529,0.1035028132161573,0.0982436330103069,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.0012970603586466,100.12970603586469,2423138886067925.0,1562023414159489.2,1261634296051895.2,0.0113714426666199,0.0073303514710442,0.0059206684958434,0.0066039383486879,0.004257084224774,0.0034384141815482
4,4,2.25,0.02,120,1,100000.0,,100000.0,100.0,120.0,0.1198141256215478,0.1047899108429211,0.0936471214269543,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.0015561798545929,100.15561798545926,2423765955248114.0,1562427640573164.5,1261960786616786.5,0.0117583751914943,0.0075797790490625,0.006122129231935,0.0072514795115739,0.0046745074537418,0.0037755637126376
5,5,2.25,0.02,125,1,100000.0,,100000.0,100.0,125.0,0.1247855272018909,0.100234084192376,0.0936589312632281,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.0017241450053755,100.17241450053756,2424172430913009.0,1562689666208386.0,1262172422706773.2,0.0122429762398578,0.0078921665017265,0.0063744421744714,0.0076221432710963,0.0049134477284753,0.0039685539345377
6,6,2.25,0.02,130,1,100000.0,,100000.0,100.0,130.0,0.1298135847599439,0.0958122611850512,0.0869627030595794,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.0014370999234257,100.14370999234256,2423477781814690.0,1562241875880544.0,1261810745903516.5,0.0127150536943002,0.0081964808938464,0.0066202345681067,0.0080327417207991,0.0051781310266308,0.0041823365984326
7,7,2.25,0.02,135,1,100000.0,,100000.0,100.0,135.0,0.1348490218472249,0.0929756484766497,0.0895234150034927,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.0011201120441915,100.11201120441916,2422710671146943.0,1561747374788938.8,1261411341175681.2,0.013219797179326,0.0085218527271689,0.006883034895021,0.0084039595845943,0.0054174284925484,0.0043756153209045
8,8,2.25,0.02,140,1,100000.0,,100000.0,100.0,140.0,0.1308736929591004,0.092131102970209,0.0846330636164321,2419065967918995.5,1560000000000000.0,1260000000000000.0,1.0955721842417188,109.55721842417192,2650261386297822.0,1709092607417081.5,1380420952144565.5,0.0137817210182986,0.0088875148812254,0.0071783774040666,0.0088077493261254,0.0056799149469146,0.0045876236109695
9,9,2.25,0.02,145,1,100000.0,,100000.0,100.0,145.0,0.1448665750974839,0.0945500212601997,0.0878854923864776,2410218671546599.5,1560000000000000.0,1260000000000000.0,1.0009210788317664,100.09210788317664,2412438672944889.0,1561436882977555.5,1261160559328025.5,0.014227880294938,0.0092089126692645,0.0074379679251751,0.0091454822060491,0.0059193601019951,0.0047810216208422
10,10,2.25,0.02,150,1,100000.0,,100000.0,100.0,150.0,0.149883881068996,0.0909902774333265,0.0875056597407793,2410000000000000.0,1560000000000000.0,1260000000000000.0,1.0007749100584693,100.07749100584697,2411867533240911.0,1561208859691212.2,1260976386673671.5,0.0147073153017208,0.0095200879131471,0.0076893017760034,0.0095471255625277,0.0061798821068644,0.0049914432401597
11,11,2.25,0.02,155,1,100000.0,,100000.0,100.0,155.0,0.1439271319299876,0.0856901605595933,0.0836613838597506,2410000000000000.0,1560000000000000.0,1260000000000000.0,1.1017667758812872,110.17667758812873,2655257929873902.5,1718756170374808.5,1388226137610422.0,0.0152538175848249,0.0098738404283514,0.0079750249613607,0.0098125437696454,0.0063516880832558,0.0051302096057067
12,12,2.25,0.02,160,1,100000.0,,100000.0,100.0,160.0,0.1596700141382996,0.088439987168054,0.0820044082810853,2410000000000000.0,1560000000000000.0,1260000000000000.0,1.0020677912167495,100.20677912167496,2414983376832367.0,1563225754298129.5,1262605416933104.5,0.0157403160139039,0.0101887522745602,0.0082293768371447,0.010093141689282,0.0065333199316514,0.0052769122524876
13,13,2.25,0.02,165,1,100000.0,,100000.0,100.0,165.0,0.1645888898213513,0.0908397862675485,0.0791221008978132,2410000000000000.0,1560000000000000.0,1260000000000000.0,1.002500295976859,100.25002959768592,2416025713304230.5,1563900461723900.0,1263150372930842.2,0.0161939744958475,0.0104824067276025,0.0084665592799867,0.0103394869726754,0.0066927799491177,0.0054057068819796
14,14,2.25,0.02,170,1,100000.0,,100000.0,100.0,170.0,0.1697529177531634,0.0862853235977284,0.0775897339336951,2405982223351527.5,1560000000000000.0,1260000000000000.0,1.001456262570843,100.14562625708427,2409485965209508.0,1562271769610515.2,1261834890839262.0,0.0166857194899285,0.0108187509249462,0.0087382219009181,0.0105804898167597,0.0068602186474815,0.0055409458306581
15,15,2.25,0.02,175,1,100000.0,,100000.0,100.0,175.0,0.1746345159337181,0.0850604748635372,0.077764850555307,2400000000000000.0,1560000000000000.0,1260000000000000.0,1.0020986332653838,100.2098633265384,2405036719836921.0,1563273867893999.0,1262644277914383.8,0.0172373973837151,0.0112043082994148,0.0090496336264504,0.0107755475886344,0.0070041059326123,0.0056571624840331
16,16,2.25,0.02,180,1,100000.0,,100000.0,100.0,180.0,0.1795227435421111,0.0855918221981828,0.077701453955854,2400000000000000.0,1560000000000000.0,1260000000000000.0,1.00265971990494,100.26597199049398,2406383327771855.5,1564149163051706.0,1263351247080224.5,0.0178198728355945,0.0115829173431364,0.0093554332386871,0.0110063974685285,0.0071541583545435,0.0057783586709775
17,17,2.25,0.02,185,1,100000.0,,100000.0,100.0,185.0,0.1845218560270097,0.08586776293586,0.0805891974160714,2400000000000000.0,1560000000000000.0,1260000000000000.0,1.0026071555142768,100.2607155514277,2406257173234264.0,1564067162602271.5,1263285015947988.5,0.0183454581085027,0.0119245477705267,0.0096313655069639,0.0112109979890272,0.0072871486928676,0.0058857739442392
18,18,2.25,0.02,190,1,100000.0,,100000.0,100.0,190.0,0.1895608178365477,0.085992350144491,0.0767900729043787,2400000000000000.0,1560000000000000.0,1260000000000000.0,1.002318480003435,100.2318480003435,2405564352008244.0,1563616828805358.5,1262921284804328.2,0.018869774455486,0.0122653533960659,0.0099066315891301,0.0114233493260223,0.0074251770619145,0.0059972583961617
19,19,2.25,0.02,195,1,100000.0,,100000.0,100.0,195.0,0.1943772530706155,0.0835660930442924,0.0755072791909579,2400000000000000.0,1560000000000000.0,1260000000000000.0,1.003209081520272,100.32090815202722,2407701795648653.0,1565006167171624.5,1264043442715542.8,0.0194158355785477,0.012620293126056,0.0101933136787375,0.0116254005313776,0.0075565103453954,0.0061033352789732
20,20,2.25,0.02,200,1,100000.0,,100000.0,100.0,200.0,0.1996022261180314,0.0807180193601059,0.073327272749193,2392898491691216.5,1560000000000000.0,1260000000000000.0,1.0019951323898195,100.19951323898196,2397672640977539.5,1563112406528118.5,1262513866811172.5,0.0198884916047282,0.0129658851017319,0.0104724456590912,0.011799709515078,0.0076925732150518,0.0062132322121572
21,21,2.25,0.02,205,1,100000.0,,100000.0,100.0,205.0,0.2048260270283947,0.0816362056430625,0.0739284783832049,2390000000000000.0,1560000000000000.0,1260000000000000.0,1.0008494958670378,100.08494958670376,2392030295122220.5,1561325213552579.0,1261070364792467.5,0.0203861305217058,0.0133064282903184,0.0107474997729495,0.0119806404880481,0.0078199996491025,0.0063161535627366
22,22,2.25,0.02,210,1,100000.0,,100000.0,100.0,210.0,0.2096875422857294,0.0784243356089593,0.0726292898022003,2390000000000000.0,1560000000000000.0,1260000000000000.0,1.001491490432227,100.1491490432227,2393564662133022.5,1562326725074274.5,1261879277944606.0,0.0209259723055558,0.0136587936387727,0.0110321025543934,0.0121824409737797,0.0079517187946009,0.0064225421033315
23,23,2.25,0.02,215,1,100000.0,,100000.0,100.0,215.0,0.2146877525622585,0.0771724881192144,0.0717203885075794,2386356645550526.0,1560000000000000.0,1260000000000000.0,1.001454711245234,100.1454711245234,2389828105397947.5,1562269349542565.0,1261832936168995.2,0.0214244313218106,0.0140054978472481,0.0113121328766236,0.0123954022608126,0.0081030752728944,0.0065447915665685
24,24,2.25,0.02,220,1,100000.0,,100000.0,100.0,220.0,0.2198775235298796,0.0761641013839007,0.0701581470954393,2380000000000000.0,1560000000000000.0,1260000000000000.0,1.0005570260926036,100.05570260926036,2381325722100396.0,1560868960704461.5,1260701852876680.5,0.0219045447473237,0.01435760075875,0.0115965236897596,0.0126022609938841,0.008260305525403,0.0066717852320563
25,25,2.25,0.02,225,1,100000.0,,100000.0,100.0,225.0,0.2247210122147293,0.0788553390635411,0.0717645858613038,2380000000000000.0,1560000000000000.0,1260000000000000.0,1.0012419342818806,100.12419342818808,2382955803590875.0,1561937417479733.8,1261564837195169.5,0.0224341200873072,0.0147047173681509,0.011876887105045,0.0128427545010347,0.0084179399250479,0.0067991053240771
