,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,100,1,100000.0,,780.0,0.7799999999999999,100.0,0.0031036033514765,0.0722726946730437,0.0046774426638662,18876000000000.0,12168000000000.0,9828000000000.0,32.264610519101346,25.16884892163348,609086143903530.2,392634043177482.3,317127496412581.9,7.810488623856333e-05,5.034860435213173e-05,4.066618043826025e-05,3.758212877792378e-05,2.422649623700872e-05,1.9567554652968585e-05
1,1,2.25,0.02,105,1,100000.0,,809.4,0.8094000000000001,105.0,0.0031999763620546,0.0711906152890436,0.0044225819576293,19587480000000.0,12626640000000.0,10198440000000.0,33.34805103207092,26.949844796132677,652186244066410.8,420417578819669.7,339568044431271.7,8.563839573121603e-05,5.520491625648637e-05,4.458858620716207e-05,4.345863410510621e-05,2.8014656695853583e-05,2.2627222715881743e-05
2,2,2.25,0.02,110,1,100000.0,,819.2,0.8192,110.0,0.0034091816850093,0.0657131348608563,0.0044219173513799,19824640000000.0,12779520000000.0,10321920000000.0,32.61900154278507,26.625476677905446,644336535605311.8,415357436175325.06,335481006141608.7,8.979294319496448e-05,5.788305429096885e-05,4.675169769655176e-05,4.9664529737881766e-05,3.201515140127915e-05,2.585839151641777e-05
3,3,2.25,0.02,115,1,100000.0,,817.8,0.8178000000000001,115.0,0.0033690041103738,0.0682417685137262,0.0043040221496936,19790760000000.0,12757680000000.0,10304280000000.0,34.45478677851668,28.08877085811971,679748254766497.0,438184825386667.6,353918512812308.4,9.2995658127618e-05,5.994761433020004e-05,4.841922695900772e-05,5.400700781557002e-05,3.481443479020216e-05,2.8119351176701745e-05
4,4,2.25,0.02,120,1,100000.0,,845.0,0.845,120.0,0.0038006839077666,0.0654748345250226,0.0041251188463563,20449000000000.0,13182000000000.0,10647000000000.0,31.987433361425,26.93634507322784,651859550772113.8,420206983142354.3,339397947922670.75,9.935827036809656e-05,6.404913296457813e-05,5.1731992009851566e-05,6.127500187279947e-05,3.949958798411866e-05,3.1903513371788144e-05
5,5,2.25,0.02,125,1,100000.0,,854.4,0.8544,125.0,0.0035036642862649,0.0645983693201004,0.0040224656509791,20676480000000.0,13328640000000.0,10765440000000.0,36.23600303238501,30.927957237535907,748456565148369.0,482476132905560.1,389692261192952.4,0.0001046039889933,6.743067059075137e-05,5.44632339386838e-05,6.512359210824703e-05,4.198049739209313e-05,3.3907324816690606e-05
6,6,2.25,0.02,130,1,100000.0,,872.6,0.8725999999999999,130.0,0.0039366435103488,0.0563710156106388,0.0050449514104882,21116920000000.0,13612560000000.0,10994760000000.0,33.33964301228347,29.11966917508388,704695994037029.8,454266839131308.5,366907831606056.9,0.0001109515585364,7.152249227970432e-05,5.776816684129963e-05,7.009370425569346e-05,4.51843713383809e-05,3.649506915792304e-05
7,7,2.25,0.02,135,1,100000.0,,817.8,0.8178000000000001,135.0,0.0038396669522,0.0553881276974787,0.0044569671681959,19790760000000.0,12757680000000.0,10304280000000.0,35.61206861001577,29.06088066488453,703273312090205.6,453349738372198.6,366167096377545.06,0.0001081115013324,6.969171160278742e-05,5.628945937148214e-05,6.872758148281269e-05,4.430373021206106e-05,3.5783782094357016e-05
8,8,2.25,0.02,140,1,100000.0,,775.6,0.7756000000000001,140.0,0.0042048116138345,0.0633813172154849,0.0048193431212312,18762275647179.73,12099360000000.0,9772560000000.0,33.41123211856931,25.91826213187345,626979858708187.0,404324889257225.8,326570102861605.5,0.0001068910282178,6.893156541878426e-05,5.567549514594114e-05,6.831290377342867e-05,4.405342032826995e-05,3.558160872667958e-05
9,9,2.25,0.02,145,1,100000.0,,752.4,0.7524000000000001,145.0,0.0040912020182644,0.0561221052326283,0.0044649116541685,18134485284716.617,11737440000000.0,9480240000000.0,36.243561695802974,27.170311447071064,654863919614670.0,423856858574308.6,342345924233095.44,0.000107050571339,6.928785892354626e-05,5.596327066901813e-05,6.881060811831364e-05,4.453726540741134e-05,3.597240667521685e-05
10,10,2.25,0.02,150,1,100000.0,,710.8,0.7108000000000001,150.0,0.0045216531166431,0.0602749205504125,0.0043305243194658,17130280000000.0,11088480000000.0,8956080000000.0,33.85599546988669,24.17269710758764,582562000292862.1,377094074878367.2,304575983555604.3,0.0001045395971645,6.766878488664984e-05,5.465555702383256e-05,6.78609684984471e-05,4.392660201559232e-05,3.547917855105534e-05
11,11,2.25,0.02,155,1,100000.0,,685.2,0.6852,155.0,0.0048303753754339,0.0560653007349589,0.0045575402190466,16513320000000.0,10689120000000.0,8633520000000.0,32.56176936934071,22.349206782282867,538615883453017.1,348647625803612.7,281600005456764.1,0.0001045191580912,6.76555546150641e-05,5.464487103524407e-05,6.723554990961058e-05,4.352176674646993e-05,3.515219621830263e-05
12,12,2.25,0.02,160,1,100000.0,,640.4,0.6404,160.0,0.0050482501284022,0.0577603243236194,0.0041849412176317,15433640000000.0,9990240000000.0,8069040000000.0,32.55428008413667,20.8222776775284,501816892028434.3,324827531769442.94,262360698736857.8,0.0001008009837529,6.524876956628356e-05,5.270092926507519e-05,6.463647937816196e-05,4.1839380842295705e-05,3.379334606493115e-05
13,13,2.25,0.02,165,1,100000.0,,561.2,0.5612,165.0,0.0056399302421879,0.0500608684168131,0.0039555248519889,13524920000000.0,8754720000000.0,7071120000000.0,29.284646966014225,16.419735044755647,395715614578611.1,256147866698188.1,206888661563921.2,9.08805848706966e-05,5.8827266555305685e-05,4.7514330679285365e-05,5.802520089065457e-05,3.75598810744486e-05,3.0336827021670014e-05
14,14,2.25,0.02,170,1,100000.0,,536.8,0.5368,170.0,0.0050016167707496,0.0563403270239516,0.0045964874565471,12915312574951.0,8374080000000.0,6763680000000.0,34.6741742392579,18.66591437582464,449098581708358.1,291188264262864.4,235190521135390.5,8.956894222193633e-05,5.807505496511132e-05,4.690677516412836e-05,5.679606933636619e-05,3.682565369968073e-05,2.97437972189729e-05
15,15,2.25,0.02,175,1,100000.0,,488.8,0.4888,175.0,0.0056184549739327,0.0511597906103254,0.004226196865849,11731200000000.0,7625280000000.0,6158880000000.0,32.61241398007648,16.127085153203133,387050043676875.25,251582528389968.9,203201272930359.47,8.425639841159948e-05,5.476665896753966e-05,4.423460916608972e-05,5.26708766132454e-05,3.42360697986095e-05,2.765221022195384e-05
16,16,2.25,0.02,180,1,100000.0,,477.6,0.4775999999999999,180.0,0.0059362814713949,0.0532372008708201,0.004408497588662,11462400000000.0,7450560000000.0,6017760000000.0,30.62537754650475,14.70245623011076,352858949522658.25,229358317189727.9,185250948499395.6,8.51077126627997e-05,5.5320013230819806e-05,4.468154914796984e-05,5.256655430969251e-05,3.416826030130013e-05,2.759744101258857e-05
17,17,2.25,0.02,185,1,100000.0,,460.0,0.4599999999999999,185.0,0.0064054346849956,0.0515020573660255,0.0044126163290073,11040000000000.0,7176000000000.0,5796000000000.0,29.11653803124536,13.429313672235844,322303528133660.2,209497293286879.2,169209352270171.62,8.438910729911258e-05,5.485291974442318e-05,4.43042813320341e-05,5.157059074952528e-05,3.352088398719144e-05,2.707456014350078e-05
18,18,2.25,0.02,190,1,100000.0,,431.0,0.4309999999999999,190.0,0.0061532025110522,0.0523699101321742,0.004600563366724,10344000000000.0,6723600000000.0,5430600000000.0,31.469927314133862,13.63909751040626,327338340249750.3,212769921162337.7,171852628631118.9,8.132872790314475e-05,5.286367313704408e-05,4.269758214915099e-05,4.9234635595156506e-05,3.2002513136851725e-05,2.584818368745716e-05
19,19,2.25,0.02,195,1,100000.0,,415.6,0.4155999999999999,195.0,0.0067775918512722,0.046904666280387,0.0044532539991024,9974400000000.0,6483360000000.0,5236560000000.0,30.22928449886224,12.530757771282614,300738186510782.7,195479821232008.8,157887547918160.94,8.06922126644445e-05,5.2449938231888935e-05,4.236341164883336e-05,4.831516460840565e-05,3.1404856995463675e-05,2.5365461419412965e-05
20,20,2.25,0.02,200,1,100000.0,,394.0,0.3939999999999999,200.0,0.0056707073785388,0.0470096074084775,0.0039911692142227,9428020057263.396,6146400000000.0,4964400000000.0,35.576048066185294,14.011149599121364,335272587425975.0,218573933746293.28,176540484948929.16,7.83606569226293e-05,5.108558730082401e-05,4.126143589681939e-05,4.6490855489407386e-05,3.03087384673041e-05,2.448013491589946e-05
21,21,2.25,0.02,205,1,100000.0,,415.8,0.4157999999999999,205.0,0.0057581089667905,0.0465179241714497,0.0044983654976297,9937620000000.0,6486480000000.0,5239080000000.0,36.41808821302088,15.178770519995046,362772615427881.6,236788820111922.7,191252508551937.6,8.476553070925292e-05,5.532812883114416e-05,4.468810405592413e-05,4.981550314930434e-05,3.2515558540968525e-05,2.6262566513859197e-05
22,22,2.25,0.02,210,1,100000.0,,409.0,0.409,210.0,0.006306305616556,0.0489410495822255,0.0042163441419256,9775100000000.0,6380400000000.0,5153400000000.0,34.123643101402095,14.001148738586238,334627454852211.1,218417920321945.3,176414474106186.6,8.558722672972335e-05,5.586446598258095e-05,4.5121299447469225e-05,4.982618358275904e-05,3.2522529869918034e-05,2.6268197202626102e-05
23,23,2.25,0.02,215,1,100000.0,,407.2,0.4072,215.0,0.0073834637257504,0.0452938023667379,0.0041592392454319,9717244260681.742,6352320000000.0,5130720000000.0,30.33103718808396,12.26972414823364,292799377602091.2,191407696712444.8,154598524267743.88,8.724028434241277e-05,5.703038723399503e-05,4.6063005073611374e-05,5.0474078006029226e-05,3.299572251122614e-05,2.665039125906726e-05
24,24,2.25,0.02,220,1,100000.0,,398.6,0.3985999999999999,220.0,0.0075805836124458,0.0481216949635978,0.0041886835823904,9486680000000.0,6218160000000.0,5022360000000.0,29.57210873936635,11.780223377664276,280369316388409.72,183771484691562.7,148430814558569.88,8.731151536283242e-05,5.722939662437755e-05,4.6223743427381865e-05,5.02326123216224e-05,3.29255778242567e-05,2.659373593497657e-05
25,25,2.25,0.02,225,1,100000.0,,408.2,0.4082,225.0,0.0082017177356192,0.0453217056243238,0.0038144576486496,9715160000000.0,6367920000000.0,5143320000000.0,28.3731734251114,11.548720657861017,274859551657092.1,180160042262631.8,145513880289048.75,9.157607819638836e-05,6.002465629679235e-05,4.848145316279383e-05,5.242412387322366e-05,3.436203077404576e-05,2.775394793288312e-05
26,26,2.25,0.02,230,1,100000.0,,406.4,0.4064,230.0,0.0080076161581757,0.0488453617365226,0.0046067998310406,9672320000000.0,6339840000000.0,5120640000000.0,29.60325861062401,12.003240469414012,285677123172053.5,187250551322858.6,151240829914616.56,9.330167793533528e-05,6.115572167191189e-05,4.939500596577499e-05,5.320834846134381e-05,3.487606033600687e-05,2.816912565600554e-05
27,27,2.25,0.02,235,1,100000.0,,416.4,0.4164,235.0,0.0089250895737847,0.0448595665237182,0.0043260596222769,9910320000000.0,6495840000000.0,5246640000000.0,26.72433370565231,11.1331118608029,264968062287109.03,173676545028525.25,140277209446116.56,9.786226095296088e-05,6.414501138093961e-05,5.180943226922045e-05,5.550849403765046e-05,3.638371878098098e-05,2.938684978463848e-05
