,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,100,1,100000.0,,10000.0,10.0,10.0,0.0099811895920834,0.0110818282541598,0.0102481306833743,242000000000000.0,156000000000000.0,126000000000000.0,0.1001890912678621,10.01890912678622,242457600868226.5,156294982377865.0,126238254997506.34,0.0010013446953661,0.0006454949275914,0.0005213612876699,0.0004818221638195,0.0003105961056026,0.0002508660852944
1,1,2.25,0.02,105,1,100000.0,,10000.0,10.0,10.5,0.0101487816663474,0.0106901809163659,0.0100808336251079,242000000000000.0,156000000000000.0,126000000000000.0,0.1048542376746816,10.48542376746816,253747255172729.44,163572610772503.3,132116339470098.84,0.0010580478840031,0.0006820473962995,0.0005508844354727,0.0005369240685088,0.0003461163416833,0.0002795555067442
2,2,2.25,0.02,110,1,100000.0,,10000.0,10.0,11.0,0.0109660566241291,0.0108511234136452,0.0095620458357791,242000000000000.0,156000000000000.0,126000000000000.0,0.1003105835345055,10.031058353450552,242751612153503.4,156484510313828.66,126391335253476.95,0.0010961052636104,0.0007065802525753,0.0005706994347723,0.0006062564665268,0.0003908099536288,0.0003156541933156
3,3,2.25,0.02,115,1,100000.0,,10000.0,10.0,11.5,0.0114753230795901,0.0100377551335413,0.0095906225333878,242000000000000.0,156000000000000.0,126000000000000.0,0.1002153388410572,10.021533884105724,242521119995358.5,156335928592049.28,126271326939732.12,0.0011371442666619,0.0007330351471044,0.0005920668495843,0.0006603938348687,0.0004257084224774,0.0003438414181548
4,4,2.25,0.02,120,1,100000.0,,10000.0,10.0,12.0,0.0118717281054162,0.0106636127154265,0.0095789840499671,242000000000000.0,156000000000000.0,126000000000000.0,0.1011289733479887,10.112897334798877,244732115502132.84,157761198422862.47,127422506418465.88,0.0011758375191494,0.0007579779049062,0.0006122129231935,0.0007251479511573,0.0004674507453741,0.0003775563712637
5,5,2.25,0.02,125,1,100000.0,,10000.0,10.0,12.5,0.012482127313782,0.0101545709399136,0.0094988636809137,242000000000000.0,156000000000000.0,126000000000000.0,0.1001432888499877,10.014328884998774,242346759016970.4,156223530605980.94,126180543950984.6,0.0012242976239857,0.0007892166501726,0.0006374442174471,0.0007622143271096,0.0004913447728475,0.0003968553934537
6,6,2.25,0.02,130,1,100000.0,,10000.0,10.0,13.0,0.0129657923725252,0.0096994285822621,0.0091211366506531,242000000000000.0,156000000000000.0,126000000000000.0,0.1002661131604068,10.026611316040682,242643993848184.56,156415136530234.66,126335302582112.62,0.00127150536943,0.0008196480893846,0.0006620234568106,0.0008032741720799,0.000517813102663,0.0004182336598432
7,7,2.25,0.02,135,1,100000.0,,10000.0,10.0,13.5,0.0134721025068836,0.0096111566302211,0.0092508286290076,242000000000000.0,156000000000000.0,126000000000000.0,0.1002073441889114,10.020734418891143,242501772937165.7,156323456934701.84,126261253678028.42,0.0013219797179326,0.0008521852727168,0.0006883034895021,0.0008403959584594,0.0005417428492548,0.0004375615320904
8,8,2.25,0.02,140,1,100000.0,,10000.0,10.0,14.0,0.013931179273685,0.0096417304109983,0.0088719882269811,241906596791899.6,156000000000000.0,126000000000000.0,0.1005003930876602,10.050039308766026,243117080680840.38,156780613216750.03,126630495290451.92,0.0013781721018298,0.0008887514881225,0.0007178377404066,0.0008807749326125,0.0005679914946914,0.0004587623610969
9,9,2.25,0.02,145,1,100000.0,,10000.0,10.0,14.5,0.0144754529987846,0.0093928665820945,0.0087836466986666,241021867154659.97,156000000000000.0,126000000000000.0,0.1001697903074253,10.01697903074253,241431098923864.1,156264872879583.47,126213935787355.84,0.0014227880294938,0.0009208912669264,0.0007437967925175,0.0009145482206049,0.0005919360101995,0.0004781021620842
