,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,0.027,100,1,100000.0,,2519.6,2.5196,,100.0,0.005771710480684078,0.10276615317809663,0.006024869584857151,17.399171809618924,43.866504341472634,
1,1,2.5,0.027,200,1,100000.0,,3737.2,3.7372,,200.0,0.013259112319479982,0.09280173513776847,0.006076038794223896,15.133742671085907,56.57022885245932,
2,2,2.5,0.027,300,1,100000.0,,4714.8,4.7148,,300.0,0.02086039162536508,0.08007118895124371,0.005813718427949976,14.409500121771147,67.91438178374067,
3,3,2.5,0.027,400,1,100000.0,,5446.4,5.4464,,400.0,0.031475794468337884,0.08110985423952916,0.006145816514387498,12.765233944711584,69.49409615870097,
4,4,2.5,0.027,500,1,100000.0,,6105.0,6.105,,500.0,0.04022948441440803,0.07553512630281829,0.0060888012177050125,12.476009729743293,76.22140714363054,
5,5,2.5,0.027,600,1,100000.0,,6698.8,6.6988,,600.0,0.050211162226696616,0.07753481832262663,0.006174365850609608,11.972412804429172,80.19545204204935,
6,6,2.5,0.027,700,1,100000.0,,7184.2,7.1842,,700.0,0.06367136035601105,0.07278133452823776,0.006064562372102276,11.011909234613316,79.10067539025134,
7,7,2.5,0.027,800,1,100000.0,,7678.8,7.6788,,800.0,0.07656846348140789,0.07531029845757507,0.006407572939385634,10.47921914249392,80.49148221689991,
8,8,2.5,0.027,900,1,100000.0,,8010.0,8.010000000000002,,900.0,0.0877399855440899,0.07468724156327645,0.006182404865638388,10.265855419941648,82.23285101841489,
9,9,2.5,0.027,1000,1,100000.0,,8632.6,8.6326,,1000.0,0.10045390258185308,0.07369854360322163,0.006083104069294619,9.987597848921071,86.18625200835093,
10,10,2.5,0.027,1100,1,100000.0,,8973.6,8.973600000000001,,1100.0,0.11683443466422432,0.07456552989044296,0.006121725518851373,9.422988665006809,84.56943948314806,
11,11,2.5,0.027,1200,1,100000.0,,9461.6,9.4616,,1200.0,0.127382036248855,0.0756130012192995,0.006277450429238706,9.443183176268503,89.36899845670823,
12,12,2.5,0.027,1300,1,100000.0,,9820.2,9.8202,,1300.0,0.14966268526277418,0.07541124435394132,0.00622579026652076,8.722800382425792,85.65020507520165,
13,13,2.5,0.027,1400,1,100000.0,,10229.2,10.2292,,1400.0,0.16174339801341375,0.0721299067256069,0.00632770798705576,8.705622078529023,89.09933683165293,
14,14,2.5,0.027,1500,1,100000.0,,10526.4,10.5264,,1500.0,0.1802695613664582,0.07408933526253582,0.006143151619267648,8.374970264698499,88.13475099462407,
15,15,2.5,0.027,1600,1,100000.0,,10884.4,10.8844,,1600.0,0.18845223013381657,0.0721077611554025,0.00608491177565439,8.53757124550605,92.92817685871134,
16,16,2.5,0.027,1700,1,100000.0,,11242.6,11.2426,,1700.0,0.2058816594988002,0.0717045284845714,0.006145256121713452,8.284810570446254,93.12754000934312,
17,17,2.5,0.027,1800,1,100000.0,,11605.8,11.6058,,1800.0,0.2291988341499291,0.07539276041277301,0.006165562751097754,7.866099594906771,91.28068773772473,
18,18,2.5,0.027,1900,1,100000.0,,11866.2,11.8662,,1900.0,0.25862135295569716,0.07479017492135435,0.006208572607963108,7.360310348464581,87.3343252136395,
19,19,2.5,0.027,2000,1,100000.0,,12155.8,12.1558,,2000.0,0.27634402474968733,0.07389792856528282,0.006192690503318552,7.258705674103176,88.22494433670056,
20,20,2.5,0.027,2100,1,100000.0,,12493.6,12.493599999999997,,2100.0,0.2951659110988657,0.07289873568593985,0.00604478310233509,7.127784037474981,89.05638614763053,
