,Simulation Number,PG.cFactor,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,100,1,100000.0,,334.86,0.33486000000000005,,10.0,0.0005920311524525346,0.007677397674661493,0.0008084878134283322,1.6967687201634771,5.6817472757938505,
1,1,2.5,200,1,100000.0,,490.52,0.4905199999999999,,20.0,0.0012357051217867366,0.005419699465047811,0.0007916112724223801,1.6278420594972558,7.983079499900806,
2,2,2.5,300,1,100000.0,,609.26,0.60926,,30.0,0.002181103710354932,0.004363324717859409,0.0007990493712304008,1.379237117299166,8.406098889395182,
3,3,2.5,400,1,100000.0,,706.21,0.7062099999999999,,40.0,0.003027920939321689,0.0038832280530479977,0.0007976749368618192,1.3221281986258735,9.339020194840797,
4,4,2.5,500,1,100000.0,,785.33,0.7853299999999999,,50.0,0.004021864583532419,0.003465146369275486,0.0007798888976548109,1.2472429937628549,9.794190444562142,
5,5,2.5,600,1,100000.0,,864.89,0.8648900000000002,,60.0,0.005088716192677793,0.0032484294955416547,0.0008006159722936574,1.181008561130097,10.214201289696415,
6,6,2.5,700,1,100000.0,,935.5,0.9355000000000001,,70.0,0.006446556033441768,0.003021276643330336,0.0008075791489857712,1.091023858968197,10.208762984830695,
7,7,2.5,800,1,100000.0,,996.18,0.99618,,80.0,0.007888436882756195,0.0029286247422130253,0.0008027066716283396,1.0152468030328,10.114055366310627,
8,8,2.5,900,1,100000.0,,1059.17,1.05917,,90.0,0.009309929208721996,0.002728504614099653,0.0008072147329409008,0.9688944932422512,10.260411816792196,
9,9,2.5,1000,1,100000.0,,1118.28,1.11828,,100.0,0.010599565449734885,0.0026426477486952574,0.0007934603553251072,0.9462106162047201,10.582525703829484,
10,10,2.5,1100,1,100000.0,,1177.55,1.1775499999999999,,110.0,0.012138715916657928,0.0025770940765357606,0.0007930564856294269,0.9076733425743685,10.686481463407992,
11,11,2.5,1200,1,100000.0,,1224.81,1.22481,,120.0,0.014452921597646764,0.0024651474820331564,0.0008085184529277357,0.831852879499412,10.188602822631612,
12,12,2.5,1300,1,100000.0,,1277.61,1.27761,,130.0,0.015598913411026843,0.002404611617597017,0.0007995765275791204,0.8354293186425255,10.674490223675061,
13,13,2.5,1400,1,100000.0,,1323.6299999999999,1.32363,,140.0,0.017860114806792355,0.0022961103267750685,0.0008012475995405856,0.7847512371674062,10.38755884060351,
14,14,2.5,1500,1,100000.0,,1372.54,1.3725400000000003,,150.0,0.019361211035634367,0.002277369325576513,0.0007998086211015142,0.7775451557320918,10.670776353609815,
15,15,2.5,1600,1,100000.0,,1417.92,1.41792,,160.0,0.0214300660002732,0.002176129771321813,0.0008184331272364998,0.7482177482087374,10.609897274712864,
16,16,2.5,1700,1,100000.0,,1464.6299999999999,1.46463,,170.0,0.02325518890929516,0.002131687653583268,0.0008059258136192947,0.7336222926579755,10.745647120885655,
17,17,2.5,1800,1,100000.0,,1501.37,1.50137,,180.0,0.025701454348270543,0.0021106095770507638,0.0008112715063402996,0.7013907471522612,10.531054150012547,
18,18,2.5,1900,1,100000.0,,1540.15,1.54015,,190.0,0.02750762774681107,0.0020898886787145817,0.0008118588508158966,0.6930579717800276,10.673637239324067,
19,19,2.5,2000,1,100000.0,,1586.6299999999999,1.58663,,200.0,0.028894091542667866,0.0020883347545529855,0.0007997241922107699,0.6935011988510823,11.002865059923751,
20,20,2.5,2100,1,100000.0,,1620.85,1.62085,,210.0,0.03203196508231486,0.0020578789448236533,0.0007953051367757131,0.6567090942818767,10.645737059402007,
