,Simulation Number,PG.cFactor,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,100,1,100000.0,,3348.6,3.3486,,100.0,0.005920311524525345,0.07677397674661493,0.00808487813428332,16.967687201634774,56.817472757938496,
1,1,2.5,200,1,100000.0,,4905.2,4.905199999999999,,200.0,0.012357051217867364,0.054196994650478114,0.007916112724223804,16.27842059497256,79.83079499900806,
2,2,2.5,300,1,100000.0,,6092.6,6.0926,,300.0,0.021811037103549324,0.04363324717859409,0.007990493712304009,13.79237117299166,84.06098889395184,
3,3,2.5,400,1,100000.0,,7062.1,7.062099999999999,,400.0,0.030279209393216888,0.038832280530479976,0.00797674936861819,13.221281986258736,93.39020194840793,
4,4,2.5,500,1,100000.0,,7853.3,7.853299999999998,,500.0,0.0402186458353242,0.03465146369275486,0.007798888976548109,12.472429937628547,97.9419044456214,
5,5,2.5,600,1,100000.0,,8648.899999999998,8.648900000000001,,600.0,0.050887161926777925,0.03248429495541655,0.008006159722936574,11.810085611300968,102.14201289696416,
6,6,2.5,700,1,100000.0,,9355.0,9.355,,700.0,0.06446556033441767,0.03021276643330336,0.008075791489857712,10.91023858968197,102.08762984830696,
7,7,2.5,800,1,100000.0,,9961.8,9.9618,,800.0,0.07888436882756197,0.02928624742213025,0.008027066716283395,10.152468030327999,101.14055366310627,
8,8,2.5,900,1,100000.0,,10591.7,10.5917,,900.0,0.09309929208721997,0.027285046140996538,0.008072147329409007,9.688944932422512,102.60411816792195,
9,9,2.5,1000,1,100000.0,,11182.8,11.182799999999999,,1000.0,0.10599565449734882,0.026426477486952572,0.007934603553251072,9.462106162047201,105.82525703829484,
10,10,2.5,1100,1,100000.0,,11775.5,11.7755,,1100.0,0.1213871591665793,0.025770940765357606,0.00793056485629427,9.076733425743683,106.86481463407992,
11,11,2.5,1200,1,100000.0,,12248.1,12.2481,,1200.0,0.14452921597646765,0.02465147482033157,0.008085184529277357,8.31852879499412,101.88602822631614,
12,12,2.5,1300,1,100000.0,,12776.1,12.7761,,1300.0,0.15598913411026843,0.02404611617597017,0.007995765275791206,8.354293186425254,106.74490223675063,
13,13,2.5,1400,1,100000.0,,13236.3,13.2363,,1400.0,0.17860114806792354,0.022961103267750686,0.008012475995405857,7.847512371674064,103.8755884060351,
14,14,2.5,1500,1,100000.0,,13725.4,13.725400000000002,,1500.0,0.19361211035634368,0.02277369325576513,0.007998086211015143,7.775451557320919,106.70776353609816,
15,15,2.5,1600,1,100000.0,,14179.2,14.1792,,1600.0,0.214300660002732,0.021761297713218136,0.008184331272364998,7.4821774820873745,106.09897274712864,
16,16,2.5,1700,1,100000.0,,14646.3,14.6463,,1700.0,0.2325518890929516,0.02131687653583268,0.008059258136192947,7.336222926579755,107.45647120885656,
17,17,2.5,1800,1,100000.0,,15013.7,15.0137,,1800.0,0.25701454348270547,0.02110609577050763,0.008112715063402998,7.013907471522613,105.31054150012548,
18,18,2.5,1900,1,100000.0,,15401.5,15.401499999999999,,1900.0,0.2750762774681107,0.020898886787145816,0.008118588508158966,6.930579717800276,106.73637239324069,
19,19,2.5,2000,1,100000.0,,15866.3,15.866299999999997,,2000.0,0.28894091542667866,0.020883347545529857,0.0079972419221077,6.935011988510823,110.02865059923752,
20,20,2.5,2100,1,100000.0,,16208.5,16.2085,,2100.0,0.32031965082314856,0.02057878944823653,0.00795305136775713,6.567090942818767,106.45737059402008,
