,Simulation Number,PG.cFactor,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,100,1,100000.0,,2458.5,2.4585,,100.0,0.0037573524386360193,0.13296231345359608,0.013964357794436772,26.733701976516887,65.69413775022699,
1,1,2.5,200,1,100000.0,,1380.9,1.3808999999999996,,200.0,0.009343715972335076,0.10946993069732172,0.013454717578112275,21.600897930708328,29.836183968003773,
2,2,2.5,300,1,100000.0,,1499.3,1.4993,,300.0,0.01615096373800497,0.1021654485433216,0.013327029835056303,18.77510235016525,28.12839173827261,
3,3,2.5,400,1,100000.0,,1767.6,1.7675999999999998,,400.0,0.026218369963748957,0.10156584981586832,0.013767930816685368,15.440288782787208,27.32726397623553,
4,4,2.5,500,1,100000.0,,2046.1,2.0461,,500.0,0.03825597745847063,0.09295467140058401,0.0136379207179326,13.109301169627273,26.82726401086948,
5,5,2.5,600,1,100000.0,,2252.4,2.2524,,600.0,0.046757525724933656,0.0940774404140607,0.013884635632465276,12.909962896351784,29.084975033398532,
6,6,2.5,700,1,100000.0,,2552.3,2.5523,,700.0,0.06220045329017694,0.08725839345283656,0.014119575727252472,11.3348801878367,28.90784139002679,
7,7,2.5,800,1,100000.0,,2800.4,2.8004,,800.0,0.07406038214312502,0.08646965627235884,0.014086159140002935,10.830816374514088,30.313224234300534,
8,8,2.5,900,1,100000.0,,3124.2,3.1242,,900.0,0.0877327068718273,0.08897276717844878,0.013929174224200808,10.289916538834914,32.15371878010463,
9,9,2.5,1000,1,100000.0,,3427.9,3.4279,,1000.0,0.104627340702109,0.08567158680992495,0.014005464948378017,9.57528136716306,32.842839768987034,
10,10,2.5,1100,1,100000.0,,3655.5,3.6555,,1100.0,0.11964668542298112,0.08730641896360336,0.014229871173645348,9.202526705518851,33.653964432321274,
11,11,2.5,1200,1,100000.0,,3837.4,3.8374,,1200.0,0.13758171018093887,0.0834638749711093,0.013960252479420898,8.735997145674492,33.527029234597435,
12,12,2.5,1300,1,100000.0,,4039.4,4.0394,,1300.0,0.16017719018539084,0.08388107509910876,0.014186841293239489,8.143257547792032,32.89058102452441,
13,13,2.5,1400,1,100000.0,,4146.4,4.1464,,1400.0,0.17224692183949628,0.08522645861633905,0.013954671629072662,8.142532322933507,33.75540749086669,
14,14,2.5,1500,1,100000.0,,4183.3,4.1833,,1500.0,0.19599349414434072,0.08682199092412306,0.01399577774633044,7.662874692718271,32.05113226916983,
15,15,2.5,1600,1,100000.0,,4163.9,4.1639,,1600.0,0.21511202128679088,0.07783161881257995,0.014055669138556678,7.447039139076994,31.0084026474854,
16,16,2.5,1700,1,100000.0,,4110.9,4.1109,,1700.0,0.2360170723615056,0.08496890984204762,0.014173252622782146,7.241037126102404,29.76658300711061,
17,17,2.5,1800,1,100000.0,,3829.4,3.8294,,1800.0,0.25379067395506355,0.08249287760756882,0.01388370891343596,7.099812456196648,27.182596903054407,
18,18,2.5,1900,1,100000.0,,3351.7,3.3517,,1900.0,0.26759791576855607,0.08270784808541123,0.01407379372530417,7.15496159335666,23.96803969950966,
19,19,2.5,2000,1,100000.0,,2260.2,2.2602,,2000.0,0.2981024977138758,0.08285201026303164,0.013868307672418272,6.735859299222959,15.215414916077936,
20,20,2.5,2100,1,100000.0,,78.79999999999998,0.07879999999999998,,2100.0,0.3042678163253433,0.08937361742594575,0.010724349773569949,6.954394575821513,0.5476706511670252,
