,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,0.027,100,1,100000.0,,1056.2,1.0562,,100.0,0.00237679160933908,0.07583801530647427,0.0055018133673040495,42.203313827011854,44.49929776152884,
1,1,2.5,0.027,200,1,100000.0,,585.8,0.5858000000000001,,200.0,0.006268815540738615,0.04795865105888494,0.005763866949882498,32.168133711472606,18.817126571499816,
2,2,2.5,0.027,300,1,100000.0,,645.8,0.6458,,300.0,0.011450342860098316,0.04323397201106679,0.0057491630162852395,26.68300865438055,17.212752613757146,
3,3,2.5,0.027,400,1,100000.0,,775.0,0.775,,400.0,0.015329291236605511,0.03444107096160712,0.005926445975112121,26.240052599843082,20.32913136291628,
4,4,2.5,0.027,500,1,100000.0,,897.6,0.8975999999999998,,500.0,0.02158791262638715,0.03595852732917804,0.005921281004733544,23.56221383591553,21.11225247618609,
5,5,2.5,0.027,600,1,100000.0,,1014.4,1.0144,,600.0,0.027631767988532372,0.03492472088511421,0.0058738806470726174,21.85493414786144,22.10080597619297,
6,6,2.5,0.027,700,1,100000.0,,1143.0,1.1430000000000002,,700.0,0.03646766093795577,0.031096313748988066,0.0059339189346449255,19.252682546551803,22.010361829073364,
7,7,2.5,0.027,800,1,100000.0,,1244.2,1.2442,,800.0,0.04221177751289815,0.032818414816718246,0.005451424438818493,19.23745425776825,23.86919085212941,
8,8,2.5,0.027,900,1,100000.0,,1388.4,1.3884000000000003,,900.0,0.05116434032352117,0.031237068300530576,0.005832398462955564,17.647004547603665,24.49903599971779,
9,9,2.5,0.027,1000,1,100000.0,,1479.6,1.4796,,1000.0,0.06108487865908501,0.028276057779849005,0.0056205656349317375,16.536863591750503,24.456747888953903,
10,10,2.5,0.027,1100,1,100000.0,,1637.4,1.6374,,1100.0,0.06132411891940137,0.02720948421551988,0.006035167793572134,18.144926013152727,29.735269359443713,
11,11,2.5,0.027,1200,1,100000.0,,1748.6,1.7486,,1200.0,0.07865561566995893,0.026336730704199326,0.006156070542333811,15.413097588581952,26.902331699787943,
12,12,2.5,0.027,1300,1,100000.0,,1732.2,1.7322,,1300.0,0.08065070363472841,0.026303050771552077,0.00605694094362086,16.18505247405714,28.042043836847313,
13,13,2.5,0.027,1400,1,100000.0,,1805.4,1.8054,,1400.0,0.09661892216799968,0.025729214605406392,0.006053136736132192,14.499618517547322,26.18996095844948,
14,14,2.5,0.027,1500,1,100000.0,,1868.2,1.8682,,1500.0,0.10945688283550224,0.02702723899765754,0.005923753200512793,13.741045953545344,25.66156201744035,
15,15,2.5,0.027,1600,1,100000.0,,1866.8,1.8668,,1600.0,0.1176909136584527,0.026003718520849706,0.005841472071278794,13.598447749637506,25.3912631385044,
16,16,2.5,0.027,1700,1,100000.0,,1816.2,1.8162,,1700.0,0.11932358139019925,0.02629069711894725,0.005799304775378664,14.293723948163338,25.968436320541382,
17,17,2.5,0.027,1800,1,100000.0,,1725.8,1.7258,,1800.0,0.13530601010688767,0.023441566145495803,0.006389484941578297,13.360931532080688,23.039169737360343,
18,18,2.5,0.027,1900,1,100000.0,,1471.0,1.471,,1900.0,0.14579964670701884,0.021914347471075218,0.0057265238087512394,13.038524270253626,19.182000657580648,
19,19,2.5,0.027,2000,1,100000.0,,1012.8,1.0128,,2000.0,0.15949393866690115,0.023547840100547543,0.005957731028523951,12.893503441477124,12.966340831284302,
20,20,2.5,0.027,2100,1,100000.0,,36.2,0.0362,,2100.0,0.18142256628957537,0.026402422919669342,0.005622399059581815,11.909910693021015,0.42616963599771773,
