# SourcePhotonFlux	NumberRaysSurvived	PercentageRaysSurvived	PhotonFlux	PhotonEnergy	Bandwidth	HorizontalFocusFWHM	VerticalFocusFWHM	EnergyPerMilPerBw	FluxPerMilPerBwPerc	FluxPerMilPerBwAbs
nan	2.112400000000000091e+02	2.112400000000000111e-01	nan	2.000000000000000000e+01	4.753583218678159267e-04	1.516760306129485460e-02	1.100362673460809817e-03	8.440662765402372258e+00	8.899859552305766641e+00	nan
nan	1.171599999999999966e+02	1.171600000000000141e-01	nan	4.000000000000000000e+01	1.253763108147722951e-03	9.591730211776988008e-03	1.152773389976499609e-03	6.433626742294521250e+00	3.763425314299964075e+00	nan
nan	1.291599999999999966e+02	1.291599999999999970e-01	nan	6.000000000000000000e+01	2.290068572019663545e-03	8.646794402213357419e-03	1.149832603257047768e-03	5.336601730876109784e+00	3.442550522751429476e+00	nan
nan	1.550000000000000000e+02	1.549999999999999989e-01	nan	8.000000000000000000e+01	3.065858247321102698e-03	6.888214192321423686e-03	1.185289195022424169e-03	5.248010519968617338e+00	4.065826272583256795e+00	nan
nan	1.795200000000000102e+02	1.795199999999999851e-01	nan	1.000000000000000000e+02	4.317582525277430423e-03	7.191705465835607561e-03	1.184256200946708776e-03	4.712442767183106618e+00	4.222450495237217716e+00	nan
nan	2.028799999999999955e+02	2.028800000000000048e-01	nan	1.200000000000000000e+02	5.526353597706474934e-03	6.984944177022842440e-03	1.174776129414523574e-03	4.370986829572288457e+00	4.420161195238593521e+00	nan
nan	2.285999999999999943e+02	2.286000000000000532e-01	nan	1.400000000000000000e+02	7.293532187591153688e-03	6.219262749797614329e-03	1.186783786928985148e-03	3.850536509310360511e+00	4.402072365814673205e+00	nan
nan	2.488400000000000034e+02	2.488400000000000334e-01	nan	1.600000000000000000e+02	8.442355502579631035e-03	6.563682963343649146e-03	1.090284887763698449e-03	3.847490851553650337e+00	4.773838170425882765e+00	nan
nan	2.776800000000000068e+02	2.776800000000000379e-01	nan	1.800000000000000000e+02	1.023286806470423416e-02	6.247413660106115874e-03	1.166479692591112713e-03	3.529400909520732821e+00	4.899807199943557734e+00	nan
nan	2.959199999999999591e+02	2.959200000000000164e-01	nan	2.000000000000000000e+02	1.221697573181700081e-02	5.655211555969800845e-03	1.124113126986347588e-03	3.307372718350100715e+00	4.891349577790781389e+00	nan
nan	3.274800000000000182e+02	3.274800000000000488e-01	nan	2.200000000000000000e+02	1.226482378388027428e-02	5.441896843103975409e-03	1.207033558714426871e-03	3.628985202630546247e+00	5.947053871888742904e+00	nan
nan	3.497199999999999704e+02	3.497200000000000308e-01	nan	2.400000000000000000e+02	1.573112313399178605e-02	5.267346140839865819e-03	1.231214108466762271e-03	3.082619517716390423e+00	5.380466339957588495e+00	nan
nan	3.464399999999999977e+02	3.464400000000000257e-01	nan	2.600000000000000000e+02	1.613014072694568188e-02	5.260610154310414906e-03	1.211388188724172015e-03	3.237010494811427996e+00	5.608408767369462922e+00	nan
nan	3.610800000000000409e+02	3.610799999999999566e-01	nan	2.800000000000000000e+02	1.932378443359993730e-02	5.145842921081278387e-03	1.210627347226438284e-03	2.899923703509464268e+00	5.237992191689896160e+00	nan
nan	3.736399999999999864e+02	3.736399999999999721e-01	nan	3.000000000000000000e+02	2.189137656710045052e-02	5.405447799531508564e-03	1.184750640102558887e-03	2.748209190709068661e+00	5.132312403488070274e+00	nan
nan	3.733600000000000136e+02	3.733600000000000252e-01	nan	3.200000000000000000e+02	2.353818273169053926e-02	5.200743704169940966e-03	1.168294414255758879e-03	2.719689549927501115e+00	5.078252627700879707e+00	nan
nan	3.632400000000000091e+02	3.632400000000000628e-01	nan	3.400000000000000000e+02	2.386471627803984918e-02	5.258139423789449929e-03	1.159860955075732881e-03	2.858744789632667427e+00	5.193687264108276302e+00	nan
nan	3.451599999999999682e+02	3.451600000000000223e-01	nan	3.600000000000000000e+02	2.706120202137753811e-02	4.688313229099161025e-03	1.277896988315659500e-03	2.672186306416137747e+00	4.607833947472069092e+00	nan
nan	2.941999999999999886e+02	2.942000000000000171e-01	nan	3.800000000000000000e+02	2.915992934140376747e-02	4.382869494215043196e-03	1.145304761750247716e-03	2.607704854050725274e+00	3.836400131516130241e+00	nan
nan	2.025600000000000023e+02	2.025600000000000178e-01	nan	4.000000000000000000e+02	3.189878773338022944e-02	4.709568020109509458e-03	1.191546205704790149e-03	2.578700688295425092e+00	2.593268166256860408e+00	nan
nan	7.240000000000000213e+00	7.240000000000000775e-03	nan	4.200000000000000000e+02	3.628451325791507559e-02	5.280484583933868492e-03	1.124479811916362978e-03	2.381982138604203048e+00	8.523392719954356322e-02	nan
