,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,0.027,100,1,100000.0,,20000.0,20.0,,20.0,0.01997560392003322,0.02245653541121109,0.021024437651295157,0.20024449256722837,20.024449256722836,
1,1,2.5,0.027,200,1,100000.0,,20000.0,20.0,,40.0,0.039958433611194555,0.017148461804939456,0.01430522850010532,0.2002080867406078,20.02080867406078,
2,2,2.5,0.027,300,1,100000.0,,20000.0,20.0,,60.0,0.05991528767599221,0.014098833406800187,0.012099815147054434,0.20028292059893232,20.02829205989323,
3,3,2.5,0.027,400,1,100000.0,,20000.0,20.0,,80.0,0.07993567688599569,0.01206765493813721,0.010413089632084043,0.2001609830133051,20.016098301330505,
4,4,2.5,0.027,500,1,100000.0,,20000.0,20.0,,100.0,0.09988291095454542,0.011768372669615206,0.00956735731210954,0.20023458590218207,20.023458590218205,
5,5,2.5,0.027,600,1,100000.0,,20000.0,20.0,,120.0,0.11221382467725496,0.011128084930746313,0.008443364140858675,0.21899452936282457,21.899452936282465,
6,6,2.5,0.027,700,1,100000.0,,20000.0,20.0,,140.0,0.1397826085003953,0.010658641006864344,0.008060999288639556,0.20031136495818705,20.031136495818707,
7,7,2.5,0.027,800,1,100000.0,,20000.0,20.0,,160.0,0.15988249139945307,0.010475440016860267,0.007349562805845185,0.2001470267620103,20.01470267620103,
8,8,2.5,0.027,900,1,100000.0,,20000.0,20.0,,180.0,0.17947370494034204,0.010138772271592615,0.007231488797753531,0.2005873513476533,20.05873513476533,
9,9,2.5,0.027,1000,1,100000.0,,20000.0,20.0,,200.0,0.1995851874503387,0.009819401643735728,0.006762290238863697,0.20041581300235017,20.041581300235016,
10,10,2.5,0.027,1100,1,100000.0,,20000.0,20.0,,220.0,0.21920598010203324,0.009654006253461802,0.006392987658488091,0.20072576393480088,20.072576393480084,
11,11,2.5,0.027,1200,1,100000.0,,20000.0,20.0,,240.0,0.23979734666627336,0.009222137702432909,0.0060836824811137365,0.20016904771481472,20.01690477148147,
12,12,2.5,0.027,1300,1,100000.0,,20000.0,20.0,,260.0,0.2586415974551619,0.009418133544177022,0.0059501924938842096,0.20106262479341536,20.10626247934154,
13,13,2.5,0.027,1400,1,100000.0,,20000.0,20.0,,280.0,0.2600922884322262,0.008951969728951166,0.005674378398061719,0.22036286145094575,22.036286145094575,
14,14,2.5,0.027,1500,1,100000.0,,20000.0,20.0,,300.0,0.29983588945076006,0.008821303350184079,0.0052459549175471855,0.20010947258361236,20.010947258361234,
15,15,2.5,0.027,1600,1,100000.0,,20000.0,20.0,,320.0,0.31953833619302713,0.008626973962255494,0.00522590217410816,0.20028902636281143,20.02890263628114,
16,16,2.5,0.027,1700,1,100000.0,,20000.0,20.0,,340.0,0.3390699067844162,0.008926486797578254,0.004975436901098909,0.20055037455082875,20.055037455082875,
17,17,2.5,0.027,1800,1,100000.0,,20000.0,20.0,,360.0,0.3596982683563056,0.009022859598580336,0.005077861150918743,0.20016777743146125,20.01677774314612,
18,18,2.5,0.027,1900,1,100000.0,,20000.0,20.0,,380.0,0.37950329990401765,0.0086321411636399,0.004688956350188082,0.20026184052330856,20.026184052330855,
19,19,2.5,0.027,2000,1,100000.0,,20000.0,20.0,,400.0,0.3993780194130522,0.008549043042621917,0.0048260165277926245,0.2003116711735045,20.031167117350456,
20,20,2.5,0.027,2100,1,100000.0,,20000.0,20.0,,420.0,0.41931305594876894,0.008609995947330732,0.004763015421277279,0.2003276866140861,20.032768661408607,
