,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,100,1,100000.0,,57.16,0.05716,10.0,0.0003164243724499,0.0043342224184941,0.0007390636941101,1383272000000.0,891696000000.0,720216000000.0,3.1992345072588315,1.829918784104536,44284034575329.766,28546733032030.76,23056976679717.15,5.72368627871318e-06,3.689649006112629e-06,2.980101120321738e-06,2.754095488392466e-06,1.7753673396248958e-06,1.4339505435431849e-06
1,1,2.25,0.02,105,1,100000.0,,60.98,0.06098,10.5,0.0002914104702379,0.0037695901641203,0.0007067593556091,1475716000000.0,951288000000.0,768348000000.0,3.6458918032421295,2.2185895943464526,53689868183184.16,34609997671804.664,27954228888765.305,6.4519759966512895e-06,4.159125022634716e-06,3.3592932875126558e-06,3.2741629697669597e-06,2.1106174515853125e-06,1.7047294801265988e-06
2,2,2.25,0.02,110,1,100000.0,,65.64,0.0656399999999999,11.0,0.0003055904927553,0.0039897443532029,0.0007075982068821,1588488000000.0,1023984000000.0,827064000000.0,3.701688781871038,2.431261295808215,58836523358558.81,37927676214608.16,30633892327183.51,7.194834950338708e-06,4.6379927779042905e-06,3.7460710898457735e-06,3.979467446282421e-06,2.565276535620072e-06,2.071954124923905e-06
3,3,2.25,0.02,115,1,100000.0,,67.67999999999999,0.06768,11.5,0.0003353349135393,0.0039244313837011,0.0007103977335525,1637856000000.0,1055808000000.0,852768000000.0,3.499344138108371,2.366932641317419,57279769919881.54,36924149204551.73,29823351280599.48,7.696192396768389e-06,4.961181875602761e-06,4.007108437986846e-06,4.469545474392002e-06,2.8811946033270755e-06,2.3271187180718687e-06
4,4,2.25,0.02,120,1,100000.0,,68.56,0.06856,12.0,0.0003693419622186,0.0037185957842538,0.0006653304531555,1659152000000.0,1069536000000.0,863856000000.0,3.297788761026108,2.2604239721506016,54702260126044.56,35262613965549.39,28481342049097.586,8.061542031288556e-06,5.196696516037251e-06,4.197331801414702e-06,4.971614353135066e-06,3.2048423102854147e-06,2.588526481384373e-06
5,5,2.25,0.02,125,1,100000.0,,72.61,0.07261,12.5,0.0003942062703195,0.0037079514311111,0.0006846994758785,1757162000000.0,1132716000000.0,914886000000.0,3.215180096970836,2.336797671296849,56550503645383.73,36454043672230.84,29443650658340.293,8.88962504776075e-06,5.7305020969036245e-06,4.628482462883697e-06,5.534438229143044e-06,3.567654395645929e-06,2.881567011867866e-06
6,6,2.25,0.02,130,1,100000.0,,73.59,0.07359,13.0,0.0003641003454265,0.0038984863140752,0.0006945018591055,1780878000000.0,1148004000000.0,927234000000.0,3.5932529562681346,2.641271330317405,63918766193681.2,41203832752951.52,33280018761999.305,9.357008013635588e-06,6.031790289781618e-06,4.871830618669768e-06,5.9112946323361015e-06,3.810586622497652e-06,3.077781502786565e-06
7,7,2.25,0.02,135,1,100000.0,,71.0,0.071,13.5,0.0003951781375755,0.0034286952672527,0.0006295868194967,1718200000000.0,1107600000000.0,894600000000.0,3.483106480575493,2.475707838607017,59912129694289.83,38621042282269.45,31193918766448.41,9.386055997321564e-06,6.050515436289934e-06,4.8869547754649465e-06,5.966811305061996e-06,3.846374229709387e-06,3.106686877842197e-06
8,8,2.25,0.02,140,1,100000.0,,68.71000000000001,0.06871,14.0,0.000437044295115,0.0036060318189374,0.0006960628215769,1662140226557.1418,1071876000000.0,865746000000.0,3.2490185446863484,2.230900516152338,53966955164370.414,34802048051976.46,28109346503519.45,9.46942051167274e-06,6.106611474889978e-06,4.932263114334213e-06,6.051804561980769e-06,3.902669560025052e-06,3.152156183097156e-06
9,9,2.25,0.02,145,1,100000.0,,66.85,0.0668499999999999,14.5,0.0004126958518074,0.0032966139930519,0.0006962995698751,1611231181928.9016,1042860000000.0,842310000000.0,3.5780662327827555,2.3957004480582067,57741619513424.44,37372926989708.02,30185825645533.406,9.511337977166096e-06,6.156158119403335e-06,4.972281557979615e-06,6.113754854743841e-06,3.957092228183743e-06,3.196112953533023e-06
10,10,2.25,0.02,150,1,100000.0,,62.98,0.06298,15.0,0.0004709765667948,0.0032086358576379,0.0007193463052535,1517818000000.0,982488000000.0,793548000000.0,3.226414282894423,2.0297873021700994,48917873982299.4,31664681913853.55,25575320007343.25,9.26266717702382e-06,5.995751367700064e-06,4.842722258526976e-06,6.012779679279965e-06,3.892089750903213e-06,3.1436109526525955e-06
11,11,2.25,0.02,155,1,100000.0,,60.03,0.0600299999999999,15.5,0.0004775591263742,0.0031773812491619,0.0007032054858983,1446723000000.0,936468000000.0,756378000000.0,3.293768455077001,1.9708715537296664,47498004444884.95,30745596238182.797,24832981576993.8,9.156866696170166e-06,5.927266409139372e-06,4.7874074843048765e-06,5.890470024918161e-06,3.8129183563785607e-06,3.0796648263057607e-06
12,12,2.25,0.02,160,1,100000.0,,54.4,0.0544,16.0,0.0005191231720621,0.0033786817554078,0.0006820473860504,1311040000000.0,848640000000.0,685440000000.0,3.160151852477302,1.7204768293508408,41463491587355.27,26839438537873.12,21678008049820.598,8.562731911563727e-06,5.542681237360753e-06,4.476780999406762e-06,5.490669078969411e-06,3.5541260428183742e-06,2.8706402653533016e-06
13,13,2.25,0.02,165,1,100000.0,,52.59,0.0525899999999999,16.5,0.0005449498002903,0.0033448712594906,0.0006595693386899,1267419000000.0,820404000000.0,662634000000.0,3.0861728131575723,1.6227256747215784,39107688760790.05,25314520525656.625,20446343501491.89,8.516411187366241e-06,5.512697698046197e-06,4.452563525345005e-06,5.437536198930015e-06,3.5197329752410044e-06,2.8428612492331194e-06
14,14,2.25,0.02,170,1,100000.0,,48.92,0.04892,17.0,0.0005576809839467,0.0031379643444014,0.0006746390637773,1177006503663.5671,763152000000.0,616392000000.0,3.073732177022921,1.5034439443817362,36172594039879.61,23453725532355.09,18943393699209.88,8.162653974473036e-06,5.29253295248369e-06,4.274738153929136e-06,5.175975618358856e-06,3.356018962347954e-06,2.710630700357963e-06
15,15,2.25,0.02,175,1,100000.0,,45.07,0.04507,17.5,0.0005452147695393,0.0030677903903759,0.0006533509369024,1081680000000.0,703092000000.0,567882000000.0,3.2721992555775743,1.4730961941625045,35354308659900.11,22980300628935.062,18561012046447.55,7.768895000840401e-06,5.0497817505462604e-06,4.078669875441212e-06,4.8565392981975645e-06,3.1567505438284176e-06,2.5496831315537213e-06
