,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,100,1,100000.0,,100000.0,100.0,100.0,0.099811895920834,0.1108182825415983,0.1024813068337437,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.0018909126786215,100.1890912678622,2424576008682265.0,1562949823778650.0,1262382549975063.5,0.0100134469536618,0.0064549492759143,0.0052136128766999,0.0048182216381953,0.0031059610560267,0.0025086608529446
1,1,2.25,0.02,105,1,100000.0,,100000.0,100.0,105.0,0.1014878166634744,0.1069018091636599,0.1008083362510795,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.048542376746816,104.8542376746816,2537472551727294.5,1635726107725033.0,1321163394700988.5,0.0105804788400316,0.0068204739629954,0.0055088443547271,0.0053692406850884,0.0034611634168338,0.0027955550674426
2,2,2.25,0.02,110,1,100000.0,,100000.0,100.0,110.0,0.1096605662412912,0.1085112341364524,0.0956204583577916,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.0031058353450553,100.31058353450553,2427516121535034.0,1564845103138286.5,1263913352534769.8,0.010961052636104,0.007065802525753,0.0057069943477236,0.0060625646652687,0.0039080995362889,0.0031565419331563
3,3,2.25,0.02,115,1,100000.0,,100000.0,100.0,115.0,0.114753230795901,0.1003775513354139,0.0959062253338789,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.0021533884105724,100.21533884105725,2425211199953585.0,1563359285920492.8,1262713269397321.2,0.0113714426666199,0.0073303514710442,0.0059206684958433,0.0066039383486879,0.004257084224774,0.0034384141815482
4,4,2.25,0.02,120,1,100000.0,,100000.0,100.0,120.0,0.1187172810541625,0.1066361271542658,0.0957898404996711,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.0112897334798878,101.12897334798876,2447321155021328.5,1577611984228624.8,1274225064184658.8,0.0117583751914942,0.0075797790490625,0.006122129231935,0.0072514795115739,0.0046745074537418,0.0037755637126376
5,5,2.25,0.02,125,1,100000.0,,100000.0,100.0,125.0,0.1248212731378202,0.1015457093991361,0.0949886368091379,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.0014328884998775,100.14328884998774,2423467590169704.0,1562235306059809.2,1261805439509846.0,0.0122429762398578,0.0078921665017265,0.0063744421744714,0.0076221432710963,0.0049134477284753,0.0039685539345376
6,6,2.25,0.02,130,1,100000.0,,100000.0,100.0,130.0,0.1296579237252529,0.0969942858226218,0.0912113665065317,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.0026611316040683,100.26611316040685,2426439938481845.0,1564151365302346.5,1263353025821126.2,0.0127150536943002,0.0081964808938464,0.0066202345681067,0.008032741720799,0.0051781310266307,0.0041823365984326
7,7,2.25,0.02,135,1,100000.0,,100000.0,100.0,135.0,0.1347210250688362,0.0961115663022113,0.0925082862900763,2420000000000000.0,1560000000000000.0,1260000000000000.0,1.0020734418891142,100.20734418891143,2425017729371657.0,1563234569347018.5,1262612536780284.2,0.013219797179326,0.0085218527271689,0.006883034895021,0.0084039595845943,0.0054174284925484,0.0043756153209044
8,8,2.25,0.02,140,1,100000.0,,100000.0,100.0,140.0,0.1393117927368507,0.0964173041099833,0.0887198822698111,2419065967918995.5,1560000000000000.0,1260000000000000.0,1.0050039308766023,100.50039308766026,2431170806808403.5,1567806132167500.2,1266304952904519.2,0.0137817210182986,0.0088875148812253,0.0071783774040666,0.0088077493261253,0.0056799149469145,0.0045876236109694
9,9,2.25,0.02,145,1,100000.0,,100000.0,100.0,145.0,0.144754529987847,0.093928665820945,0.0878364669866668,2410218671546599.5,1560000000000000.0,1260000000000000.0,1.001697903074253,100.1697903074253,2414310989238640.5,1562648728795834.8,1262139357873558.5,0.014227880294938,0.0092089126692645,0.007437967925175,0.0091454822060491,0.005919360101995,0.0047810216208422
