,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,2.5,0.016,100,1,100000.0,,88.02000000000001,0.08802,10.0,0.0002179030017472,0.0068372086258859,0.0003514948518044,,4.697325185637282,4.131606387245343,,,
1,1,2.5,0.016,150,1,100000.0,,110.43,0.11043,15.0,0.0003338886937734,0.005673678562578,0.000365173724697,,4.537858495230891,5.00933901058444,,,
2,2,2.5,0.016,200,1,100000.0,,130.47,0.13047,20.0,0.0004697100708986,0.0048606669356579,0.0003629393018863,,4.281057667343678,5.586660082500581,,,
3,3,2.5,0.016,250,1,100000.0,,146.91,0.1469099999999999,25.0,0.0005879123846921,0.0043622205634979,0.0003703944789679,,4.272434605669706,6.279339215272053,,,
4,4,2.5,0.016,300,1,100000.0,,161.86,0.16186,30.0,0.0006965593819296,0.0041578739928565,0.0003746317198514,,4.3438527068180015,7.032586998226672,,,
5,5,2.5,0.016,350,1,100000.0,,176.8,0.1768,35.0,0.0007942419172019,0.0036930894504539,0.0003759736174945,,4.458624189165708,7.875015507627921,,,
6,6,2.5,0.016,400,1,100000.0,,188.35,0.18835,40.0,0.0009846510029035,0.0038490542375889,0.0003716441750693,,4.085722785136129,7.693936597540992,,,
7,7,2.5,0.016,450,1,100000.0,,202.4,0.2024,45.0,0.0011197026791518,0.0033161229866942,0.0003705404523258,,4.05584403419215,8.20813839386427,,,
8,8,2.5,0.016,500,1,100000.0,,211.33,0.21133,50.0,0.0013980654612572,0.0033365674281465,0.0003787712743597,,3.594500276378754,7.593804238820617,,,
9,9,2.5,0.016,550,1,100000.0,,223.64,0.2236399999999999,55.0,0.0014483264821251,0.0032013540370576,0.0003748024936695,,3.826443718915928,8.560893769981645,,,
10,10,2.5,0.016,600,1,100000.0,,235.92,0.23592,60.0,0.0016234534454645,0.0031515315679455,0.0003716720599635,,3.71258056825678,8.758372430421344,,,
11,11,2.5,0.016,650,1,100000.0,,246.62,0.2466199999999999,65.0,0.0018314002831641,0.0030019260963489,0.0003755987400251,,3.576579705377408,8.82332575659268,,,
12,12,2.5,0.016,700,1,100000.0,,255.06,0.25506,70.0,0.0019192641589916,0.0029058431365592,0.0003789193825607,,3.657933864902899,9.328414501874674,,,
13,13,2.5,0.016,750,1,100000.0,,263.89,0.26389,75.0,0.0021693700314563,0.0028449212150898,0.0003779985773521,,3.474604107997559,9.170556327946198,,,
14,14,2.5,0.016,800,1,100000.0,,272.79,0.27279,80.0,0.0023053406281132,0.0027026999981079,0.0003784194844192,,3.4849340086819,9.509485392251602,,,
15,15,2.5,0.016,850,1,100000.0,,285.23,0.28523,85.0,0.0024266500554199,0.0026449609045084,0.0003789240146517,,3.51523154823557,10.02278293681916,,,
16,16,2.5,0.016,900,1,100000.0,,290.28000000000003,0.29028,90.0,0.0026543732028755,0.0026333446955236,0.0003804376342949,,3.407575635529825,9.891050580118234,,,
17,17,2.5,0.016,950,1,100000.0,,297.89,0.29789,95.0,0.0028949388417686,0.0025269551296963,0.0003788133806963,,3.2943599077003123,9.812739122488356,,,
18,18,2.5,0.016,1000,1,100000.0,,309.92,0.30992,100.0,0.0030687750140305,0.0025661028443788,0.0003728073797718,,3.274396126000924,10.14867362941161,,,
19,19,2.5,0.016,1050,1,100000.0,,310.71,0.31071,105.0,0.0033626060091705,0.002320175608769,0.0003796713992299,,3.143018387453292,9.7612880553116,,,
20,20,2.5,0.016,1100,1,100000.0,,320.36,0.32036,110.0,0.0035116700165622,0.0023772391286724,0.0003797699058043,,3.143378645375789,10.071196595700608,,,
21,21,2.5,0.016,1150,1,100000.0,,324.4,0.3243999999999999,115.0,0.0035715327587809,0.0023989776077705,0.0003759393466353,,3.246120424844983,10.535559800562735,,,
22,22,2.5,0.016,1200,1,100000.0,,332.04,0.33204,120.0,0.003835477122443,0.0023394931441595,0.0003785786424709,,3.144270794396387,10.435874870345394,,,
23,23,2.5,0.016,1250,1,100000.0,,343.05,0.3430499999999999,125.0,0.0041242545213162,0.0022243435157045,0.0003732171554052,,3.0335685855192898,10.408719226709495,,,
24,24,2.5,0.016,1300,1,100000.0,,347.23,0.34723,130.0,0.004522184031075,0.0022111493424907,0.0003790144077957,,2.8806599125769727,9.99971325786839,,,
25,25,2.5,0.016,1350,1,100000.0,,353.36,0.35336,135.0,0.0046046994587823,0.0022418782987212,0.0003817333396362,,2.93544442256922,10.37125976808412,,,
26,26,2.5,0.016,1400,1,100000.0,,358.29,0.3582899999999999,140.0,0.0047322780641161,0.0022373087949082,0.0003808424143179,,2.9664420159264013,10.628033252756357,,,
27,27,2.5,0.016,1450,1,100000.0,,367.9,0.3678999999999999,145.0,0.0049602942020192,0.0021375356604244,0.0003761888758333,,2.935913841646693,10.799759600631756,,,
28,28,2.5,0.016,1500,1,100000.0,,375.15,0.37515,150.0,0.0053813873725402,0.0021810821713819,0.0003796928033793,,2.796779657991372,10.490020875383486,,,
29,29,2.5,0.016,1550,1,100000.0,,380.54,0.38054,155.0,0.0056567774191034,0.0021267861320701,0.0003754123390414,,2.7689027996724964,10.53810454708256,,,
30,30,2.5,0.016,1600,1,100000.0,,386.21,0.3862099999999999,160.0,0.0057364019101987,0.0020962360295381,0.0003823520205727,,2.8149517073170074,10.87046442900034,,,
31,31,2.5,0.016,1650,1,100000.0,,388.12,0.3881199999999999,165.0,0.0061043053479784,0.0020385726685443,0.0003794760217365,,2.7087117940054384,10.513729328745852,,,
32,32,2.5,0.016,1700,1,100000.0,,396.4,0.3964,170.0,0.0065151972024659,0.0020250077458152,0.0003802986255053,,2.626495027707238,10.419667974160696,,,
33,33,2.5,0.016,1750,1,100000.0,,402.32,0.4023199999999999,175.0,0.0064232886343029,0.0020511701342964,0.0003793280888293,,2.7333984726478366,10.99606294792255,,,
34,34,2.5,0.016,1800,1,100000.0,,408.65,0.40865,180.0,0.0070635856814897,0.0019252605799998,0.0003786653162536,,2.558844357709565,10.452264661026408,,,
35,35,2.5,0.016,1850,1,100000.0,,413.45,0.41345,185.0,0.0072553655513343,0.0020263667700006,0.0003813942827438,,2.5667272606856626,10.62000496344046,,,
36,36,2.5,0.016,1900,1,100000.0,,418.23,0.41823,190.0,0.0073590374400146,0.0020423428426775,0.0003779887438079,,2.590455844880218,10.835671332652437,,,
37,37,2.5,0.016,1950,1,100000.0,,428.28,0.42828,195.0,0.0076364616820751,0.0019684719584164,0.0003781494624172,,2.559263821719246,10.961782286449113,,,
38,38,2.5,0.016,2000,1,100000.0,,432.99,0.43299,200.0,0.0080078623838494,0.0019534693434651,0.0003808184247416,,2.5039666159607994,10.840208523291112,,,
39,39,2.5,0.016,2050,1,100000.0,,439.19,0.4391899999999999,205.0,0.0081358333610114,0.0019207704997826,0.0003811354394462,,2.5318207676148488,11.12238718381142,,,
