,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,0.027,100,1,100000.0,,100000.0,100.0,,100.0,0.09987801960016611,0.11228267705605546,0.10512218825647576,1.0012224628361417,100.12224628361416,
1,1,2.5,0.027,200,1,100000.0,,100000.0,100.0,,200.0,0.19979216805597275,0.08574230902469726,0.07152614250052661,1.0010404337030387,100.10404337030393,
2,2,2.5,0.027,300,1,100000.0,,100000.0,100.0,,300.0,0.299576438379961,0.07049416703400094,0.060499075735272176,1.0014146029946616,100.14146029946615,
3,3,2.5,0.027,400,1,100000.0,,100000.0,100.0,,400.0,0.3996783844299784,0.06033827469068605,0.05206544816042023,1.0008049150665255,100.08049150665252,
4,4,2.5,0.027,500,1,100000.0,,100000.0,100.0,,500.0,0.4994145547727271,0.05884186334807602,0.04783678656054771,1.0011729295109106,100.11729295109104,
5,5,2.5,0.027,600,1,100000.0,,100000.0,100.0,,600.0,0.5610691233862749,0.05564042465373158,0.042216820704293376,1.0949726468141228,109.49726468141232,
6,6,2.5,0.027,700,1,100000.0,,100000.0,100.0,,700.0,0.6989130425019766,0.05329320503432172,0.04030499644319777,1.0015568247909352,100.15568247909351,
7,7,2.5,0.027,800,1,100000.0,,100000.0,100.0,,800.0,0.7994124569972656,0.052377200084301336,0.03674781402922593,1.0007351338100514,100.07351338100514,
8,8,2.5,0.027,900,1,100000.0,,100000.0,100.0,,900.0,0.8973685247017101,0.05069386135796309,0.036157443988767655,1.0029367567382663,100.29367567382666,
9,9,2.5,0.027,1000,1,100000.0,,100000.0,100.0,,1000.0,0.9979259372516937,0.04909700821867865,0.033811451194318484,1.0020790650117508,100.20790650117507,
10,10,2.5,0.027,1100,1,100000.0,,100000.0,100.0,,1100.0,1.096029900510166,0.048270031267309,0.031964938292440445,1.0036288196740044,100.36288196740043,
11,11,2.5,0.027,1200,1,100000.0,,100000.0,100.0,,1200.0,1.1989867333313668,0.04611068851216454,0.03041841240556869,1.0008452385740736,100.08452385740736,
12,12,2.5,0.027,1300,1,100000.0,,100000.0,100.0,,1300.0,1.2932079872758095,0.047090667720885104,0.02975096246942105,1.0053131239670767,100.5313123967077,
13,13,2.5,0.027,1400,1,100000.0,,100000.0,100.0,,1400.0,1.3004614421611311,0.04475984864475584,0.028371891990308595,1.1018143072547288,110.18143072547288,
14,14,2.5,0.027,1500,1,100000.0,,100000.0,100.0,,1500.0,1.4991794472538005,0.044106516750920394,0.026229774587735927,1.0005473629180617,100.05473629180617,
15,15,2.5,0.027,1600,1,100000.0,,100000.0,100.0,,1600.0,1.5976916809651356,0.04313486981127748,0.0261295108705408,1.0014451318140571,100.14451318140571,
16,16,2.5,0.027,1700,1,100000.0,,100000.0,100.0,,1700.0,1.6953495339220808,0.04463243398789128,0.024877184505494546,1.0027518727541436,100.27518727541438,
17,17,2.5,0.027,1800,1,100000.0,,100000.0,100.0,,1800.0,1.7984913417815278,0.04511429799290168,0.025389305754593715,1.000838887157306,100.0838887157306,
18,18,2.5,0.027,1900,1,100000.0,,100000.0,100.0,,1900.0,1.8975164995200884,0.04316070581819949,0.02344478175094041,1.0013092026165429,100.13092026165428,
19,19,2.5,0.027,2000,1,100000.0,,100000.0,100.0,,2000.0,1.9968900970652608,0.04274521521310959,0.02413008263896312,1.0015583558675227,100.15583558675227,
20,20,2.5,0.027,2100,1,100000.0,,100000.0,100.0,,2100.0,2.096565279743845,0.04304997973665366,0.0238150771063864,1.0016384330704304,100.16384330704304,
