,Simulation Number,ExitSlit.openingHeight,PG.lineDensity,PG.orderDiffraction,SU.numberRays,SU.photonEnergy,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM
0,0,0.02,1200,1,100000.0,50,,100000.0,100.0,,0.04993867509370063,0.21288963456669607,0.14361523746931232
1,1,0.02,1200,1,100000.0,100,,100000.0,100.0,,0.09988663134248268,0.1735768334454571,0.110532672008664
2,2,0.02,1200,1,100000.0,150,,100000.0,100.0,,0.1493960836850931,0.17179550026087184,0.08658330439933774
3,3,0.02,1200,1,100000.0,200,,100000.0,100.0,,0.19984216010622047,0.15902516696250552,0.07996795020593558
4,4,0.02,1200,1,100000.0,250,,100000.0,100.0,,0.24963873330170827,0.15377377348358212,0.07065624386759692
5,5,0.02,1200,1,100000.0,300,,100000.0,100.0,,0.29960382616023934,0.15194416382155743,0.06542061937051705
6,6,0.02,1200,1,100000.0,350,,100000.0,100.0,,0.3491869726234313,0.1546074385136424,0.060476662228492586
7,7,0.02,1200,1,100000.0,400,,100000.0,100.0,,0.3993431071540499,0.15057854902207696,0.058303147447521984
8,8,0.02,1200,1,100000.0,450,,100000.0,100.0,,0.44924944954516377,0.15300323333950924,0.05336955220523589
9,9,0.02,1200,1,100000.0,500,,100000.0,100.0,,0.467246043529916,0.15198867063301907,0.05232788025035456
10,10,0.02,1200,1,100000.0,550,,100000.0,100.0,,0.5495204234217909,0.14489018054217134,0.04879121967384191
11,11,0.02,1200,1,100000.0,600,,100000.0,100.0,,0.5992741005629568,0.14645782773319355,0.04872033448000236
12,12,0.02,1200,1,100000.0,650,,100000.0,100.0,,0.6492712607173416,0.14733825959151758,0.04816476362022992
13,13,0.02,1200,1,100000.0,700,,100000.0,100.0,,0.6992175887816073,0.152597154252551,0.044763380981989856
14,14,0.02,1200,1,100000.0,750,,100000.0,100.0,,0.7487791440149976,0.14786596755216644,0.04454411148995073
15,15,0.02,1200,1,100000.0,800,,100000.0,100.0,,0.7992438648018377,0.1379645311931874,0.04215492514422509
16,16,0.02,1200,1,100000.0,850,,100000.0,100.0,,0.849000054536259,0.15509184207877194,0.0418994787793696
