,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,2.5,0.016,100,1,100000.0,,100000.0,100.0,100.0,0.0998270874489051,0.1761883023993366,0.1098462909714855,,1.0017357139816143,100.17357139816144,,,
1,1,2.5,0.016,150,1,100000.0,,100000.0,100.0,150.0,0.149831636161889,0.1622696136295008,0.0904758829492442,,1.0011243342704244,100.11243342704242,,,
2,2,2.5,0.016,200,1,100000.0,,100000.0,100.0,200.0,0.1996804402643249,0.1642322632325024,0.0755562439192662,,1.001603073601353,100.1603073601353,,,
3,3,2.5,0.016,250,1,100000.0,,100000.0,100.0,250.0,0.2495966495086036,0.1636171663339181,0.0692211085617929,,1.0016172927161164,100.16172927161166,,,
4,4,2.5,0.016,300,1,100000.0,,100000.0,100.0,300.0,0.2993499894009119,0.1519903880648038,0.063601006001184,,1.0021763310885523,100.21763310885524,,,
5,5,2.5,0.016,350,1,100000.0,,100000.0,100.0,350.0,0.3381657014080737,0.1569566910381875,0.0593274044609841,,1.0492359202668022,104.9235920266802,,,
6,6,2.5,0.016,400,1,100000.0,,100000.0,100.0,400.0,0.3994536889886945,0.1489307650840473,0.0571986643432292,,1.0013689878672984,100.13689878672984,,,
7,7,2.5,0.016,450,1,100000.0,,100000.0,100.0,450.0,0.4490844950772611,0.1542480740555846,0.0560051330484483,,1.0020421908658097,100.204219086581,,,
8,8,2.5,0.016,500,1,100000.0,,100000.0,100.0,500.0,0.4989592546112419,0.1514729034343291,0.0536290764664918,,1.0020968579366236,100.20968579366236,,,
9,9,2.5,0.016,550,1,100000.0,,100000.0,100.0,550.0,0.5489225510511119,0.1471804105730777,0.0490490773483298,,1.0019659694016667,100.19659694016666,,,
