,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7
0,0,2.25,0.02,100,1,100000.0,,1272.4,1.2724,100.0,0.005717560191698,0.1434789679169552,0.0048658573864953,17543469480000.0,9844495180000.0,6760566576000.0,4900317776000.0,17.530377183831156,22.298120700346395,307439798780166.0,172519444952545.06,118475266829908.48,85875414366002.06,7.259115744676351e-05,4.0734433996078895e-05,2.7973791233667816e-05,2.0276476076885447e-05,3.4929059610560266e-05,1.9600396567514835e-05,1.3460292629315492e-05,9.756536009238243e-06
1,1,2.25,0.02,105,1,100000.0,,1316.2,1.3161999999999998,105.0,0.0064250108724876,0.1540181337774116,0.0042974591259209,18147370740000.0,10183373590000.0,6993286488000.0,5069002088000.0,16.418442252265912,21.600695222319093,297823905516768.94,167123498900321.7,114769677883034.69,83189461468004.17,7.934209591602447e-05,4.452271437567437e-05,3.057533872254675e-05,2.2162177409983543e-05,4.026347161346792e-05,2.2593794954910576e-05,1.5515966253656683e-05,1.1246567042846316e-05
2,2,2.25,0.02,110,1,100000.0,,1348.8,1.3487999999999998,110.0,0.0068461185509334,0.1372854346417379,0.0041797432700149,18596849760000.0,10435598160000.0,7166498112000.0,5194552512000.0,16.114303551510552,21.712651198426805,299367520928549.2,167989696689668.28,115364526853529.22,83620630801429.25,8.423183846490878e-05,4.726658707478956e-05,3.2459654141393554e-05,2.352800144836305e-05,4.6588679438135536e-05,2.614317713461148e-05,1.7953453813027497e-05,1.3013351450881952e-05
3,3,2.25,0.02,115,1,100000.0,,1378.8,1.3788000000000002,115.0,0.0065968034847514,0.1503579615851027,0.0043857926328495,19010480760000.0,10667706660000.0,7325895312000.0,5310089712000.0,17.544619469839276,24.166158706436327,333195746396732.1,186972361603762.53,128400601085385.77,93069677056575.84,8.932917025918256e-05,5.012694821012805e-05,3.442396633143302e-05,2.495181021265144e-05,5.187770368510677e-05,2.9111106241540416e-05,1.999163677247523e-05,1.4490704580186006e-05
4,4,2.25,0.02,120,1,100000.0,,1426.2,1.4262,120.0,0.0063590595236035,0.1353029804698124,0.0043497549814006,19664017740000.0,11034438090000.0,7577742888000.0,5492638488000.0,19.034442007506463,27.1180225519876,373895159540039.4,209810784583600.4,144084562144122.56,104438013173116.7,9.55441728756701e-05,5.361448887997387e-05,3.681898511643896e-05,2.6687811625267134e-05,5.892281890778336e-05,3.3064463525357705e-05,2.270654846954828e-05,1.6458576636452174e-05
5,5,2.25,0.02,125,1,100000.0,,1430.0,1.4300000000000002,125.0,0.0077642437019619,0.1407299303954935,0.0047639910974703,19716411000000.0,11063838500000.0,7597933200000.0,5507273200000.0,16.16028877557489,23.095645393821336,318435829996390.4,178689853629726.0,122712706932267.3,88946873366500.5,9.974692206950178e-05,5.59728561475719e-05,3.843856018166396e-05,2.78617417082668e-05,6.209971464207423e-05,3.484717445259153e-05,2.393079975810719e-05,1.7345960893995514e-05
6,6,2.25,0.02,130,1,100000.0,,1381.0,1.381,130.0,0.007302815895116,0.1390828606202078,0.0045696362815106,19040813700000.0,10684727950000.0,7337584440000.0,5318562440000.0,17.936251406694943,24.794026427544715,341852598175058.2,191830142768592.1,131736612975887.69,95487746338817.28,0.0001000433754457,5.613921057571947e-05,3.85528017111828e-05,2.7944548347557352e-05,6.320245396940257e-05,3.5465975198080105e-05,2.4355752339287077e-05,1.765398281258817e-05
7,7,2.25,0.02,135,1,100000.0,,1350.6,1.3506,135.0,0.0077730889469591,0.1475709192690757,0.0046606560800322,18621667620000.0,10449524670000.0,7176061944000.0,5201484744000.0,17.47836797371489,23.56854729442147,324956059531294.8,182348671989574.2,125225348226611.9,90768132082167.72,0.0001017250698665,5.708289122221692e-05,3.920086092808301e-05,2.841428650704098e-05,6.466766201497085e-05,3.628817479541394e-05,2.492038617930646e-05,1.8063251061347167e-05
8,8,2.25,0.02,140,1,100000.0,,1293.6,1.2936,140.0,0.0086208436825699,0.1470934390588953,0.0044515441731739,17835768720000.0,10008518520000.0,6873207264000.0,4981964064000.0,16.33401081811153,21.123656035832784,291246632325251.7,163432670566436.44,112235054195828.16,81352269071440.66,0.0001016126025109,5.701978031123084e-05,3.915752041060678e-05,2.838287163880142e-05,6.493951880925681e-05,3.6440726883474354e-05,2.5025149148740957e-05,1.813918727699052e-05
9,9,2.25,0.02,145,1,100000.0,,1251.6,1.2516,145.0,0.0090543306733593,0.1377134105179989,0.0041883544150472,17256685320000.0,9683566620000.0,6650051184000.0,4820211984000.0,16.071372481824703,20.11892206078616,277393661697501.4,155659094038199.5,106896661450251.48,77482797397382.1,0.0001018687872261,5.71635380324263e-05,3.9256243974099446e-05,2.845443026153736e-05,6.547982985634167e-05,3.674392172784603e-05,2.523336388127888e-05,1.829010929567204e-05
10,10,2.25,0.02,150,1,100000.0,,1197.2,1.1971999999999998,150.0,0.0091639774058875,0.1436809299687554,0.0043645344160939,16480853856263.738,9262676540000.0,6361010928000.0,4610704528000.0,16.407284800171418,19.635532993770056,270306005396065.03,151919136996149.22,104328299323818.8,75621150086926.98,0.0001005763958944,5.652659934092661e-05,3.881883541733951e-05,2.813737977442664e-05,6.528829093087934e-05,3.669374936616594e-05,2.519890872789504e-05,1.826513487988845e-05
11,11,2.25,0.02,155,1,100000.0,,1103.2,1.1032,155.0,0.0096856596387169,0.1318315079733533,0.0044148692702493,15118611340000.0,8535403240000.0,5861566368000.0,4248687968000.0,16.26376465949636,17.91611538016366,245528267907261.3,138616088890557.23,95192620882500.78,68999260196701.5,9.569151017270806e-05,5.4023852297047365e-05,3.710010960116893e-05,2.689158142685176e-05,6.155686120747219e-05,3.475270451621309e-05,2.386592387746128e-05,1.7298936369114505e-05
12,12,2.25,0.02,160,1,100000.0,,1016.8,1.0168,160.0,0.0095020232331137,0.1264644369549695,0.0045304495587676,13884946293333.332,7866930760000.0,5402502432000.0,3915940832000.0,16.91941875275544,17.196620436551406,234829023592008.9,133049392486576.4,91369771568302.4,66228312490064.24,9.068607572329892e-05,5.138090299663952e-05,3.528510188612631e-05,2.557599426864307e-05,5.815051049240013e-05,3.2946907394378e-05,2.262581847421852e-05,1.640006044158542e-05
13,13,2.25,0.02,165,1,100000.0,,939.6,0.9396,165.0,0.0107111042068253,0.1428217300465461,0.0042930759185122,12776059218461.54,7269638220000.0,4992320304000.0,3618625104000.0,15.502380348479017,14.562050296152558,198005126570732.7,112665855038817.5,77371668115529.61,56081950582554.56,8.584862122041679e-05,4.884827216959286e-05,3.354585380833113e-05,2.431532059925717e-05,5.481240574747429e-05,3.118851853599729e-05,2.1418270019349e-05,1.5524783038093075e-05
