,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,2.5,0.016,100,1,100000.0,,585.1,0.5851,100.0,0.0025709964959559,0.0677143674554504,0.0034612795811864,,39.68474113378609,23.21758164514727,,,
1,1,2.5,0.016,150,1,100000.0,,573.1,0.5730999999999999,150.0,0.0043092169683176,0.0550217229876292,0.0036230754333887,,35.953612882379616,20.64037136158108,,,
2,2,2.5,0.016,200,1,100000.0,,346.8,0.3468,200.0,0.0059200192959536,0.0524403417314554,0.0037051552403139,,34.93144182566857,12.12766526434408,,,
3,3,2.5,0.016,250,1,100000.0,,356.4,0.3564,250.0,0.0066737611071374,0.0461559925656338,0.0030237005276308,,39.53568778093359,14.121159538471456,,,
4,4,2.5,0.016,300,1,100000.0,,380.6,0.3806,300.0,0.0092554855051559,0.0390888855390596,0.0032989153316962,,33.2095384382617,12.669839373918524,,,
5,5,2.5,0.016,350,1,100000.0,,406.4,0.4064,350.0,0.01085562088669,0.0365801555722013,0.0032738572972795,,32.95415268126247,13.405834265372851,,,
6,6,2.5,0.016,400,1,100000.0,,449.8,0.4498,400.0,0.0134790221733168,0.0360417780969579,0.0037725549062921,,30.5186988650202,13.735380165794432,,,
7,7,2.5,0.016,450,1,100000.0,,507.3,0.5073,450.0,0.0174070365743318,0.0319881720153934,0.0034471303192202,,26.6069036583814,13.505650552175846,,,
8,8,2.5,0.016,500,1,100000.0,,536.5,0.5365,500.0,0.0182639096567811,0.0376596498910561,0.0036984134391105,,28.40680418730377,15.29927883429188,,,
9,9,2.5,0.016,550,1,100000.0,,536.8,0.5368000000000002,550.0,0.020941883520038,0.0312803268328468,0.0037144176409721,,26.624676186095225,14.293862031914376,,,
10,10,2.5,0.016,600,1,100000.0,,590.0,0.5900000000000001,600.0,0.0221523787739442,0.0304175815621572,0.0037085577413459,,27.786465000413276,16.40225681683672,,,
11,11,2.5,0.016,650,1,100000.0,,618.2,0.6182000000000001,650.0,0.0271960369765224,0.031723913889439,0.0037373803092353,,24.07530582316307,14.875573773702282,,,
12,12,2.5,0.016,700,1,100000.0,,661.9,0.6618999999999999,700.0,0.0305625423163405,0.0314955685606468,0.0035350411638282,,23.15458964612859,15.324780220934729,,,
13,13,2.5,0.016,750,1,100000.0,,699.8,0.6998,750.0,0.0317028802623553,0.031430612779975,0.003773368568201,,24.233135593651628,16.920531958459147,,,
14,14,2.5,0.016,800,1,100000.0,,728.0,0.728,800.0,0.0349415087740225,0.0289448051054453,0.0037469879916762,,23.217105618753383,16.884784096425673,,,
15,15,2.5,0.016,850,1,100000.0,,768.8,0.7687999999999999,850.0,0.0399675065981341,0.0298751759669057,0.0035805558394698,,21.363892131198654,16.398623152999903,,,
16,16,2.5,0.016,900,1,100000.0,,814.0,0.8140000000000001,900.0,0.0391382629479494,0.0273267362659164,0.0035878543120009,,23.22699477574664,18.897075073248004,,,
17,17,2.5,0.016,950,1,100000.0,,860.3,0.8603,950.0,0.046750492051899,0.0288224501039353,0.0036258907745737,,20.592073934062864,17.72142424815074,,,
18,18,2.5,0.016,1000,1,100000.0,,875.0,0.875,1000.0,0.050603887589591,0.0262615793408373,0.0037012264519299,,19.79465538626489,17.31834452838919,,,
19,19,2.5,0.016,1050,1,100000.0,,910.9,0.9109,1050.0,0.0499144099698014,0.0292682865253847,0.0038878590732058,,21.293744186375264,19.41279963803942,,,
20,20,2.5,0.016,1100,1,100000.0,,936.1,0.9361,1100.0,0.0574346646156072,0.0273673440158329,0.0036744499577603,,19.45487403379821,18.22716397169741,,,
21,21,2.5,0.016,1150,1,100000.0,,971.5,0.9714999999999998,1150.0,0.0588394887869753,0.0262075137879909,0.0037483192681069,,19.80333345029465,19.2000155622273,,,
22,22,2.5,0.016,1200,1,100000.0,,1008.7,1.0087,1200.0,0.0640058928849384,0.0267471522808299,0.0038469073898406,,19.124968018952057,19.27102868591284,,,
23,23,2.5,0.016,1250,1,100000.0,,1024.1,1.0240999999999998,1250.0,0.0722803852037713,0.0272096206357065,0.0038367806189713,,17.438441101723278,17.852130160947436,,,
24,24,2.5,0.016,1300,1,100000.0,,1040.6,1.0406,1300.0,0.0691408845957539,0.0259447037446293,0.003650492468136,,18.965235773806207,19.718073267528062,,,
