P0	SU_photonEnergy	DetectorAtFocus_outgoingMaxF_X	DetectorAtFocus_outgoingMinF_X	DetectorAtFocus_outgoingMaxF_Y	DetectorAtFocus_outgoingMinF_Y	DetectorAtFocus_intensityH_width_X	DetectorAtFocus_intensityH_centerWidth_X	DetectorAtFocus_intensityH_centerMass_X	DetectorAtFocus_intensityH_width_Y	DetectorAtFocus_intensityH_centerWidth_Y	DetectorAtFocus_intensityH_centerMass_Y	DetectorAtFocus_energyH_width	DetectorAtFocus_energyH_centerWidth	DetectorAtFocus_energyH_centerMass	DetectorAtFocus_pathlengthH_width	DetectorAtFocus_pathlengthH_centerWidth	DetectorAtFocus_pathlengthH_centerMass	DetectorAtFocus_phi_width	DetectorAtFocus_phi_centerWidth	DetectorAtFocus_phi_centerMass	DetectorAtFocus_psi_width	DetectorAtFocus_psi_centerWidth	DetectorAtFocus_psi_centerMass	DetectorAtFocus_incoming_NO	DetectorAtFocus_absorbed_NO	DetectorAtFocus_outgoing_NO	DetectorAtFocus_incoming_R	DetectorAtFocus_absorbed_R	DetectorAtFocus_outgoing_R	DetectorAtFocus_efficiency	DetectorAtFocus_S1S0	DetectorAtFocus_S2S0	DetectorAtFocus_S3S0	DetectorAtFocus_focus_horizontal_z0	DetectorAtFocus_focus_horizontal_width	DetectorAtFocus_focus_horizontal_theta	DetectorAtFocus_focus_horizontal_depth	DetectorAtFocus_focus_vertical_z0	DetectorAtFocus_focus_vertical_width	DetectorAtFocus_focus_vertical_theta	DetectorAtFocus_focus_vertical_depth
10	600	0.15146558940728	-0.135185350119702	0.011430239679748	-0.0112210929944163	0.0955098407604861	0.00205408021188765	0.00246386341553187	0.0143645332453487	-0.000226225822625142	0.000104573342665872	0.105307993570091	1000.00236265316	999.999925365113	0.988964901512107	-0.00202086639565646	0.00862031613574477	0.0188003913946284	-4.48727396852762e-06	0.000141900645678188	0.0189507768401374	-0.000122136110978369	-0.000176674850748529	6664	0	6664	3.332	0	3.332	100	1.000	-0.000	0.000	10.9831	0.0418552	0.000137266	609.843	-2.43952	0.00458886	0.000163362	56.1801
11	650	0.161287652101547	-0.164734655760276	0.0116390513982704	-0.0108014015623206	0.0954549048478039	0.00219614402187377	0.00150444181283171	0.0151127333537302	-6.93545330604861e-05	-0.000247723189765422	0.110954184703301	999.995185287651	999.999692728105	0.988541700868752	-0.000251248283095751	-0.00612967510976947	0.0177698423228358	0.00025488118302954	7.63735250851674e-05	0.0223540219328206	-3.903552259449e-05	8.93831507988163e-05	6509	0	6509	3.2545	0	3.2545	100	1.000	-0.000	0.000	5.58071	0.0420704	0.000135983	618.762	-3.3151	0.00454205	0.000163148	55.6803
12	700	0.168213942617273	-0.141540255105116	0.0107085110320304	-0.0108956332949823	0.0993958264581039	0.00278191799324794	0.00106935077697373	0.0146719234286833	0.000147970350067819	0.000120341287603406	0.111959365846968	999.997484684349	1000.00064681197	0.981168757376321	-0.00657797821995665	-0.00423018248739027	0.0173036045764398	-0.000270861926517187	-2.02986575227465e-05	0.0223758665050283	9.54021379857544e-05	0.000474039511195894	6805	0	6805	3.4025	0	3.4025	100	1.000	-0.000	0.000	4.87812	0.0423292	0.000138106	612.994	-2.79258	0.00455999	0.000165971	54.9492
13	750	0.14895530707457	-0.147394176442862	0.0112164919803651	-0.011263157519745	0.0946086970994547	0.00425599891467425	0.00371471861800696	0.0148196443651064	0.000163537440055633	0.000199238017439861	0.112064001963921	999.999550972982	999.998994413509	0.976385985232568	0.0024979879906748	0.00878725544596293	0.01673132927735	-9.41718314536374e-05	0.000107010390769921	0.0207347558831179	0.000236268444436276	0.000212001049154253	6843	0	6843	3.4215	0	3.4215	100	1.000	-0.000	0.000	7.18087	0.0416972	0.000135627	614.881	-2.57597	0.00459928	0.000166368	55.2905
14	800	0.145431037360064	-0.133239350975917	0.0103461196986252	-0.0112474591012602	0.0937208300599772	0.000355108587260011	0.00333673043627164	0.0152538056181988	-0.00013030704554569	-2.30740815177939e-05	0.111769560515148	999.996416860388	999.997053389457	0.989052161157401	0.00253538021729555	0.00180202468504831	0.0187422718934701	0.000389090290429397	-0.000330434092577651	0.018175439185063	0.000686717728289052	0.000413604175419809	6726	0	6726	3.363	0	3.363	100	1.000	-0.000	0.000	2.78883	0.0416939	0.000139186	599.112	-2.7212	0.00455977	0.000162373	56.1641
15	850	0.147045167413251	-0.177949613613685	0.011339590995309	-0.0106065797577518	0.0895357957465128	0.00213398516656559	0.00385439755484862	0.0145243995175733	-8.50477089065858e-05	-6.80720198958634e-05	0.113549453444192	999.995736140183	999.999192864374	0.987618081330926	0.00102265277625774	-0.00824692675267802	0.0184312567840533	1.94849868257602e-06	-3.20854014900299e-06	0.0203023780389898	0.000479380813512016	-0.000106392487471685	6664	0	6664	3.332	0	3.332	100	1.000	-0.000	0.000	-0.642666	0.0418032	0.000138574	603.333	-2.98314	0.00452898	0.000164245	55.1492
16	900	0.168488792183385	-0.148072560075585	0.0109803372937515	-0.0105938921013502	0.108631504746588	-0.00185302237650248	0.000805303610564051	0.0149117493131632	0.000101677068357241	-2.03836354339976e-05	0.114819909002542	999.997522547152	999.998877216542	0.98235935712993	-0.00736519236624328	-0.00625543258638572	0.0166989724864056	-0.000197033409434102	0.000116891165888575	0.0205765266828883	0.000361471393156648	-0.000215797373039638	6638	0	6638	3.319	0	3.319	100	1.000	-0.000	0.000	0.0404428	0.0429362	0.000136656	628.383	-2.754	0.00460721	0.000166229	55.4321
17	950	0.168054142009207	-0.150005248307107	0.0109846219437323	-0.0110913134617146	0.0943186151885613	-0.000910849843047422	-0.000422861772206573	0.0145975951938422	3.25224480314306e-05	0.00016522785888454	0.11478942341284	999.998537471453	1000.00060478933	0.97735191742886	0.00438336964263636	0.00402874267695097	0.0188295479385728	0.000129243821704546	2.81835601192472e-05	0.0226448476294171	0.000656652059755113	-0.000278191857000593	6816	0	6816	3.408	0	3.408	100	1.000	-0.000	0.000	-1.19272	0.0415466	0.000136921	606.868	-3.30084	0.00458484	0.000162907	56.2877
18	1000	0.157144424266225	-0.143861220000133	0.0109396491240896	-0.0107440578243567	0.0869694446443931	0.00385597218225976	0.000681094325791415	0.0141102556955425	0.000204118399637227	9.77956498664397e-05	0.11544412853765	1000.00177142519	1000.00114121351	0.970385651807637	0.00231855403778036	3.75938085481753e-05	0.0177214106680915	-5.86583467796463e-05	0.000215052114780824	0.0189998956073127	0.000297471049928737	0.000328215217578108	6701	0	6701	3.3505	0	3.3505	100	1.000	-0.000	0.000	-1.09294	0.0420154	0.000135138	621.812	-3.04714	0.0045725	0.0001622	56.381
19	1050	0.160329051616212	-0.144514895918707	0.0107874824502545	-0.0110458765295132	0.100011200196842	0.00213780553309075	0.00187056403617999	0.0147203507215805	-3.78008441330952e-05	8.69748314574533e-05	0.118938383097574	999.998273084193	1000.0000682016	0.989601316283751	0.00100696736214467	-0.00164456528909795	0.018205869388268	0.00054729414076061	0.000181224380942889	0.0216439946919344	0.000674001206459083	-1.89774181181546e-05	6776	0	6776	3.388	0	3.388	100	1.000	-0.000	0.000	4.10208	0.0418738	0.000136832	612.049	-3.13302	0.00458493	0.000162187	56.5389
20	1100	0.183959815577474	-0.149389988807823	0.0109410656757695	-0.0112601714485341	0.095384250957773	0.0035511948213169	0.000782447821196991	0.0148767129952459	-3.00195014632659e-05	6.02613425712065e-05	0.108944395347373	999.99725146706	999.999610057063	0.989635880614134	-0.00441821443279439	-0.00586147968385831	0.0184425968517947	-0.000292996352398132	-2.64338406674829e-05	0.0207257735646974	7.31322234787286e-05	0.000435751261580956	6719	0	6719	3.3595	0	3.3595	100	1.000	-0.000	0.000	-0.228677	0.0416103	0.000138506	600.844	-2.82336	0.0045534	0.000162262	56.1239
21	1150	0.157707830250728	-0.160454895561336	0.0110494115106184	-0.0112322776160735	0.0982694478040221	-0.00063126158677685	0.00177659334283531	0.0138800951243007	8.32171508232558e-05	-9.14330527275464e-05	0.111760866142004	999.998223693823	1000.00170895992	0.980883225514058	-0.00154106348196226	0.0117368242329493	0.0196725178721788	-7.50312397732912e-05	-0.000268692706544869	0.0219887364039337	-0.000198626090839279	0.000258793976987082	6795	0	6795	3.3975	0	3.3975	100	1.000	-0.000	0.000	-2.78434	0.0412812	0.000137111	602.156	-2.36096	0.00458227	0.000163393	56.0888
22	1200	0.162142073768717	-0.163993971088581	0.0111985945584136	-0.0110421246813221	0.100897269341375	-0.00224659354659919	-0.00092594865993198	0.0144922508412387	-6.62746852273001e-05	-0.000141970202441747	0.0987234643209673	999.998380783901	1000.00108314879	0.979869231083213	0.00550076690717594	0.000472112495458532	0.0171494292751117	-7.99051190124959e-05	0.00010650172093437	0.0202777531383799	0.000291131803416347	4.77581505959959e-05	6687	0	6687	3.3435	0	3.3435	100	1.000	-0.000	0.000	-3.55555	0.0417111	0.000137376	607.253	-3.1162	0.00453475	0.000163427	55.4957
23	1250	0.143432264822821	-0.151276221060154	0.010734882443568	-0.0108042290787936	0.0874677000770074	-0.00145565297749611	0.00191383348297638	0.0146270262289305	-0.000266748776648185	-3.46733176128378e-05	0.110388009404148	1000.00137173011	999.999929245806	0.983879864853132	0.00726301819166925	0.00624778282751615	0.0186111946658996	0.0001737377783081	0.000222060613123121	0.0205628164086908	-1.09524216871867e-06	6.10489309938803e-05	6564	0	6564	3.282	0	3.282	100	1.000	-0.000	0.000	10.7241	0.0422655	0.000136028	621.422	-3.44675	0.00459772	0.000163847	56.1221
24	1300	0.155194865479368	-0.190114656747414	0.0109392301557423	-0.0110784994210727	0.0959003178065467	0.00194239682772924	-0.000365364830717085	0.0146439701418074	-5.60098000062671e-05	-6.96346326651883e-05	0.117222878560032	999.997538044443	999.999426019197	0.984780117155317	-0.00466285203689798	-0.00674984676084367	0.0191609239098689	-0.000246856833318336	0.000176428332312833	0.0216322468583357	-0.000424487156617134	-9.37862772092263e-05	6695	0	6695	3.3475	0	3.3475	100	1.000	-0.000	0.000	1.1018	0.0422336	0.00013722	615.56	-3.10793	0.00460647	0.00016365	56.2965
25	1350	0.160057864253256	-0.163801116136854	0.0107375752241091	-0.0113787344283273	0.0935782896195471	-0.00070865349309062	0.00133489861651917	0.0143610030498906	1.43975066059284e-05	-0.000101606239213663	0.111302624818538	1000.00146578873	1000.00009582652	0.975731041200403	-0.00128600214511471	-0.00436820345931199	0.018705778202869	-0.000192634570499941	2.90691084814318e-05	0.0209443556883888	0.00019939915784813	0.000156141945573951	6569	0	6569	3.2845	0	3.2845	100	1.000	-0.000	0.000	-6.31972	0.0417823	0.000135196	618.102	-3.01617	0.0045647	0.000163551	55.8198
26	1400	0.175071115145427	-0.139754753585593	0.0104612761387602	-0.0109474240728271	0.091307263850256	0.0018201713777439	0.00207274173382679	0.0145120541218239	-0.000321116483556341	-0.000243073967033451	0.115895065921696	1000.00016509359	1000.00032316529	0.981293283631633	0.00141394082537627	-0.000349706341467027	0.0170848296867833	-0.000285660111394416	-7.42052010927127e-05	0.0198142860851724	-0.000473395028677857	-4.37017259444575e-05	6709	0	6709	3.3545	0	3.3545	100	1.000	-0.000	0.000	1.26513	0.0420182	0.000136041	617.73	-3.36463	0.00459715	0.000162562	56.5588
27	1450	0.164493909369373	-0.146194066540682	0.0107734717246827	-0.0108014375796592	0.0919759453436699	0.00353600501795098	0.00299768426761179	0.015026603911029	-2.41295432501926e-05	-0.000227595890897575	0.103235527999278	1000.00038252778	999.999535728226	0.981402346362462	-0.00068798514280588	0.00181752912533284	0.0175845036138778	-0.000174898538291422	-5.55467038080883e-05	0.0212564332625752	-0.000567244368859297	0.000350659833287928	6836	0	6836	3.418	0	3.418	100	1.000	-0.000	0.000	0.709109	0.0421769	0.000137304	614.359	-3.3724	0.00456075	0.00016444	55.47
28	1500	0.163560641415401	-0.131868314288601	0.0106885772911214	-0.010744189163835	0.0985496278202659	0.00292540785163753	0.0012209677364689	0.0153982630843568	0.00014651472965572	-2.78059363567826e-05	0.104657179027419	999.999228230312	1000.00098422325	0.974881626771117	0.00175268396631567	-0.0052967437497955	0.0188204429704294	-0.000397287696975621	9.75532880128985e-05	0.0195027823463258	1.01937622212934e-05	-0.000292477983045818	6932	0	6932	3.466	0	3.466	100	1.000	-0.000	0.000	7.39419	0.0416177	0.000135801	612.921	-2.90298	0.00456173	0.000165053	55.276
29	1550	0.156222272047198	-0.166934445755765	0.0111102734923359	-0.0107281406618537	0.0871794346790227	0.000718655076913884	0.00104305607250818	0.0147358085085494	7.22866092305024e-05	-2.51555070776011e-05	0.114332376128308	1000.00173389095	1000.00167390544	0.988878086708773	-0.00452477961024222	-0.0123336640948537	0.0157510741646822	0.00085273078270578	0.000133307855038803	0.020582620044488	0.000211487018652336	-0.000174882082832402	6766	0	6766	3.383	0	3.383	100	1.000	-0.000	0.000	10.2386	0.0418066	0.000136522	612.453	-3.24952	0.00459803	0.00016549	55.5689
30	1600	0.135506734282987	-0.165135427069329	0.0106038234229359	-0.0111409745913522	0.0835447854318975	-0.000327958420419043	0.00304558398419438	0.0142525309757017	7.58964635429937e-05	-5.32805543636689e-05	0.110208704885071	999.996867047601	1000.00013224136	0.982116928683932	0.00215470374444454	-0.00416585074708564	0.0185560511080173	-0.000257391487771369	-0.000140833377796388	0.0200584008635713	0.00027020603900163	0.000198627324663844	6672	0	6672	3.336	0	3.336	100	1.000	-0.000	0.000	4.55869	0.041178	0.000137077	600.799	-2.8886	0.00453371	0.000162664	55.7432
31	1650	0.151009910342728	-0.163041428067649	0.0112753825178502	-0.0106607596332227	0.0890607988741687	0.00305245502569138	0.00331249871408518	0.0149477071614918	0.000270027240307768	9.0121916065472e-05	0.113129217522503	1000.00081419697	1000.00224185028	0.984590943169397	8.71082435869308e-05	0.00215142836144433	0.0174311700396797	-0.000189583109106934	0.000374479559762525	0.0206260598824134	-2.43772112521277e-05	0.000431729871462914	6719	0	6719	3.3595	0	3.3595	100	1.000	-0.000	0.000	2.15967	0.0420694	0.000137071	613.831	-3.09018	0.0046266	0.000164712	56.1781
32	1700	0.165822209066873	-0.150531432147468	0.0115526225419314	-0.0108705359606752	0.0900511602466565	0.00098943313712372	0.00138095992080484	0.0146965900751916	-2.12908141423952e-05	0.000119031820305246	0.11347192329012	1000.00244826634	1000.00024205077	0.980399601675708	-0.000164688976984517	-0.00178773604428262	0.018620353158827	-0.000240848137972802	-0.000134991998273423	0.0202998062498979	-0.000610198023071856	-0.0002338564798273	6779	0	6779	3.3895	0	3.3895	100	1.000	-0.000	0.000	0.551343	0.0423074	0.000135578	624.106	-4.04533	0.00460415	0.000162681	56.6034
33	1750	0.168157647543587	-0.158440424779039	0.0112067881818715	-0.0108102683068567	0.0962907407947895	0.00288249543312699	0.00162496710185175	0.0146189985225281	-0.000135538258020998	-1.97307207968709e-05	0.107829451924427	999.998000917823	999.999571335303	0.975232726840117	0.000414502768369462	-0.000175117985463658	0.0175072446987816	-0.000334454667657554	-4.19581736013606e-05	0.0188877635494475	1.70674774215528e-05	-0.000404560712957934	6746	0	6746	3.373	0	3.373	100	1.000	-0.000	0.000	0.383814	0.0419315	0.000137258	610.987	-2.72666	0.00459259	0.000164388	55.8752
34	1800	0.157780732605576	-0.145596683825658	0.0112048791062168	-0.0105565640981287	0.0974625944161461	-0.000182608485105942	8.45507972616344e-05	0.0147526615549552	-5.60657319084133e-05	0.000108697670337651	0.123213876974804	999.998460609177	1000.00011960243	0.986917034280777	0.00479642675496716	-8.26380241228941e-05	0.0176971524312741	0.000120303697492692	-0.000154363001836275	0.0184096155541571	2.50270108510305e-05	-7.61933841996604e-05	6735	0	6735	3.3675	0	3.3675	100	1.000	-0.000	0.000	-7.85094	0.0417313	0.000137498	607.011	-2.65003	0.00459676	0.000164069	56.0344
35	1850	0.164520296069629	-0.179828915521322	0.0107431591652189	-0.011273065662574	0.0980870473125265	0.000977818394262545	0.00257388467784517	0.0143346150307196	6.99676632551311e-05	-4.69708246400163e-05	0.11374424280757	999.997768895083	999.998156002021	0.981544806876225	-0.00233919861889431	-0.0168831085760541	0.0186180576933051	3.76455377188965e-05	-0.000237790591910411	0.0202051228356604	-0.000159472955458021	9.95670808965968e-05	6779	0	6779	3.3895	0	3.3895	100	1.000	-0.000	0.000	2.65509	0.0421183	0.000134639	625.647	-2.86633	0.00451175	0.000162425	55.5547
36	1900	0.157603578491196	-0.142581475908809	0.0110160797732003	-0.0103076025743555	0.093436313343566	0.00147391374911403	0.00156679278822294	0.0146802644808586	2.34752098728606e-05	0.000143113031624825	0.10637386035016	999.999496315589	1000.0009496149	0.985479776726822	0.000966413011456113	-0.00111391221082613	0.0179106024530779	-0.00019857189029409	0.000113543165858744	0.0212591366660221	-0.000232638017370248	-0.000260319184904129	6703	0	6703	3.3515	0	3.3515	100	1.000	-0.000	0.000	-0.796574	0.0417653	0.000135793	615.133	-3.04726	0.00457367	0.000164317	55.6687
37	1950	0.151170671843918	-0.165841824910631	0.0109520132326331	-0.0111220278460397	0.0954932887810403	0.00151314127518732	0.00208063624153099	0.0147836753193091	-0.000155257083827788	-8.50073067032997e-05	0.109056410678446	999.998991740788	1000.00097181528	0.992882300179812	0.00046835765559583	0.00529715195489744	0.0174305502525277	0.000201302503072437	-4.54931834569655e-05	0.0210120301316884	-0.000394149167592374	4.75578583015446e-05	6815	0	6815	3.4075	0	3.4075	100	1.000	-0.000	0.000	2.03394	0.0421593	0.000135926	620.329	-3.1334	0.00456489	0.000162906	56.0431
38	2000	0.147234728968083	-0.171988060366658	0.0112654863090924	-0.0112319960385479	0.0968602941133765	-6.79092321032929e-05	0.000265821007038869	0.0146841128032326	-0.000219670802089318	0.000239492485248887	0.114960771267158	1000.0061520823	1000.00039267274	0.992743716253714	-0.00132404098500827	-4.50617061449332e-05	0.0177196576879585	-0.000285217119872916	-0.000141154862247236	0.0198628601715738	1.71752324905818e-05	0.000412826076526679	6751	0	6751	3.3755	0	3.3755	100	1.000	-0.000	0.000	12.4518	0.0421607	0.000137562	612.972	-2.85085	0.00461758	0.000163197	56.5891
39	2050	0.159801448300826	-0.177821707320899	0.0112106626075622	-0.0112522547880538	0.0924064911310976	0.00153654516476873	0.00101828105298465	0.0145198772981563	0.000159246151963274	-2.07960902458108e-05	0.120054240210519	999.998604950078	1000.00149729969	0.984020383459535	-0.00112652321804024	0.0135763592589426	0.0168915806555818	6.79225487649742e-05	-9.57279799116834e-05	0.0206544069281391	-0.000150090764901569	0.00015199953160791	6800	0	6800	3.4	0	3.4	100	1.000	-0.000	0.000	2.54072	0.0422816	0.000136302	620.412	-2.92049	0.00457649	0.000162264	56.4079
40	2100	0.170985356020352	-0.145833851318399	0.0115190585036227	-0.0116582897351342	0.0916137078879963	0.000489754633627507	0.00316528084586504	0.0142563639537899	0.000145520661212913	-6.9615615755747e-05	0.113574535218106	1000.00236956366	999.998834326566	0.986042120702375	-0.00424656572299126	-0.0152335484435527	0.0179475238378588	-0.000364326336293259	-0.000416804476170041	0.0206530345822453	-0.000269964284113182	-2.20036461843348e-05	6730	0	6730	3.365	0	3.365	100	1.000	-0.000	0.000	5.99929	0.0418689	0.00013571	617.035	-3.52773	0.0045648	0.000163094	55.9774
