,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7
0,0,2.25,0.02,100,1,100000.0,,100000.0,100.0,100.0,0.0998817165776315,0.4786798235780831,0.1112997233317016,1378770000000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.001185814140706,100.1185814140706,1380404964962781.2,774612458471593.5,531954051512496.4,385580685485125.25,0.0057050579571489,0.0032013858846336,0.0021985060699203,0.0015935614647033,0.0027451320033448,0.0015404272687452,0.0010578664436745,0.0007667821447058
1,1,2.25,0.02,105,1,100000.0,,100000.0,100.0,105.0,0.1046944671321284,0.485318194414261,0.1080957042503189,1378770000000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0029382612273934,100.29382612273932,1382821186432493.0,775968318020328.0,532885168708383.5,386255594916938.6,0.0060281185166405,0.0033826708992305,0.0023230009666119,0.0016838001375158,0.0030590694129667,0.0017165928396071,0.0011788456354396,0.0008544724998363
2,2,2.25,0.02,110,1,100000.0,,100000.0,100.0,110.0,0.1098112435788052,0.4762273509374356,0.1078175280521884,1378770000000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0017202415439113,100.1720241543911,1381141817433498.5,775025942281316.4,532238005618077.1,385786506304357.25,0.0062449465054054,0.0035043436443349,0.0024065579879443,0.0017443654691846,0.0034540835882366,0.0019382545325185,0.0013310686397558,0.0009648095678292
3,3,2.25,0.02,115,1,100000.0,,100000.0,100.0,115.0,0.1148583967238081,0.4707270547501496,0.1043328342512244,1378770000000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.001233785900502,100.1233785900502,1380471106986035.5,774649573982288.9,531979540059798.4,385599160561144.94,0.0064787619857254,0.0036355488983266,0.0024966613237186,0.0018096758204707,0.0037625256516612,0.0021113363969785,0.0014499301401563,0.0010509649390909
4,4,2.25,0.02,120,1,100000.0,,100000.0,100.0,120.0,0.1197583823635682,0.4806139765785397,0.1039587714441764,1378770000000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0020212604194554,100.20212604194556,1381556853228533.2,775258839080230.9,532397944171106.9,385902435897782.4,0.0066992127945357,0.0037592545842079,0.002581614438118,0.0018712530939044,0.0041314555397408,0.0023183609259119,0.0015921012809948,0.0011540160311633
5,5,2.25,0.02,125,1,100000.0,,100000.0,100.0,125.0,0.1207477971753541,0.4885268956449319,0.0999364366487363,1378770000000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0490005267299796,104.90005267299792,1446330456239493.5,811606462528351.4,557359155864279.6,403995278856356.6,0.0069753092356316,0.0039141857445854,0.0026880112015148,0.0019483735460326,0.0043426373875576,0.0024368653463349,0.0016734825005669,0.0012130042583213
6,6,2.25,0.02,130,1,100000.0,,100000.0,100.0,130.0,0.1298507120380804,0.4807484171535601,0.0976057987412631,1378770000000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0011500113726828,100.1150011372683,1380355601180313.8,774584758048987.9,531935028642579.4,385566896979893.1,0.007244270488467,0.0040651130033105,0.002791658342591,0.0020235009665139,0.0045765716125563,0.0025681372337494,0.0017636315958933,0.0012783477778847
7,7,2.25,0.02,135,1,100000.0,,100000.0,100.0,135.0,0.1346326248519062,0.4636657637715918,0.0958127912733835,1378770000000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0027325118324146,100.27325118324148,1382537505339178.5,775809130742180.1,532775849116845.9,386176355886946.9,0.0075318428747682,0.0042264838754788,0.0029024774861604,0.0021038269292937,0.0047880691555583,0.0026868188061167,0.001845134472035,0.0013374241863873
8,8,2.25,0.02,140,1,100000.0,,100000.0,100.0,140.0,0.1397074597711196,0.482778133434152,0.1003393830809141,1378770000000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.002103034421392,100.21030344213924,1381669600769183.2,775322107216659.1,532441392660911.8,385933929028504.25,0.0078550249312737,0.0044078370679676,0.0030270192030462,0.0021940995391774,0.0050200617508701,0.0028170011505468,0.0019345353392655,0.0014022253615484
9,9,2.25,0.02,145,1,100000.0,,100000.0,100.0,145.0,0.1447856227721217,0.4829204070024982,0.0925866517664238,1377904090909091.2,773695000000000.0,531324000000000.0,385124000000000.0,1.001481400926473,100.1481400926473,1379945319305954.5,774841152489807.5,532111103865857.3,385694523050406.9,0.0081339733588488,0.0045672369792605,0.0031364848173617,0.0022734444120754,0.0052284041667327,0.0029357559705853,0.0020160885172001,0.0014613382307184
10,10,2.25,0.02,150,1,100000.0,,100000.0,100.0,150.0,0.149591041235277,0.4617540989891548,0.0907217772526323,1372834456521739.5,773695000000000.0,531324000000000.0,385124000000000.0,1.0027546406009515,100.27546406009516,1376616122054059.2,775826251659753.1,532787606662659.9,386184878206800.8,0.0083778876386439,0.0047215669345912,0.0032424687117724,0.0023502656009377,0.0054384327522728,0.0030649640299168,0.0021048203080433,0.0015256544336691
11,11,2.25,0.02,155,1,100000.0,,100000.0,100.0,155.0,0.1548133882379914,0.4763161007162396,0.0907101406801932,1366652604166666.5,773695000000000.0,531324000000000.0,385124000000000.0,1.0012063275678766,100.12063275678769,1368301234878783.5,774628329607628.2,531964950788674.6,385588585698250.9,0.0086500703426491,0.0048970134424444,0.0033629540972777,0.0024375980263642,0.0055644558075872,0.0031501726356248,0.0021633361020177,0.0015680689239588
12,12,2.25,0.02,160,1,100000.0,,100000.0,100.0,160.0,0.1596338629725096,0.4700676685835641,0.0924632837181736,1360721600000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0022982590142744,100.22982590142746,1363848890683118.0,775473151508049.1,532545120172500.3,386009114704613.4,0.008887214934002,0.005053196596837,0.0034702106496977,0.0025153416865305,0.0056987368914798,0.0032402544644352,0.0022251985124133,0.0016129091701008
13,13,2.25,0.02,165,1,100000.0,,100000.0,100.0,165.0,0.1590967884430954,0.4762712341316557,0.0903309412827484,1354568750000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.0510002419793296,105.10002419793298,1423652084027638.2,813153632218197.4,558421652569425.4,404765417192047.4,0.0091020131910257,0.0051988369699437,0.0035702270975234,0.0025878374413852,0.0058114298523727,0.0033193399889311,0.0022795093677468,0.0016522757596948
14,14,2.25,0.02,170,1,100000.0,,100000.0,100.0,170.0,0.169176253240792,0.4869064262312211,0.0903235155954897,1347564954128440.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0049483968253887,100.49483968253888,1354233240269454.5,777523549881819.1,533953201994852.8,387029746378981.06,0.0093454933294244,0.0053656496774847,0.0036847833438757,0.0026708721994993,0.0059260193762848,0.0034023826067071,0.0023365377004195,0.0016936120810209
15,15,2.25,0.02,175,1,100000.0,,100000.0,100.0,175.0,0.1748684296326132,0.4852026093152004,0.0853760173929377,1341025929203539.8,773695000000000.0,531324000000000.0,385124000000000.0,1.0007527658456357,100.07527658456355,1342035407721156.0,774277411170939.2,531723962560166.6,385413908193534.6,0.0096315820181445,0.0055568700703306,0.0038161012197937,0.002766056429169,0.0060209536323855,0.0034737447048285,0.0023855446029098,0.001729134162302
16,16,2.25,0.02,180,1,100000.0,,100000.0,100.0,180.0,0.1797203206726124,0.482153127179081,0.0861879089906541,1334274786324786.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0015589773841358,100.1558977384136,1336354890540889.2,774901173007218.9,532152322099648.6,385724399606087.9,0.0099069195916865,0.0057446443806397,0.003945052547708,0.0028595252941398,0.0061189827627193,0.0035481644539221,0.0024366513035702,0.001766178257779
17,17,2.25,0.02,185,1,100000.0,,100000.0,100.0,185.0,0.1845292193951649,0.4683244088729134,0.0840493350330528,1327600578512396.5,773695000000000.0,531324000000000.0,385124000000000.0,1.0025558432379236,100.25558432379236,1330993717473650.8,775672443133965.2,532681980852546.5,386108316571162.1,0.0101481003324679,0.005914078838024,0.0040614092433508,0.0029438650869079,0.0062015530899724,0.0036141221204667,0.0024819467898006,0.0017990101623025
18,18,2.25,0.02,190,1,100000.0,,100000.0,100.0,190.0,0.1895596904753204,0.4885548508949705,0.0877441355112974,1320705520000000.0,773695000000000.0,531324000000000.0,385124000000000.0,1.002328237871076,100.2328237871076,1323780436608203.2,775496345999662.2,532561048658611.6,386020660281860.3,0.0103839230352146,0.0060831042280571,0.0041774850178277,0.0030280012572477,0.0062862002132358,0.0036825784403319,0.0025289581905414,0.0018330858274312
19,19,2.25,0.02,195,1,100000.0,,100000.0,100.0,195.0,0.1947229213347298,0.4806889215206371,0.0856208968260275,1313298153846153.8,773695000000000.0,531324000000000.0,385124000000000.0,1.001423469510502,100.1423469510502,1315167593726352.5,774796331242927.8,532080323514197.9,385672212271762.56,0.010624492091953,0.0062591395449767,0.0042983747595567,0.0031156267755634,0.0063615071064918,0.0037477142767184,0.0025736892966389,0.0018655086476025
20,20,2.25,0.02,200,1,100000.0,,100000.0,100.0,200.0,0.1992895836462395,0.4712832215459059,0.0852315020511842,1305680526315789.8,773695000000000.0,531324000000000.0,385124000000000.0,1.0035886525524829,100.35886525524828,1310366160069279.8,776471522536593.2,533230737228795.4,386506076225622.4,0.0108521177460124,0.0064305387652463,0.0044160807280722,0.0032009445730252,0.0064384891308663,0.0038151957907817,0.0026200312634065,0.0018990990813292
21,21,2.25,0.02,205,1,100000.0,,100000.0,100.0,205.0,0.2047077787205324,0.474971103074188,0.0822567400677377,1297507826086956.2,773695000000000.0,531324000000000.0,385124000000000.0,1.001429055620204,100.1429055620204,1299362036938084.8,774800653188073.8,532083291548349.3,385674363616675.5,0.0110674325922776,0.0065994339974857,0.0045320671185416,0.0032850159544106,0.0065041735542999,0.0038783939926361,0.0026634317266408,0.0019305574005519
22,22,2.25,0.02,210,1,100000.0,,100000.0,100.0,210.0,0.209557888891507,0.4919424026174306,0.0811919601828341,1289300845070422.2,773695000000000.0,531324000000000.0,385124000000000.0,1.002124525832501,100.21245258325008,1292039998021639.8,775338735013976.8,532452811563427.7,385942205886716.06,0.0112886501160976,0.0067741925284296,0.0046520800457226,0.0033720059239349,0.006571896001052,0.0039437212005056,0.0027082942543734,0.0019630754801613
23,23,2.25,0.02,215,1,100000.0,,100000.0,100.0,215.0,0.2147058628168991,0.4836495984171517,0.0797543313158259,1281061232876712.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0013711241912129,100.13711241912128,1282817726923534.5,774755831931120.4,532052511189771.9,385652052833016.6,0.0115012181661846,0.0069461433698247,0.0047701648321739,0.0034575983031561,0.0066541894866581,0.0040187877072192,0.0027598451065995,0.0020004415137167
24,24,2.25,0.02,220,1,100000.0,,100000.0,100.0,220.0,0.2197010727209402,0.4744451301913491,0.0819016985850394,1272290933333333.5,773695000000000.0,531324000000000.0,385124000000000.0,1.0013627988765808,100.13627988765808,1274024809987963.8,774749390676816.2,532048087750300.4,385648846554544.3,0.0117096444037033,0.007120771742975,0.0048900883753474,0.0035445234837261,0.0067368665554702,0.004096767361203,0.0028133965211405,0.0020392576315162
25,25,2.25,0.02,225,1,100000.0,,100000.0,100.0,225.0,0.2245441435052612,0.458582620224014,0.0797865147643614,1263932387096774.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0020358604149933,100.20358604149932,1266505577010892.5,775270135023778.2,532405701499135.9,385908058706463.9,0.0119139541825066,0.0072929271180458,0.0050083136223817,0.0036302176741613,0.0068203249383994,0.0041749474553269,0.0028670855850871,0.0020781735228808
26,26,2.25,0.02,230,1,100000.0,,100000.0,100.0,230.0,0.2294686894605632,0.4715122484206896,0.0800774351135259,1255043164556962.0,773695000000000.0,531324000000000.0,385124000000000.0,1.00232163334624,100.232163334624,1257956914618767.8,775491236111819.1,532557539516057.5,386018116720837.3,0.0121064680587966,0.0074632602840055,0.0051252874933132,0.003715004819234,0.0069041113232165,0.004256169477726,0.0029228636498663,0.0021186036021168
27,27,2.25,0.02,235,1,100000.0,,100000.0,100.0,235.0,0.2345295942627046,0.4617078874755257,0.0786998570446153,1245942592592592.2,773695000000000.0,531324000000000.0,385124000000000.0,1.0020078015100375,100.20078015100374,1248444198011419.5,775248425989308.4,532390793129519.2,385897252548751.6,0.0123034129199378,0.007640070349697,0.0052467092827049,0.0038030159860883,0.006978623997225,0.0043335275041027,0.0029759881705192,0.002157110290864
