,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7
0,0,2.25,0.02,100,1,100000.0,,105.19,0.10519,10.0,0.0005991971900303,0.0055294229684901,0.0007299894235773,1450328163000.0,813849770500.0,558899715600.0,405111935600.0,1.69442053006346,1.7831354670019723,24585336878383.094,13796029951420.91,9474226688693.56,6867282635936.675,6.001150465125003e-06,3.367537812046163e-06,2.3126085349493223e-06,1.676267304721456e-06,2.88760435431848e-06,1.6203754439931512e-06,1.1127697121013022e-06,8.065781380161669e-07
1,1,2.25,0.02,105,1,100000.0,,111.53,0.1115299999999999,10.5,0.0006163221626698,0.005740969969652,0.000667923096851,1537742181000.0,862902033500.0,592585657200.0,429528797200.0,1.7255441364583226,1.9230309887948311,26514174364206.49,14878394608756.168,10217525170904.25,7406053865286.205,6.723160581609336e-06,3.772692853911991e-06,2.5908429780623303e-06,1.8779422933714208e-06,3.411780116281778e-06,1.914515994013962e-06,1.3147665372058427e-06,9.529931790675048e-07
2,2,2.25,0.02,110,1,100000.0,,112.99,0.11299,11.0,0.0007161738686009,0.0055951641454651,0.000710873424804,1557872223000.0,874197980500.0,600342987600.0,435151607600.0,1.5593992316754617,1.7640779941098352,24322578159388.18,13648583236528.09,9372969761424.14,6793887734035.5625,7.056165056457624e-06,3.95955788373404e-06,2.7191698705783345e-06,1.9709585436317777e-06,3.902769046348558e-06,2.1900337962928176e-06,1.5039744560601849e-06,1.090138330690356e-06
3,3,2.25,0.02,115,1,100000.0,,115.68,0.11568,11.5,0.0006851683373234,0.0053226405212404,0.0007103095423703,1594961136000.0,895010376000.0,614635603200.0,445511443200.0,1.7062399819642529,1.973495177830467,27209959463373.125,15268833516115.432,10485653518655.95,7600403568667.807,7.494631865087205e-06,4.205602965584285e-06,2.8881378192777574e-06,2.0934329891206254e-06,4.352489673841856e-06,2.4423939440248004e-06,1.6772791861328217e-06,1.2157562415404098e-06
4,4,2.25,0.02,120,1,100000.0,,117.66,0.11766,12.0,0.0007599291679794,0.0054629421013886,0.000726789298487,1622260782000.0,910329537000.0,625155818400.0,453136898400.0,1.5876465778450926,1.8668526655650564,25739604497011.324,14443745730843.56,9919036256786.88,7189697659730.766,7.882293774050864e-06,4.42313894377908e-06,3.037527547889641e-06,2.2017163902881297e-06,4.86107058805903e-06,2.727783465428122e-06,1.8732663672185176e-06,1.3578152622668364e-06
5,5,2.25,0.02,125,1,100000.0,,118.63,0.1186299999999999,12.5,0.0007243865458312,0.0054326051120131,0.0006715440589194,1635634851000.0,917834378500.0,630309661200.0,456872601200.0,1.7428059126219928,2.069639638641984,28535570445704.09,16012698402191.1,10996492113618.137,7970678961923.553,8.274809346229901e-06,4.643398548801716e-06,3.188787688357199e-06,2.3113555376585245e-06,5.151670732859627e-06,2.890853360357296e-06,1.985252290422557e-06,1.4389869516466348e-06
6,6,2.25,0.02,130,1,100000.0,,113.66,0.11366,13.0,0.0007742912072978,0.0049873413748185,0.0007217093914278,1567109982000.0,879381737000.0,603902858400.0,437731938400.0,1.702965796613134,1.9336937276443276,26661189008641.69,14960891686097.775,10274178861468.947,7447118631652.9375,8.233837837191724e-06,4.620407439562836e-06,3.17299887218902e-06,2.299911198539731e-06,5.201731294831494e-06,2.9189447798796416e-06,2.0045436718923744e-06,1.4529700843437882e-06
7,7,2.25,0.02,135,1,100000.0,,107.58,0.1075799999999999,13.5,0.0007956187958558,0.0054007274687503,0.0007450012933849,1483280766000.0,832341081000.0,571598359200.0,414316399200.0,1.7143312209440134,1.8446319629704573,25433232115847.78,14271825265904.28,9800972330933.152,7104120401070.342,8.102756564675835e-06,4.546851353240114e-06,3.1224852796114102e-06,2.263297010534184e-06,5.151004797549656e-06,2.890479671620488e-06,1.984995665015392e-06,1.438800939715481e-06
8,8,2.25,0.02,140,1,100000.0,,101.75,0.10175,14.0,0.0008885621120356,0.0051204872982115,0.000667779119872,1402898475000.0,787234662500.0,540622170000.0,391863670000.0,1.5921713776287494,1.6182630213344873,22312125059253.508,12520420082913.863,8598219815475.252,6232319278284.231,7.99248786757111e-06,4.484974216657187e-06,3.0799920390995977e-06,2.232496281113207e-06,5.1079128315104215e-06,2.8662986706814444e-06,1.9683897077028384e-06,1.42676430537553e-06
9,9,2.25,0.02,145,1,100000.0,,95.99,0.0959899999999999,14.5,0.0008874747025612,0.0052694871768459,0.0006959224456566,1322650136863.6362,742669830500.0,510017907600.0,369680527600.0,1.6458808464804204,1.5826510618730072,21807413726364.34,12244892133158.363,8409004927986.138,6095169075527.802,7.80780102715897e-06,4.384090776392298e-06,3.0107117761855267e-06,2.182279291151303e-06,5.018745159646798e-06,2.818032156164861e-06,1.935243367660563e-06,1.4027385676666335e-06
