,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7
0,0,2.25,0.02,100,1,100000.0,,10000.0,10.0,10.0,0.0099881716577631,0.0478679823578083,0.0111299723331701,137877000000000.0,77369500000000.0,53132400000000.0,38512400000000.0,0.1001185814140706,10.01185814140706,138040496496278.12,77461245847159.34,53195405151249.64,38558068548512.52,0.0005705057957148,0.0003201385884633,0.000219850606992,0.0001593561464703,0.0002745132003344,0.0001540427268745,0.0001057866443674,7.667821447058998e-05
1,1,2.25,0.02,105,1,100000.0,,10000.0,10.0,10.5,0.0104694467132128,0.0485318194414261,0.0108095704250318,137877000000000.0,77369500000000.0,53132400000000.0,38512400000000.0,0.1002938261227393,10.029382612273931,138282118643249.3,77596831802032.8,53288516870838.35,38625559491693.86,0.000602811851664,0.000338267089923,0.0002323000966611,0.0001683800137515,0.0003059069412966,0.0001716592839607,0.0001178845635439,8.544724998363e-05
2,2,2.25,0.02,110,1,100000.0,,10000.0,10.0,11.0,0.0109811243578805,0.0476227350937435,0.0107817528052188,137877000000000.0,77369500000000.0,53132400000000.0,38512400000000.0,0.1001720241543911,10.01720241543911,138114181743349.84,77502594228131.64,53223800561807.71,38578650630435.73,0.0006244946505405,0.0003504343644334,0.0002406557987944,0.0001744365469184,0.0003454083588236,0.0001938254532518,0.0001331068639755,9.648095678293e-05
3,3,2.25,0.02,115,1,100000.0,,10000.0,10.0,11.5,0.0114858396723808,0.0470727054750149,0.0104332834251224,137877000000000.0,77369500000000.0,53132400000000.0,38512400000000.0,0.1001233785900502,10.01233785900502,138047110698603.56,77464957398228.89,53197954005979.84,38559916056114.49,0.0006478761985725,0.0003635548898326,0.0002496661323718,0.000180967582047,0.0003762525651661,0.0002111336396978,0.0001449930140156,0.000105096493909
4,4,2.25,0.02,120,1,100000.0,,10000.0,10.0,12.0,0.0119758382363568,0.0480613976578539,0.0103958771444176,137877000000000.0,77369500000000.0,53132400000000.0,38512400000000.0,0.1002021260419455,10.020212604194557,138155685322853.31,77525883908023.1,53239794417110.69,38590243589778.24,0.0006699212794535,0.0003759254584207,0.0002581614438118,0.0001871253093904,0.000413145553974,0.0002318360925911,0.0001592101280994,0.0001154016031163
5,5,2.25,0.02,125,1,100000.0,,10000.0,10.0,12.5,0.0120747797175354,0.0488526895644931,0.0099936436648736,137877000000000.0,77369500000000.0,53132400000000.0,38512400000000.0,0.1049000526729979,10.490005267299791,144633045623949.34,81160646252835.14,55735915586427.96,40399527885635.664,0.0006975309235631,0.0003914185744585,0.0002688011201514,0.0001948373546032,0.0004342637387557,0.0002436865346334,0.0001673482500566,0.0001213004258321
6,6,2.25,0.02,130,1,100000.0,,10000.0,10.0,13.0,0.012985071203808,0.048074841715356,0.0097605798741263,137877000000000.0,77369500000000.0,53132400000000.0,38512400000000.0,0.1001150011372682,10.011500113726829,138035560118031.38,77458475804898.78,53193502864257.94,38556689697989.31,0.0007244270488467,0.000406511300331,0.0002791658342591,0.0002023500966513,0.0004576571612556,0.0002568137233749,0.0001763631595893,0.0001278347777884
7,7,2.25,0.02,135,1,100000.0,,10000.0,10.0,13.5,0.0134632624851906,0.0463665763771591,0.0095812791273383,137877000000000.0,77369500000000.0,53132400000000.0,38512400000000.0,0.1002732511832414,10.027325118324146,138253750533917.84,77580913074218.02,53277584911684.586,38617635588694.695,0.0007531842874768,0.0004226483875478,0.000290247748616,0.0002103826929293,0.0004788069155558,0.0002686818806116,0.0001845134472035,0.0001337424186387
8,8,2.25,0.02,140,1,100000.0,,10000.0,10.0,14.0,0.0139707459771119,0.0482778133434152,0.0100339383080914,137877000000000.0,77369500000000.0,53132400000000.0,38512400000000.0,0.1002103034421392,10.021030344213925,138166960076918.31,77532210721665.9,53244139266091.18,38593392902850.42,0.0007855024931273,0.0004407837067967,0.0003027019203046,0.0002194099539177,0.000502006175087,0.0002817001150546,0.0001934535339265,0.0001402225361548
9,9,2.25,0.02,145,1,100000.0,,10000.0,10.0,14.5,0.0144785622772121,0.0482920407002498,0.0092586651766423,137790409090909.12,77369500000000.0,53132400000000.0,38512400000000.0,0.1001481400926473,10.014814009264729,137994531930595.44,77484115248980.75,53211110386585.73,38569452305040.695,0.0008133973358848,0.000456723697926,0.0003136484817361,0.0002273444412075,0.0005228404166732,0.0002935755970585,0.00020160885172,0.0001461338230718
