,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,100,1,100000.0,,578.0,0.578,100.0,0.0029848401664054,0.0362689211396788,0.0067333618326541,13987600000000.0,9016800000000.0,7282800000000.0,34.54437865044901,20.07463062324876,485806061082620.0,313164237722680.6,252940345852934.4,5.787772339216616e-05,3.73096068147848e-05,3.0134682427326183e-05,2.7849321068769164e-05,1.7952454903834667e-05,1.4500059730020307e-05
1,1,2.25,0.02,105,1,100000.0,,594.5,0.5945,105.0,0.0026970143595761,0.0383847028963907,0.0068600587500606,14386900000000.0,9274200000000.0,7490700000000.0,39.945599823821205,23.814473482031445,576310258265161.0,371505786319690.6,300062365873596.25,6.290094670398805e-05,4.054771771000883e-05,3.275007968885329e-05,3.192013587285105e-05,2.0576616513077532e-05,1.6619574875947242e-05
2,2,2.25,0.02,110,1,100000.0,,646.0,0.646,110.0,0.0025852798839451,0.0370721361008248,0.006405788943477,15633200000000.0,10077600000000.0,8139600000000.0,42.64381697158754,27.525738458786712,666122870702638.5,429401519957072.7,346824304580712.6,7.080840002923225e-05,4.56450843163646e-05,3.686718348629448e-05,3.916416773763625e-05,2.5246323004426678e-05,2.0391260888190776e-05
3,3,2.25,0.02,115,1,100000.0,,693.5,0.6935,115.0,0.0034664016458449,0.0402391660599162,0.0067255534398742,16782700000000.0,10818600000000.0,8738100000000.0,33.322104586952335,23.06137765066316,558085339146048.5,359757491350345.25,290573358398355.75,7.88609548930094e-05,5.083598745169201e-05,4.105983601867431e-05,4.5798312448150913e-05,2.952287909880802e-05,2.3845402349037245e-05
4,4,2.25,0.02,120,1,100000.0,,715.5,0.7155,120.0,0.0035923073563566,0.0332104045160101,0.0068203763208077,17315100000000.0,11161800000000.0,9015300000000.0,33.84694932612334,24.30454228332897,588169923256561.1,379150859619932.0,306237232769945.1,8.413117449514237e-05,5.423331909604219e-05,4.3803834654495625e-05,5.188433590531126e-05,3.344610083152296e-05,2.7014158363922395e-05
5,5,2.25,0.02,125,1,100000.0,,781.5,0.7815000000000001,125.0,0.0041174087752437,0.0401646205211335,0.0069039808921205,18912300000000.0,12191400000000.0,9846900000000.0,30.37754344079323,23.743436733106183,574591168941169.8,370397613036456.56,299167302837138.0,9.567885931448872e-05,6.167728121099275e-05,4.9816265593494136e-05,5.956704966361781e-05,3.839859399803463e-05,3.101424899841258e-05
6,6,2.25,0.02,130,1,100000.0,,823.0,0.823,130.0,0.0033481998427901,0.0305912868068666,0.0068182935315037,19916600000000.0,12838800000000.0,10369800000000.0,39.167640412029385,32.37380373648085,783446050422836.8,505031338289101.25,407909927079658.8,0.000104644891904,6.745703775635646e-05,5.448453049551868e-05,6.610946436217707e-05,4.2616018349172e-05,3.4420630205100465e-05
7,7,2.25,0.02,135,1,100000.0,,824.5,0.8245,135.0,0.0046988237601936,0.041935835495331,0.0059880980718279,19952900000000.0,12862200000000.0,10388700000000.0,28.854304021822347,23.85366608625435,577258719287355.4,372117190945567.9,300556192686804.9,0.0001089972277435,7.026267573550775e-05,5.675062270944856e-05,6.929064677498052e-05,4.466669792106181e-05,3.607694832085763e-05
8,8,2.25,0.02,140,1,100000.0,,845.5,0.8455,140.0,0.0038105507186543,0.0376202191128163,0.0073609687082197,20453202758755.11,13189800000000.0,10653300000000.0,37.47299120799538,31.686034360617327,766506073800813.0,494302136025630.2,399244032943778.3,0.0001165244512097,7.514393832076083e-05,6.069318095138374e-05,7.446952055239033e-05,4.802368087616328e-05,3.878835763074727e-05
9,9,2.25,0.02,145,1,100000.0,,900.5,0.9005000000000001,145.0,0.0050345302117164,0.0306337641288381,0.0067040676771023,21704019137277.13,14047800000000.0,11346300000000.0,29.06072370375066,26.18703588236085,631164828361269.0,408517759764829.25,329956652117746.7,0.0001281220620558,8.292625858672702e-05,6.69789011662026e-05,8.23550672654724e-05,5.330383771846613e-05,4.305309969568417e-05
