,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,0.02,100,1,100000.0,,10000.0,10.0,,10.0,0.0099751597090912,0.017493994018770047,0.01052015512833346,0.10024941684355249,10.024941684355248,
1,1,2.5,0.02,600,1,100000.0,,10000.0,10.0,,60.0,0.059921517525478966,0.014975489052593624,0.004944654122710309,0.1001311561687519,10.013115616875192,
2,2,2.5,0.02,1100,1,100000.0,,10000.0,10.0,,110.0,0.10976372018915755,0.014816989211016368,0.003878223683806244,0.10021558319684495,10.021558319684496,
3,3,2.5,0.02,1600,1,100000.0,,10000.0,10.0,,160.0,0.1598145384190161,0.01469938778530644,0.003466522383220602,0.10011608604848024,10.011608604848025,
4,4,2.5,0.02,2100,1,100000.0,,10000.0,10.0,,210.0,0.20950898257920927,0.014864038324082488,0.003209628179215693,0.10023465372392344,10.023465372392344,
5,5,2.5,0.018,100,1,100000.0,,10000.0,10.0,,10.0,0.009981791379860425,0.017411518833907933,0.01085293033371298,0.10018261137259794,10.018261137259795,
6,6,2.5,0.018,600,1,100000.0,,10000.0,10.0,,60.0,0.057911303800869805,0.014851957201862291,0.004861153856046916,0.1049949485868048,10.49949485868048,
7,7,2.5,0.018,1100,1,100000.0,,10000.0,10.0,,110.0,0.10933914798485148,0.01475811275569912,0.003975164115299729,0.1006218641923868,10.06218641923868,
8,8,2.5,0.018,1600,1,100000.0,,10000.0,10.0,,160.0,0.1598555895193158,0.014378927661420815,0.003619800457599332,0.10009036451526648,10.009036451526647,
9,9,2.5,0.018,2100,1,100000.0,,10000.0,10.0,,210.0,0.20965193515625283,0.014246234038724779,0.00319357300717442,0.10016616884159255,10.016616884159257,
10,10,2.5,0.016,100,1,100000.0,,10000.0,10.0,,10.0,0.009669422920427469,0.017856343294902367,0.011262975777184473,0.10481413202536943,10.481413202536944,
11,11,2.5,0.016,600,1,100000.0,,10000.0,10.0,,60.0,0.059907469891085155,0.014547218849022648,0.004730400288443687,0.10015477010893611,10.01547701089361,
12,12,2.5,0.016,1100,1,100000.0,,10000.0,10.0,,110.0,0.10961222777616968,0.01451732033233852,0.003868607420575636,0.10035540181765538,10.035540181765535,
13,13,2.5,0.016,1600,1,100000.0,,10000.0,10.0,,160.0,0.15960369833370353,0.014512623697762631,0.003519690314409427,0.10024865797140084,10.024865797140087,
