,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,0.027,100,1,100000.0,,310.28,0.31028,,20.0,0.0005533162643513378,0.027803847125946836,0.0012196280797807416,7.316437682519971,11.335442695695974,
1,1,2.5,0.027,200,1,100000.0,,457.16,0.4571599999999999,,40.0,0.0013216854084157604,0.022513978770250086,0.0012046737286062245,6.1232695795583805,13.986430238719407,
2,2,2.5,0.027,300,1,100000.0,,564.6800000000001,0.5646800000000001,,60.0,0.0023022234004679374,0.02107989299415701,0.0011212458809386568,5.2443087976016685,14.813104299700385,
3,3,2.5,0.027,400,1,100000.0,,649.48,0.6494800000000001,,80.0,0.003495671674957066,0.020594171795301947,0.0012576191838529224,4.5950129085994496,14.914772375462512,
4,4,2.5,0.027,500,1,100000.0,,731.4399999999998,0.7314399999999999,,100.0,0.004627278378152368,0.018546105129719475,0.0012015706320903984,4.3235073874949865,15.814950733457769,
5,5,2.5,0.027,600,1,100000.0,,798.2799999999999,0.79828,,120.0,0.006259431162939108,0.01825677870465752,0.001242462049313076,3.8479430102273455,15.357720647887486,
6,6,2.5,0.027,700,1,100000.0,,865.6799999999998,0.86568,,140.0,0.00798535834832819,0.01856574955240905,0.0012133407424234775,3.522152278096603,15.247890258817725,
7,7,2.5,0.027,800,1,100000.0,,923.0,0.923,,160.0,0.008876665033840254,0.017473653243407793,0.001206587629860598,3.615557083914009,16.692148878272707,
8,8,2.5,0.027,900,1,100000.0,,982.08,0.98208,,180.0,0.010826989929050797,0.017412880207412947,0.0012532087566539869,3.3663262326945165,16.537215668844578,
9,9,2.5,0.027,1000,1,100000.0,,1026.16,1.02616,,200.0,0.012921720762415132,0.0172296404116631,0.0012099933063897414,3.103458222871867,15.922032169653667,
10,10,2.5,0.027,1100,1,100000.0,,1081.28,1.08128,,220.0,0.014411470672112044,0.016994806656749205,0.0012385326039044543,3.0663514940898535,16.575212450753995,
11,11,2.5,0.027,1200,1,100000.0,,1129.56,1.12956,,240.0,0.0167598433654166,0.016530074731773307,0.0012325454570170386,2.8709249407021846,16.198955654802134,
12,12,2.5,0.027,1300,1,100000.0,,1172.24,1.17224,,260.0,0.019847459737711688,0.017244850764614236,0.0012052302900033571,2.624258207949199,15.37916387013667,
13,13,2.5,0.027,1400,1,100000.0,,1222.92,1.22292,,280.0,0.02131559302469213,0.017739067189742014,0.0012024046956692984,2.6373005523365824,16.131499448155722,
14,14,2.5,0.027,1500,1,100000.0,,1266.76,1.2667599999999999,,300.0,0.023987081938003026,0.016518324630122445,0.001218291053859429,2.507941075412038,15.88199411302881,
15,15,2.5,0.027,1600,1,100000.0,,1296.8799999999999,1.2968799999999998,,320.0,0.024821660884645092,0.01725676538142574,0.0012101314875437984,2.5883271783085844,16.78053363030138,
16,16,2.5,0.027,1700,1,100000.0,,1343.76,1.34376,,340.0,0.02852050329150188,0.01762463050756293,0.0012456197076539431,2.3932383680187166,16.080753692764294,
17,17,2.5,0.027,1800,1,100000.0,,1373.52,1.37352,,360.0,0.02921493778848344,0.01794692050147382,0.0012013809708029393,2.4713700348625087,16.976472771379697,
18,18,2.5,0.027,1900,1,100000.0,,1427.04,1.42704,,380.0,0.031620854636512374,0.016021197892152877,0.0012034042144564573,2.4088427942710022,17.1899277793774,
19,19,2.5,0.027,2000,1,100000.0,,1458.8799999999999,1.45888,,400.0,0.035114823454559886,0.0170647519810766,0.0011949515844997473,2.282670006495625,16.650568575829094,
20,20,2.5,0.027,2100,1,100000.0,,1494.48,1.49448,,420.0,0.03735041726004056,0.016178744587495002,0.001269947590958126,2.254307731611509,16.843193561536463,
