,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,0.027,100,1,100000.0,,1551.4,1.5514,,100.0,0.0027665813217566887,0.13901923562973417,0.006098140398903708,36.582188412599855,56.67721347847987,
1,1,2.5,0.027,200,1,100000.0,,2285.8,2.2858,,200.0,0.006608427042078801,0.11256989385125044,0.006023368643031123,30.616347897791904,69.93215119359704,
2,2,2.5,0.027,300,1,100000.0,,2823.4,2.8234000000000004,,300.0,0.011511117002339689,0.10539946497078503,0.005606229404693284,26.221543988008342,74.06552149850192,
3,3,2.5,0.027,400,1,100000.0,,3247.4,3.2474,,400.0,0.01747835837478533,0.10297085897650972,0.006288095919264612,22.97506454299725,74.57386187731257,
4,4,2.5,0.027,500,1,100000.0,,3657.2,3.6572,,500.0,0.02313639189076184,0.09273052564859738,0.006007853160451992,21.617536937474927,79.07475366728883,
5,5,2.5,0.027,600,1,100000.0,,3991.4,3.9914,,600.0,0.03129715581469554,0.0912838935232876,0.0062123102465653805,19.239715051136727,76.78860323943742,
6,6,2.5,0.027,700,1,100000.0,,4328.4,4.3284,,700.0,0.03992679174164095,0.09282874776204526,0.006066703712117387,17.610761390483013,76.23945129408862,
7,7,2.5,0.027,800,1,100000.0,,4615.0,4.615,,800.0,0.04438332516920127,0.08736826621703897,0.00603293814930299,18.077785419570045,83.46074439136353,
8,8,2.5,0.027,900,1,100000.0,,4910.4,4.9104,,900.0,0.054134949645253984,0.08706440103706473,0.006266043783269934,16.831631163472583,82.68607834422289,
9,9,2.5,0.027,1000,1,100000.0,,5130.8,5.1308,,1000.0,0.06460860381207567,0.08614820205831548,0.006049966531948707,15.517291114359335,79.61016084826834,
10,10,2.5,0.027,1100,1,100000.0,,5406.4,5.4064,,1100.0,0.07205735336056023,0.08497403328374602,0.006192663019522272,15.33175747044927,82.87606225376997,
11,11,2.5,0.027,1200,1,100000.0,,5647.8,5.6478,,1200.0,0.083799216827083,0.08265037365886654,0.006162727285085193,14.354624703510924,80.99477827401067,
12,12,2.5,0.027,1300,1,100000.0,,5861.2,5.8612,,1300.0,0.09923729868855843,0.08622425382307118,0.0060261514500167855,13.121291039745994,76.89581935068334,
13,13,2.5,0.027,1400,1,100000.0,,6114.6,6.1146,,1400.0,0.10657796512346066,0.08869533594871008,0.006012023478346492,13.186502761682911,80.65749724077861,
14,14,2.5,0.027,1500,1,100000.0,,6333.8,6.333799999999999,,1500.0,0.11993540969001514,0.08259162315061222,0.0060914552692971444,12.53970537706019,79.40997056514405,
15,15,2.5,0.027,1600,1,100000.0,,6484.4,6.484399999999999,,1600.0,0.12410830442322549,0.0862838269071287,0.006050657437718992,12.94163589154292,83.9026681515069,
16,16,2.5,0.027,1700,1,100000.0,,6718.8,6.7188,,1700.0,0.1426025164575094,0.08812315253781465,0.006228098538269717,11.966191840093584,80.40376846382145,
17,17,2.5,0.027,1800,1,100000.0,,6867.6,6.8676,,1800.0,0.1460746889424172,0.08973460250736909,0.006006904854014696,12.356850174312546,84.88236385689848,
18,18,2.5,0.027,1900,1,100000.0,,7135.2,7.1352,,1900.0,0.15810427318256187,0.08010598946076439,0.006017021072282287,12.044213971355012,85.949638896887,
19,19,2.5,0.027,2000,1,100000.0,,7294.399999999999,7.2944,,2000.0,0.17557411727279942,0.085323759905383,0.005974757922498736,11.413350032478125,83.25284287914549,
20,20,2.5,0.027,2100,1,100000.0,,7472.399999999999,7.4724,,2100.0,0.1867520863002028,0.08089372293747504,0.006349737954790631,11.271538658057544,84.2159678076823,
