Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays
0,2.5,0.02,100,1,100000.0
1,2.5,0.02,300,1,100000.0
2,2.5,0.02,500,1,100000.0
3,2.5,0.02,700,1,100000.0
4,2.5,0.02,900,1,100000.0
5,2.5,0.02,1100,1,100000.0
6,2.5,0.02,1300,1,100000.0
7,2.5,0.02,1500,1,100000.0
8,2.5,0.02,1700,1,100000.0
9,2.5,0.02,1900,1,100000.0
10,2.5,0.02,2100,1,100000.0
