,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.5,0.02,100,1,100000.0,,782.0,0.782,100.0,0.0027189744874931,0.063733214591871,0.0046553642561913,18924400000000.0,12199200000000.0,9853200000000.0,36.77857238454586,28.76084360471486,696012415234099.6,448669160233551.8,362386629419407.25,7.830515517763659e-05,5.047770333765003e-05,4.077045269579425e-05,3.76784932106877e-05,2.4288615458129253e-05,1.961772787002748e-05
1,1,2.5,0.02,300,1,100000.0,,470.0,0.47,300.0,0.0084976233936231,0.0357192346745674,0.0037093352665642,10978977776944.162,7332000000000.0,5922000000000.0,35.30398866877631,16.592874674324868,387601707031983.7,258848844919468.0,209070220896493.3,0.0001403282960056,9.371428626756368e-05,7.569230813918606e-05,7.64877683204158e-05,5.108019423292624e-05,4.12570799573635e-05
2,2,2.5,0.02,500,1,100000.0,,695.0,0.695,500.0,0.0184993079519699,0.0352352675235259,0.0039671269496937,14942500000000.0,10577068841350.107,8756999999999.999,27.028038091919846,18.784486473884293,403866459188512.3,285877419544869.2,236684529570942.1,0.0003242390105175,0.0002295130222717,0.0001900191410475,0.000181309334291,0.0001283400575791,0.0001062557028868
3,3,2.5,0.02,700,1,100000.0,,814.0,0.814,700.0,0.0300060404262012,0.0309933073147641,0.0047700240940002,15125501615343.943,11803000000000.0,10085996909771.48,23.32863616982801,18.98950984224,352857324070504.7,275347892712480.0,235292552318068.47,0.0004607323221392,0.0003595268267131,0.0003072258292984,0.0002622353957558,0.0002046321804605,0.0001748639786295
4,4,2.5,0.02,900,1,100000.0,,982.0,0.982,900.0,0.0535555749910372,0.0269031895510981,0.00467669491683,14323023557652.41,13315455832861.725,11570784792070.191,16.80497315453375,16.502483637752142,240698026378103.25,223765877811621.12,194446727807626.9,0.0005626150568519,0.0005230373259012,0.0004545058323341,0.0003080392356917,0.0002863699009592,0.0002488479956313
5,5,2.5,0.02,1100,1,100000.0,,1177.0,1.1769999999999998,1100.0,0.0591411120265092,0.0268682680882205,0.0041388332465276,11200551385433.969,14688829487181.752,13153085214104.72,18.59958263055552,21.89170875616384,208325581001162.16,273206097792977.38,244641895286478.75,0.0005385022754811,0.0007062123846231,0.0006323765744786,0.0002710691793889,0.0003554904413413,0.0003183232586261
6,6,2.5,0.02,1300,1,100000.0,,1277.0,1.277,1300.0,0.0641054913016887,0.0250614349657618,0.0040944051050585,6959649999999.999,14430419958948.586,13366755680983.312,20.27907397015385,25.896377459886462,141135257156381.2,292635553767902.8,271065427195634.75,0.0003956190568534,0.0008202925627235,0.0007598289103189,0.0002502040200029,0.00051878314054,0.0004805437063328
7,7,2.5,0.02,1500,1,100000.0,,1346.0,1.346,1500.0,0.0842737630828196,0.0253072646645573,0.0042733301163565,7335700000000.001,13385200622943.377,13023196391716.096,17.799133978696098,23.95763433532495,130569107127521.0,238244979219495.6,231801617407026.4,0.0004795267225375,0.0008749759920971,0.00085131216962,0.0003115277630321,0.0005684340428046,0.0005530606812492
8,8,2.5,0.02,1700,1,100000.0,,1385.0,1.385,1700.0,0.1090901808538546,0.0264909828221384,0.0050616379610161,7548250000000.0,11931872395531.97,12266832924458.191,15.583437360668109,21.58306074452533,117627681057663.06,185939586071257.38,191159422492075.44,0.0005502876415856,0.0008698654549383,0.0008942849746266,0.0003568490722136,0.0005640880461189,0.000579923551564
9,9,2.5,0.02,1900,1,100000.0,,1173.0,1.173,1900.0,0.1184105796990024,0.0259875239523759,0.004639162322144,6392850000000.0,8531934975201.056,9398959963421.713,16.04586351008301,18.821797897327368,102578798540434.16,136902264088979.6,150814428709799.6,0.0005161764939275,0.0006888921657659,0.0007588981753809,0.0003267075507857,0.0004360258068328,0.000480335247907
10,10,2.5,0.02,2100,1,100000.0,,28.0,0.0279999999999999,2100.0,0.1621990423973972,0.027642906229828,0.0045047450463765,152600000000.0,167207496652.77444,200855605386.49808,12.94705547554884,0.3625175533153675,1975720665568.7527,2164844735091.1177,2600488665513.937,1.3691753701282727e-05,1.5002384411388227e-05,1.8021398941507e-05,8.258156688511637e-06,9.048661250671014e-06,1.086957444985297e-05
