,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,0.027,100,1,100000.0,,20000.0,20.0,,20.0,0.0199780576448552,0.09401316434524458,0.02175605498855344,0.2002197682125284,20.02197682125284,
1,1,2.5,0.027,200,1,100000.0,,20000.0,20.0,,40.0,0.03987725572973773,0.09508698503907356,0.016812290436159255,0.2006162991274913,20.061629912749122,
2,2,2.5,0.027,300,1,100000.0,,20000.0,20.0,,60.0,0.05991258707934093,0.09493440475486302,0.014104985379939487,0.20029194635052164,20.029194635052164,
3,3,2.5,0.027,400,1,100000.0,,20000.0,20.0,,80.0,0.07990009030936561,0.09484291172238339,0.012809998657019563,0.20025024104912803,20.0250241049128,
4,4,2.5,0.027,500,1,100000.0,,20000.0,20.0,,100.0,0.09986833354884765,0.09340401493327219,0.012051428040632911,0.20026391200880267,20.026391200880273,
5,5,2.5,0.027,600,1,100000.0,,20000.0,20.0,,120.0,0.11957473941829448,0.08965647231092945,0.011839900528135964,0.200717186724916,20.0717186724916,
6,6,2.5,0.027,700,1,100000.0,,20000.0,20.0,,140.0,0.13946989867228235,0.09222640768975308,0.01062077354431508,0.2007660511544504,20.07660511544504,
7,7,2.5,0.027,800,1,100000.0,,20000.0,20.0,,160.0,0.15981424489757043,0.09370129107466343,0.010431490433242404,0.2002324789645256,20.02324789645256,
8,8,2.5,0.027,900,1,100000.0,,20000.0,20.0,,180.0,0.1792993919981609,0.09465272458620524,0.010592582369659778,0.20078674784975423,20.078674784975423,
9,9,2.5,0.027,1000,1,100000.0,,20000.0,20.0,,200.0,0.1997009903458229,0.09629370278006884,0.010006512873450783,0.2002995722611149,20.029957226111485,
10,10,2.5,0.027,1100,1,100000.0,,20000.0,20.0,,220.0,0.21930340821200844,0.09333293516224775,0.010295722942558032,0.2006358528027762,20.06358528027762,
11,11,2.5,0.027,1200,1,100000.0,,20000.0,20.0,,240.0,0.23961459338122948,0.09617814116727001,0.010276358125330705,0.20032175256918985,20.032175256918983,
12,12,2.5,0.027,1300,1,100000.0,,20000.0,20.0,,260.0,0.25908738285100297,0.09498611394988493,0.009354090306026776,0.20070575207233493,20.070575207233492,
13,13,2.5,0.027,1400,1,100000.0,,20000.0,20.0,,280.0,0.2794978833412097,0.09654193662207577,0.009612005825261923,0.20035958222175135,20.035958222175136,
14,14,2.5,0.027,1500,1,100000.0,,20000.0,20.0,,300.0,0.29905529491151356,0.08922388398141233,0.009755896754111267,0.20063518795909424,20.063518795909424,
15,15,2.5,0.027,1600,1,100000.0,,20000.0,20.0,,320.0,0.3195561540655399,0.09307033707848104,0.0093512036879274,0.2002779360644516,20.027793606445165,
16,16,2.5,0.027,1700,1,100000.0,,20000.0,20.0,,340.0,0.33924864132397486,0.095122330184236,0.009327218806639457,0.2004430811416412,20.04430811416412,
17,17,2.5,0.027,1800,1,100000.0,,20000.0,20.0,,360.0,0.3594394560562614,0.09568805838656384,0.009385105286365079,0.20031202415983515,20.031202415983515,
18,18,2.5,0.027,1900,1,100000.0,,20000.0,20.0,,380.0,0.37923257771815766,0.09573297771315632,0.009198110038031171,0.20040494333948672,20.040494333948672,
19,19,2.5,0.027,2000,1,100000.0,,20000.0,20.0,,400.0,0.399182500427014,0.09259950508697636,0.009302371433417337,0.2004110290728634,20.041102907286337,
20,20,2.5,0.027,2100,1,100000.0,,20000.0,20.0,,420.0,0.4195577707035226,0.0955187811603144,0.009578785543291009,0.20021085271300593,20.021085271300592,
