,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,0.027,100,1,100000.0,,347.32,0.34732,,20.0,0.0011977198395368303,0.02032156962827057,0.001180075560838546,3.3564093383914253,5.833490173577059,
1,1,2.5,0.027,200,1,100000.0,,202.8,0.2028,,40.0,0.0026186772982930502,0.015900281777501184,0.0012195861216567358,3.073578246644239,3.116282333863998,
2,2,2.5,0.027,300,1,100000.0,,221.64,0.22164,,60.0,0.004095520198518443,0.016321331241951734,0.001114065427038433,2.9397054621536114,3.26102349783216,
3,3,2.5,0.027,400,1,100000.0,,257.2,0.2572,,80.0,0.005858758247693458,0.016477794040038986,0.0011739602952931844,2.758064687313602,3.548186953233724,
4,4,2.5,0.027,500,1,100000.0,,295.28,0.29528000000000004,,100.0,0.007869441037723846,0.016063479826225153,0.001240593843925924,2.5668743360295414,3.7910538270734313,
5,5,2.5,0.027,600,1,100000.0,,329.72,0.32972,,120.0,0.01029368802515819,0.015232459845713043,0.0012294772096305272,2.3378543043856075,3.852604772093724,
6,6,2.5,0.027,700,1,100000.0,,377.64,0.37764,,140.0,0.011835263173011298,0.015958259735285113,0.0011644157414746367,2.4010805252983567,4.528422912779573,
7,7,2.5,0.027,800,1,100000.0,,413.28,0.41328,,160.0,0.015553794103952894,0.014343016508976233,0.0011665740683954708,2.073493965307657,4.286236843744582,
8,8,2.5,0.027,900,1,100000.0,,460.12,0.46012,,180.0,0.016281602613044018,0.015141839777709344,0.0011870687250889998,2.2173742522654853,5.0988057585363356,
9,9,2.5,0.027,1000,1,100000.0,,508.68,0.5086799999999999,,200.0,0.021274927364811447,0.013824268900116548,0.0011663212430510258,1.890256180205028,4.806517681416113,
10,10,2.5,0.027,1100,1,100000.0,,536.8,0.5368,,220.0,0.022380286113539115,0.015577319643402051,0.0012492333338272787,1.9734683825156032,5.296535782048559,
11,11,2.5,0.027,1200,1,100000.0,,562.24,0.5622400000000001,,240.0,0.025026892681444222,0.01468556484840756,0.0011910035672880184,1.925693719785932,5.415749986235336,
12,12,2.5,0.027,1300,1,100000.0,,597.88,0.59788,,260.0,0.0285878962683546,0.014623387791365287,0.0011845178260804167,1.8289009387683288,5.468289741347684,
13,13,2.5,0.027,1400,1,100000.0,,607.8,0.6078,,280.0,0.03286467699798777,0.015145205007723116,0.0011699223082913348,1.7124919273290733,5.211230226307085,
14,14,2.5,0.027,1500,1,100000.0,,614.48,0.61448,,300.0,0.034190528370281754,0.013701202559902112,0.0012097536718460736,1.758869000570139,5.402792653124555,
15,15,2.5,0.027,1600,1,100000.0,,618.4,0.6184,,320.0,0.03717971999553811,0.014342863504952733,0.0012276311538337427,1.732058769171973,5.351677125279252,
16,16,2.5,0.027,1700,1,100000.0,,601.44,0.60144,,340.0,0.0428891640274469,0.014624953997482988,0.0011423289482217819,1.5898023269597457,4.781012471213809,
17,17,2.5,0.027,1800,1,100000.0,,563.1600000000001,0.56316,,360.0,0.04508613302389676,0.01433720937550428,0.0012381614049743242,1.6030282093407688,4.512537830570274,
18,18,2.5,0.027,1900,1,100000.0,,499.76,0.49976,,380.0,0.0501507748280892,0.014012073857503528,0.001123087833017899,1.5215501699445468,3.802374305216501,
19,19,2.5,0.027,2000,1,100000.0,,365.84,0.36584,,400.0,0.05315383312055928,0.014483100891714545,0.001214607357891288,1.510613282770371,2.766739618951278,
20,20,2.5,0.027,2100,1,100000.0,,17.759999999999998,0.017759999999999998,,420.0,0.05981884806648714,0.017061222482947308,0.0010967245555814447,1.4074154335174305,0.12500751535547233,
