P0	SU_photonEnergy	SU_outgoingMaxF_X	SU_outgoingMinF_X	SU_outgoingMaxF_Y	SU_outgoingMinF_Y	SU_intensityH_width_X	SU_intensityH_centerWidth_X	SU_intensityH_centerMass_X	SU_intensityH_width_Y	SU_intensityH_centerWidth_Y	SU_intensityH_centerMass_Y	SU_energyH_width	SU_energyH_centerWidth	SU_energyH_centerMass	SU_pathlengthH_width	SU_pathlengthH_centerWidth	SU_pathlengthH_centerMass	SU_phi_width	SU_phi_centerWidth	SU_phi_centerMass	SU_psi_width	SU_psi_centerWidth	SU_psi_centerMass	SU_incoming_NO	SU_absorbed_NO	SU_outgoing_NO	SU_incoming_R	SU_absorbed_R	SU_outgoing_R	SU_efficiency	SU_S1S0	SU_S2S0	SU_S3S0	SU_focus_horizontal_z0	SU_focus_horizontal_width	SU_focus_horizontal_theta	SU_focus_horizontal_depth	SU_focus_vertical_z0	SU_focus_vertical_width	SU_focus_vertical_theta	SU_focus_vertical_depth
0	100	0.104233297564481	-0.104913440136176	0.0717970640317655	-0.0698107182869078	0.0549770610505292	-6.11342814992692e-05	-0.000340071285847704	0.0379449675952022	-0.000111875244912355	-0.000408884378251054	0.999995834375454	999.999999928079	999.999999928079	0	0	0	0.00182881548686951	-3.51180831916506e-06	-2.88660841530506e-05	0.00165701606775907	-7.72021285001432e-06	3.12533871476535e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	7.7854	0.0233879	1.36967e-05	3415.11	1.45884	0.0160036	1.24817e-05	2564.32
1	150	0.101163803685708	-0.0993418849468912	0.0698302634603832	-0.0707495712657557	0.0548018737064112	-3.40451812019284e-05	0.000910959369408215	0.0375726656908462	4.93558152571405e-06	-0.000459653902686222	0.99998916463926	1000.00000436383	1000.00000436383	0	0	0	0.00186079662562693	-6.9630847073849e-06	-5.85634060243367e-06	0.00168092986063918	1.16720157619147e-05	-1.25638834867683e-06	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-0.850545	0.0233639	1.37229e-05	3405.08	-1.59426	0.0160165	1.24944e-05	2563.78
2	200	0.102629648653678	-0.096697361514807	0.0696791819648831	-0.0715093468362541	0.0560205001135384	0.000282922857506963	0.000992608815292229	0.0370313623881998	-0.000153600086187904	0.000482823790068365	0.99998932520657	999.999996624966	999.999996624966	0	0	0	0.0018438432322833	2.80298204717046e-06	-2.4626261175787e-05	0.00166777243478728	-6.26125759248209e-06	-4.50155753574334e-06	200000	0	200000	100	0	100	100	1.000	0.000	0.000	4.94166	0.0233996	1.37049e-05	3414.77	-1.49319	0.0160267	1.2513e-05	2561.62
3	250	0.103620622834092	-0.100089049106921	0.0686148818948771	-0.0715523951555454	0.0546302732216814	9.60208611332884e-05	-0.000251140581375028	0.0375199476158563	1.98867764272838e-05	-8.0961808052768e-05	0.99999135479311	999.999995792024	999.999995792024	0	0	0	0.00186558556722303	-1.5711105065435e-05	7.79840222858708e-06	0.00167999253320575	-7.50526470595951e-07	4.42215022111161e-06	200000	0	200000	100	0	100	100	1.000	0.000	0.000	2.2625	0.023405	1.36982e-05	3417.23	-1.58992	0.0160439	1.24938e-05	2568.3
4	300	0.0970197265290391	-0.102219099645762	0.0709718318707232	-0.070280704975463	0.0543833361227705	-0.000293676707906473	-0.000627024913066321	0.0371576211290309	-7.04852247639977e-05	0.000345563447630093	0.999993457678215	999.999997594613	999.999997594613	0	0	0	0.0018327816697273	-1.44802296088368e-05	1.18860867371774e-05	0.00166116801302355	4.31393883357635e-07	-9.58321411511807e-06	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-3.77684	0.0234081	1.37054e-05	3415.89	-7.49017	0.016023	1.24411e-05	2575.82
5	350	0.102683666184691	-0.101663126228372	0.0716855646563808	-0.0718833130133839	0.054807951838059	0.000131638729437458	0.000510269978159547	0.037541009158514	4.17055306164739e-05	-9.88741785015179e-05	0.999987633214346	1000.00000067895	1000.00000067895	0	0	0	0.00183280412101589	6.74570541690052e-07	2.7271952455255e-05	0.00166755712999514	-1.18086083855402e-06	-2.84591368504327e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-1.19487	0.0233377	1.37106e-05	3404.33	-2.19269	0.0160542	1.24655e-05	2575.78
6	400	0.103590961936805	-0.100017209326222	0.0678573096083172	-0.0685034701305797	0.0546314667076729	-1.24503996279009e-05	-0.000229046182461279	0.0372705612069741	-0.000206763638685794	-0.000323080261131231	0.999997188442194	999.999999144272	999.999999144272	0	0	0	0.00183645412815232	-3.14081441544242e-06	4.06974033409155e-07	0.00165881999881997	-4.0897400337246e-06	-1.99424795560106e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	-7.01084	0.0233371	1.37166e-05	3402.74	-5.66681	0.0159839	1.24472e-05	2568.28
7	450	0.100392910642582	-0.103820290655194	0.0697185926597592	-0.0719738847743803	0.0551386113110068	-3.29379341874603e-05	0.000308222877830527	0.0362683098051195	3.19279321610681e-05	0.00027524975886907	0.999996292304445	999.999998532746	999.999998532746	0	0	0	0.00186003787933005	-7.69266610124513e-06	1.94296694922373e-05	0.0016736281594505	1.01269926195757e-05	-2.15726988290685e-06	200000	0	200000	100	0	100	100	1.000	0.000	0.000	1.73119	0.0233208	1.37235e-05	3398.65	0.195706	0.0160492	1.24558e-05	2576.99
8	500	0.0977592125401519	-0.103603321981341	0.0688757509318448	-0.0683389282228741	0.0547459321796977	-4.80335804402404e-05	-0.000928366259985589	0.0373068456038976	0.000154702111368268	0.000268411354485354	0.999995930290083	1000.00000109295	1000.00000109295	0	0	0	0.00182567880691295	-3.46345580219643e-06	-1.89443284960419e-05	0.00167494626985005	9.06463483891281e-06	-9.85044410091928e-06	200000	0	200000	100	0	100	100	1.000	0.000	0.000	1.51616	0.0233946	1.37232e-05	3409.51	-4.40412	0.0160281	1.24796e-05	2568.68
9	550	0.0980221770524707	-0.104185161290369	0.0666417279548718	-0.0695909792979236	0.0542509793549489	-0.000105765003460004	0.000922613590809973	0.0374121574444513	-6.22566128551036e-05	-0.000125786985854651	0.999997067091385	999.999999753241	999.999999753241	0	0	0	0.00186753322891177	7.19894793905194e-06	2.36879768067567e-05	0.00167434646694028	5.07894890784449e-06	1.96523399201912e-05	200000	0	200000	100	0	100	100	1.000	0.000	0.000	3.74563	0.0233235	1.37097e-05	3402.5	-4.8436	0.0159991	1.24807e-05	2563.81
