,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,100,1,100000.0,,50000.0,50.0,50.0,0.0499260750336034,0.057754696291057,0.0536297199018544,1210000000000000.0,780000000000000.0,630000000000000.0,0.5007403444675083,50.07403444675083,1211791633611370.0,781154937369313.0,630932834029060.5,0.0050067234768309,0.0032274746379571,0.00260680643835,0.0024091108190976,0.0015529805280133,0.0012543304264723
1,1,2.25,0.02,105,1,100000.0,,50000.0,50.0,52.5,0.0523801963054282,0.0547731524906325,0.0474668170585599,1210000000000000.0,780000000000000.0,630000000000000.0,0.5011446621136768,50.11446621136768,1212770082315098.0,781785672897335.8,631442274263232.8,0.0052902394200158,0.0034102369814977,0.0027544221773636,0.0026846203425442,0.0017305817084169,0.0013977775337213
2,2,2.25,0.02,110,1,100000.0,,50000.0,50.0,55.0,0.0549728378938638,0.0491430008648526,0.0462908784292783,1210000000000000.0,780000000000000.0,630000000000000.0,0.5002470593215957,50.02470593215958,1210597883558262.0,780385412541689.5,630311294745210.8,0.005480526318052,0.0035329012628765,0.0028534971738618,0.0030312823326343,0.0019540497681444,0.0015782709665782
3,3,2.25,0.02,115,1,100000.0,,50000.0,50.0,57.5,0.0573993752313981,0.0541371992572053,0.0470951441350248,1210000000000000.0,780000000000000.0,630000000000000.0,0.5008770798147566,50.08770798147568,1212122533151711.2,781368244511020.5,631105120566593.5,0.0056857213333099,0.0036651757355221,0.0029603342479217,0.0033019691743439,0.002128542112387,0.0017192070907741
4,4,2.25,0.02,120,1,100000.0,,50000.0,50.0,60.0,0.0599664436899551,0.0500875252877446,0.0453616198660119,1210000000000000.0,780000000000000.0,630000000000000.0,0.5002798010887184,50.02798010887183,1210677118634698.2,780436489698400.5,630352549371785.1,0.0058791875957471,0.0037898895245312,0.0030610646159675,0.0036257397557869,0.0023372537268709,0.0018877818563188
5,5,2.25,0.02,125,1,100000.0,,50000.0,50.0,62.5,0.0623982026589082,0.0489860352836786,0.0439743709170371,1210000000000000.0,780000000000000.0,630000000000000.0,0.5008157919886261,50.08157919886262,1211974216612475.2,781272635502256.8,631027897905669.0,0.0061214881199289,0.0039460832508632,0.0031872210872357,0.0038110716355481,0.0024567238642376,0.0019842769672688
6,6,2.25,0.02,130,1,100000.0,,50000.0,50.0,65.0,0.0649558768885327,0.0471355003485031,0.0431521060159731,1210000000000000.0,780000000000000.0,630000000000000.0,0.5003396391031463,50.03396391031464,1210821926629614.0,780529837000908.2,630427945269964.4,0.0063575268471501,0.0040982404469232,0.0033101172840533,0.0040163708603995,0.0025890655133154,0.0020911682992163
7,7,2.25,0.02,135,1,100000.0,,50000.0,50.0,67.5,0.0673615749349067,0.0502569048745329,0.0451403385722013,1210000000000000.0,780000000000000.0,630000000000000.0,0.5010284347398757,50.10284347398756,1212488812070499.0,781604358194206.0,631295827772243.4,0.006609898589663,0.0042609263635844,0.0034415174475105,0.0042019797922971,0.0027087142462742,0.0021878076604522
8,8,2.25,0.02,140,1,100000.0,,50000.0,50.0,70.0,0.069898791300126,0.0467612084078949,0.0428001680088126,1209532983959497.8,780000000000000.0,630000000000000.0,0.5007244672663271,50.07244672663271,1211285518068341.0,781130168935470.2,630912828755572.2,0.0068908605091493,0.0044437574406127,0.0035891887020333,0.0044038746630627,0.0028399574734573,0.0022938118054847
9,9,2.25,0.02,145,1,100000.0,,50000.0,50.0,72.5,0.0722614808289137,0.0453627365856914,0.0440921197318544,1205109335773299.8,780000000000000.0,630000000000000.0,0.5016507827449437,50.16507827449436,1209088083167830.0,782575221082112.0,632079986258629.0,0.007113940147469,0.0046044563346322,0.0037189839625875,0.0045727411030245,0.0029596800509975,0.0023905108104211
