,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,100,1,100000.0,,248.75,0.24875,50.0,0.0014710119669558,0.0186820030056374,0.0030053415031239,6019750000000.0,3880500000000.0,3134250000000.0,17.083455766623118,8.49103357834037,205483012595836.9,132460123822109.72,106987023087088.62,2.4908449297234145e-05,1.6056686323836884e-05,1.2968862030791328e-05,1.198532632501095e-05,7.726078126866562e-06,6.2402938716999166e-06
1,1,2.25,0.02,105,1,100000.0,,268.0,0.268,52.5,0.0011157696226256,0.0192965581906981,0.003650068454642,6485600000000.0,4180800000000.0,3376800000000.0,23.61149481647865,12.682699135408328,306921319076881.5,197850106512369.9,159802009106144.94,2.835568329128477e-05,1.82788702208282e-05,1.4763702870668932e-05,1.4389565036037143e-05,9.275917957114854e-06,7.492087580746612e-06
2,2,2.25,0.02,110,1,100000.0,,292.0,0.292,55.0,0.0014321135432311,0.0215028727700906,0.0033037202980613,7066400000000.0,4555200000000.0,3679200000000.0,19.54265338617898,11.446432661601122,277003670410747.2,178564349520977.56,144225051536174.2,3.200627369742387e-05,2.0632143375198858e-05,1.6664423495352923e-05,1.7702688822584808e-05,1.141165064596376e-05,9.21710244481688e-06
3,3,2.25,0.02,115,1,100000.0,,334.25,0.33425,57.5,0.0015487425324991,0.0191148369238852,0.0037659676414062,8088850000000.0,5214300000000.0,4211550000000.0,19.08833800646368,12.768467275187792,308996908059544.56,199188089492929.6,160882687667366.2,3.8009047113177205e-05,2.4501699791965472e-05,1.978983444735673e-05,2.2073663930489457e-05,1.4229304021307251e-05,1.149289940182509e-05
4,4,2.25,0.02,120,1,100000.0,,337.5,0.3375,60.0,0.0018059833072605,0.018958113573304,0.0035315670670696,8167500000000.001,5265000000000.001,4252500000000.001,16.758623290332856,11.312070720974678,273752111447587.2,176468303247205.0,142532091084280.94,3.968451627129358e-05,2.5581754290585946e-05,2.066218615778096e-05,2.447374335156192e-05,1.577646265637876e-05,1.2742527530152071e-05
5,5,2.25,0.02,125,1,100000.0,,355.0,0.355,62.5,0.0020289260695669,0.0190712512541205,0.0037764835653047,8591000000000.0,5538000000000.0,4473000000000.0,15.4629197087173,10.999015189443323,266176167584528.44,171584636955315.88,138587591386985.88,4.3462565651495206e-05,2.801719108112914e-05,2.2629269719373538e-05,2.7058608612391967e-05,1.7442739436087386e-05,1.408836646760904e-05
6,6,2.25,0.02,130,1,100000.0,,353.0,0.353,65.0,0.0019061866284957,0.0173484596888245,0.0034313302633523,8542600000000.0,5506800000000.0,4447800000000.0,17.050707025072697,12.037543293519889,291308547703181.25,187785675378910.25,151673045498350.62,4.488413954088005e-05,2.8933577555278046e-05,2.3369428025416887e-05,2.8355578274421036e-05,1.827880252400695e-05,1.4763648192467148e-05
7,7,2.25,0.02,135,1,100000.0,,377.0,0.377,67.5,0.0016785139668726,0.01676283544544,0.0029719343161979,9123400000000.0,5881200000000.0,4750200000000.0,20.55452446161541,15.573928605199796,376889072245835.1,242953286241116.8,196231500425517.44,4.98386353660469e-05,3.2127384781426826e-05,2.594904155422936e-05,3.168292763392074e-05,2.0423705416907583e-05,1.6496069759809975e-05
8,8,2.25,0.02,140,1,100000.0,,378.5,0.3785,70.0,0.0022405829752187,0.0143641753994872,0.0037783932636147,9156164688573.398,5904600000000.0,4769100000000.0,16.711495427508567,12.659140165629488,306232951577907.3,197482586583820.0,159505166086931.53,5.2163814054225e-05,3.363924382543817e-05,2.7170158474392367e-05,3.333733119938467e-05,2.149847807407192e-05,1.7364155367519626e-05
9,9,2.25,0.02,145,1,100000.0,,396.75,0.39675,72.5,0.0024010911220244,0.0188916825908861,0.0032602072077474,9562542579361.137,6189300000000.0,4999050000000.0,15.179143005611664,12.051894668659576,290477015579162.25,188009556831089.3,151853872825110.62,5.644911507015e-05,3.6536361015307e-05,2.9510137743132567e-05,3.628470065249992e-05,2.3485061204665667e-05,1.89687032806915e-05
10,10,2.25,0.02,150,1,100000.0,,378.5,0.3785,75.0,0.0024535228688904,0.0184469946286818,0.0035035886339039,9121850000000.0,5904600000000.0,4769100000000.0,15.284362181062086,11.570377323908644,278846093506198.3,180497886252974.8,145786754281248.94,5.5667188416975e-05,3.60335327512619e-05,2.9104007222173076e-05,3.6135870254167454e-05,2.3390853774481843e-05,1.889261266400457e-05
11,11,2.25,0.02,155,1,100000.0,,357.25,0.35725,77.5,0.0025348597197804,0.0164043423820309,0.0031734397579884,8609725000000.002,5573100000000.001,4501350000000.001,15.355481066170253,10.958658243915728,264103663678369.03,170955068605085.38,138079093873338.2,5.449426332175e-05,3.527429493028554e-05,2.84907766744614e-05,3.505531261705836e-05,2.2691405677431965e-05,1.832767381638736e-05
12,12,2.25,0.02,160,1,100000.0,,363.75,0.36375,80.0,0.0027100551001382,0.016738904737215,0.003813258762456,8766375000000.0,5674500000000.0,4583250000000.0,14.904220288672422,10.84502059375371,261364996309464.4,169182321262557.88,136647259481296.77,5.725539950055e-05,3.706158639871275e-05,2.9934358245114145e-05,3.67138028947633e-05,2.3764951251382048e-05,1.919476831842396e-05
13,13,2.25,0.02,165,1,100000.0,,348.75,0.34875,82.5,0.0024950067146107,0.0140544597391385,0.0035821191322986,8404875000000.0,5440500000000.0,4394250000000.0,16.587752359153015,11.579009029072324,279054117600643.03,180632540853528.25,145895513766311.3,5.647648605425e-05,3.6557393462514e-05,2.9527125488953613e-05,3.60589608172056e-05,2.3341070072548017e-05,1.885240275090417e-05
14,14,2.25,0.02,170,1,100000.0,,317.25,0.31725,85.0,0.0029378036930864,0.0169204273490015,0.0031860025511953,7632978603582.721,4949100000000.0,3997350000000.0,14.46861005976761,9.178366785216944,220829873246320.8,143182521849384.3,115647421493733.48,5.2935445081775005e-05,3.432248730939188e-05,2.7722008980662676e-05,3.356660394367022e-05,2.176404365913508e-05,1.757865064776295e-05
15,15,2.25,0.02,175,1,100000.0,,259.25,0.25925,87.5,0.0023587895245782,0.0163454044665675,0.0033036450869949,6222000000000.0,4044300000000.0,3266550000000.0,18.552773358559143,9.623158874388151,230955812985315.7,150121278440455.2,121251801817290.77,4.468795271728142e-05,2.904716926623293e-05,2.346117517657275e-05,2.793560712353492e-05,1.81581446302977e-05,1.4666193739855832e-05
16,16,2.25,0.02,180,1,100000.0,,250.5,0.2504999999999999,90.0,0.0031498808427912,0.0165753755282059,0.0032944114225918,6012000000000.0,3907800000000.0,3156300000000.0,14.38329031702069,7.208391236525657,173001389676615.78,112450903289800.23,90825729580223.28,4.4638781453164414e-05,2.901520794455687e-05,2.343536026291132e-05,2.7571025658664095e-05,1.7921166678131665e-05,1.4474788470798652e-05
17,17,2.25,0.02,185,1,100000.0,,215.75,0.21575,92.5,0.0022052856366982,0.0145441614716543,0.0035548069449768,5178000000000.0,3365700000000.0,2718450000000.0,21.263009609662543,9.191148060124837,220587553442996.1,143381909737947.44,115808465557572.94,3.9580325869094645e-05,2.5727211814911523e-05,2.0779671081274693e-05,2.418772816132626e-05,1.572202330486207e-05,1.2698557284696288e-05
18,18,2.25,0.02,190,1,100000.0,,174.75,0.17475,95.0,0.0029778988774751,0.0188985346140571,0.0032214077183228,4194000000000.0,2726100000000.0,2201850000000.0,15.975014945971886,5.573636078040405,133767265872969.72,86948722817430.31,70227814583309.09,3.297493086096181e-05,2.143370505962518e-05,1.7311838702004955e-05,1.9962302947224127e-05,1.2975496915695685e-05,1.0480209047292665e-05
19,19,2.25,0.02,195,1,100000.0,,161.5,0.1615,97.5,0.003121438748586,0.01626767810899,0.0023779668254386,3876000000000.0,2519400000000.0,2034900000000.0,15.898018371077493,5.118174536016195,122836188864388.69,79843522761852.66,64488999153804.06,3.135657445935464e-05,2.038177339858051e-05,1.6462201591161183e-05,1.8775021858174957e-05,1.2203764207813724e-05,9.856886475541853e-06
20,20,2.25,0.02,200,1,100000.0,,142.5,0.1425,100.0,0.002402273729487,0.0141600206420571,0.0027778262007741,3409880350659.984,2223000000000.0,1795500000000.0,20.934336585749875,5.963106473571068,142691084864023.4,93024460987708.69,75135141566995.47,2.8341100536737764e-05,1.847638626996808e-05,1.4923235064204984e-05,1.6814586058986177e-05,1.096191683144882e-05,8.853855902324045e-06
