,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,2.5,0.016,100,1,100000.0,,10000.0,10.0,10.0,0.0099442383947172,0.0182525100433861,0.0106012942629929,,0.1005761157447654,10.057611574476542,,,
1,1,2.5,0.016,150,1,100000.0,,10000.0,10.0,15.0,0.0149587726922948,0.0163308722733191,0.0087998291406716,,0.1002763994826875,10.027639948268758,,,
2,2,2.5,0.016,200,1,100000.0,,10000.0,10.0,20.0,0.0199742476731719,0.0161185973563207,0.0077714269362718,,0.1001289674794052,10.012896747940529,,,
3,3,2.5,0.016,250,1,100000.0,,10000.0,10.0,25.0,0.0249641778120235,0.0155018470340565,0.0069589160742816,,0.1001435957965116,10.014359579651162,,,
4,4,2.5,0.016,300,1,100000.0,,10000.0,10.0,30.0,0.0299159214257218,0.0158574893900927,0.0063552782662573,,0.1002841116831589,10.028411168315891,,,
5,5,2.5,0.016,350,1,100000.0,,10000.0,10.0,35.0,0.0349359200557563,0.0149700233705566,0.0059018479096268,,0.1001835425904175,10.018354259041752,,,
6,6,2.5,0.016,400,1,100000.0,,10000.0,10.0,40.0,0.0399420203792982,0.0148341229549457,0.0057694885222039,,0.1001453174105698,10.014531741056986,,,
7,7,2.5,0.016,450,1,100000.0,,10000.0,10.0,45.0,0.0435252079385735,0.0148211466882914,0.0054727164464535,,0.1047871469311811,10.478714693118112,,,
8,8,2.5,0.016,500,1,100000.0,,10000.0,10.0,50.0,0.0498494399109995,0.01483740983529,0.005225648591994,,0.100302881092711,10.030288109271105,,,
9,9,2.5,0.016,550,1,100000.0,,10000.0,10.0,55.0,0.0549249096458333,0.0149248312288881,0.0050417707858115,,0.1001367937940045,10.013679379400449,,,
10,10,2.5,0.016,600,1,100000.0,,10000.0,10.0,60.0,0.0599327540440754,0.0147125894529091,0.0047946650113271,,0.1001122596876969,10.01122596876969,,,
11,11,2.5,0.016,650,1,100000.0,,10000.0,10.0,65.0,0.0649376486707694,0.0146485663278058,0.0048964250309873,,0.1000960509028114,10.00960509028114,,,
12,12,2.5,0.016,700,1,100000.0,,10000.0,10.0,70.0,0.0698076338770806,0.0146031731191917,0.0046423124573812,,0.1002765452297892,10.02765452297893,,,
13,13,2.5,0.016,750,1,100000.0,,10000.0,10.0,75.0,0.0748508384590104,0.0143696893488322,0.0043772643303491,,0.1001994607548416,10.019946075484167,,,
14,14,2.5,0.016,800,1,100000.0,,10000.0,10.0,80.0,0.0798862698480513,0.0145282341655498,0.0042773073723674,,0.1001424446518652,10.014244465186524,,,
15,15,2.5,0.016,850,1,100000.0,,10000.0,10.0,85.0,0.0846239048775635,0.0150576032595044,0.0042588326241866,,0.1004459812879444,10.044598128794444,,,
16,16,2.5,0.016,900,1,100000.0,,10000.0,10.0,90.0,0.0898084342521815,0.0144886927057786,0.0042221469539241,,0.1002136701173547,10.02136701173547,,,
17,17,2.5,0.016,950,1,100000.0,,10000.0,10.0,95.0,0.0948260684286401,0.0145522319894356,0.0042563606683553,,0.1001835853316247,10.018358533162475,,,
18,18,2.5,0.016,1000,1,100000.0,,10000.0,10.0,100.0,0.0998662499166687,0.0151338726035568,0.0041380081437667,,0.1001339991428421,10.013399914284212,,,
19,19,2.5,0.016,1050,1,100000.0,,10000.0,10.0,105.0,0.1047417026915786,0.0146400995123486,0.0039878539599066,,0.1002469285973652,10.024692859736522,,,
20,20,2.5,0.016,1100,1,100000.0,,10000.0,10.0,110.0,0.1094756137972763,0.0147030446006866,0.0038673511587256,,0.1004858528011184,10.048585280111846,,,
21,21,2.5,0.016,1150,1,100000.0,,10000.0,10.0,115.0,0.1148175103646667,0.0145890377598395,0.0039913308099245,,0.1001591341990193,10.015913419901931,,,
22,22,2.5,0.016,1200,1,100000.0,,10000.0,10.0,120.0,0.119598868281721,0.0144297418363394,0.0038457104270814,,0.100336916071163,10.033691607116308,,,
23,23,2.5,0.016,1250,1,100000.0,,10000.0,10.0,125.0,0.1246012350160867,0.0146876591586228,0.0037462732341542,,0.1003214904302934,10.032149043029344,,,
24,24,2.5,0.016,1300,1,100000.0,,10000.0,10.0,130.0,0.129538004232636,0.0145396746993145,0.0037311161627858,,0.1003601572921439,10.036015729214396,,,
25,25,2.5,0.016,1350,1,100000.0,,10000.0,10.0,135.0,0.1303336834095418,0.0147416868566939,0.0038022283164297,,0.1049659515504966,10.496595155049658,,,
26,26,2.5,0.016,1400,1,100000.0,,10000.0,10.0,140.0,0.1393006749811365,0.0143234509329214,0.0036479065249616,,0.1005087830776953,10.050878307769535,,,
27,27,2.5,0.016,1450,1,100000.0,,10000.0,10.0,145.0,0.1445706777445298,0.0146531286993736,0.0035491590571844,,0.1002982056444938,10.02982056444939,,,
28,28,2.5,0.016,1500,1,100000.0,,10000.0,10.0,150.0,0.1495584117659427,0.0144853018892143,0.0035249996894293,,0.1002982461806401,10.029824618064016,,,
29,29,2.5,0.016,1550,1,100000.0,,10000.0,10.0,155.0,0.1547323504321252,0.0140145797596625,0.0035459796250234,,0.1001733487687106,10.01733487687107,,,
30,30,2.5,0.016,1600,1,100000.0,,10000.0,10.0,160.0,0.1594344211077896,0.0144717651876173,0.0034766222150404,,0.1003568060692709,10.035680606927096,,,
31,31,2.5,0.016,1650,1,100000.0,,10000.0,10.0,165.0,0.1646663877911442,0.0145643960365984,0.0033905969316927,,0.1002029389280544,10.020293892805444,,,
32,32,2.5,0.016,1700,1,100000.0,,10000.0,10.0,170.0,0.1695858657923668,0.0143322433012653,0.0034989963161655,,0.1002449785227796,10.024497852277966,,,
33,33,2.5,0.016,1750,1,100000.0,,10000.0,10.0,175.0,0.169201927075008,0.0140242185018679,0.003291004316762,,0.1048164499534354,10.481644995343546,,,
34,34,2.5,0.016,1800,1,100000.0,,10000.0,10.0,180.0,0.1793510411847751,0.0139548474664651,0.0035259190529523,,0.1003652089519255,10.036520895192554,,,
35,35,2.5,0.016,1850,1,100000.0,,10000.0,10.0,185.0,0.1847189771797957,0.0145608318629402,0.003311380304602,,0.1001522577317627,10.015225773176272,,,
36,36,2.5,0.016,1900,1,100000.0,,10000.0,10.0,190.0,0.1896724243122639,0.0140843442019083,0.0032848233001279,,0.1001730874014936,10.01730874014936,,,
37,37,2.5,0.016,1950,1,100000.0,,10000.0,10.0,195.0,0.1947249651810193,0.0139837449873549,0.0032829265096455,,0.1001413711555404,10.014137115554044,,,
38,38,2.5,0.016,2000,1,100000.0,,10000.0,10.0,200.0,0.1992922084970178,0.0144474995498671,0.0032905015013187,,0.1003585144639659,10.035851446396595,,,
39,39,2.5,0.016,2050,1,100000.0,,10000.0,10.0,205.0,0.2040300002183994,0.0145273716299967,0.0033801595040006,,0.100481660572451,10.048166057245108,,,
40,40,2.5,0.016,2100,1,100000.0,,10000.0,10.0,210.0,0.208618526250043,0.0144343664132692,0.0032138503609989,,0.1006734404885615,10.067344048856157,,,
