Simulation Number,PG.cFactor,ExitSlit.openingHeight,PG.lineDensity,PG.orderDiffraction,SU.numberRays,SU.photonEnergy
622,25.0,0.008,600,1,100000.0,1900
623,25.0,0.008,600,1,100000.0,1950
624,25.0,0.008,600,1,100000.0,2000
625,25.0,0.008,1200,1,100000.0,100
626,25.0,0.008,1200,1,100000.0,150
627,25.0,0.008,1200,1,100000.0,200
628,25.0,0.008,1200,1,100000.0,250
629,25.0,0.008,1200,1,100000.0,300
630,25.0,0.008,1200,1,100000.0,350
631,25.0,0.008,1200,1,100000.0,400
632,25.0,0.008,1200,1,100000.0,450
633,25.0,0.008,1200,1,100000.0,500
634,25.0,0.008,1200,1,100000.0,550
635,25.0,0.008,1200,1,100000.0,600
636,25.0,0.008,1200,1,100000.0,650
637,25.0,0.008,1200,1,100000.0,700
638,25.0,0.008,1200,1,100000.0,750
639,25.0,0.008,1200,1,100000.0,800
640,25.0,0.008,1200,1,100000.0,850
641,25.0,0.008,1200,1,100000.0,900
642,25.0,0.008,1200,1,100000.0,950
643,25.0,0.008,1200,1,100000.0,1000
644,25.0,0.008,1200,1,100000.0,1050
645,25.0,0.008,1200,1,100000.0,1100
646,25.0,0.008,1200,1,100000.0,1150
647,25.0,0.008,1200,1,100000.0,1200
648,25.0,0.008,1200,1,100000.0,1250
649,25.0,0.008,1200,1,100000.0,1300
650,25.0,0.008,1200,1,100000.0,1350
651,25.0,0.008,1200,1,100000.0,1400
652,25.0,0.008,1200,1,100000.0,1450
653,25.0,0.008,1200,1,100000.0,1500
654,25.0,0.008,1200,1,100000.0,1550
655,25.0,0.008,1200,1,100000.0,1600
656,25.0,0.008,1200,1,100000.0,1650
657,25.0,0.008,1200,1,100000.0,1700
658,25.0,0.008,1200,1,100000.0,1750
659,25.0,0.008,1200,1,100000.0,1800
660,25.0,0.008,1200,1,100000.0,1850
661,25.0,0.008,1200,1,100000.0,1900
662,25.0,0.008,1200,1,100000.0,1950
663,25.0,0.008,1200,1,100000.0,2000
664,25.0,0.008,2400,1,100000.0,100
665,25.0,0.008,2400,1,100000.0,150
666,25.0,0.008,2400,1,100000.0,200
667,25.0,0.008,2400,1,100000.0,250
668,25.0,0.008,2400,1,100000.0,300
669,25.0,0.008,2400,1,100000.0,350
670,25.0,0.008,2400,1,100000.0,400
671,25.0,0.008,2400,1,100000.0,450
672,25.0,0.008,2400,1,100000.0,500
673,25.0,0.008,2400,1,100000.0,550
674,25.0,0.008,2400,1,100000.0,600
675,25.0,0.008,2400,1,100000.0,650
676,25.0,0.008,2400,1,100000.0,700
677,25.0,0.008,2400,1,100000.0,750
678,25.0,0.008,2400,1,100000.0,800
679,25.0,0.008,2400,1,100000.0,850
680,25.0,0.008,2400,1,100000.0,900
681,25.0,0.008,2400,1,100000.0,950
682,25.0,0.008,2400,1,100000.0,1000
683,25.0,0.008,2400,1,100000.0,1050
684,25.0,0.008,2400,1,100000.0,1100
685,25.0,0.008,2400,1,100000.0,1150
686,25.0,0.008,2400,1,100000.0,1200
687,25.0,0.008,2400,1,100000.0,1250
688,25.0,0.008,2400,1,100000.0,1300
689,25.0,0.008,2400,1,100000.0,1350
690,25.0,0.008,2400,1,100000.0,1400
691,25.0,0.008,2400,1,100000.0,1450
692,25.0,0.008,2400,1,100000.0,1500
693,25.0,0.008,2400,1,100000.0,1550
694,25.0,0.008,2400,1,100000.0,1600
695,25.0,0.008,2400,1,100000.0,1650
696,25.0,0.008,2400,1,100000.0,1700
697,25.0,0.008,2400,1,100000.0,1750
698,25.0,0.008,2400,1,100000.0,1800
699,25.0,0.008,2400,1,100000.0,1850
700,25.0,0.008,2400,1,100000.0,1900
701,25.0,0.008,2400,1,100000.0,1950
